Transportadora;Metodo;Cep Inicial;Cep Final;Peso Inicial Kg;Peso Final Kg;Valor Inicial R$;Valor Final R$;Cubagem;Limite Peso Kg;Prazo Entrega;Formula;Frete Valor R$;Excedente R$;AdValor %;Peso Excedente Kg;Valor Por Kg R$;Despacho R$;Total Minimo R$;Imposto %;Seguro %;Seguro Minimo R$;Gris %;Gris Minimo R$;Pedagio R$;Pedagio Fração R$;Tas %;Tas Minimo R$;Emex %;Emex Minimo R$;Taxa Minima R$;Taxa Maxima R$;Taxa %;Fração Taxa Peso;Taxa Sobre
"Transiga";"Normal";"05100-000";"05299-999";0,000;40,000;0,000;999.999,000;200,000;999.999,000;6;"Frete Peso";38,780;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"05100-000";"05299-999";40,001;60,000;0,000;999.999,000;200,000;999.999,000;6;"Frete Peso";39,990;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"05100-000";"05299-999";60,001;80,000;0,000;999.999,000;200,000;999.999,000;6;"Frete Peso";49,230;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"05100-000";"05299-999";80,001;100,000;0,000;999.999,000;200,000;999.999,000;6;"Frete Peso";64,560;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"05100-000";"05299-999";100,001;999.999,000;0,000;999.999,000;200,000;999.999,000;6;"Frete Peso";64,560;0,450;0,300;100,001;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"05300-000";"06299-999";0,000;40,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";38,780;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"05300-000";"06299-999";40,001;60,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";39,990;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"05300-000";"06299-999";60,001;80,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";49,230;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"05300-000";"06299-999";80,001;100,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";64,560;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"05300-000";"06299-999";100,001;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";64,560;0,450;0,300;100,001;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06300-000";"06399-999";0,000;40,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";38,780;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06300-000";"06399-999";40,001;60,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";39,990;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06300-000";"06399-999";60,001;80,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";49,230;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06300-000";"06399-999";80,001;100,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";64,560;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06300-000";"06399-999";100,001;999.999,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";64,560;0,450;0,300;100,001;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06400-000";"06499-999";0,000;40,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";38,780;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06400-000";"06499-999";40,001;60,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";39,990;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06400-000";"06499-999";60,001;80,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";49,230;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06400-000";"06499-999";80,001;100,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";64,560;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06400-000";"06499-999";100,001;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";64,560;0,450;0,300;100,001;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06500-000";"06599-999";0,000;40,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";38,780;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06500-000";"06599-999";40,001;60,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";39,990;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06500-000";"06599-999";60,001;80,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";49,230;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06500-000";"06599-999";80,001;100,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";64,560;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06500-000";"06599-999";100,001;999.999,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";64,560;0,450;0,300;100,001;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06600-000";"06699-999";0,000;40,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";38,780;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06600-000";"06699-999";40,001;60,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";39,990;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06600-000";"06699-999";60,001;80,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";49,230;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06600-000";"06699-999";80,001;100,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";64,560;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06600-000";"06699-999";100,001;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";64,560;0,450;0,300;100,001;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06700-000";"06799-999";0,000;40,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";38,780;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06700-000";"06799-999";40,001;60,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";39,990;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06700-000";"06799-999";60,001;80,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";49,230;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06700-000";"06799-999";80,001;100,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";64,560;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06700-000";"06799-999";100,001;999.999,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";64,560;0,450;0,300;100,001;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06800-000";"06849-999";0,000;40,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";38,780;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06800-000";"06849-999";40,001;60,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";39,990;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06800-000";"06849-999";60,001;80,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";49,230;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06800-000";"06849-999";80,001;100,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";64,560;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06800-000";"06849-999";100,001;999.999,000;0,000;999.999,000;200,000;999.999,000;4;"Frete Peso";64,560;0,450;0,300;100,001;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06850-000";"06889-999";0,000;40,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";38,780;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06850-000";"06889-999";40,001;60,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";39,990;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06850-000";"06889-999";60,001;80,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";49,230;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06850-000";"06889-999";80,001;100,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";64,560;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06850-000";"06889-999";100,001;999.999,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";64,560;0,450;0,300;100,001;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06890-000";"06999-999";0,000;40,000;0,000;999.999,000;200,000;999.999,000;9;"Frete Peso";38,780;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06890-000";"06999-999";40,001;60,000;0,000;999.999,000;200,000;999.999,000;9;"Frete Peso";39,990;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06890-000";"06999-999";60,001;80,000;0,000;999.999,000;200,000;999.999,000;9;"Frete Peso";49,230;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06890-000";"06999-999";80,001;100,000;0,000;999.999,000;200,000;999.999,000;9;"Frete Peso";64,560;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"06890-000";"06999-999";100,001;999.999,000;0,000;999.999,000;200,000;999.999,000;9;"Frete Peso";64,560;0,450;0,300;100,001;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"07000-000";"07499-999";0,000;40,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";38,780;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"07000-000";"07499-999";40,001;60,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";39,990;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"07000-000";"07499-999";60,001;80,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";49,230;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"07000-000";"07499-999";80,001;100,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";64,560;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"07000-000";"07499-999";100,001;999.999,000;0,000;999.999,000;200,000;999.999,000;5;"Frete Peso";64,560;0,450;0,300;100,001;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"07500-000";"07599-999";0,000;40,000;0,000;999.999,000;200,000;999.999,000;8;"Frete Peso";61,070;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"07500-000";"07599-999";40,001;60,000;0,000;999.999,000;200,000;999.999,000;8;"Frete Peso";62,980;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"07500-000";"07599-999";60,001;80,000;0,000;999.999,000;200,000;999.999,000;8;"Frete Peso";77,540;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"07500-000";"07599-999";80,001;100,000;0,000;999.999,000;200,000;999.999,000;8;"Frete Peso";101,690;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"07500-000";"07599-999";100,001;999.999,000;0,000;999.999,000;200,000;999.999,000;8;"Frete Peso";101,690;0,850;0,300;100,001;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"Transiga";"Normal";"07600-000";"07699-999";0,000;40,000;0,000;999.999,000;200,000;999.999,000;9;"Frete Peso";61,070;0,000;0,300;0,000;0,000;8,000;0,000;0,000;0,000;0,000;0,150;3,000;4,500;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
