Transportadora;Metodo;Cep Inicial;Cep Final;Peso Inicial Kg;Peso Final Kg;Valor Inicial R$;Valor Final R$;Cubagem;Limite Peso Kg;Prazo Entrega;Formula;Frete Valor R$;Excedente R$;AdValor %;Peso Excedente Kg;Valor Por Kg R$;Despacho R$;Total Minimo R$;Imposto %;Seguro %;Seguro Minimo R$;Gris %;Gris Minimo R$;Pedagio R$;Pedagio Fração R$;Tas %;Tas Minimo R$;Emex %;Emex Minimo R$;Taxa Minima R$;Taxa Maxima R$;Taxa %;Fração Taxa Peso;Taxa Sobre
"4A Logística";"Normal";"27200-000";"27549-999";100,001;999.999,000;0,000;999.999,000;1,000;999.999,000;8;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"27570-000";"28199-999";0,000;10,000;0,000;999.999,000;1,000;999.999,000;8;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"27570-000";"28199-999";10,001;30,000;0,000;999.999,000;1,000;999.999,000;8;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"27570-000";"28199-999";30,001;50,000;0,000;999.999,000;1,000;999.999,000;8;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"27570-000";"28199-999";50,001;70,000;0,000;999.999,000;1,000;999.999,000;8;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"27570-000";"28199-999";70,001;100,000;0,000;999.999,000;1,000;999.999,000;8;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"27570-000";"28199-999";100,001;999.999,000;0,000;999.999,000;1,000;999.999,000;8;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28230-000";"28374-999";0,000;10,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28230-000";"28374-999";10,001;30,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28230-000";"28374-999";30,001;50,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28230-000";"28374-999";50,001;70,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28230-000";"28374-999";70,001;100,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28230-000";"28374-999";100,001;999.999,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28380-000";"28399-999";0,000;10,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28380-000";"28399-999";10,001;30,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28380-000";"28399-999";30,001;50,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28380-000";"28399-999";50,001;70,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28380-000";"28399-999";70,001;100,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28380-000";"28399-999";100,001;999.999,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28430-000";"28454-999";0,000;10,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28430-000";"28454-999";10,001;30,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28430-000";"28454-999";30,001;50,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28430-000";"28454-999";50,001;70,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28430-000";"28454-999";70,001;100,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28430-000";"28454-999";100,001;999.999,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28460-000";"28549-999";0,000;10,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28460-000";"28549-999";10,001;30,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28460-000";"28549-999";30,001;50,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28460-000";"28549-999";50,001;70,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28460-000";"28549-999";70,001;100,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28460-000";"28549-999";100,001;999.999,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28570-000";"28699-999";0,000;10,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28570-000";"28699-999";10,001;30,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28570-000";"28699-999";30,001;50,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28570-000";"28699-999";50,001;70,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28570-000";"28699-999";70,001;100,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28570-000";"28699-999";100,001;999.999,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28735-000";"28769-999";0,000;10,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28735-000";"28769-999";10,001;30,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28735-000";"28769-999";30,001;50,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28735-000";"28769-999";50,001;70,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28735-000";"28769-999";70,001;100,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28735-000";"28769-999";100,001;999.999,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28800-000";"28889-999";0,000;10,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28800-000";"28889-999";10,001;30,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28800-000";"28889-999";30,001;50,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28800-000";"28889-999";50,001;70,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28800-000";"28889-999";70,001;100,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28800-000";"28889-999";100,001;999.999,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28900-000";"28999-999";0,000;10,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28900-000";"28999-999";10,001;30,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28900-000";"28999-999";30,001;50,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";85,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28900-000";"28999-999";50,001;70,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28900-000";"28999-999";70,001;100,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
"4A Logística";"Normal";"28900-000";"28999-999";100,001;999.999,000;0,000;999.999,000;1,000;999.999,000;9;"Frete Peso";105,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;"NF";
    
