Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,QJLBTnsJ,21/08/2024,12:00,FINLAND - VEIKKAUSLIIGA,Gnistan,Mariehamn,-,1.75,3.6,4.1,1.36,3.0,1.04,12.0,1.25,3.75,1.83,2.03,1.75,2.0,1.8,2.05,1.23,4.0,12.0,13.0,21.0,41.0,8.0,7.0,13.0,34.0,9.0,8.5,15.0,34.0,15.0,15.0,23.0,51.0,201.0
2,zLVVhp5e,21/08/2024,13:00,POLAND - DIVISION 1,Termalica B-B.,Wisla Plock,ROUND 6,2.1,3.3,3.1,1.4,2.75,1.06,10.0,1.29,3.5,1.98,1.88,1.73,2.0,2.15,1.68,1.35,3.1,10.0,10.0,17.0,34.0,8.0,6.5,12.0,26.0,11.0,9.0,15.0,34.0,21.0,17.0,26.0,51.0,201.0
3,WvJUo9n9,21/08/2024,13:30,DENMARK - 1ST DIVISION,Odense,Fredericia,ROUND 6,1.48,4.33,6.25,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.5,1.62,2.2,1.45,2.68,1.12,6.25,17.0,23.0,41.0,67.0,9.5,8.5,21.0,41.0,9.0,8.0,15.0,41.0,11.0,11.0,19.0,41.0,126.0
4,voWrO5f2,21/08/2024,13:30,DENMARK - 1ST DIVISION,Kolding IF,Esbjerg,ROUND 6,1.6,4.33,4.75,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.67,2.1,1.58,2.35,1.19,4.5,15.0,15.0,26.0,51.0,8.5,8.5,15.0,34.0,8.5,8.5,15.0,34.0,13.0,12.0,21.0,41.0,151.0
5,0ncOhHGR,21/08/2024,14:00,NORWAY - ELITESERIEN,Rosenborg,Lillestrom,ROUND 15,1.95,3.75,3.5,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.57,2.25,2.08,1.73,1.38,3.0,15.0,13.0,21.0,41.0,10.0,7.5,12.0,23.0,11.0,9.0,12.0,26.0,19.0,15.0,21.0,41.0,126.0
6,S6CwpmHL,21/08/2024,14:00,DENMARK - 1ST DIVISION,Vendsyssel,Hobro,ROUND 6,2.2,3.6,3.0,1.3,3.4,1.03,15.0,1.2,4.33,1.65,2.2,1.57,2.25,2.2,1.65,1.4,2.85,15.0,12.0,17.0,29.0,10.0,7.0,11.0,21.0,12.0,9.0,12.0,26.0,21.0,17.0,21.0,41.0,126.0
7,6BdOzoiM,21/08/2024,15:00,PERU - LIGA 1,Sport Boys,Carlos Mannucci,CLAUSURA ,1.7,3.75,4.0,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.83,1.83,1.73,2.08,1.23,4.1,11.0,11.0,21.0,51.0,7.0,7.5,15.0,34.0,8.0,8.5,17.0,41.0,13.0,15.0,29.0,51.0,301.0
8,2H2Ivoxi,21/08/2024,15:00,PERU - LIGA 1,Grau,Los Chankas,CLAUSURA ,1.55,3.75,5.5,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.83,1.83,1.58,2.35,1.15,5.5,11.0,15.0,29.0,51.0,7.0,7.5,19.0,41.0,7.5,8.5,17.0,41.0,11.0,13.0,26.0,51.0,251.0
9,l4XNf6zq,21/08/2024,15:30,POLAND - DIVISION 1,Pogon Siedlce,Tychy,ROUND 6,3.25,3.2,2.1,1.4,2.75,1.06,10.0,1.29,3.5,1.98,1.88,1.73,2.0,3.3,1.33,1.7,2.1,10.0,8.0,11.0,19.0,11.0,6.5,9.0,17.0,17.0,12.0,13.0,26.0,34.0,26.0,34.0,41.0,201.0
10,4Wei0SCL,21/08/2024,15:30,POLAND - DIVISION 1,Odra Opole,S. Wola,ROUND 6,1.9,3.25,3.75,1.44,2.63,1.07,8.5,1.33,3.25,2.1,1.7,1.91,1.8,1.98,1.88,1.26,3.7,8.5,10.0,19.0,41.0,6.5,6.5,13.0,34.0,8.5,9.0,17.0,41.0,17.0,17.0,29.0,51.0,351.0
11,xMZ8BYSs,21/08/2024,16:00,EUROPE - CHAMPIONS LEAGUE,Dyn. Kyiv (Ukr),Salzburg (Aut),QUALIFICATION ,2.9,3.7,2.25,1.3,3.4,1.01,15.0,1.2,4.33,1.62,2.25,1.57,2.25,2.75,1.43,1.65,2.2,15.0,11.0,13.0,21.0,12.0,7.5,9.5,17.0,17.0,11.0,12.0,23.0,29.0,21.0,26.0,41.0,126.0
