Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,0WWvWsXm,28/06/2024,10:00,EGYPT - PREMIER LEAGUE,Arab Contractors,National Bank Egypt,ROUND 28,2.87,2.85,2.57,1.44,2.42,1.04,7.4,1.37,2.62,2.1,1.57,1.75,1.85,,,,,7.4,7.5,12.5,30.0,7.8,5.5,9.5,23.0,14.0,10.25,13.5,35.0,37.0,27.0,37.0,70.0,600.0
2,bZjSVH6k,28/06/2024,12:00,FINLAND - VEIKKAUSLIIGA,Inter Turku,VPS,-,2.38,3.6,2.8,1.36,3.0,1.04,13.0,1.25,3.75,1.85,2.0,1.67,2.1,2.35,1.58,1.45,2.68,12.0,10.0,15.0,29.0,9.0,7.0,10.0,21.0,12.0,9.5,13.0,29.0,23.0,19.0,26.0,41.0,151.0
3,dbQmUL10,28/06/2024,13:00,EGYPT - PREMIER LEAGUE,Al Ahly,Pharco,ROUND 28,1.26,5.1,10.0,1.28,3.46,1.03,14.0,1.19,3.65,1.53,2.18,1.98,1.65,,,,,14.0,28.0,80.0,350.0,7.4,10.5,32.0,120.0,6.2,8.75,23.0,100.0,7.6,10.75,28.0,100.0,800.0
4,EZzqV1nf,28/06/2024,13:00,EGYPT - PREMIER LEAGUE,Smouha,Pyramids,ROUND 28,6.1,3.65,1.53,1.38,2.57,1.03,8.4,1.32,2.82,1.93,1.7,2.0,1.65,,,,,8.75,5.6,6.4,10.5,14.5,7.2,8.25,13.5,37.0,19.5,19.5,32.0,150.0,75.0,70.0,110.0,900.0
5,C8wkKOJR,28/06/2024,13:00,ESTONIA - MEISTRILIIGA,Kuressaare,Paide,ROUND 17,6.1,4.35,1.4,1.29,3.4,1.03,12.9,1.16,4.3,1.57,2.12,1.79,1.98,,,,,13.5,6.7,6.2,8.0,15.0,7.7,7.1,9.25,32.0,16.0,14.5,19.0,90.0,50.0,45.0,55.0,350.0
6,n1UGFrSr,28/06/2024,13:00,ESTONIA - MEISTRILIIGA,Tammeka,Kalju,ROUND 17,3.85,3.75,1.7,1.32,3.2,1.01,12.1,1.19,3.98,1.62,2.02,1.64,2.2,,,,,13.0,7.1,7.6,11.5,11.0,6.6,7.1,10.75,18.5,11.0,11.75,18.0,45.0,26.0,28.0,45.0,250.0
7,hdjWUyMe,28/06/2024,14:00,FINLAND - VEIKKAUSLIIGA,AC Oulu,KuPS,-,4.2,3.7,1.75,1.33,3.25,1.04,13.0,1.25,3.75,1.83,2.03,1.75,2.0,4.0,1.23,2.05,1.75,12.0,8.0,9.0,15.0,13.0,7.0,8.5,13.0,23.0,13.0,15.0,23.0,41.0,34.0,34.0,41.0,201.0
8,lpmve7FM,28/06/2024,14:00,SWEDEN - SUPERETTAN,Helsingborg,Varberg,ROUND 14,1.85,3.25,3.9,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.95,1.75,2.0,1.93,1.93,1.25,3.8,11.0,12.0,21.0,41.0,7.5,6.5,13.0,34.0,9.0,8.5,13.0,41.0,17.0,15.0,26.0,41.0,201.0
9,2F7SQ7RH,28/06/2024,14:00,NORWAY - ELITESERIEN,Odd,Kristiansund,ROUND 12,2.0,3.7,3.4,1.3,3.4,1.03,15.0,1.2,4.33,1.65,2.2,1.57,2.25,2.05,1.85,1.33,3.3,15.0,13.0,19.0,41.0,10.0,7.5,12.0,23.0,11.0,9.0,12.0,26.0,19.0,15.0,21.0,41.0,126.0
10,rDLd9udp,28/06/2024,14:00,NORWAY - ELITESERIEN,Sarpsborg 08,Bodo/Glimt,ROUND 12,4.1,4.5,1.67,1.2,4.33,1.01,23.0,1.1,7.0,1.36,3.1,1.4,2.75,4.0,1.23,2.2,1.65,26.0,15.0,13.0,17.0,23.0,10.0,9.0,12.0,29.0,15.0,12.0,15.0,51.0,29.0,23.0,29.0,81.0
11,fk4KSTd5,28/06/2024,14:00,NORWAY - ELITESERIEN,Brann,Stromsgodset,ROUND 12,1.36,5.5,7.0,1.22,4.0,1.02,19.0,1.14,5.5,1.48,2.6,1.67,2.1,1.35,3.1,1.12,6.4,21.0,23.0,41.0,81.0,10.0,11.0,21.0,41.0,8.5,9.0,17.0,41.0,10.0,10.0,21.0,41.0,151.0
