Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,lSkcRMx9,20/09/2024,08:35,CHINA - SUPER LEAGUE,Meizhou Hakka,Beijing Guoan,ROUND 26,3.6,3.8,1.91,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.53,2.38,3.45,1.3,1.9,1.95,17.0,10.0,11.0,17.0,15.0,7.5,8.5,13.0,21.0,12.0,12.0,21.0,41.0,26.0,26.0,34.0,126.0
2,OA7y3Tgn,20/09/2024,10:00,ROMANIA - LIGA 2,Chindia Targoviste,Ceahlaul,ROUND 7,2.37,3.1,2.95,1.47,2.52,1.09,6.2,1.4,2.7,2.22,1.62,1.9,1.82,2.32,1.57,,,6.2,7.7,14.0,37.0,7.0,5.9,11.0,29.0,11.0,9.25,15.5,40.0,25.0,21.0,35.0,80.0,800.0
3,Ega5yebt,20/09/2024,11:00,BULGARIA - PARVA LIGA,Hebar,Septemvri Sofia,ROUND 9,2.15,3.2,3.5,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,2.0,1.73,2.1,1.7,1.3,3.45,8.0,9.0,17.0,41.0,6.5,6.0,13.0,34.0,9.5,9.5,17.0,41.0,19.0,19.0,34.0,51.0,301.0
4,YRTchdMr,20/09/2024,12:00,ROMANIA - LIGA 1,FC Botosani,Gloria Buzau,ROUND 10,1.83,3.4,4.0,1.44,2.63,1.07,8.5,1.36,3.0,2.2,1.65,2.0,1.73,1.88,1.98,1.24,3.9,8.5,10.0,21.0,41.0,6.0,6.5,15.0,41.0,8.0,9.0,19.0,41.0,15.0,17.0,34.0,67.0,351.0
5,IDnMEWq8,20/09/2024,12:00,FINLAND - VEIKKAUSLIIGA,Haka,SJK,CHAMPIONSHIP GROUP,3.3,3.5,2.1,1.25,3.75,1.03,17.0,1.14,5.5,1.53,2.4,1.44,2.63,3.3,1.33,1.75,2.05,17.0,12.0,13.0,21.0,17.0,7.0,9.0,15.0,21.0,12.0,10.0,19.0,34.0,23.0,23.0,29.0,81.0
6,A9jFrFG8,20/09/2024,12:00,ARMENIA - PREMIER LEAGUE,Pyunik Yerevan,BKMA,ROUND 7,1.16,5.8,13.0,1.24,3.65,1.02,12.0,1.1,4.8,1.43,2.39,2.25,1.61,,,,,15.0,28.0,90.0,350.0,6.7,11.0,35.0,150.0,5.1,8.5,25.0,110.0,5.6,9.25,27.0,110.0,201.0
7,YsjDSBVg,20/09/2024,12:15,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Khaleej,Al Feiha,ROUND 4,1.9,3.3,4.0,1.5,2.5,1.08,7.0,1.4,2.75,2.25,1.62,2.1,1.67,1.9,1.9,1.24,3.9,7.5,9.5,19.0,41.0,6.0,6.5,15.0,41.0,8.0,9.5,19.0,41.0,15.0,19.0,34.0,67.0,900.0
8,GQsUOTUI,20/09/2024,12:55,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ahli SC,Damac,ROUND 4,1.36,5.0,6.5,1.29,3.5,1.01,17.0,1.17,4.5,1.57,2.35,1.83,1.83,1.38,3.0,1.12,6.4,17.0,19.0,41.0,67.0,8.5,10.0,21.0,41.0,7.5,9.0,21.0,41.0,9.0,11.0,23.0,51.0,700.0
9,QJmodyY8,20/09/2024,13:00,POLAND - DIVISION 1,Odra Opole,Pruszkow,ROUND 10,2.35,3.1,3.0,1.44,2.63,1.07,9.0,1.3,3.4,2.05,1.75,1.8,1.91,2.35,1.58,1.38,3.0,9.0,9.5,15.0,34.0,8.0,6.0,11.0,26.0,11.0,9.5,13.0,34.0,23.0,19.0,29.0,51.0,251.0
10,r99llHCd,20/09/2024,13:00,POLAND - EKSTRAKLASA,Radomiak Radom,Korona Kielce,ROUND 9,2.3,3.25,3.0,1.4,2.75,1.05,11.0,1.29,3.5,2.0,1.85,1.75,2.0,2.25,1.63,1.38,3.0,10.0,10.0,15.0,34.0,8.5,6.5,11.0,23.0,11.0,9.5,13.0,34.0,21.0,19.0,26.0,41.0,201.0
