Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
11,pGdQs3vm,02/11/2024,04:30,CHINA - SUPER LEAGUE,Shanghai Port,Tianjin Jinmen Tiger,ROUND 30,1.14,8.5,13.0,1.14,5.5,1.01,34.0,1.05,11.0,1.22,4.2,1.7,2.05,1.16,5.25,,,34.0,41.0,67.0,151.0,17.0,19.0,34.0,67.0,10.0,11.0,23.0,51.0,9.0,10.0,21.0,51.0,151.0
12,GEcowugI,02/11/2024,04:30,CHINA - SUPER LEAGUE,Changchun Yatai,Zhejiang Professional,ROUND 30,2.25,4.0,2.7,1.18,4.5,1.01,26.0,1.08,8.0,1.3,3.5,1.3,3.4,2.2,1.65,1.45,2.68,29.0,19.0,21.0,34.0,17.0,9.5,12.0,19.0,19.0,10.0,10.0,19.0,26.0,15.0,17.0,23.0,51.0
13,SvnVtNgg,02/11/2024,04:30,CHINA - SUPER LEAGUE,Shandong Taishan,Meizhou Hakka,ROUND 30,2.15,3.6,3.1,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,1.44,2.63,2.15,1.68,1.38,3.0,19.0,15.0,19.0,34.0,13.0,7.5,12.0,21.0,15.0,9.5,10.0,23.0,21.0,15.0,19.0,29.0,81.0
14,vNaa0KSq,02/11/2024,04:30,SOUTH KOREA - K LEAGUE 1,Gwangju FC,Daejeon,RELEGATION GROUP ,1.85,3.5,4.0,1.4,2.75,1.06,10.0,1.3,3.4,2.05,1.8,1.83,1.83,1.9,1.95,1.25,3.8,10.0,11.0,21.0,41.0,7.0,6.5,13.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,29.0,51.0,301.0
15,bi68LFDT,02/11/2024,04:30,SOUTH KOREA - K LEAGUE 1,Gimcheon Sangmu,Suwon FC,CHAMPIONSHIP GROUP ,1.91,3.5,3.7,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.67,2.1,1.98,1.88,1.28,3.55,12.0,12.0,21.0,41.0,8.0,7.0,13.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,201.0
16,4hDaNyqH,02/11/2024,04:30,SOUTH KOREA - K LEAGUE 1,Seoul,Pohang,CHAMPIONSHIP GROUP ,2.3,3.2,3.1,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.73,2.0,2.25,1.63,1.35,3.1,10.0,10.0,15.0,34.0,8.5,6.0,11.0,23.0,11.0,9.5,13.0,34.0,21.0,19.0,29.0,41.0,201.0
17,fDpZ3WAt,02/11/2024,04:30,SOUTH KOREA - K LEAGUE 2,Cheonan City,Busan,ROUND 38,4.5,4.2,1.5,1.3,3.4,1.03,17.0,1.18,4.5,1.6,2.3,1.73,2.0,4.65,1.18,2.38,1.55,15.0,8.5,8.5,12.0,15.0,9.0,8.5,12.0,29.0,15.0,17.0,21.0,51.0,41.0,41.0,51.0,201.0
18,hvLELCNp,02/11/2024,04:30,CHINA - SUPER LEAGUE,Qingdao Hainiu,Cangzhou,ROUND 30,1.5,4.33,5.75,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.7,2.05,1.5,2.5,1.15,5.5,15.0,17.0,34.0,51.0,8.5,8.5,17.0,41.0,8.0,8.5,15.0,41.0,11.0,12.0,21.0,41.0,201.0
19,K8aKp6vB,02/11/2024,05:35,AUSTRALIA - A-LEAGUE,WS Wanderers,Adelaide United,ROUND 3,2.2,4.0,2.88,1.25,3.75,1.02,21.0,1.14,5.5,1.44,2.75,1.4,2.75,2.15,1.68,1.45,2.68,21.0,15.0,19.0,29.0,13.0,8.5,11.0,19.0,15.0,9.5,11.0,21.0,23.0,15.0,19.0,29.0,81.0
20,U95cApEt,02/11/2024,06:00,ROMANIA - LIGA 2,CSM Focsani,Mioveni,ROUND 12,1.7,3.6,4.75,1.44,2.57,1.08,6.6,1.38,2.82,2.15,1.65,2.05,1.7,1.65,2.15,1.53,2.4,6.6,10.75,25.0,80.0,5.7,7.0,16.0,55.0,7.0,8.5,19.5,65.0,12.0,15.0,35.0,120.0,1000.0
21,IVyuh3bC,02/11/2024,06:00,ROMANIA - LIGA 2,CSC Dumbravita,Metaloglobus Bucharest,ROUND 12,3.35,3.05,2.2,1.45,2.55,1.09,6.1,1.4,2.72,2.22,1.62,1.9,1.82,2.37,1.55,1.65,2.15,6.1,6.5,9.75,21.0,8.75,5.9,9.0,20.0,17.0,11.75,15.0,35.0,45.0,32.0,45.0,80.0,700.0
22,UBz4jjN7,02/11/2024,06:00,ROMANIA - LIGA 2,Campulung,Afumati,ROUND 12,5.8,3.3,1.65,1.42,2.65,1.06,7.1,1.28,3.35,1.85,1.88,1.75,1.98,,,2.15,1.65,7.1,6.7,7.9,13.5,16.0,6.5,7.6,13.0,40.0,17.0,13.5,23.0,120.0,60.0,50.0,60.0,450.0
23,pKIjEgFE,02/11/2024,06:00,ROMANIA - LIGA 2,FC Arges,Unirea Ungheni,ROUND 12,1.62,3.5,5.6,1.47,2.55,1.09,6.1,1.42,2.65,2.27,1.6,2.25,1.57,1.6,2.25,,,6.1,11.25,30.0,120.0,5.2,7.0,19.0,75.0,6.4,8.75,22.0,90.0,11.25,15.5,40.0,150.0,900.0
24,A5YWgPTa,02/11/2024,06:00,ROMANIA - LIGA 2,CSM Resita,Chindia Targoviste,ROUND 12,1.65,3.55,5.1,1.42,2.65,1.08,6.6,1.37,2.85,2.12,1.7,2.05,1.7,1.65,2.15,,,6.6,11.5,28.0,100.0,5.7,6.9,17.0,60.0,6.9,8.25,19.0,70.0,12.0,14.5,35.0,110.0,900.0
25,ShkiVYgc,02/11/2024,07:00,BULGARIA - PARVA LIGA,Lok. Sofia,Arda,ROUND 14,3.0,3.1,2.5,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.73,2.85,1.4,1.53,2.43,7.0,7.0,11.0,23.0,7.5,6.0,10.0,23.0,13.0,12.0,17.0,41.0,29.0,29.0,41.0,67.0,1000.0
26,0WrmfYNr,02/11/2024,07:00,ROMANIA - LIGA 2,U Craiova 1948,Ceahlaul,ROUND 12,1.78,3.45,4.4,1.42,2.67,1.07,6.7,1.35,2.92,2.05,1.72,1.93,1.78,1.75,2.0,,,6.7,11.0,24.0,75.0,6.2,6.6,14.5,50.0,7.7,8.25,16.5,55.0,14.0,15.0,30.0,90.0,800.0
27,ITxbTnvh,02/11/2024,07:30,ESTONIA - MEISTRILIIGA,Kuressaare,Kalju,ROUND 35,5.1,4.45,1.45,1.22,4.0,1.02,16.5,1.08,5.35,1.52,2.2,1.52,2.46,,,,,19.0,9.25,8.0,9.75,17.5,8.25,7.3,9.0,30.0,14.0,12.0,15.0,70.0,35.0,29.0,35.0,175.0
28,jTHcS5R0,02/11/2024,07:30,TURKEY - 1. LIG,Keciorengucu,Corum,ROUND 11,2.63,3.25,2.55,1.44,2.63,1.06,9.5,1.3,3.4,2.03,1.78,1.8,1.91,2.6,1.48,1.5,2.5,9.5,8.5,13.0,26.0,8.5,6.5,10.0,21.0,13.0,10.0,15.0,29.0,26.0,21.0,29.0,51.0,251.0
29,MF8mpoZq,02/11/2024,07:30,TURKEY - SUPER LIG,Sivasspor,Rizespor,ROUND 11,2.55,3.3,2.75,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.67,2.1,2.43,1.53,1.45,2.68,11.0,9.5,13.0,26.0,9.0,6.5,11.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0
30,GQi5RjCr,02/11/2024,08:00,PORTUGAL - LIGA PORTUGAL 2,Portimonense,Vizela,ROUND 10,2.9,3.25,2.35,1.44,2.63,1.06,9.5,1.33,3.25,2.05,1.75,1.8,1.91,2.85,1.4,1.6,2.3,9.5,8.0,11.0,21.0,9.0,6.5,9.5,19.0,15.0,11.0,15.0,29.0,29.0,23.0,34.0,51.0,251.0
31,827KtBjC,02/11/2024,08:00,POLAND - DIVISION 1,Pruszkow,S. Wola,ROUND 15,1.85,3.5,3.9,1.36,3.0,1.05,11.0,1.29,3.5,1.93,1.93,1.8,1.91,1.9,1.95,1.25,3.8,11.0,12.0,21.0,41.0,7.5,7.0,13.0,34.0,9.0,8.5,15.0,41.0,15.0,15.0,26.0,51.0,201.0
32,8bXRMclQ,02/11/2024,08:30,HUNGARY - OTP BANK LIGA,MTK Budapest,Zalaegerszegi,ROUND 12,1.95,3.4,3.6,1.36,3.0,1.04,12.0,1.22,4.0,1.8,2.0,1.67,2.1,2.0,1.85,1.28,3.55,12.0,13.0,21.0,41.0,8.5,6.5,13.0,29.0,10.0,9.0,13.0,34.0,17.0,15.0,23.0,41.0,151.0
33,pzuN8YL7,02/11/2024,09:00,GERMANY - 2. BUNDESLIGA,Greuther Furth,Darmstadt,ROUND 11,2.3,3.75,2.75,1.3,3.4,1.03,17.0,1.17,5.0,1.53,2.4,1.53,2.38,2.3,1.6,1.45,2.68,17.0,12.0,17.0,29.0,11.0,7.5,11.0,21.0,13.0,9.5,12.0,23.0,23.0,17.0,21.0,34.0,126.0
34,GQsijwdo,02/11/2024,09:00,DENMARK - 1ST DIVISION,Roskilde,Kolding IF,ROUND 15,4.5,3.9,1.7,1.36,3.0,1.05,11.0,1.29,3.5,1.93,1.93,1.83,1.83,4.4,1.2,2.1,1.7,11.0,7.0,8.0,13.0,12.0,7.5,8.5,15.0,23.0,15.0,17.0,26.0,51.0,41.0,41.0,51.0,301.0
35,Cv4nELYS,02/11/2024,09:00,SWEDEN - SUPERETTAN,Gefle,Utsikten,ROUND 29,1.73,3.7,3.9,1.33,3.25,1.03,15.0,1.2,4.33,1.7,2.1,1.67,2.1,1.78,2.03,1.24,3.9,13.0,13.0,23.0,41.0,8.5,7.5,13.0,29.0,9.5,8.5,15.0,34.0,15.0,13.0,21.0,41.0,151.0
36,QN5vGs4G,02/11/2024,09:00,SWEDEN - SUPERETTAN,Landskrona,Degerfors,ROUND 29,2.2,3.2,3.0,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,1.7,2.05,2.3,1.6,1.38,3.0,11.0,11.0,15.0,34.0,8.5,6.5,11.0,23.0,12.0,9.5,13.0,29.0,21.0,17.0,26.0,41.0,201.0
37,Gfm6CGMr,02/11/2024,09:00,GERMANY - 2. BUNDESLIGA,Hannover,Karlsruher SC,ROUND 11,1.95,3.6,3.6,1.29,3.5,1.03,15.0,1.18,4.5,1.6,2.3,1.53,2.38,1.98,1.88,1.3,3.45,15.0,15.0,21.0,41.0,10.0,7.5,12.0,26.0,11.0,9.0,12.0,29.0,19.0,15.0,21.0,34.0,126.0
38,W4I3LB5D,02/11/2024,09:00,GERMANY - 2. BUNDESLIGA,Regensburg,Elversberg,ROUND 11,3.8,3.6,1.95,1.29,3.5,1.03,15.0,1.17,5.0,1.6,2.3,1.53,2.38,3.55,1.28,1.88,1.98,15.0,10.0,11.0,17.0,15.0,7.0,9.0,15.0,21.0,13.0,11.0,21.0,41.0,26.0,29.0,34.0,101.0
39,dYt8RjgM,02/11/2024,09:30,BULGARIA - PARVA LIGA,Lok. Plovdiv,CSKA Sofia,ROUND 14,5.5,3.9,1.62,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,2.1,1.67,5.0,1.17,2.0,1.85,9.5,6.0,7.0,12.0,12.0,7.5,8.5,15.0,26.0,17.0,21.0,29.0,51.0,41.0,51.0,67.0,351.0
40,v7ZHKh9t,02/11/2024,09:30,FINLAND - VEIKKAUSLIIGA,SJK,Haka,CONFERENCE LEAGUE ,1.53,4.2,4.75,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,1.57,2.25,1.55,2.38,1.18,4.8,19.0,19.0,34.0,51.0,10.0,9.0,15.0,41.0,9.5,8.5,15.0,34.0,12.0,11.0,19.0,41.0,126.0
41,O4A1cABk,02/11/2024,09:30,ENGLAND - CHAMPIONSHIP,Blackburn,Sheffield Utd,ROUND 13,2.9,3.1,2.55,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.83,1.83,2.85,1.4,1.53,2.43,8.0,8.0,12.0,23.0,8.5,6.0,10.0,21.0,13.0,11.0,15.0,34.0,29.0,23.0,34.0,51.0,301.0
42,UTo8axyP,02/11/2024,09:30,ENGLAND - CHAMPIONSHIP,Oxford Utd,Swansea,ROUND 13,2.8,3.2,2.6,1.44,2.63,1.08,8.0,1.4,3.0,2.2,1.67,1.83,1.83,2.68,1.45,1.5,2.5,8.5,7.5,12.0,26.0,8.0,6.0,10.0,21.0,13.0,11.0,15.0,34.0,29.0,23.0,34.0,51.0,301.0
43,xUBBOnAl,02/11/2024,09:30,ENGLAND - CHAMPIONSHIP,Stoke,Derby,ROUND 13,2.2,3.4,3.2,1.4,2.75,1.06,10.0,1.3,3.5,2.0,1.85,1.73,2.0,2.15,1.68,1.35,3.1,10.0,10.0,17.0,34.0,8.0,6.5,12.0,26.0,11.0,9.0,15.0,34.0,21.0,17.0,26.0,51.0,201.0
44,WIs9mjGL,02/11/2024,09:30,ENGLAND - PREMIER LEAGUE,Newcastle,Arsenal,ROUND 10,3.7,3.6,1.95,1.36,3.0,1.04,13.0,1.25,4.0,1.8,2.0,1.67,2.1,3.45,1.3,1.88,2.02,12.0,9.0,11.0,19.0,13.0,7.5,9.5,17.0,21.0,15.0,15.0,26.0,41.0,34.0,41.0,51.0,201.0
45,lKFOH1jS,02/11/2024,10:00,GERMANY - 3. LIGA,Aue,Saarbrucken,ROUND 13,3.0,3.4,2.25,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2,3.0,1.38,1.65,2.2,13.0,9.5,12.0,21.0,12.0,6.5,9.5,17.0,17.0,11.0,12.0,23.0,29.0,23.0,29.0,41.0,151.0
46,p4rZH39D,02/11/2024,10:00,ARMENIA - PREMIER LEAGUE,Ararat Yerevan,Pyunik Yerevan,ROUND 14,5.4,3.85,1.5,1.37,2.5,1.01,8.6,1.25,3.14,1.87,1.78,2.0,1.77,,,,,9.75,5.3,5.7,8.5,11.0,6.6,7.1,10.5,25.0,14.5,15.5,24.0,75.0,45.0,50.0,75.0,600.0
47,b9gMQvTr,02/11/2024,10:00,GERMANY - 3. LIGA,RW Essen,Cottbus,ROUND 13,2.35,4.1,2.5,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,1.4,2.75,2.35,1.58,1.53,2.43,23.0,15.0,17.0,26.0,13.0,8.5,10.0,17.0,15.0,10.0,12.0,21.0,23.0,17.0,19.0,29.0,81.0
48,8YaeRbGD,02/11/2024,10:00,SPAIN - LALIGA2,Eibar,Elche,ROUND 13,2.3,3.0,3.4,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,2.1,1.67,2.25,1.63,1.33,3.3,6.5,8.0,15.0,41.0,6.0,6.0,13.0,34.0,9.5,10.0,19.0,41.0,21.0,23.0,41.0,67.0,1250.0
49,6ZdUOIce,02/11/2024,10:00,GERMANY - 3. LIGA,Sandhausen,Munich 1860,ROUND 13,2.15,3.6,3.1,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25,2.1,1.7,1.38,3.0,15.0,12.0,17.0,34.0,10.0,7.0,11.0,21.0,12.0,9.0,12.0,26.0,21.0,17.0,21.0,41.0,126.0
50,4z48FZf5,02/11/2024,10:00,SPAIN - LALIGA,Osasuna,Valladolid,ROUND 12,1.62,3.7,5.75,1.44,2.63,1.07,9.0,1.33,3.4,2.1,1.73,2.0,1.75,1.63,2.25,1.16,5.25,9.0,13.0,29.0,67.0,6.0,7.0,19.0,41.0,7.0,8.5,19.0,51.0,12.0,15.0,29.0,67.0,401.0
51,Aykr6Se3,02/11/2024,10:00,TURKEY - SUPER LIG,Kayserispor,Adana Demirspor,ROUND 11,1.62,4.5,4.75,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,1.57,2.25,1.6,2.3,1.2,4.4,19.0,19.0,29.0,51.0,10.0,9.0,15.0,34.0,9.5,8.5,13.0,34.0,13.0,12.0,19.0,41.0,126.0
52,2a5kF5Fc,02/11/2024,10:00,ISRAEL - LIGAT HA'AL,Hapoel Jerusalem,Netanya,ROUND 9,2.55,3.2,2.55,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,1.73,2.0,2.5,1.5,1.48,2.6,10.0,9.0,13.0,26.0,9.0,6.5,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0
53,OIXIZmZQ,02/11/2024,10:00,TURKEY - 1. LIG,Erokspor,Sanliurfaspor,ROUND 11,1.91,3.5,3.7,1.36,3.0,1.05,11.0,1.25,3.75,1.85,1.95,1.73,2.0,1.95,1.85,1.28,3.55,11.0,12.0,19.0,41.0,8.0,7.0,13.0,29.0,9.5,8.5,15.0,34.0,17.0,15.0,26.0,41.0,201.0
54,fewPp0KE,02/11/2024,10:00,GERMANY - 3. LIGA,Hansa Rostock,VfL Osnabruck,ROUND 13,1.95,3.7,3.5,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.62,2.2,2.0,1.85,1.3,3.45,13.0,13.0,19.0,41.0,9.5,7.0,12.0,26.0,11.0,9.0,13.0,29.0,17.0,15.0,21.0,41.0,151.0
55,YiieCuEk,02/11/2024,10:00,GERMANY - 3. LIGA,Ingolstadt,SG Dynamo Dresden,ROUND 13,2.55,3.75,2.38,1.29,3.5,1.03,17.0,1.14,5.5,1.53,2.4,1.5,2.5,2.5,1.5,1.58,2.35,19.0,12.0,15.0,23.0,13.0,7.5,10.0,17.0,15.0,10.0,12.0,21.0,26.0,19.0,21.0,34.0,101.0
56,2RkbcGxq,02/11/2024,10:00,FRANCE - LIGUE 2,Caen,Bastia,ROUND 12,2.25,3.1,3.25,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,1.91,1.8,2.25,1.63,1.35,3.1,7.5,8.5,15.0,34.0,7.0,6.0,12.0,29.0,10.0,9.5,17.0,41.0,21.0,21.0,34.0,51.0,351.0
57,hWI1hhBE,02/11/2024,10:00,WALES - CYMRU PREMIER,Barry,TNS,ROUND 15,12.5,5.9,1.17,1.25,3.6,1.03,9.75,1.14,5.0,1.44,2.6,2.1,1.65,,,,,9.75,8.75,6.5,6.9,37.0,13.5,9.75,10.5,120.0,45.0,29.0,30.0,500.0,200.0,150.0,120.0,201.0
58,f1OlURdl,02/11/2024,10:00,TURKEY - 1. LIG,Adanaspor AS,Bandirmaspor,ROUND 11,5.0,3.6,1.7,1.36,3.0,1.05,11.0,1.25,3.75,1.85,1.95,1.8,1.91,4.65,1.18,2.1,1.7,11.0,7.5,8.0,13.0,15.0,7.0,8.5,13.0,26.0,17.0,15.0,26.0,51.0,41.0,41.0,51.0,251.0
59,GQJmkRHa,02/11/2024,10:30,AUSTRIA - 2. LIGA,ASK Voitsberg,Liefering,ROUND 12,3.15,3.7,2.02,1.3,3.2,1.03,9.0,1.18,4.25,1.57,2.27,1.52,2.37,,,1.75,2.0,9.0,10.75,12.0,20.0,13.0,7.5,8.75,14.0,19.0,11.0,11.75,19.5,40.0,24.0,26.0,40.0,250.0
60,fJV1glzI,02/11/2024,10:30,POLAND - DIVISION 1,Kotwica Kolobrzeg,Odra Opole,ROUND 15,2.55,3.1,2.7,1.5,2.5,1.08,7.5,1.4,2.75,2.3,1.6,1.91,1.8,2.5,1.5,1.45,2.68,7.5,7.5,12.0,29.0,7.5,6.0,11.0,23.0,12.0,11.0,17.0,41.0,26.0,23.0,34.0,51.0,800.0
61,YDWWmgsT,02/11/2024,10:30,UKRAINE - PREMIER LEAGUE,Karpaty Lviv,Livyi Bereg,ROUND 12,1.78,3.1,4.8,1.52,2.2,1.11,6.75,1.5,2.27,2.4,1.44,2.2,1.52,1.75,1.95,,,6.3,9.5,25.0,100.0,4.9,6.4,17.0,65.0,6.9,9.0,22.0,80.0,14.0,18.5,45.0,150.0,67.0
62,KbQvimmm,02/11/2024,10:30,AUSTRIA - 2. LIGA,SK Rapid (Am),Bregenz,ROUND 12,2.1,3.9,2.92,1.28,3.35,1.03,9.25,1.17,4.4,1.53,2.35,1.5,2.4,2.05,1.72,,,9.25,13.5,18.0,35.0,11.0,7.9,10.75,21.0,12.5,9.0,12.0,24.0,20.0,14.5,20.0,40.0,200.0
63,p6B4oqHO,02/11/2024,10:30,AUSTRIA - 2. LIGA,Lafnitz,Horn,ROUND 12,2.15,3.6,2.95,1.3,3.2,1.03,9.0,1.18,4.25,1.57,2.27,1.5,2.42,2.07,1.7,,,9.0,12.5,18.0,37.0,11.0,7.4,10.5,22.0,13.0,8.75,11.5,24.0,22.0,15.0,19.5,37.0,200.0
64,2srV1415,02/11/2024,10:30,AUSTRIA - 2. LIGA,Floridsdorfer AC,Stripfing,ROUND 12,1.78,3.65,4.1,1.39,2.77,1.05,7.6,1.28,3.35,1.85,1.9,1.78,1.93,1.75,2.0,,,7.6,12.0,23.0,65.0,7.2,7.0,13.5,37.0,8.25,8.25,15.0,40.0,14.0,14.0,26.0,70.0,500.0
65,fHvN3QWh,02/11/2024,10:30,AUSTRIA - 2. LIGA,A. Lustenau,Amstetten,ROUND 12,1.95,3.7,3.35,1.35,2.92,1.04,8.25,1.24,3.65,1.72,2.05,1.65,2.12,1.93,1.82,,,8.25,11.75,19.0,45.0,8.5,7.1,11.5,27.0,10.25,8.5,13.5,32.0,17.5,14.5,23.0,55.0,350.0
66,Odbj9X6C,02/11/2024,10:45,POLAND - EKSTRAKLASA,Rakow,Stal Mielec,ROUND 14,1.33,5.0,8.0,1.36,3.0,1.04,13.0,1.29,3.5,1.93,1.93,2.38,1.53,1.33,3.3,,,11.0,17.0,41.0,101.0,6.0,10.0,23.0,67.0,5.5,9.0,29.0,67.0,8.0,13.0,34.0,101.0,201.0
67,d4cuVHVP,02/11/2024,11:00,ITALY - SERIE C,Novara,Caldiero Terme,GROUP A ,1.83,3.15,4.65,1.5,2.5,1.1,5.9,1.44,2.62,2.3,1.57,2.05,1.7,1.8,1.93,,,5.9,10.25,25.0,90.0,5.5,6.2,15.5,55.0,7.6,8.5,17.5,60.0,15.0,17.0,35.0,110.0,900.0
68,tAfRLDhC,02/11/2024,11:00,ITALY - SERIE C,Renate,Lumezzane,GROUP A ,2.62,2.8,2.92,1.57,2.32,1.12,5.4,1.5,2.42,2.42,1.5,2.0,1.72,2.35,1.55,,,5.4,6.8,13.5,37.0,6.8,5.5,11.25,32.0,12.0,10.0,16.0,50.0,30.0,25.0,40.0,100.0,201.0
