Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,vDbST7D6,19/09/2024,00:00,MEXICO - LIGA MX,Monterrey,Juarez,APERTURA ,1.4,4.75,8.0,1.25,3.75,1.03,17.0,1.17,5.0,1.53,2.4,1.75,2.0,1.4,2.85,1.12,6.4,17.0,21.0,41.0,81.0,9.0,9.5,21.0,41.0,7.5,8.5,17.0,41.0,10.0,11.0,21.0,51.0,201.0
2,hYLUz3c2,19/09/2024,09:00,ARMENIA - PREMIER LEAGUE,Van,Noah,ROUND 7,4.2,3.7,1.65,1.33,3.04,1.02,9.5,1.19,3.6,1.7,1.91,1.74,2.04,,,1.82,1.78,11.5,6.4,6.9,10.5,11.0,6.4,7.0,10.75,20.0,11.75,12.5,19.0,50.0,30.0,32.0,50.0,300.0
3,21KzY8fC,19/09/2024,11:00,ROMANIA - LIGA 2,FC Bihor,Steaua Bucuresti,ROUND 7,3.6,3.22,1.97,1.45,2.56,1.05,7.9,1.35,2.67,2.21,1.61,1.9,1.86,,,,,7.5,6.0,8.5,15.0,8.5,5.5,7.5,15.0,15.0,11.0,13.0,26.0,46.0,29.0,41.0,76.0,101.0
4,rDFoLZDa,19/09/2024,11:00,BULGARIA - PARVA LIGA,Lok. Plovdiv,CSKA 1948 Sofia,ROUND 9,2.5,3.25,2.8,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.1,1.67,2.43,1.53,1.45,2.68,7.0,7.0,13.0,29.0,6.5,6.5,11.0,26.0,11.0,10.0,19.0,41.0,23.0,23.0,41.0,67.0,351.0
5,Ch7oyX8r,19/09/2024,11:00,ARMENIA - PREMIER LEAGUE,Ararat-Armenia,Shirak Gyumri,ROUND 7,1.3,4.65,8.0,1.32,3.1,1.02,10.0,1.18,3.68,1.65,1.98,2.16,1.66,,,,,11.5,16.0,45.0,150.0,5.6,8.25,22.0,80.0,5.1,7.5,19.5,70.0,6.5,9.5,25.0,90.0,600.0
6,WWdhYHtb,19/09/2024,12:00,FINLAND - VEIKKAUSLIIGA,Lahti,Mariehamn,RELEGATION GROUP,2.2,3.25,3.3,1.44,2.63,1.06,10.0,1.33,3.25,2.1,1.7,1.8,1.95,2.2,1.65,1.35,3.1,9.0,9.5,17.0,34.0,7.5,6.0,12.0,26.0,10.0,9.0,15.0,34.0,21.0,19.0,29.0,51.0,251.0
7,tpBYZgwK,19/09/2024,12:40,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Akhdoud,Al Qadisiya,ROUND 4,4.75,3.9,1.53,1.33,3.25,1.02,12.0,1.22,4.0,1.75,2.05,1.83,1.83,5.0,1.17,2.35,1.58,12.0,7.5,7.5,11.0,15.0,8.0,8.5,13.0,29.0,17.0,17.0,26.0,51.0,41.0,41.0,51.0,600.0
8,O8tlSsKD,19/09/2024,12:55,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Orubah,Al Fateh,ROUND 4,2.45,3.4,2.45,1.33,3.25,1.04,9.0,1.22,4.0,1.75,2.05,1.62,2.2,2.5,1.5,1.5,2.5,13.0,10.0,13.0,26.0,10.0,7.0,10.0,19.0,13.0,10.0,13.0,26.0,26.0,19.0,26.0,41.0,151.0
9,xQc0JK2U,19/09/2024,13:45,EUROPE - CHAMPIONS LEAGUE,Crvena zvezda,Benfica,LEAGUE PHASE ,3.7,3.75,1.95,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.67,2.1,3.45,1.3,1.91,1.99,13.0,9.0,10.0,17.0,13.0,7.0,8.5,15.0,21.0,12.0,13.0,23.0,41.0,26.0,29.0,41.0,151.0
10,E95yf4ZI,19/09/2024,13:45,EUROPE - CHAMPIONS LEAGUE,Feyenoord,Bayer Leverkusen,LEAGUE PHASE ,4.75,4.33,1.62,1.25,3.75,1.02,19.0,1.14,5.5,1.44,2.75,1.5,2.5,4.4,1.2,2.25,1.63,21.0,11.0,10.0,15.0,19.0,9.0,8.5,12.0,29.0,15.0,13.0,19.0,51.0,34.0,29.0,34.0,101.0
11,f9z6BEEa,19/09/2024,14:00,TURKEY - SUPER LIG,Trabzonspor,Kayserispor,ROUND 3,1.55,3.9,6.25,1.3,3.4,1.04,13.0,1.2,4.33,1.67,2.15,1.73,2.0,1.55,2.38,1.14,5.75,13.0,19.0,34.0,67.0,8.0,7.5,19.0,41.0,8.0,8.5,15.0,41.0,12.0,12.0,23.0,41.0,201.0
12,KjdROHoe,19/09/2024,14:00,SWEDEN - SUPERETTAN,Helsingborg,Oddevold,ROUND 23,2.0,3.4,3.6,1.4,2.75,1.05,11.0,1.29,3.5,2.0,1.85,1.8,1.95,2.0,1.85,1.28,3.55,10.0,11.0,19.0,41.0,7.5,6.5,13.0,29.0,9.5,9.0,15.0,41.0,17.0,17.0,29.0,51.0,251.0
13,MTePqJNK,19/09/2024,14:00,SWEDEN - SUPERETTAN,Degerfors,Gefle,ROUND 23,1.36,5.0,7.5,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.91,1.91,1.35,3.1,1.11,6.8,15.0,21.0,41.0,81.0,8.5,10.0,21.0,51.0,7.0,8.5,19.0,41.0,9.0,11.0,23.0,51.0,251.0
