Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,KUl4wLp3,15/09/2024,00:00,MEXICO - LIGA MX,Santos Laguna,Monterrey,APERTURA ,6.0,4.1,1.55,1.33,3.25,1.04,13.0,1.2,4.33,1.67,2.15,1.75,2.0,5.75,1.14,2.43,1.53,13.0,8.0,8.0,12.0,17.0,7.5,8.0,12.0,34.0,19.0,15.0,23.0,67.0,41.0,41.0,51.0,201.0
2,M7SlGfqA,15/09/2024,04:00,JAPAN - J2 LEAGUE,Iwaki,V-Varen Nagasaki,ROUND 31,2.75,3.4,2.4,1.33,3.25,1.04,13.0,1.2,4.33,1.67,2.15,1.53,2.38,2.68,1.45,1.55,2.38,13.0,11.0,13.0,23.0,12.0,7.0,10.0,17.0,15.0,11.0,12.0,23.0,29.0,21.0,23.0,34.0,126.0
3,QoOEafrb,15/09/2024,04:30,SOUTH KOREA - K LEAGUE 1,Gimcheon Sangmu,Incheon,ROUND 30,1.95,3.4,3.8,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.8,1.91,2.0,1.85,1.28,3.55,9.5,11.0,19.0,41.0,7.0,6.5,13.0,34.0,9.0,8.5,15.0,41.0,17.0,17.0,26.0,51.0,251.0
4,fch2FQEG,15/09/2024,04:30,SOUTH KOREA - K LEAGUE 2,Gyeongnam,Bucheon FC 1995,ROUND 30,2.3,3.3,2.8,1.36,3.0,1.05,11.0,1.25,3.75,1.85,1.95,1.67,2.1,2.3,1.6,1.43,2.75,11.0,10.0,15.0,29.0,9.0,6.5,11.0,21.0,12.0,9.5,13.0,29.0,23.0,19.0,26.0,41.0,201.0
5,xMs7EpUM,15/09/2024,04:30,SOUTH KOREA - K LEAGUE 2,Jeonnam,Busan,ROUND 30,2.55,3.4,2.4,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.53,2.38,2.6,1.48,1.53,2.43,15.0,11.0,15.0,23.0,12.0,7.0,10.0,19.0,15.0,10.0,12.0,23.0,26.0,19.0,23.0,34.0,126.0
6,tfUHLv5k,15/09/2024,05:00,ROMANIA - LIGA 2,FC Voluntari,Chindia Targoviste,ROUND 6,1.55,3.7,6.2,1.45,2.57,1.08,6.3,1.4,2.72,2.2,1.62,2.25,1.57,1.6,2.25,,,6.3,12.5,35.0,150.0,5.2,7.4,21.0,90.0,6.1,8.75,23.0,100.0,10.25,14.5,40.0,150.0,900.0
7,Agbmjhp3,15/09/2024,05:30,AUSTRIA - 2. LIGA,Horn,First Vienna,ROUND 6,3.55,3.6,1.93,1.37,2.85,1.05,8.0,1.25,3.6,1.75,2.0,1.65,2.1,,,1.85,1.88,8.0,8.25,10.0,17.0,11.5,7.0,8.25,14.5,19.5,12.0,13.5,23.0,50.0,30.0,35.0,55.0,400.0
8,zFnffDMj,15/09/2024,06:00,JAPAN - J2 LEAGUE,Yokohama FC,Kofu,ROUND 31,1.57,3.8,5.75,1.36,3.0,1.06,10.0,1.25,3.75,1.9,1.95,1.83,1.83,1.58,2.35,1.14,5.75,10.0,15.0,29.0,67.0,7.0,7.5,19.0,41.0,7.5,8.5,17.0,41.0,11.0,13.0,26.0,51.0,301.0
9,IZLcEYDM,15/09/2024,06:00,JAPAN - J2 LEAGUE,Kagoshima Utd,Kumamoto,ROUND 31,3.1,3.4,2.2,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,1.67,2.1,3.1,1.35,1.68,2.15,11.0,8.5,11.0,21.0,11.0,6.5,9.0,17.0,17.0,12.0,13.0,26.0,34.0,23.0,29.0,41.0,201.0
10,C45Npjqn,15/09/2024,07:00,SPAIN - PRIMERA RFEF,Unionistas,Barcelona B,GROUP 1 ,2.6,3.0,2.6,1.5,2.5,1.07,7.5,1.4,2.75,2.35,1.57,2.0,1.73,2.37,1.55,1.45,2.68,7.5,7.5,12.0,26.0,7.5,6.0,11.0,26.0,12.0,11.0,17.0,41.0,26.0,23.0,41.0,51.0,900.0
