Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,bXmXj8r1,23/08/2024,11:00,ROMANIA - LIGA 2,U Craiova 1948,Selimbar,ROUND 4,1.98,3.25,3.7,1.5,2.5,1.08,6.5,1.38,2.8,2.15,1.65,1.93,1.78,1.95,1.8,,,6.5,9.25,18.5,55.0,6.4,6.3,13.0,37.0,8.75,8.75,16.5,50.0,17.5,17.0,32.0,90.0,800.0
2,SU2dN2Aa,23/08/2024,13:00,AUSTRIA - 2. LIGA,Kapfenberg,St. Polten,ROUND 4,3.0,3.5,2.18,1.37,2.87,1.05,8.0,1.25,3.6,1.75,2.0,1.65,2.12,,,1.65,2.15,8.0,8.75,11.25,21.0,11.0,6.8,8.75,16.5,16.5,10.5,13.0,24.0,37.0,24.0,28.0,50.0,350.0
3,0rPSL3U6,23/08/2024,13:00,ROMANIA - LIGA 1,Petrolul,Otelul,ROUND 7,2.75,2.88,2.8,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,2.1,1.67,2.68,1.45,1.43,2.75,6.0,7.0,12.0,29.0,7.0,5.5,12.0,29.0,12.0,11.0,17.0,41.0,29.0,26.0,41.0,67.0,201.0
4,GQc83gH7,23/08/2024,13:00,POLAND - EKSTRAKLASA,Widzew Lodz,Radomiak Radom,ROUND 6,2.3,3.4,3.0,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,1.75,2.0,2.3,1.6,1.4,2.85,11.0,10.0,15.0,29.0,8.5,6.5,11.0,23.0,11.0,9.5,13.0,29.0,21.0,19.0,26.0,41.0,201.0
5,0r14LtuC,23/08/2024,13:00,AUSTRIA - 2. LIGA,Lafnitz,Stripfing,ROUND 4,2.32,3.55,2.7,1.27,3.4,1.03,9.5,1.14,4.85,1.45,2.55,1.39,2.77,2.27,1.6,,,9.5,14.5,18.5,35.0,13.5,7.8,10.25,19.0,16.0,9.5,10.25,19.5,28.0,16.0,18.0,29.0,150.0
6,tOZ8J1Lc,23/08/2024,13:00,BULGARIA - PARVA LIGA,Lok. Sofia,Botev Vratsa,ROUND 6,2.1,3.3,3.5,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,2.0,1.73,1.93,1.93,1.33,3.3,7.5,8.5,17.0,41.0,6.5,6.5,13.0,34.0,9.0,9.5,17.0,41.0,19.0,19.0,34.0,67.0,1000.0
7,2mJHUpIP,23/08/2024,13:00,AUSTRIA - 2. LIGA,Horn,A. Lustenau,ROUND 4,3.5,3.55,1.95,1.38,2.82,1.05,7.8,1.26,3.5,1.78,1.95,1.7,2.05,,,1.83,1.91,7.8,8.0,9.75,17.0,11.5,6.9,8.5,15.0,19.5,11.75,13.5,24.0,50.0,29.0,35.0,55.0,400.0
8,CORIfYa1,23/08/2024,13:00,FINLAND - YKKONEN,Atlantis,Keski-Uusimaa,-,1.95,3.75,3.0,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.5,2.5,1.82,1.8,,,17.0,15.0,19.0,34.0,11.0,8.0,12.0,23.0,12.0,9.0,12.0,23.0,19.0,15.0,21.0,34.0,101.0
9,YV9mPOum,23/08/2024,13:00,AUSTRIA - 2. LIGA,Amstetten,Sturm Graz (Am),ROUND 4,1.65,4.35,4.05,1.23,3.75,1.03,9.75,1.12,5.4,1.38,2.82,1.44,2.6,1.65,2.15,,,10.25,21.0,30.0,65.0,13.0,9.75,14.0,30.0,11.5,8.75,12.5,26.0,15.0,11.5,16.5,35.0,150.0
10,KrxGSxVs,23/08/2024,13:00,AUSTRIA - 2. LIGA,Bregenz,Admira,ROUND 4,3.55,3.25,2.05,1.44,2.6,1.07,7.0,1.31,3.15,1.95,1.8,1.75,1.98,,,1.75,2.0,7.0,7.3,9.75,19.0,10.25,6.2,8.5,16.5,19.5,12.0,13.5,27.0,50.0,32.0,37.0,65.0,500.0
11,A1KLiT7r,23/08/2024,13:10,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Damac,Al Khaleej,ROUND 1,2.1,3.3,3.1,1.4,2.75,1.06,8.0,1.3,3.4,2.0,1.8,1.8,1.91,2.15,1.68,1.35,3.1,9.5,9.5,15.0,34.0,7.5,6.5,12.0,26.0,10.0,9.5,15.0,34.0,19.0,19.0,29.0,51.0,600.0
12,zm2ISbx0,23/08/2024,13:30,GERMANY - 2. BUNDESLIGA,Karlsruher SC,Elversberg,ROUND 3,1.73,3.9,4.5,1.22,4.0,1.02,21.0,1.13,6.0,1.44,2.7,1.44,2.63,1.68,2.15,1.21,4.25,21.0,21.0,29.0,51.0,12.0,8.5,15.0,29.0,11.0,9.0,12.0,29.0,15.0,12.0,17.0,29.0,81.0
13,800QQx7C,23/08/2024,13:30,GERMANY - 2. BUNDESLIGA,Hannover,Hamburger SV,ROUND 3,2.55,3.6,2.55,1.3,3.4,1.03,15.0,1.18,4.5,1.6,2.3,1.5,2.5,2.43,1.53,1.53,2.43,15.0,12.0,15.0,26.0,12.0,7.0,10.0,19.0,15.0,10.0,12.0,23.0,26.0,19.0,23.0,34.0,101.0
14,OQuybJ0t,23/08/2024,13:30,ESTONIA - MEISTRILIIGA,Parnu JK Vaprus,Flora,ROUND 25,5.6,4.15,1.45,1.33,3.14,1.01,11.1,1.2,3.86,1.65,1.98,1.85,1.91,,,,,12.5,6.1,6.0,8.25,13.0,7.2,7.0,9.75,27.0,15.0,15.0,21.0,80.0,45.0,45.0,60.0,400.0
15,z3OpdamB,23/08/2024,14:00,GERMANY - 3. LIGA,Aue,SG Dynamo Dresden,ROUND 3,3.2,3.75,2.1,1.33,3.25,1.04,13.0,1.22,4.0,1.7,2.1,1.62,2.2,3.1,1.35,1.73,2.08,13.0,9.5,11.0,19.0,12.0,7.0,9.0,15.0,17.0,11.0,13.0,23.0,34.0,23.0,29.0,41.0,151.0
16,Qe1Vyxp9,23/08/2024,14:00,CYPRUS - CYTA CHAMPIONSHIP,Omonia Aradippou,Anorthosis,ROUND 1,4.15,3.5,1.85,1.44,2.72,1.08,7.1,1.37,2.92,2.12,1.7,1.95,1.75,,,1.95,1.82,7.1,6.1,8.5,16.0,10.0,7.0,9.0,17.0,23.0,15.0,19.0,35.0,70.0,45.0,60.0,110.0,1000.0
17,vFwJ8oWq,23/08/2024,14:00,DENMARK - SUPERLIGA,Aalborg,Aarhus,ROUND 6,5.0,4.1,1.62,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.67,2.1,4.8,1.18,2.3,1.6,15.0,8.5,8.5,13.0,17.0,8.0,8.5,12.0,29.0,15.0,15.0,21.0,51.0,41.0,41.0,41.0,151.0
18,zVdrN1o9,23/08/2024,14:00,PORTUGAL - LIGA PORTUGAL 2,Leiria,Alverca,ROUND 3,1.7,3.3,4.5,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.83,1.83,1.75,2.05,1.2,4.4,9.5,13.0,23.0,51.0,6.5,7.0,15.0,41.0,8.0,8.5,17.0,41.0,13.0,15.0,29.0,51.0,301.0
19,8KIT2SzJ,23/08/2024,14:00,SPAIN - LALIGA,Celta Vigo,Valencia,ROUND 2,2.15,3.3,3.5,1.44,2.63,1.07,9.0,1.36,3.2,2.2,1.67,1.95,1.8,2.1,1.7,1.3,3.45,8.5,9.0,17.0,41.0,7.0,6.5,12.0,29.0,9.5,9.5,17.0,41.0,21.0,19.0,34.0,51.0,351.0
20,bk39vRvq,23/08/2024,14:00,DENMARK - 1ST DIVISION,B.93,Hillerod,ROUND 7,4.0,4.0,1.75,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.53,2.38,3.7,1.26,2.03,1.78,17.0,10.0,10.0,15.0,17.0,8.0,8.5,13.0,23.0,13.0,13.0,19.0,41.0,29.0,29.0,41.0,126.0
21,OxQ1X27U,23/08/2024,14:00,SPAIN - LALIGA2,Racing Santander,Eibar,ROUND 2,2.45,3.1,3.1,1.5,2.5,1.08,8.0,1.36,3.0,2.25,1.62,1.83,1.83,2.38,1.55,1.38,3.0,8.0,8.5,15.0,34.0,7.5,6.0,12.0,26.0,11.0,10.0,15.0,41.0,23.0,21.0,34.0,51.0,301.0
22,E9gczuy2,23/08/2024,14:30,FRANCE - NATIONAL,Paris 13 Atl.,Versailles,ROUND 2,3.2,2.9,2.3,1.44,2.42,1.05,7.2,1.39,2.55,2.15,1.55,1.82,1.78,,,,,7.3,6.8,10.75,24.0,8.0,5.7,9.0,20.0,16.0,11.5,15.0,32.0,45.0,32.0,45.0,80.0,700.0
23,M1yjx16k,23/08/2024,14:30,FRANCE - NATIONAL,Orleans,Valenciennes,ROUND 2,2.87,2.85,2.55,1.44,2.4,1.05,7.2,1.4,2.52,2.15,1.55,1.82,1.78,,,1.85,1.85,7.1,6.8,11.75,29.0,7.9,5.6,9.75,25.0,14.5,10.25,14.5,37.0,37.0,26.0,37.0,80.0,700.0
24,2HfJsNrS,23/08/2024,14:30,FRANCE - NATIONAL,Nimes,Chateauroux,ROUND 2,2.45,2.9,3.0,1.45,2.37,1.06,6.55,1.42,2.45,2.22,1.52,1.88,1.72,,,,,6.9,7.4,14.0,40.0,6.7,5.7,11.0,30.0,11.25,9.5,15.5,45.0,27.0,23.0,37.0,90.0,900.0
