Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,lCLvCYak,15/07/2024,12:30,ROMANIA - LIGA 1,FC Botosani,Otelul,ROUND 1,2.45,3.1,2.88,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.1,1.67,2.38,1.55,1.4,2.85,7.0,7.0,13.0,29.0,6.5,6.0,12.0,29.0,11.0,11.0,19.0,41.0,23.0,23.0,41.0,67.0,351.0
2,b7jQnAss,15/07/2024,13:00,FINLAND - VEIKKAUSLIIGA,Haka,Ilves,-,4.33,3.9,1.73,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.57,2.25,4.15,1.22,2.08,1.73,17.0,10.0,10.0,15.0,17.0,7.5,8.5,12.0,26.0,15.0,13.0,19.0,41.0,29.0,34.0,41.0,126.0
3,4nAOJkrj,15/07/2024,14:00,SWEDEN - ALLSVENSKAN,Halmstad,AIK,ROUND 14,3.6,4.0,1.85,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,1.7,2.05,3.45,1.3,2.0,1.9,13.0,8.5,9.5,17.0,12.0,7.5,8.5,15.0,21.0,12.0,15.0,23.0,41.0,29.0,34.0,41.0,201.0
4,p2TiPBKS,15/07/2024,14:00,SWEDEN - ALLSVENSKAN,Hammarby,Goteborg,ROUND 14,1.9,3.6,3.8,1.36,3.0,1.04,13.0,1.22,4.0,1.75,2.05,1.7,2.05,1.95,1.95,1.28,3.55,12.0,12.0,21.0,41.0,8.0,7.0,13.0,29.0,9.5,8.5,13.0,34.0,17.0,15.0,23.0,41.0,201.0
5,MyW2n6WM,15/07/2024,15:00,EGYPT - PREMIER LEAGUE,Zamalek,Baladiyat El Mahalla,ROUND 17,1.3,4.6,9.5,1.31,3.26,12.9,1.02,1.21,3.55,1.62,2.02,1.98,1.65,,,,,12.0,24.0,75.0,300.0,6.8,9.5,30.0,120.0,6.1,8.5,22.0,100.0,8.0,11.0,29.0,110.0,900.0
6,SzpPH3WA,15/07/2024,15:30,ROMANIA - LIGA 1,Petrolul,Gloria Buzau,ROUND 1,2.0,3.3,3.7,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.1,1.67,2.05,1.8,1.28,3.55,7.5,8.5,17.0,41.0,6.0,6.5,13.0,34.0,8.5,9.5,19.0,41.0,17.0,19.0,34.0,67.0,1250.0
7,8x6fkkd7,15/07/2024,16:15,ICELAND - BESTA DEILD KARLA,Fylkir,Akranes,ROUND 14,2.8,3.85,2.15,1.21,3.95,1.02,20.0,1.1,5.7,1.34,3.0,1.33,3.05,,,1.7,2.07,28.0,17.0,17.5,26.0,18.0,9.25,9.75,14.5,22.0,11.0,10.5,15.5,37.0,19.5,18.5,25.0,100.0
8,v31jjVt1,15/07/2024,16:15,ICELAND - BESTA DEILD KARLA,Hafnarfjordur,Kopavogur,ROUND 14,1.33,5.3,7.1,1.21,3.95,1.02,21.0,1.1,5.8,1.34,3.0,1.57,2.25,,,,,27.0,32.0,60.0,150.0,12.0,11.75,23.0,60.0,9.25,9.0,16.0,45.0,10.25,10.0,18.0,45.0,250.0
9,8rZMwZEp,15/07/2024,20:00,BRAZIL - SERIE B,Santos,Ituano,ROUND 15,1.33,4.75,9.5,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,2.1,1.67,1.35,3.1,,,11.0,19.0,41.0,101.0,7.0,9.0,26.0,67.0,6.0,9.0,21.0,51.0,8.5,12.0,29.0,67.0,201.0
10,6T7pHJZ8,15/07/2024,22:15,COLOMBIA - PRIMERA A,Chico,Once Caldas,CLAUSURA ,2.63,2.75,3.1,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,2.1,1.67,2.6,1.48,1.38,3.0,6.0,7.5,13.0,34.0,6.5,5.5,12.0,29.0,11.0,11.0,17.0,41.0,26.0,26.0,41.0,67.0,351.0
