Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,xW6XQDVb,14/06/2024,08:35,CHINA - SUPER LEAGUE,Meizhou Hakka,Shandong Taishan,ROUND 15,9.0,4.75,1.36,1.3,3.4,1.04,13.0,1.18,4.5,1.62,2.25,1.95,1.8,7.0,1.1,3.1,1.35,13.0,8.0,7.0,9.0,21.0,9.0,9.0,11.0,41.0,23.0,19.0,26.0,101.0,51.0,51.0,51.0,301.0
2,KfdxQXp5,14/06/2024,09:00,CHINA - SUPER LEAGUE,Nantong Zhiyun,Shenzhen Xinpengcheng,ROUND 15,3.1,3.5,2.25,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,1.7,2.05,3.0,1.38,1.65,2.2,11.0,8.5,11.0,21.0,10.0,6.5,9.0,17.0,17.0,11.0,13.0,26.0,34.0,23.0,29.0,41.0,201.0
3,Yc0tPi0B,14/06/2024,09:00,CHINA - SUPER LEAGUE,Tianjin Jinmen Tiger,Shanghai Port,ROUND 15,8.0,4.75,1.38,1.22,4.0,1.02,21.0,1.11,6.5,1.4,2.88,1.62,2.2,7.0,1.1,3.1,1.35,19.0,11.0,8.5,10.0,26.0,9.5,9.0,11.0,41.0,21.0,15.0,21.0,81.0,51.0,41.0,41.0,151.0
4,8U70LHA9,14/06/2024,13:00,EGYPT - PREMIER LEAGUE,Ceramica Cleopatra,Zamalek,ROUND 11,3.35,3.15,2.1,1.42,2.47,1.02,8.6,1.29,2.95,1.93,1.78,1.7,1.93,,,1.75,1.98,9.25,7.6,10.5,20.0,9.75,6.2,8.5,17.0,18.0,11.5,13.5,26.0,45.0,30.0,37.0,60.0,450.0
5,zH9hNwtc,14/06/2024,13:00,EGYPT - PREMIER LEAGUE,Pharco,Al Ahly,ROUND 11,6.9,3.75,1.47,1.39,2.57,1.03,8.4,1.32,2.82,1.98,1.65,2.07,1.6,,,,,8.75,5.5,6.0,9.75,15.5,7.5,8.25,13.5,45.0,22.0,21.0,35.0,175.0,90.0,80.0,120.0,1000.0
6,lAWUTUGN,14/06/2024,14:00,SWEDEN - SUPERETTAN,Orgryte,Sundsvall,ROUND 12,1.85,3.7,4.0,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.62,2.2,1.88,1.98,1.26,3.7,13.0,13.0,21.0,41.0,9.0,7.0,13.0,29.0,10.0,8.5,13.0,34.0,17.0,13.0,21.0,41.0,151.0
7,EcTDByUD,14/06/2024,19:00,ARGENTINA - LIGA PROFESIONAL,Boca Juniors,Velez Sarsfield,ROUND 5,2.05,3.1,4.0,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.05,1.7,1.97,1.77,1.23,4.0,7.0,9.5,19.0,41.0,6.0,6.0,15.0,41.0,8.5,9.5,17.0,51.0,17.0,19.0,34.0,67.0,501.0
8,hlSHAeqK,14/06/2024,19:00,ARGENTINA - LIGA PROFESIONAL,Talleres Cordoba,Platense,ROUND 5,1.7,3.4,5.5,1.5,2.5,1.08,8.0,1.44,2.63,2.35,1.57,2.2,1.62,1.68,2.15,1.16,5.25,7.0,11.0,26.0,67.0,5.5,7.0,19.0,51.0,7.0,9.0,21.0,51.0,12.0,17.0,34.0,81.0,501.0
9,vwjPFYQ8,14/06/2024,19:00,BRAZIL - SERIE B,Operario,Santos,ROUND 10,3.4,2.9,2.35,1.57,2.25,1.13,6.0,1.5,2.5,2.6,1.48,2.1,1.67,3.45,1.3,1.6,2.3,6.0,6.0,10.0,21.0,8.0,5.5,10.0,23.0,15.0,13.0,17.0,41.0,41.0,34.0,41.0,67.0,1250.0
10,MPDiUj64,14/06/2024,19:00,URUGUAY - PRIMERA DIVISION,Miramar,CA Cerro,TORNEO INTERMEDIO ,2.55,3.0,2.8,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,1.83,1.83,2.5,1.5,1.43,2.75,8.0,8.0,13.0,29.0,7.5,6.0,11.0,26.0,12.0,10.0,15.0,34.0,26.0,23.0,34.0,51.0,301.0
11,AReExqFo,14/06/2024,20:30,USA - MLS,New York City,Columbus Crew,-,2.15,3.4,3.25,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2,2.1,1.7,1.33,3.3,13.0,12.0,19.0,34.0,9.5,6.5,12.0,23.0,12.0,9.0,12.0,29.0,21.0,17.0,23.0,41.0,151.0
12,CWcwhVY1,14/06/2024,21:00,BRAZIL - SERIE B,Avai,Guarani,ROUND 10,1.85,3.1,5.0,1.57,2.25,1.11,6.5,1.5,2.5,2.5,1.5,2.25,1.57,1.88,1.98,1.19,4.5,6.5,10.0,23.0,51.0,5.5,6.0,17.0,41.0,7.5,9.5,21.0,51.0,15.0,19.0,41.0,81.0,201.0
