Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,WGKq0CLE,18/08/2024,05:00,ROMANIA - LIGA 2,Hunedoara,Afumati,ROUND 3,1.62,3.8,5.0,1.42,2.65,1.06,7.1,1.33,3.05,1.98,1.78,2.0,1.72,1.6,2.25,,,7.1,12.0,27.0,90.0,6.1,7.3,16.5,55.0,7.0,8.25,19.0,60.0,11.5,14.0,32.0,100.0,900.0
2,rsaGPVq2,18/08/2024,05:00,ROMANIA - LIGA 2,CSM Focsani,Metalul Buzau,ROUND 3,2.22,3.15,3.2,1.42,2.67,1.08,6.6,1.36,2.92,2.07,1.7,1.8,1.9,2.15,1.65,,,6.6,8.75,16.0,40.0,7.3,6.1,11.25,30.0,10.5,8.75,14.5,40.0,22.0,18.0,29.0,70.0,600.0
3,Yi3cAeFD,18/08/2024,05:30,AUSTRIA - 2. LIGA,St. Polten,Amstetten,ROUND 3,1.83,3.9,3.6,1.3,3.2,1.03,9.0,1.18,4.3,1.55,2.3,1.55,2.32,1.8,1.93,,,9.0,14.5,22.0,45.0,10.0,7.9,12.5,28.0,10.75,8.5,12.5,29.0,16.5,13.0,19.5,45.0,250.0
4,vmFkI7D0,18/08/2024,07:00,SOUTH KOREA - K LEAGUE 2,Suwon Bluewings,Jeonnam,ROUND 27,1.95,3.7,3.5,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.62,2.2,1.95,1.85,1.3,3.45,13.0,13.0,21.0,41.0,9.0,7.0,12.0,26.0,11.0,8.5,13.0,29.0,17.0,15.0,21.0,41.0,151.0
5,dYWanp8s,18/08/2024,07:00,SOUTH KOREA - K LEAGUE 1,Ulsan HD,Suwon FC,ROUND 27,1.83,3.5,3.75,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.67,2.1,1.88,1.98,1.26,3.7,13.0,13.0,21.0,41.0,8.5,7.0,13.0,29.0,9.5,8.5,13.0,34.0,17.0,15.0,23.0,41.0,151.0
6,vcM4o4Nm,18/08/2024,07:00,SOUTH KOREA - K LEAGUE 1,Gangwon,Gwangju FC,ROUND 27,2.25,3.3,2.88,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.95,1.73,2.0,2.25,1.63,1.4,2.85,11.0,10.0,15.0,29.0,8.5,6.5,11.0,23.0,12.0,9.5,13.0,29.0,21.0,19.0,26.0,41.0,201.0
7,nDIcGorD,18/08/2024,07:00,SOUTH KOREA - K LEAGUE 2,Asan,Busan,ROUND 27,2.35,3.6,2.8,1.36,3.0,1.04,13.0,1.25,3.75,1.85,1.95,1.73,2.0,2.35,1.58,1.45,2.68,12.0,9.5,15.0,29.0,9.0,7.0,10.0,21.0,12.0,9.5,13.0,29.0,23.0,19.0,26.0,41.0,201.0
8,hjJgHRS6,18/08/2024,07:00,SOUTH KOREA - K LEAGUE 2,Bucheon FC 1995,Seoul E-Land,ROUND 27,2.9,3.5,2.25,1.36,3.0,1.04,13.0,1.22,4.0,1.78,2.03,1.67,2.1,2.85,1.4,1.63,2.25,11.0,8.5,12.0,21.0,10.0,6.5,9.5,19.0,15.0,11.0,13.0,26.0,29.0,23.0,29.0,41.0,201.0
9,SnhJy8Af,18/08/2024,07:00,JAPAN - J2 LEAGUE,Ehime,Oita Trinita,ROUND 27,3.0,3.4,2.25,1.36,3.0,1.05,11.0,1.29,3.5,1.93,1.93,1.73,2.0,3.0,1.38,1.65,2.2,11.0,8.5,11.0,21.0,10.0,6.5,9.5,19.0,15.0,11.0,13.0,26.0,29.0,23.0,29.0,41.0,201.0
10,Es5JcoIc,18/08/2024,07:00,PORTUGAL - LIGA PORTUGAL 2,Pacos Ferreira,Maritimo,ROUND 2,2.88,3.2,2.5,1.44,2.63,1.07,9.0,1.36,3.0,2.1,1.7,1.83,1.83,2.75,1.43,1.53,2.43,8.5,7.5,12.0,23.0,8.5,6.0,10.0,21.0,13.0,11.0,15.0,34.0,29.0,23.0,34.0,51.0,301.0
11,jehkpGMN,18/08/2024,07:00,POLAND - DIVISION 1,Pruszkow,Leczna,ROUND 5,2.35,3.2,2.7,1.53,2.38,1.08,7.5,1.44,2.63,2.35,1.57,2.0,1.73,2.38,1.55,1.43,2.75,7.5,7.0,13.0,29.0,6.5,6.5,11.0,26.0,11.0,10.0,19.0,41.0,23.0,23.0,41.0,67.0,301.0
12,xYic4ISE,18/08/2024,07:15,NETHERLANDS - EREDIVISIE,Heracles,PSV,ROUND 2,13.0,8.5,1.17,1.14,5.5,1.01,34.0,1.05,11.0,1.22,4.2,1.7,2.05,,,5.5,1.15,34.0,15.0,9.5,9.0,41.0,17.0,11.0,10.0,67.0,34.0,23.0,21.0,151.0,67.0,51.0,51.0,151.0
13,fmRL6tiD,18/08/2024,07:15,NETHERLANDS - EERSTE DIVISIE,Cambuur,Helmond,ROUND 2,1.67,3.8,5.0,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,1.57,2.25,1.68,2.15,1.19,4.5,15.0,17.0,29.0,51.0,9.5,7.5,15.0,34.0,9.5,8.5,13.0,34.0,13.0,12.0,21.0,41.0,126.0
14,f7cB1llU,18/08/2024,08:00,SWEDEN - SUPERETTAN,Degerfors,Brage,ROUND 19,2.38,3.25,3.0,1.36,3.0,1.05,11.0,1.25,3.75,1.83,2.03,1.62,2.2,2.3,1.6,1.4,2.85,12.0,11.0,15.0,29.0,9.5,6.5,11.0,23.0,12.0,9.5,12.0,29.0,23.0,19.0,26.0,41.0,151.0
15,fcYYQ80U,18/08/2024,08:00,ENGLAND - CHAMPIONSHIP,Sunderland,Sheffield Wed,ROUND 2,2.2,3.3,3.3,1.4,2.75,1.06,10.0,1.29,3.75,1.95,1.9,1.73,2.0,2.15,1.68,1.33,3.3,10.0,11.0,17.0,34.0,8.0,6.5,12.0,26.0,11.0,9.0,13.0,34.0,21.0,17.0,26.0,41.0,201.0
