Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,WbBrfc8U,27/08/2024,12:45,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Fateh,Al Ahli SC,ROUND 2,5.25,4.75,1.53,1.25,3.75,21.0,1.03,1.13,5.5,1.44,2.63,1.57,2.25,5.0,1.17,2.43,1.53,21.0,11.0,9.5,12.0,21.0,9.5,9.0,11.0,34.0,17.0,15.0,19.0,51.0,34.0,34.0,41.0,126.0
2,zuKR5QIr,27/08/2024,13:30,URUGUAY - PRIMERA DIVISION,Racing Montevideo,Wanderers,CLAUSURA ,2.2,3.1,3.4,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,1.83,1.83,2.2,1.65,1.33,3.3,8.5,9.5,17.0,34.0,7.0,6.0,12.0,29.0,10.0,9.5,15.0,41.0,21.0,19.0,29.0,51.0,301.0
3,4KmdZaBc,27/08/2024,14:00,SPAIN - LALIGA,Mallorca,Sevilla,ROUND 3,2.3,3.1,3.4,1.53,2.38,1.1,7.0,1.5,2.63,2.63,1.5,2.05,1.7,2.3,1.6,1.33,3.3,6.5,8.0,15.0,34.0,6.0,6.0,13.0,34.0,10.0,10.0,19.0,41.0,21.0,21.0,41.0,67.0,501.0
4,vDvyI9YA,27/08/2024,14:00,SWEDEN - SUPERETTAN,Utsikten,Orebro,ROUND 20,2.63,3.25,2.6,1.36,3.0,1.04,12.0,1.25,3.75,1.83,2.03,1.62,2.2,2.6,1.48,1.5,2.5,12.0,10.0,13.0,26.0,10.0,6.5,10.0,21.0,15.0,10.0,12.0,26.0,26.0,21.0,26.0,41.0,151.0
5,0MuXIkJ4,27/08/2024,14:00,SWEDEN - SUPERETTAN,Brage,Helsingborg,ROUND 20,2.25,3.4,3.1,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.95,1.7,2.05,2.2,1.65,1.38,3.0,11.0,10.0,15.0,34.0,8.5,6.5,11.0,23.0,11.0,9.0,13.0,29.0,21.0,17.0,26.0,41.0,201.0
6,ng45qdWp,27/08/2024,14:00,NORWAY - OBOS-LIGAEN,Kongsvinger,Sandnes,ROUND 20,1.33,4.75,7.5,1.2,4.33,1.02,21.0,1.1,7.0,1.36,3.1,1.62,2.2,1.35,3.1,1.1,7.0,21.0,29.0,41.0,81.0,12.0,11.0,23.0,51.0,9.0,9.5,15.0,41.0,10.0,10.0,19.0,41.0,126.0
7,SKg0CvOb,27/08/2024,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Feiha,Al Nassr,ROUND 2,9.0,8.0,1.18,1.17,4.5,1.01,29.0,1.08,7.0,1.29,3.5,1.8,1.91,,,4.5,1.19,29.0,12.0,8.5,8.5,34.0,17.0,10.0,11.0,51.0,26.0,26.0,23.0,126.0,51.0,41.0,51.0,151.0
8,f7ehE0gn,27/08/2024,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Raed,Al Qadisiya,ROUND 2,5.0,3.75,1.62,1.3,3.4,1.03,10.0,1.2,4.33,1.62,2.25,1.67,2.1,,,,,13.0,9.0,9.0,13.0,17.0,7.5,8.5,13.0,29.0,17.0,13.0,21.0,51.0,41.0,41.0,41.0,151.0
9,tWk1tTtf,27/08/2024,15:30,ITALY - SERIE B,Reggiana,Brescia,ROUND 3,2.55,3.1,2.9,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,1.95,1.8,2.43,1.53,1.43,2.75,7.5,8.0,13.0,29.0,7.5,6.0,11.0,26.0,12.0,10.0,15.0,41.0,26.0,23.0,34.0,51.0,351.0
10,EL5MmBlK,27/08/2024,15:30,ITALY - SERIE B,Frosinone,Modena,ROUND 3,2.2,3.3,3.3,1.4,2.75,1.06,9.5,1.3,3.4,2.05,1.8,1.8,1.95,2.2,1.65,1.35,3.1,9.5,10.0,17.0,34.0,7.5,6.0,12.0,26.0,11.0,9.0,15.0,34.0,21.0,19.0,29.0,51.0,251.0
11,YPSZP7dD,27/08/2024,15:30,ITALY - SERIE B,Cremonese,Palermo,ROUND 3,2.15,3.4,3.3,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,1.7,2.05,2.1,1.7,1.35,3.1,11.0,11.0,17.0,34.0,8.5,6.5,12.0,26.0,11.0,9.0,13.0,34.0,21.0,17.0,26.0,41.0,201.0
12,W0WITkcl,27/08/2024,15:30,ITALY - SERIE B,Cittadella,Pisa,ROUND 3,2.6,3.2,2.7,1.44,2.63,1.07,9.0,1.36,3.0,2.1,1.7,1.91,1.91,2.5,1.5,1.45,2.68,8.5,8.0,13.0,29.0,8.0,6.0,11.0,23.0,12.0,10.0,15.0,34.0,26.0,21.0,34.0,51.0,301.0
13,v3ivyY4E,27/08/2024,15:30,ITALY - SERIE B,Carrarese,Sudtirol,ROUND 3,2.75,3.2,2.63,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,1.95,1.8,2.68,1.45,1.5,2.5,8.0,7.5,12.0,26.0,7.5,6.0,10.0,23.0,13.0,11.0,15.0,34.0,29.0,23.0,34.0,51.0,351.0
14,Eql9v7B6,27/08/2024,15:30,ITALY - SERIE B,Salernitana,Sampdoria,ROUND 3,2.6,3.2,2.75,1.44,2.63,1.06,10.0,1.33,3.25,2.1,1.7,1.8,1.95,2.5,1.5,1.45,2.68,9.0,8.0,13.0,29.0,8.0,6.0,10.0,23.0,12.0,10.0,15.0,34.0,26.0,21.0,34.0,51.0,301.0
15,Y54hDUC7,27/08/2024,15:30,ITALY - SERIE B,Bari,Sassuolo,ROUND 3,3.0,3.25,2.38,1.4,2.75,1.06,9.5,1.3,3.4,2.05,1.8,1.8,1.95,2.85,1.4,1.58,2.35,9.5,8.0,11.0,23.0,9.5,6.0,9.5,19.0,15.0,11.0,13.0,29.0,29.0,23.0,34.0,51.0,251.0
16,hxj3FsAd,27/08/2024,15:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,H&W Welders,Dundela,ROUND 4,2.45,3.65,2.45,1.22,3.8,,,1.12,5.3,1.44,2.42,1.39,2.57,,,,,18.0,13.5,16.5,29.0,14.0,8.0,9.75,17.0,17.0,9.75,10.75,19.0,29.0,17.0,19.0,30.0,150.0
17,YXSkwo23,27/08/2024,15:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Limavady,Institute,ROUND 4,3.15,3.75,1.98,1.22,3.8,1.01,13.0,1.12,5.3,1.44,2.42,1.4,2.5,,,1.78,1.93,18.5,12.5,13.5,20.0,15.5,8.25,8.75,13.5,21.0,11.5,11.25,17.5,45.0,23.0,23.0,32.0,175.0
18,Sf6OMPHM,27/08/2024,15:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Annagh,Armagh,ROUND 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,numeH3up,27/08/2024,15:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Ards,Bangor FC,ROUND 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,tbWcyPWF,27/08/2024,15:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Newington,Ballyclare,ROUND 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,xSr9I32l,27/08/2024,15:45,URUGUAY - PRIMERA DIVISION,Danubio,Boston River,CLAUSURA ,2.35,3.1,3.0,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.73,2.35,1.58,1.38,3.0,7.0,7.5,13.0,34.0,6.5,6.0,12.0,29.0,10.0,10.0,17.0,41.0,23.0,23.0,41.0,67.0,1000.0
22,AVNtRqDN,27/08/2024,15:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Carrick Rangers,Larne,ROUND 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,xQP6Z21S,27/08/2024,15:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Newry City,Ballinamallard,ROUND 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,8zHOjzCr,27/08/2024,16:00,VENEZUELA - LIGA FUTVE,Metropolitanos,La Guaira,CLAUSURA ,2.37,2.9,3.1,1.44,2.4,1.05,7.3,1.39,2.57,2.12,1.57,1.8,1.8,1.85,1.85,,,7.4,8.5,16.0,40.0,6.7,5.7,10.75,28.0,10.75,9.5,14.5,37.0,25.0,22.0,35.0,75.0,700.0
25,0n91hV8r,27/08/2024,16:00,EUROPE - CHAMPIONS LEAGUE,Galatasaray (Tur),Young Boys (Sui),QUALIFICATION ,1.33,5.25,8.5,1.22,4.0,21.0,1.03,1.13,5.5,1.4,2.75,1.67,2.1,1.33,3.3,,,21.0,26.0,41.0,81.0,10.0,11.0,23.0,51.0,9.0,8.5,17.0,41.0,10.0,11.0,19.0,41.0,151.0
26,Q5daeh23,27/08/2024,16:00,EUROPE - CHAMPIONS LEAGUE,Sparta Prague (Cze),Malmo FF (Swe),QUALIFICATION ,1.9,3.6,3.8,1.3,3.4,1.04,9.0,1.2,4.33,1.7,2.1,1.62,2.2,1.93,1.93,1.28,3.55,13.0,15.0,21.0,41.0,9.5,7.0,15.0,26.0,10.0,9.0,13.0,34.0,17.0,15.0,21.0,41.0,151.0
27,rZ499Ccf,27/08/2024,16:00,EUROPE - CHAMPIONS LEAGUE,Salzburg (Aut),Dyn. Kyiv (Ukr),QUALIFICATION ,1.53,4.33,5.25,1.29,3.5,1.03,10.0,1.17,4.5,1.6,2.3,1.73,2.0,1.55,2.38,1.17,5.0,15.0,19.0,29.0,51.0,9.0,8.5,17.0,34.0,8.5,8.5,15.0,41.0,12.0,12.0,21.0,41.0,151.0
28,8CpDVHAM,27/08/2024,16:30,SPAIN - LALIGA,Rayo Vallecano,Barcelona,ROUND 3,4.75,3.8,1.7,1.36,3.0,1.05,11.0,1.29,3.75,1.93,1.97,1.91,1.91,4.5,1.19,2.15,1.68,11.0,7.0,8.0,13.0,13.0,7.5,8.5,13.0,23.0,15.0,17.0,26.0,51.0,41.0,41.0,51.0,251.0
