Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,QLxebMNO,07/09/2024,06:30,JAPAN - J2 LEAGUE,Shimizu S-Pulse,V-Varen Nagasaki,ROUND 30,1.62,4.0,4.75,1.29,3.5,1.03,15.0,1.18,4.5,1.62,2.25,1.62,2.2,1.63,2.25,1.19,4.5,15.0,17.0,29.0,51.0,9.0,8.0,15.0,34.0,9.0,8.5,13.0,34.0,13.0,12.0,21.0,41.0,151.0
2,fcS9FNha,07/09/2024,07:00,JAPAN - J2 LEAGUE,Kagoshima Utd,Iwaki,ROUND 30,2.9,3.5,2.25,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,1.73,2.0,2.85,1.4,1.63,2.25,11.0,8.5,11.0,21.0,10.0,6.5,9.5,19.0,15.0,11.0,13.0,26.0,34.0,23.0,29.0,41.0,201.0
3,CIYja28I,07/09/2024,07:00,JAPAN - J2 LEAGUE,Chiba,Mito,ROUND 30,1.73,3.75,4.5,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,1.8,1.91,1.8,2.05,1.21,4.25,11.0,13.0,23.0,51.0,7.5,7.0,15.0,34.0,8.5,8.5,15.0,41.0,13.0,13.0,23.0,51.0,201.0
4,vPQxN50P,07/09/2024,07:00,JAPAN - J2 LEAGUE,Fujieda MYFC,Tochigi SC,ROUND 30,2.25,3.3,3.0,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.73,2.0,2.25,1.63,1.38,3.0,10.0,10.0,15.0,34.0,8.0,6.5,11.0,23.0,11.0,9.5,13.0,34.0,21.0,19.0,26.0,41.0,201.0
5,Ugqn0rgC,07/09/2024,07:00,JAPAN - J2 LEAGUE,Kusatsu,Vegalta Sendai,ROUND 30,4.5,3.2,1.9,1.5,2.5,1.08,8.0,1.4,2.75,2.35,1.57,2.0,1.73,4.15,1.22,1.9,1.95,7.5,6.0,8.0,15.0,10.0,6.5,9.0,17.0,21.0,15.0,17.0,34.0,41.0,41.0,41.0,67.0,1250.0
6,0zT5G3wg,07/09/2024,07:00,JAPAN - J2 LEAGUE,Oita Trinita,Montedio Yamagata,ROUND 30,3.1,3.3,2.25,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,1.8,1.91,3.1,1.35,1.63,2.25,9.5,7.5,11.0,21.0,9.5,6.5,9.5,19.0,15.0,12.0,15.0,29.0,34.0,26.0,34.0,51.0,251.0
7,tYC4IP8t,07/09/2024,07:00,JAPAN - J2 LEAGUE,Renofa Yamaguchi,Tokushima,ROUND 30,2.38,3.2,2.9,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.0,1.73,2.35,1.58,1.4,2.85,7.5,7.5,13.0,34.0,6.5,6.0,12.0,29.0,11.0,10.0,17.0,41.0,23.0,23.0,41.0,67.0,1250.0
8,MqU1HqOn,07/09/2024,07:00,JAPAN - J2 LEAGUE,Ehime,Yokohama FC,ROUND 30,7.5,4.75,1.38,1.3,3.4,1.03,15.0,1.22,4.0,1.7,2.1,1.91,1.8,6.6,1.11,3.0,1.38,13.0,7.0,7.0,9.0,19.0,9.5,8.5,12.0,41.0,21.0,21.0,26.0,81.0,51.0,51.0,67.0,351.0
9,WEPC5duq,07/09/2024,08:30,ENGLAND - LEAGUE ONE,Burton,Crawley,ROUND 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,x6HNXpBs,07/09/2024,10:30,WALES - CYMRU PREMIER,Bala,Cardiff Metropolitan,ROUND 6,1.83,3.35,3.9,1.42,2.65,1.06,7.2,1.31,3.2,1.93,1.82,1.8,1.91,1.83,1.91,,,7.2,11.25,22.0,60.0,6.9,6.6,13.0,37.0,8.5,8.25,14.5,40.0,15.5,15.0,27.0,70.0,500.0
