Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
11,0jB8WFi3,16/09/2024,14:00,NORWAY - OBOS-LIGAEN,Aalesund,Sandnes,ROUND 22,1.4,4.75,5.5,1.22,4.0,1.01,23.0,1.11,6.5,1.36,3.1,1.57,2.25,1.43,2.75,1.14,5.75,23.0,23.0,41.0,67.0,11.0,11.0,19.0,41.0,9.5,9.0,15.0,34.0,11.0,11.0,19.0,41.0,126.0
12,IBHkGf7M,16/09/2024,14:00,NORWAY - OBOS-LIGAEN,Kongsvinger,Moss,ROUND 22,1.83,3.6,3.6,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.62,2.2,1.85,2.0,1.26,3.7,15.0,13.0,21.0,41.0,9.0,7.5,13.0,29.0,10.0,8.5,13.0,29.0,17.0,13.0,21.0,41.0,151.0
13,CYGgFEMS,16/09/2024,14:00,NORWAY - OBOS-LIGAEN,Mjondalen,Bryne,ROUND 22,3.3,3.5,1.91,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.67,2.1,3.45,1.3,1.88,1.98,13.0,9.0,10.0,17.0,12.0,7.0,9.0,15.0,19.0,12.0,13.0,23.0,41.0,26.0,29.0,41.0,151.0
14,fgKI9hpj,16/09/2024,14:00,NORWAY - OBOS-LIGAEN,Stabaek,Raufoss,ROUND 22,1.5,4.33,4.75,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,1.53,2.38,1.55,2.38,1.18,4.65,21.0,21.0,29.0,51.0,11.0,9.5,17.0,34.0,9.5,8.5,13.0,34.0,13.0,11.0,19.0,41.0,126.0
15,YqJM8Cad,16/09/2024,14:00,NORWAY - OBOS-LIGAEN,Start,Levanger,ROUND 22,2.2,3.7,2.7,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.5,2.5,2.2,1.65,1.43,2.75,17.0,13.0,17.0,29.0,12.0,7.5,11.0,21.0,13.0,9.5,12.0,23.0,23.0,17.0,21.0,34.0,101.0
16,nm74Xexc,16/09/2024,14:00,NORWAY - OBOS-LIGAEN,Valerenga,Asane,ROUND 22,1.18,7.0,9.5,1.2,4.33,1.01,26.0,1.1,7.0,1.33,3.4,1.83,1.83,1.2,4.4,,,23.0,29.0,51.0,126.0,11.0,15.0,26.0,51.0,8.0,10.0,23.0,51.0,8.0,10.0,23.0,51.0,251.0
17,EXsrs05T,16/09/2024,14:00,POLAND - EKSTRAKLASA,Slask Wroclaw,Stal Mielec,ROUND 8,1.67,3.6,5.25,1.44,2.63,1.06,10.0,1.33,3.25,2.1,1.7,2.0,1.75,1.68,2.15,1.18,4.65,8.5,12.0,26.0,51.0,6.0,7.0,17.0,41.0,7.0,8.5,19.0,51.0,12.0,15.0,29.0,67.0,451.0
18,MBQpTx4M,16/09/2024,14:00,POLAND - DIVISION 1,Pruszkow,Chrobry Glogow,ROUND 9,1.8,3.4,4.1,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.8,1.91,1.83,2.03,1.22,4.15,10.0,12.0,21.0,41.0,7.5,6.5,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
19,UFlg1OYO,16/09/2024,14:00,ISRAEL - LIGAT HA'AL,Hapoel Hadera,Maccabi Petah Tikva,ROUND 3,2.3,3.0,3.0,1.5,2.5,1.08,7.5,1.4,2.75,2.35,1.57,2.0,1.73,2.35,1.58,1.38,3.0,7.5,8.0,15.0,34.0,7.0,6.0,12.0,29.0,11.0,10.0,17.0,41.0,23.0,21.0,34.0,51.0,301.0
20,ze23GaKG,16/09/2024,14:00,POLAND - DIVISION 1,Tychy,Ruch Chorzow,ROUND 9,2.7,3.2,2.45,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.73,2.0,2.75,1.43,1.53,2.43,9.5,8.5,12.0,23.0,9.0,6.5,10.0,21.0,13.0,11.0,13.0,29.0,29.0,23.0,29.0,51.0,201.0
21,pQanueOi,16/09/2024,14:00,PORTUGAL - LIGA PORTUGAL 2,Feirense,Pacos Ferreira,ROUND 5,2.45,3.1,2.6,1.44,2.63,1.06,9.5,1.3,3.4,2.05,1.8,1.8,1.91,2.43,1.53,1.45,2.68,9.5,9.0,13.0,29.0,8.5,6.5,11.0,23.0,12.0,10.0,15.0,34.0,26.0,21.0,29.0,51.0,251.0
22,4245gy1E,16/09/2024,14:00,TURKEY - 1. LIG,Adanaspor AS,Keciorengucu,ROUND 5,2.88,3.25,2.2,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.85,1.73,2.0,2.85,1.4,1.63,2.25,10.0,8.0,11.0,21.0,9.5,6.5,9.5,19.0,15.0,11.0,15.0,29.0,34.0,23.0,34.0,51.0,201.0
23,pdQF3KHE,16/09/2024,14:00,TURKEY - SUPER LIG,Antalyaspor,Adana Demirspor,ROUND 5,1.73,3.9,4.33,1.3,3.4,1.03,15.0,1.2,4.33,1.65,2.2,1.62,2.2,1.7,2.1,1.22,4.15,15.0,15.0,23.0,41.0,9.0,7.5,15.0,34.0,9.5,8.5,13.0,34.0,15.0,13.0,21.0,41.0,151.0
24,6BrkUK1C,16/09/2024,14:00,SERBIA - PRVA LIGA,Borac 1926,Vrsac,ROUND 7,1.95,3.2,3.5,1.44,2.32,1.05,8.0,1.35,2.85,2.02,1.62,1.85,1.91,1.88,1.72,,,8.25,7.7,14.5,40.0,5.6,5.5,10.25,27.0,7.4,7.3,13.0,35.0,14.0,13.5,24.0,60.0,450.0
25,pKjxb2sA,16/09/2024,14:00,DENMARK - SUPERLIGA,Nordsjaelland,Randers FC,ROUND 8,1.73,4.0,4.33,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.57,2.25,1.7,2.1,1.22,4.15,17.0,17.0,26.0,51.0,9.5,8.0,15.0,29.0,9.5,8.5,13.0,34.0,15.0,12.0,21.0,41.0,126.0
26,KGLVybYa,16/09/2024,14:00,GREECE - SUPER LEAGUE,AEK Athens FC,Volos,ROUND 4,1.1,10.0,17.0,1.2,4.33,1.01,23.0,1.11,6.5,1.4,2.88,2.5,1.5,1.11,6.8,,,21.0,34.0,81.0,351.0,9.0,19.0,41.0,151.0,6.0,12.0,41.0,101.0,6.0,12.0,41.0,126.0,201.0
27,SxBtOMec,16/09/2024,14:10,SWEDEN - ALLSVENSKAN,Hammarby,Norrkoping,ROUND 22,1.6,4.0,5.5,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,1.62,2.2,1.58,2.35,1.16,5.25,15.0,19.0,29.0,51.0,9.5,8.0,17.0,41.0,9.0,8.5,13.0,41.0,13.0,12.0,21.0,41.0,126.0
28,KO3Owc7k,16/09/2024,15:00,ROMANIA - LIGA 1,FC Rapid Bucuresti,U. Cluj,ROUND 9,2.0,3.25,3.7,1.4,2.75,1.06,10.0,1.3,3.4,2.05,1.8,1.8,1.91,2.03,1.83,1.28,3.55,9.5,11.0,19.0,41.0,7.5,6.5,13.0,29.0,9.5,9.0,15.0,41.0,17.0,17.0,29.0,51.0,251.0
29,2wWZYkJ7,16/09/2024,15:00,SERBIA - SUPER LIGA,Jedinstvo U.,Radnicki Nis,ROUND 8,3.4,3.2,2.1,1.44,2.6,1.08,6.5,1.38,2.82,2.15,1.65,1.88,1.82,,,1.72,2.05,6.5,6.5,9.25,19.0,9.25,6.2,9.0,18.5,17.5,11.75,15.5,32.0,45.0,32.0,40.0,80.0,700.0
30,29xsFJ1N,16/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Jong PSV,Den Haag,ROUND 5,3.2,4.0,1.95,1.22,4.0,1.01,23.0,1.11,6.5,1.4,2.88,1.4,2.75,3.1,1.35,1.85,2.0,23.0,13.0,13.0,21.0,19.0,9.0,9.5,13.0,21.0,12.0,11.0,17.0,41.0,21.0,21.0,29.0,81.0
31,SWsIKNXo,16/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Helmond,Oss,ROUND 5,1.8,3.6,4.1,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,1.73,2.0,1.83,2.03,1.24,3.9,11.0,13.0,21.0,41.0,7.5,7.0,13.0,34.0,9.0,8.5,15.0,41.0,15.0,15.0,23.0,51.0,201.0
32,0MR1IXjI,16/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,FC Emmen,Vitesse,ROUND 5,1.85,3.9,3.7,1.25,3.75,1.03,17.0,1.14,5.5,1.53,2.4,1.5,2.5,1.88,1.98,1.28,3.55,19.0,17.0,23.0,41.0,11.0,8.0,13.0,26.0,11.0,9.0,12.0,26.0,17.0,13.0,19.0,34.0,101.0
33,v7wgKgM5,16/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Excelsior,Venlo,ROUND 5,1.53,4.33,5.25,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.67,2.1,1.53,2.43,1.15,5.5,17.0,19.0,29.0,51.0,9.5,8.5,17.0,41.0,8.5,8.5,15.0,41.0,12.0,12.0,21.0,41.0,151.0
34,nsED9cPp,16/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Cambuur,Roda,ROUND 5,2.05,3.7,3.2,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.5,2.5,2.05,1.75,1.35,3.1,17.0,15.0,19.0,34.0,11.0,7.5,12.0,23.0,12.0,9.0,12.0,26.0,21.0,15.0,21.0,34.0,101.0
35,bNptZppS,16/09/2024,15:00,ARGENTINA - LIGA PROFESIONAL,Barracas Central,Banfield,ROUND 14,3.1,3.0,2.5,1.57,2.25,1.13,6.0,1.53,2.38,2.7,1.44,2.2,1.62,3.0,1.38,1.55,2.38,6.0,6.0,10.0,23.0,7.0,6.0,11.0,26.0,13.0,12.0,19.0,41.0,34.0,29.0,41.0,81.0,201.0
36,dCZYGuXA,16/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Jong Utrecht,Den Bosch,ROUND 5,2.55,3.5,2.55,1.36,3.0,1.04,13.0,1.22,4.0,1.8,2.0,1.62,2.2,2.5,1.5,1.5,2.5,12.0,10.0,13.0,26.0,10.0,7.0,10.0,19.0,13.0,10.0,13.0,26.0,26.0,19.0,26.0,41.0,151.0
37,jyYwcrBr,16/09/2024,15:30,ITALY - SERIE C,Latina,Foggia,GROUP C ,3.4,2.87,2.27,1.52,2.42,1.11,5.6,1.45,2.55,2.35,1.53,1.95,1.75,,,1.62,2.22,5.6,6.2,10.0,23.0,8.25,5.6,9.25,22.0,17.0,11.75,15.5,37.0,50.0,35.0,45.0,90.0,900.0
38,dMUW3ea6,16/09/2024,15:30,SPAIN - LALIGA2,Almeria,Castellon,ROUND 5,2.1,3.5,3.4,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.8,1.91,2.05,1.75,1.33,3.3,10.0,10.0,17.0,34.0,7.5,6.5,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,26.0,51.0,251.0
39,M1PkFLGr,16/09/2024,15:45,ITALY - SERIE C,Pescara,Pianese,GROUP B ,1.7,3.55,4.85,1.4,2.7,1.07,6.9,1.34,3.0,2.02,1.75,1.93,1.78,1.65,2.15,,,6.9,11.75,27.0,90.0,6.2,6.8,16.0,55.0,7.4,8.25,17.5,60.0,12.5,14.0,30.0,90.0,800.0
40,rgFQPs4S,16/09/2024,15:45,ITALY - SERIE A,Lazio,Verona,ROUND 4,1.62,3.75,5.75,1.4,2.75,1.06,10.0,1.3,3.5,2.03,1.87,2.0,1.75,1.6,2.3,1.15,5.5,9.0,13.0,29.0,67.0,6.0,7.0,19.0,41.0,7.0,8.5,19.0,51.0,12.0,15.0,29.0,67.0,401.0
41,StHNBnAj,16/09/2024,15:45,ITALY - SERIE C,Lucchese,Rimini,GROUP B ,2.3,3.0,3.2,1.47,2.52,1.09,6.2,1.39,2.75,2.15,1.65,1.85,1.85,2.25,1.6,,,6.2,8.25,15.5,45.0,7.1,5.8,11.5,32.0,10.75,9.0,14.5,45.0,24.0,19.5,32.0,75.0,700.0
42,lSFwBS3D,16/09/2024,15:45,ITALY - SERIE C,Novara,Lecco,GROUP A ,2.65,2.87,2.82,1.57,2.32,1.12,5.4,1.52,2.37,2.5,1.47,2.05,1.7,,,,,5.4,6.9,13.0,35.0,6.3,5.7,10.75,29.0,11.5,10.5,17.0,45.0,30.0,28.0,45.0,110.0,201.0
43,0hO8Z0FN,16/09/2024,15:45,IRELAND - PREMIER DIVISION,Galway,Shamrock Rovers,ROUND 19,2.8,3.3,2.3,1.53,2.38,1.08,8.0,1.5,2.5,2.4,1.53,2.1,1.67,2.85,1.4,1.6,2.3,7.5,6.0,10.0,23.0,7.0,6.5,10.0,23.0,13.0,11.0,21.0,41.0,34.0,29.0,41.0,81.0,501.0
44,4GNqcbPG,16/09/2024,15:45,FRANCE - LIGUE 2,Grenoble,Caen,ROUND 4,2.63,3.2,2.5,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.73,2.0,2.68,1.45,1.53,2.43,9.5,8.5,12.0,26.0,9.0,6.5,10.0,21.0,13.0,11.0,13.0,29.0,26.0,21.0,29.0,51.0,201.0
45,fVeJ32M5,16/09/2024,16:00,SPAIN - LALIGA,Rayo Vallecano,Osasuna,ROUND 5,2.1,3.1,3.9,1.57,2.25,1.11,6.5,1.5,2.63,2.63,1.5,2.1,1.67,2.08,1.73,1.26,3.7,6.5,8.5,17.0,41.0,5.5,6.0,15.0,41.0,8.5,9.5,19.0,51.0,19.0,21.0,41.0,81.0,501.0
46,Sbp6wDzR,16/09/2024,16:00,ENGLAND - LEAGUE ONE,Birmingham,Wrexham,ROUND 6,1.83,3.6,4.33,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,1.75,2.0,1.85,2.0,1.23,4.0,12.0,12.0,21.0,41.0,7.5,7.0,13.0,34.0,9.0,8.5,15.0,34.0,15.0,15.0,23.0,51.0,201.0
47,lWsN9yel,16/09/2024,16:15,ICELAND - BESTA DEILD KARLA,Valur,KR Reykjavik,ROUND 22,1.55,4.45,4.7,1.18,4.25,1.02,23.0,1.09,6.2,1.3,3.2,1.38,2.82,,,,,32.0,28.0,40.0,90.0,15.0,10.75,16.5,35.0,12.5,9.0,12.0,26.0,15.0,10.75,15.0,29.0,120.0
48,MHRtU5t3,16/09/2024,16:15,ICELAND - BESTA DEILD KARLA,Fylkir,Vikingur Reykjavik,ROUND 22,5.7,4.7,1.45,1.21,4.0,1.02,21.0,1.1,5.9,1.33,3.05,1.45,2.57,,,,,27.0,13.5,11.0,13.0,27.0,10.75,8.75,10.25,45.0,18.5,13.5,16.0,110.0,45.0,35.0,37.0,175.0
49,SYfr7KLq,16/09/2024,16:15,PORTUGAL - LIGA PORTUGAL,Estrela,Boavista,ROUND 5,1.9,3.3,4.33,1.53,2.38,1.08,8.0,1.44,2.63,2.35,1.57,2.1,1.67,1.92,1.98,1.23,4.1,7.0,9.5,21.0,51.0,5.5,6.5,15.0,41.0,8.0,9.0,19.0,51.0,15.0,19.0,34.0,67.0,501.0
50,W8SfPuaf,16/09/2024,18:30,PARAGUAY - PRIMERA DIVISION,Sportivo Trinidense,Tacuary,CLAUSURA ,2.05,3.2,3.4,1.44,2.63,1.07,8.5,1.36,3.0,2.15,1.67,1.91,1.8,2.08,1.73,1.3,3.45,8.5,9.5,17.0,41.0,7.0,6.5,13.0,29.0,9.5,9.0,17.0,41.0,19.0,19.0,29.0,51.0,351.0
51,foQaoS9m,16/09/2024,19:00,URUGUAY - PRIMERA DIVISION,Boston River,Fenix,CLAUSURA ,2.15,3.4,3.0,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.83,1.83,2.2,1.65,1.38,3.0,9.5,9.0,15.0,34.0,7.5,6.5,11.0,26.0,10.0,9.5,15.0,34.0,21.0,19.0,29.0,51.0,251.0
52,Y3BNP9Nj,16/09/2024,20:00,BRAZIL - SERIE A,Internacional,Cuiaba,ROUND 26,1.57,3.8,6.0,1.5,2.5,1.08,8.0,1.44,2.75,2.3,1.6,2.25,1.57,1.55,2.38,1.14,5.75,8.0,11.0,29.0,67.0,5.0,7.5,19.0,51.0,6.0,9.0,23.0,51.0,11.0,15.0,41.0,81.0,201.0
53,vHS8U4hq,16/09/2024,21:00,ARGENTINA - LIGA PROFESIONAL,Ind. Rivadavia,Defensa y Justicia,ROUND 14,2.3,3.0,3.5,1.57,2.25,1.1,7.0,1.44,2.63,2.5,1.5,2.05,1.7,2.25,1.63,1.3,3.45,6.5,8.0,15.0,41.0,6.0,6.0,13.0,34.0,10.0,10.0,17.0,41.0,21.0,21.0,41.0,67.0,501.0
54,SzM3NJT6,16/09/2024,21:00,PARAGUAY - PRIMERA DIVISION,Guarani,Nacional Asuncion,CLAUSURA ,2.15,3.0,3.4,1.44,2.63,1.08,8.0,1.36,3.0,2.15,1.67,1.83,1.83,2.15,1.68,1.3,3.45,8.0,9.5,17.0,41.0,7.0,6.0,13.0,29.0,10.0,9.5,15.0,41.0,21.0,19.0,34.0,51.0,301.0
55,2BByM34m,16/09/2024,21:00,ECUADOR - LIGA PRO,Tecnico U.,Libertad,SECOND STAGE ,1.75,3.5,4.75,1.5,2.5,1.08,7.5,1.44,2.63,2.35,1.57,2.2,1.62,1.78,2.03,1.2,4.4,7.5,9.5,21.0,51.0,5.5,7.0,17.0,41.0,7.0,9.0,21.0,51.0,13.0,17.0,34.0,81.0,1250.0
