Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,dx9sqt8C,05/11/2024,08:00,ARMENIA - PREMIER LEAGUE,Van,Ararat Yerevan,ROUND 15,1.88,3.2,3.75,1.37,2.5,1.03,6.7,1.32,2.78,1.98,1.65,1.86,1.9,1.82,1.78,,,8.5,8.5,16.0,45.0,5.7,5.5,10.75,29.0,7.3,7.1,12.5,35.0,13.0,13.0,22.0,55.0,400.0
2,dxP662D5,05/11/2024,12:00,ROMANIA - LIGA 2,Csikszereda M. Ciuc,CSM Slatina,ROUND 12,1.82,3.35,4.3,1.45,2.55,1.08,6.4,1.39,2.8,2.15,1.65,1.98,1.75,1.8,1.95,,,6.4,10.25,22.0,70.0,5.9,6.5,14.5,45.0,7.7,8.5,17.5,55.0,14.5,16.0,32.0,100.0,900.0
3,YXCWXGQ0,05/11/2024,14:30,ISRAEL - LIGAT HA'AL,Sakhnin,Beitar Jerusalem,ROUND 7,3.2,3.7,1.95,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.62,2.2,3.3,1.33,1.85,2.0,15.0,9.5,11.0,17.0,13.0,7.5,9.0,15.0,19.0,12.0,13.0,21.0,41.0,26.0,29.0,41.0,151.0
4,Q3Nm43FG,05/11/2024,14:45,EUROPE - CHAMPIONS LEAGUE,PSV,Girona,LEAGUE PHASE ,1.7,4.1,4.5,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,1.62,2.2,1.83,2.07,1.21,4.25,15.0,17.0,26.0,51.0,9.5,8.0,15.0,34.0,9.5,8.5,13.0,34.0,15.0,12.0,21.0,41.0,151.0
5,CzENGtaM,05/11/2024,14:45,EUROPE - CHAMPIONS LEAGUE,Slovan Bratislava,D. Zagreb,LEAGUE PHASE ,4.0,3.5,1.91,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.62,2.2,3.7,1.26,1.93,1.97,13.0,9.0,10.0,17.0,15.0,7.0,8.5,15.0,21.0,13.0,12.0,21.0,41.0,29.0,34.0,41.0,151.0
6,pfFJMQv1,05/11/2024,16:45,ENGLAND - CHAMPIONSHIP,Bristol City,Sheffield Utd,ROUND 14,2.8,3.25,2.5,1.44,2.63,1.07,9.0,1.33,3.4,2.1,1.73,1.8,1.91,2.75,1.43,1.53,2.43,9.0,8.0,12.0,23.0,8.5,6.0,10.0,21.0,13.0,11.0,15.0,29.0,29.0,23.0,34.0,51.0,251.0
7,CrC6Bghm,05/11/2024,16:45,ENGLAND - LEAGUE ONE,Stockport County,Wycombe,ROUND 11,2.2,3.3,3.2,1.33,3.0,1.05,11.0,1.25,3.75,1.9,1.95,1.67,2.1,2.2,1.65,1.35,3.1,11.0,11.0,17.0,34.0,8.5,6.5,12.0,23.0,11.0,9.0,13.0,29.0,21.0,17.0,26.0,41.0,151.0
8,WEPC5duq,05/11/2024,16:45,ENGLAND - LEAGUE ONE,Burton,Crawley,ROUND 5,2.25,3.5,2.9,1.3,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25,2.25,1.63,1.4,2.85,13.0,12.0,17.0,29.0,10.0,7.0,11.0,21.0,12.0,9.0,12.0,26.0,21.0,17.0,23.0,41.0,151.0
9,6Nr1Z3O6,05/11/2024,16:45,ENGLAND - CHAMPIONSHIP,Sheffield Wed,Norwich,ROUND 14,2.2,3.5,3.2,1.33,3.25,1.04,12.0,1.25,4.0,1.8,2.0,1.62,2.2,2.15,1.68,1.35,3.1,12.0,12.0,17.0,34.0,9.0,6.5,11.0,23.0,12.0,9.0,12.0,29.0,21.0,17.0,23.0,41.0,151.0
10,AekhyQgf,05/11/2024,16:45,ENGLAND - CHAMPIONSHIP,QPR,Middlesbrough,ROUND 14,3.8,3.75,1.85,1.36,3.0,1.05,11.0,1.29,3.75,1.85,2.0,1.73,2.0,3.7,1.26,2.0,1.9,12.0,8.0,9.0,15.0,12.0,7.0,8.5,15.0,21.0,13.0,15.0,23.0,41.0,29.0,34.0,51.0,201.0
11,YFeEr81K,05/11/2024,16:45,ENGLAND - CHAMPIONSHIP,Oxford Utd,Hull,ROUND 14,2.75,3.4,2.45,1.36,3.0,1.05,11.0,1.29,3.75,1.9,1.95,1.67,2.1,2.68,1.45,1.55,2.38,11.0,9.0,13.0,23.0,9.5,6.5,9.5,19.0,15.0,10.0,13.0,26.0,29.0,21.0,29.0,41.0,201.0
12,KhRHJuMt,05/11/2024,17:00,ENGLAND - CHAMPIONSHIP,Swansea,Watford,ROUND 14,2.1,3.3,3.5,1.37,2.75,1.06,10.0,1.29,3.75,1.93,1.93,1.73,2.0,2.08,1.73,1.3,3.45,10.0,11.0,19.0,41.0,8.0,6.0,13.0,29.0,10.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,201.0
13,xripwnPs,05/11/2024,17:00,ENGLAND - CHAMPIONSHIP,Plymouth,Portsmouth,ROUND 14,2.2,3.4,3.2,1.27,3.4,1.04,13.0,1.2,4.5,1.62,2.3,1.5,2.5,2.15,1.68,1.35,3.1,15.0,13.0,19.0,34.0,11.0,6.5,12.0,21.0,13.0,9.0,11.0,26.0,21.0,15.0,21.0,34.0,101.0
14,CnW9r1Ca,05/11/2024,17:00,EUROPE - CHAMPIONS LEAGUE,Celtic,RB Leipzig,LEAGUE PHASE ,3.25,3.6,2.15,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,1.5,2.5,3.1,1.35,1.7,2.1,15.0,11.0,13.0,21.0,15.0,7.0,9.0,15.0,19.0,12.0,11.0,21.0,34.0,23.0,26.0,34.0,101.0
15,tS5R9wBb,05/11/2024,17:00,EUROPE - CHAMPIONS LEAGUE,Dortmund,Sturm Graz,LEAGUE PHASE ,1.17,8.0,13.0,1.18,4.5,1.01,23.0,1.08,8.0,1.3,3.5,1.8,1.95,1.17,5.0,,,26.0,41.0,67.0,151.0,12.0,15.0,34.0,81.0,8.0,10.0,23.0,51.0,8.0,10.0,23.0,51.0,201.0
16,tWcB14fB,05/11/2024,17:00,EUROPE - CHAMPIONS LEAGUE,Bologna,Monaco,LEAGUE PHASE ,2.75,3.4,2.5,1.4,2.75,1.06,10.0,1.29,3.75,1.98,1.92,1.7,2.05,2.68,1.45,1.53,2.43,11.0,9.0,13.0,23.0,9.5,6.5,10.0,21.0,13.0,10.0,13.0,29.0,29.0,21.0,29.0,41.0,201.0
17,dK7B6nro,05/11/2024,17:00,EUROPE - CHAMPIONS LEAGUE,Sporting CP,Manchester City,LEAGUE PHASE ,4.2,3.8,1.8,1.29,3.5,1.03,15.0,1.17,5.0,1.62,2.3,1.57,2.25,3.9,1.24,2.03,1.78,15.0,9.5,10.0,15.0,17.0,7.5,8.5,13.0,23.0,15.0,12.0,21.0,41.0,29.0,29.0,41.0,126.0
18,MF0pM70L,05/11/2024,17:00,EUROPE - CHAMPIONS LEAGUE,Real Madrid,AC Milan,LEAGUE PHASE ,1.44,4.75,6.5,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.63,1.67,2.1,1.43,2.75,1.14,5.75,19.0,21.0,34.0,67.0,10.0,10.0,19.0,41.0,8.5,8.5,17.0,41.0,11.0,11.0,21.0,41.0,151.0
19,SbE5R2x1,05/11/2024,17:00,EUROPE - CHAMPIONS LEAGUE,Liverpool,Bayer Leverkusen,LEAGUE PHASE ,1.7,4.2,4.33,1.25,3.75,1.02,19.0,1.17,5.0,1.53,2.5,1.53,2.38,1.7,2.1,1.23,4.0,19.0,17.0,26.0,41.0,10.0,8.5,15.0,29.0,10.0,8.5,13.0,29.0,15.0,12.0,19.0,41.0,126.0
20,0MXYTAGk,05/11/2024,17:00,EUROPE - CHAMPIONS LEAGUE,Lille,Juventus,LEAGUE PHASE ,3.0,3.2,2.45,1.5,2.5,1.08,8.0,1.4,3.0,2.2,1.67,1.95,1.8,2.85,1.4,1.55,2.38,8.0,7.5,11.0,23.0,8.5,6.0,10.0,21.0,15.0,11.0,15.0,34.0,29.0,26.0,41.0,51.0,351.0
