Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,hGQpIPWp,23/10/2024,00:05,MEXICO - LIGA MX,Toluca,Puebla,APERTURA ,1.38,5.25,7.0,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.5,1.8,1.95,1.35,3.1,1.11,6.6,19.0,21.0,41.0,81.0,9.0,10.0,21.0,51.0,7.5,8.5,19.0,41.0,9.5,11.0,21.0,51.0,201.0
2,YVqENo9N,23/10/2024,00:06,MEXICO - LIGA MX,Mazatlan FC,U.A.N.L.- Tigres,APERTURA ,3.25,3.5,2.15,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,1.75,2.0,3.1,1.35,1.7,2.1,11.0,8.0,11.0,21.0,10.0,6.5,9.0,17.0,17.0,11.0,15.0,26.0,34.0,26.0,34.0,41.0,201.0
3,zuEO1WQN,23/10/2024,07:00,JAPAN - J1 LEAGUE,Gamba Osaka,Nagoya Grampus,ROUND 35,2.2,3.25,3.4,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,2.0,1.75,2.2,1.65,1.35,3.1,7.5,8.5,15.0,34.0,6.5,6.0,12.0,29.0,9.5,9.5,17.0,41.0,21.0,21.0,34.0,51.0,401.0
4,O4AK2CBH,23/10/2024,07:00,JAPAN - J1 LEAGUE,Albirex Niigata,Verdy,ROUND 35,2.3,3.3,3.2,1.44,2.63,1.06,10.0,1.3,3.4,2.05,1.75,1.8,1.95,2.25,1.63,1.35,3.1,9.5,9.5,15.0,34.0,8.0,6.0,12.0,26.0,11.0,9.5,15.0,34.0,21.0,19.0,29.0,51.0,251.0
5,lfAAIomc,23/10/2024,07:30,JAPAN - J1 LEAGUE,Urawa Reds,Kashiwa Reysol,ROUND 25,2.63,3.2,2.75,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.75,2.0,2.6,1.48,1.48,2.6,9.5,9.0,13.0,26.0,8.5,6.0,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0
6,nRNPeJiI,23/10/2024,09:00,ARMENIA - PREMIER LEAGUE,FC Gandzasar,Alashkert,ROUND 12,5.0,4.1,1.5,1.3,3.22,1.02,10.5,1.16,3.94,1.6,2.05,1.73,2.05,,,,,13.0,6.7,6.6,9.0,13.0,7.1,7.0,9.75,25.0,13.5,13.5,18.5,70.0,37.0,37.0,50.0,300.0
7,rTs01NNt,23/10/2024,11:00,ARMENIA - PREMIER LEAGUE,BKMA,Pyunik Yerevan,ROUND 12,6.5,4.5,1.36,1.24,3.65,1.02,12.0,1.1,4.85,1.42,2.42,1.69,2.11,,,,,16.5,7.8,6.8,8.25,19.0,8.25,7.1,8.75,37.0,17.0,13.5,16.5,110.0,50.0,40.0,45.0,250.0
8,xpQsXZ7m,23/10/2024,11:30,BULGARIA - PARVA LIGA,Spartak Varna,Lok. Plovdiv,ROUND 13,2.25,3.1,3.4,1.5,2.5,1.08,8.0,1.36,3.0,2.2,1.65,1.83,1.83,2.2,1.65,1.33,3.3,8.0,9.5,17.0,34.0,7.0,6.0,13.0,29.0,10.0,9.5,15.0,41.0,21.0,19.0,34.0,51.0,301.0
9,tl3qMzJ5,23/10/2024,11:30,PORTUGAL - LIGA PORTUGAL 2,FC Porto B,Mafra,ROUND 8,1.95,3.4,3.6,1.4,2.75,1.03,11.0,1.22,3.75,1.9,1.95,1.73,2.0,2.0,1.85,1.28,3.55,10.0,11.0,19.0,41.0,7.5,6.5,13.0,29.0,9.5,9.0,15.0,34.0,17.0,15.0,26.0,51.0,201.0
10,x6oiBQVj,23/10/2024,11:30,EUROPE - EUROPA LEAGUE,Braga,Bodo/Glimt,LEAGUE PHASE ,1.8,3.7,4.5,1.29,3.5,1.03,15.0,1.17,5.0,1.62,2.3,1.57,2.25,1.75,2.05,1.23,4.1,15.0,17.0,26.0,41.0,9.5,7.5,15.0,29.0,10.0,8.5,12.0,34.0,15.0,13.0,21.0,41.0,126.0
