Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,vo222ftm,12/06/2024,10:00,SOUTH AFRICA - PREMIER LEAGUE,Baroka,Pretoria U.,RELEGATION GROUP,2.37,2.95,3.1,1.65,2.15,1.13,5.0,1.62,2.2,2.8,1.39,2.32,1.53,2.32,1.57,,,5.0,6.4,13.5,40.0,5.5,6.1,12.5,37.0,9.5,10.75,22.0,65.0,24.0,27.0,55.0,175.0,101.0
2,CEjEO0aM,12/06/2024,12:00,FINLAND - VEIKKAUSLIIGA,AC Oulu,Lahti,-,1.7,4.0,4.5,1.36,3.0,1.04,13.0,1.29,3.5,1.9,1.95,1.8,1.95,1.7,2.1,1.22,4.15,12.0,13.0,23.0,51.0,7.5,7.5,15.0,34.0,8.5,8.5,15.0,41.0,13.0,13.0,23.0,51.0,251.0
3,6yjINKES,12/06/2024,12:00,FINLAND - VEIKKAUSLIIGA,Inter Turku,Ilves,-,3.1,3.6,2.1,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2,3.0,1.38,1.7,2.1,13.0,9.0,11.0,21.0,11.0,7.0,9.0,17.0,17.0,11.0,13.0,23.0,34.0,23.0,29.0,41.0,151.0
4,QLWlIbxj,12/06/2024,12:00,FINLAND - VEIKKAUSLIIGA,KuPS,Haka,-,1.48,4.5,5.75,1.33,3.25,1.03,15.0,1.22,4.0,1.73,2.08,1.95,1.8,1.48,2.6,1.15,5.5,13.0,15.0,34.0,67.0,7.0,8.5,17.0,41.0,7.0,8.5,19.0,41.0,10.0,12.0,26.0,51.0,301.0
5,rcspJvNq,12/06/2024,12:00,FINLAND - VEIKKAUSLIIGA,Mariehamn,VPS,-,3.9,3.6,1.9,1.4,2.75,1.06,9.5,1.3,3.4,2.05,1.8,1.91,1.91,3.7,1.26,1.93,1.93,9.5,7.0,8.5,17.0,10.0,7.0,8.5,15.0,19.0,13.0,17.0,29.0,41.0,34.0,41.0,51.0,301.0
6,4CVhHIid,12/06/2024,12:00,FINLAND - VEIKKAUSLIIGA,SJK,Ekenas,-,1.42,4.75,7.0,1.3,3.4,1.03,15.0,1.2,4.33,1.65,2.2,1.91,1.91,1.4,2.85,1.11,6.6,15.0,19.0,41.0,81.0,8.0,9.0,21.0,51.0,7.0,8.5,19.0,41.0,9.5,11.0,23.0,51.0,251.0
7,Ya1kFpPf,12/06/2024,12:30,FINLAND - YKKONEN,VIFK,Rovaniemi,-,2.63,3.7,2.2,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.5,2.5,2.68,1.45,1.63,2.25,17.0,12.0,13.0,23.0,13.0,8.0,9.5,17.0,17.0,11.0,12.0,21.0,29.0,19.0,23.0,34.0,101.0
8,WIJzt2Ud,12/06/2024,13:00,FINLAND - VEIKKAUSLIIGA,Gnistan,HJK,-,4.33,4.0,1.7,1.36,3.0,1.04,13.0,1.25,3.75,1.85,2.0,1.8,1.95,4.25,1.21,2.15,1.68,12.0,7.5,8.0,13.0,12.0,7.5,8.5,13.0,23.0,15.0,17.0,26.0,51.0,34.0,41.0,51.0,251.0
9,n35gE4v1,12/06/2024,13:00,FINLAND - YKKONEN,Atlantis,KuPS Akatemia,-,1.36,4.75,6.0,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.5,1.73,2.0,1.4,2.85,1.13,5.9,19.0,21.0,34.0,67.0,9.5,10.0,19.0,41.0,8.0,8.5,17.0,41.0,10.0,11.0,21.0,51.0,201.0
10,SjIxOZoH,12/06/2024,14:00,NORWAY - OBOS-LIGAEN,Stabaek,Mjondalen,ROUND 4,1.55,4.5,4.75,1.25,3.75,1.02,19.0,1.13,6.0,1.44,2.7,1.57,2.25,1.55,2.38,1.2,4.4,19.0,19.0,29.0,51.0,10.0,9.5,15.0,34.0,9.5,8.5,15.0,34.0,13.0,11.0,19.0,41.0,126.0
11,bTa7XEr2,12/06/2024,16:00,SPAIN - LALIGA2,Eibar,R. Oviedo,PROMOTION ,1.9,3.4,4.2,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,2.0,1.73,1.93,1.93,1.24,3.9,8.0,10.0,21.0,41.0,6.0,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,17.0,34.0,67.0,351.0
12,QwSxAOh9,12/06/2024,17:00,ARGENTINA - LIGA PROFESIONAL,Godoy Cruz,Rosario Central,ROUND 5,2.1,3.1,3.9,1.62,2.2,1.13,6.0,1.57,2.25,2.88,1.4,2.38,1.53,2.08,1.73,1.28,3.55,6.0,7.5,17.0,41.0,5.0,6.5,15.0,41.0,8.5,10.0,21.0,51.0,19.0,23.0,41.0,101.0,201.0
13,xIorlsWk,12/06/2024,19:00,ARGENTINA - LIGA PROFESIONAL,Argentinos Jrs,Central Cordoba,ROUND 5,1.44,4.1,8.5,1.4,2.75,1.07,9.0,1.29,3.5,2.0,1.85,2.1,1.67,1.43,2.75,1.11,6.8,9.0,17.0,41.0,101.0,6.0,7.5,23.0,51.0,6.5,8.5,21.0,67.0,9.5,13.0,29.0,67.0,501.0
