Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,KGm4ld1k,27/11/2024,08:00,ARMENIA - PREMIER LEAGUE,Alashkert,Ararat-Armenia,ROUND 18,9.0,5.1,1.25,1.28,3.34,1.03,11.3,1.15,4.1,1.52,2.22,2.0,1.77,,,,,14.0,6.6,5.5,6.4,20.0,9.25,7.6,9.0,50.0,24.0,19.0,23.0,175.0,90.0,70.0,80.0,600.0
2,0vJhfpLl,27/11/2024,09:45,URUGUAY - PRIMERA DIVISION,Fenix,Maldonado,CLAUSURA ,1.8,3.4,4.5,1.5,2.5,1.07,9.0,1.36,3.0,2.15,1.67,2.0,1.73,1.85,2.0,1.22,4.15,8.0,11.0,21.0,51.0,6.0,6.5,15.0,41.0,8.0,9.0,19.0,41.0,15.0,17.0,34.0,67.0,1000.0
3,UBjwzcnd,27/11/2024,10:00,ARMENIA - PREMIER LEAGUE,BKMA,Ararat Yerevan,ROUND 18,2.52,3.25,2.47,1.38,2.45,1.01,8.1,1.21,3.44,1.65,1.98,1.59,2.29,,,,,11.75,8.25,11.25,22.0,9.0,5.8,8.0,15.5,12.0,8.0,9.75,19.5,23.0,15.5,18.5,32.0,175.0
4,v9vZs1sB,27/11/2024,11:00,ITALY - SERIE C,Juventus U23,Turris,GROUP C ,2.07,3.05,3.7,1.47,2.5,1.09,6.1,1.4,2.7,2.2,1.6,1.91,1.8,1.91,1.83,1.26,3.45,6.1,9.0,19.0,55.0,6.3,5.9,12.5,37.0,9.25,8.75,15.5,50.0,19.0,18.0,32.0,90.0,800.0
5,rJ4gBKMq,27/11/2024,14:45,EUROPE - CHAMPIONS LEAGUE,Crvena zvezda,Stuttgart,LEAGUE PHASE ,4.33,4.1,1.73,1.3,3.4,1.03,15.0,1.2,4.5,1.62,2.3,1.62,2.2,4.15,1.22,2.1,1.7,15.0,9.0,9.5,15.0,15.0,8.0,8.5,13.0,23.0,15.0,13.0,21.0,51.0,34.0,34.0,41.0,151.0
6,Y5f33QPb,27/11/2024,14:45,EUROPE - CHAMPIONS LEAGUE,Sturm Graz,Girona,LEAGUE PHASE ,3.3,3.9,2.0,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.67,2.1,3.1,1.35,1.87,2.03,15.0,9.0,10.0,17.0,12.0,7.5,8.5,15.0,19.0,11.0,15.0,23.0,41.0,23.0,29.0,41.0,151.0
7,KCTDqtWs,27/11/2024,15:00,SPAIN - LALIGA2,Levante,Malaga,ROUND 13,1.85,3.3,4.5,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.8,1.85,2.0,1.21,4.25,8.5,11.0,21.0,41.0,6.5,6.5,15.0,41.0,8.5,9.0,17.0,41.0,15.0,17.0,29.0,51.0,351.0
8,C66nTKo1,27/11/2024,15:00,SPAIN - LALIGA2,Castellon,Racing Club Ferrol,ROUND 13,1.62,3.8,5.5,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,1.8,1.91,1.63,2.25,1.16,5.25,11.0,15.0,29.0,51.0,7.5,7.0,17.0,41.0,8.0,8.5,15.0,41.0,12.0,13.0,26.0,51.0,251.0
9,SYMR4pmn,27/11/2024,15:30,SPAIN - PRIMERA RFEF,Gimnastic,Celta Vigo B,GROUP 1 ,1.83,3.0,4.2,1.57,2.25,1.1,6.5,1.5,2.5,2.5,1.5,2.25,1.57,1.93,1.88,1.22,4.15,6.0,9.0,21.0,51.0,5.5,6.5,17.0,41.0,7.5,10.0,21.0,51.0,15.0,21.0,41.0,81.0,900.0
10,MgX5nwjB,27/11/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,GV San Jose,Bolivar,CLAUSURA ,4.0,3.9,1.8,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.53,2.38,3.55,1.28,1.98,1.83,17.0,10.0,11.0,17.0,17.0,8.0,8.5,13.0,23.0,13.0,12.0,19.0,41.0,29.0,29.0,34.0,101.0
