Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,4SwxBedT,17/10/2024,12:00,ARMENIA - PREMIER LEAGUE,Shirak Gyumri,West Armenia,ROUND 11,1.65,3.8,4.2,1.33,3.04,1.04,9.95,1.19,3.64,1.65,1.98,1.71,2.08,1.8,1.8,,,12.0,11.25,20.0,50.0,6.7,6.6,11.75,30.0,7.0,7.0,12.5,32.0,10.5,10.5,18.5,45.0,300.0
2,OA7YV9KP,17/10/2024,13:30,URUGUAY - PRIMERA DIVISION,Cerro Largo,Maldonado,CLAUSURA ,2.05,3.4,3.7,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,2.1,1.67,2.03,1.83,1.28,3.55,7.5,8.5,17.0,41.0,6.0,6.5,13.0,34.0,8.5,9.5,19.0,41.0,17.0,19.0,34.0,67.0,301.0
3,A3LYJInT,17/10/2024,14:00,ROMANIA - LIGA 2,Steaua Bucuresti,Concordia,ROUND 10,1.7,3.4,4.63,1.45,2.56,1.02,7.1,1.33,2.72,2.15,1.62,2.01,1.76,,,,,7.5,11.0,19.0,67.0,5.5,6.0,15.0,41.0,6.5,7.5,15.0,61.0,12.0,13.0,26.0,76.0,101.0
4,p8Qb6iac,17/10/2024,15:00,PERU - LIGA 1,Union Comercio,Comerciantes Unidos,CLAUSURA ,1.9,3.4,4.0,1.33,3.25,1.04,12.0,1.22,4.0,1.75,2.05,1.62,2.2,1.93,1.93,1.25,3.8,12.0,13.0,21.0,41.0,8.5,6.5,13.0,29.0,10.0,8.5,12.0,34.0,17.0,15.0,23.0,41.0,151.0
5,tbKWYmjB,17/10/2024,16:00,ENGLAND - LEAGUE ONE,Shrewsbury,Exeter,ROUND 12,2.8,3.6,2.4,1.4,2.75,1.04,13.0,1.25,3.75,1.85,2.0,1.75,2.0,2.68,1.45,1.6,2.3,11.0,8.5,12.0,23.0,9.5,6.5,9.5,19.0,15.0,10.0,15.0,26.0,29.0,21.0,29.0,41.0,201.0
6,rel5Qmrm,17/10/2024,16:00,URUGUAY - PRIMERA DIVISION,Fenix,CA Cerro,CLAUSURA ,2.35,3.3,3.1,1.53,2.38,1.08,7.5,1.44,2.63,2.4,1.53,2.1,1.67,2.3,1.6,1.38,3.0,7.5,7.5,13.0,34.0,6.5,6.5,12.0,29.0,10.0,10.0,19.0,41.0,21.0,21.0,41.0,67.0,1250.0
7,UarCrl7j,17/10/2024,17:15,PERU - LIGA 1,Cusco,Los Chankas,CLAUSURA ,1.6,3.8,5.5,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.8,1.91,1.58,2.35,1.16,5.25,12.0,15.0,29.0,51.0,7.5,7.5,17.0,41.0,8.0,8.5,15.0,41.0,12.0,13.0,23.0,51.0,201.0
8,G8nDORCa,17/10/2024,19:30,URUGUAY - PRIMERA DIVISION,Nacional,Miramar,CLAUSURA ,1.4,4.2,8.5,1.36,3.0,1.05,11.0,1.29,3.5,1.93,1.93,2.1,1.67,1.4,2.85,1.11,6.8,10.0,19.0,41.0,101.0,6.5,8.0,26.0,67.0,6.5,9.0,21.0,51.0,9.0,13.0,29.0,67.0,1000.0
9,044Yxl5U,17/10/2024,20:00,BRAZIL - SERIE B,America MG,Goias,ROUND 32,1.73,3.3,5.25,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,2.1,1.67,1.73,2.08,1.17,5.0,7.5,12.0,23.0,51.0,6.0,6.5,17.0,41.0,7.5,9.0,19.0,51.0,13.0,17.0,34.0,67.0,201.0
10,hYT64VT9,17/10/2024,20:00,PERU - LIGA 1,Sport Huancayo,Grau,CLAUSURA ,1.8,3.3,4.5,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,2.1,1.67,1.83,2.03,1.21,4.25,7.5,10.0,21.0,51.0,6.0,6.5,15.0,41.0,7.5,9.0,19.0,51.0,15.0,17.0,34.0,67.0,351.0
