Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,WbDCnVu6,29/10/2024,07:30,SOUTH KOREA - K LEAGUE 2,Cheonan City,Bucheon FC 1995,ROUND 37,3.2,3.4,2.05,1.36,3.0,1.05,11.0,1.25,3.75,1.85,1.95,1.73,2.0,3.3,1.33,1.75,2.05,11.0,8.5,11.0,19.0,11.0,6.5,9.0,17.0,17.0,12.0,13.0,26.0,34.0,26.0,34.0,41.0,201.0
2,AqP3liBg,29/10/2024,07:30,SOUTH KOREA - K LEAGUE 2,Busan,Cheongju,ROUND 37,1.67,3.9,4.5,1.36,3.0,1.04,13.0,1.25,3.75,1.83,1.98,1.8,1.91,1.68,2.15,1.21,4.25,12.0,13.0,23.0,51.0,7.5,7.5,15.0,41.0,8.0,8.5,17.0,41.0,13.0,13.0,23.0,51.0,251.0
3,lzO7mBQa,29/10/2024,07:30,SOUTH KOREA - K LEAGUE 2,Anyang,Jeonnam,ROUND 37,2.15,3.6,2.88,1.33,3.25,1.03,15.0,1.22,4.0,1.7,2.1,1.62,2.2,2.2,1.65,1.43,2.75,13.0,11.0,17.0,29.0,9.5,7.0,11.0,21.0,12.0,9.0,13.0,26.0,21.0,17.0,23.0,41.0,151.0
4,SSDbN2yR,29/10/2024,14:00,SLOVAKIA - NIKE LIGA,Zilina,Ruzomberok,ROUND 2,1.44,4.4,6.9,1.34,3.1,1.04,9.0,1.22,4.05,1.65,2.18,1.82,1.88,1.5,2.52,,,9.0,17.0,50.0,175.0,7.1,9.0,23.0,80.0,7.6,8.5,19.0,70.0,10.5,11.75,26.0,90.0,700.0
5,Yq39Z5Qj,29/10/2024,14:00,SLOVAKIA - NIKE LIGA,Dun. Streda,Podbrezova,ROUND 5,1.62,4.05,4.9,1.35,3.15,1.04,9.0,1.22,3.95,1.7,2.12,1.72,2.02,1.6,2.3,,,9.0,14.5,35.0,100.0,7.5,8.25,16.5,50.0,8.75,8.5,16.0,45.0,13.0,13.0,25.0,65.0,500.0
6,Ug79dz7j,29/10/2024,14:30,ITALY - SERIE A,Cagliari,Bologna,ROUND 10,3.0,3.2,2.45,1.5,2.5,1.08,8.0,1.4,3.0,2.2,1.67,1.95,1.8,3.0,1.42,1.57,2.47,8.0,7.0,11.0,23.0,8.0,6.0,10.0,21.0,13.0,11.0,15.0,34.0,29.0,26.0,41.0,51.0,351.0
7,bBhv6Adc,29/10/2024,14:30,ITALY - SERIE C,Arzignano,Pro Patria,GROUP A ,2.0,3.0,4.1,1.55,2.35,1.12,5.4,1.5,2.42,2.42,1.5,2.1,1.65,1.95,1.78,,,5.4,8.5,20.0,70.0,5.6,5.9,14.5,50.0,8.25,8.75,18.5,70.0,18.0,19.0,37.0,120.0,201.0
8,fwnm4lR9,29/10/2024,14:30,ITALY - SERIE C,Atalanta U23,Pro Vercelli,GROUP A ,1.72,3.5,4.7,1.4,2.75,1.07,7.0,1.32,3.1,1.98,1.78,1.88,1.82,1.7,2.07,,,7.0,12.5,27.0,80.0,6.3,6.8,15.0,45.0,7.6,8.25,16.0,50.0,13.0,14.5,29.0,80.0,700.0
9,Sjpe2SeM,29/10/2024,14:30,ITALY - SERIE C,Caldiero Terme,Giana Erminio,GROUP A ,2.57,2.92,2.87,1.5,2.47,1.1,5.9,1.44,2.62,2.3,1.57,1.9,1.8,,,,,5.9,7.6,14.0,35.0,6.9,5.6,10.5,27.0,11.75,9.75,15.0,40.0,29.0,24.0,37.0,80.0,800.0
10,n7uVE5uS,29/10/2024,14:30,ITALY - SERIE C,Trento,Virtus Verona,GROUP A ,1.95,3.0,4.25,1.55,2.35,1.12,5.4,1.5,2.42,2.42,1.5,2.12,1.65,1.93,1.82,,,5.4,8.75,21.0,75.0,5.5,6.0,15.0,55.0,8.25,8.75,18.5,70.0,17.0,18.5,40.0,120.0,201.0
11,EkRWTfkI,29/10/2024,14:30,ITALY - SERIE C,Sestri Levante,Ternana,GROUP B ,6.6,3.75,1.5,1.4,2.7,1.07,6.8,1.34,3.0,2.02,1.75,2.1,1.65,,,,,6.8,5.7,6.3,10.25,14.0,7.4,8.25,13.0,40.0,21.0,21.0,32.0,150.0,90.0,90.0,120.0,201.0
12,IaB1Slhd,29/10/2024,14:30,AUSTRIA - 2. LIGA,Floridsdorfer AC,Liefering,ROUND 6,2.62,3.4,2.45,1.35,2.95,1.05,8.0,1.23,3.75,1.7,2.07,1.57,2.25,2.15,1.65,,,8.0,10.0,13.5,27.0,10.75,6.7,9.25,18.5,15.0,9.75,11.75,24.0,30.0,19.5,24.0,45.0,300.0
13,4CLi9Djd,29/10/2024,14:30,ITALY - SERIE A,Lecce,Verona,ROUND 10,2.1,3.4,3.5,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.91,1.91,2.08,1.73,1.3,3.45,9.0,9.5,17.0,41.0,7.0,6.5,12.0,29.0,10.0,9.0,15.0,41.0,19.0,17.0,29.0,51.0,301.0
14,6cqvSYJU,29/10/2024,14:30,ITALY - SERIE C,Spal,Pianese,GROUP B ,1.91,3.25,4.0,1.44,2.62,1.08,6.5,1.37,2.85,2.15,1.65,1.9,1.8,1.88,1.85,,,6.5,10.25,21.0,65.0,6.2,6.3,13.0,40.0,8.25,8.5,16.0,45.0,16.0,16.5,32.0,80.0,700.0
15,QePs2Cil,29/10/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,Santa Cruz,Universitario de Vinto,CLAUSURA ,2.2,3.4,2.88,1.4,2.75,1.06,10.0,1.33,3.25,2.03,1.78,1.83,1.83,2.25,1.63,1.4,2.85,10.0,9.0,15.0,34.0,7.5,6.5,11.0,23.0,11.0,9.5,15.0,34.0,21.0,19.0,29.0,51.0,251.0
16,U5gzczE6,29/10/2024,16:30,FRANCE - LIGUE 2,Troyes,Pau FC,ROUND 11,2.75,3.3,2.5,1.36,3.0,1.05,11.0,1.29,3.5,1.93,1.93,1.67,2.1,2.68,1.45,1.55,2.38,11.0,9.0,13.0,23.0,10.0,6.5,10.0,19.0,15.0,11.0,13.0,26.0,29.0,21.0,29.0,41.0,151.0
17,bX7Spsu0,29/10/2024,16:30,SWITZERLAND - SUPER LEAGUE,Yverdon,Lausanne,ROUND 12,3.6,3.5,2.0,1.33,3.25,1.04,12.0,1.22,4.0,1.75,2.05,1.62,2.2,3.55,1.28,1.85,2.0,12.0,9.0,10.0,17.0,13.0,7.0,9.0,15.0,21.0,13.0,13.0,23.0,41.0,29.0,34.0,41.0,151.0
18,vJJsBCGl,29/10/2024,16:30,ITALY - SERIE B,Salernitana,Cesena,ROUND 11,2.7,3.0,2.8,1.4,2.75,1.06,10.0,1.29,3.5,2.03,1.83,1.7,2.05,2.6,1.48,1.45,2.68,9.5,9.5,13.0,29.0,9.0,6.0,11.0,21.0,13.0,10.0,12.0,29.0,26.0,21.0,29.0,41.0,201.0
19,KYxBGYhR,29/10/2024,16:30,ITALY - SERIE B,Reggiana,Cosenza,ROUND 11,2.55,3.1,2.9,1.5,2.5,1.08,7.5,1.4,2.75,2.25,1.62,1.95,1.8,2.43,1.53,1.4,2.85,7.5,8.0,13.0,29.0,7.5,6.0,11.0,26.0,11.0,10.0,15.0,41.0,23.0,23.0,34.0,51.0,351.0
20,WCdGfiW7,29/10/2024,16:30,ITALY - SERIE B,Modena,Cremonese,ROUND 11,2.75,3.0,2.75,1.44,2.63,1.07,9.0,1.3,3.4,2.05,1.75,1.75,2.0,2.68,1.45,1.45,2.68,9.0,9.0,13.0,26.0,9.0,5.5,11.0,21.0,13.0,11.0,13.0,34.0,26.0,21.0,34.0,41.0,201.0
21,Um0abZWr,29/10/2024,16:30,ITALY - SERIE B,Juve Stabia,Sassuolo,ROUND 11,3.6,3.1,2.15,1.4,2.75,1.06,10.0,1.29,3.5,2.03,1.83,1.75,2.0,3.45,1.3,1.7,2.1,9.5,8.0,10.0,19.0,11.0,6.0,9.0,17.0,19.0,13.0,13.0,26.0,41.0,29.0,34.0,41.0,201.0
22,WhYYsEn2,29/10/2024,16:30,ITALY - SERIE B,Bari,Carrarese,ROUND 11,1.9,3.25,4.33,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,1.95,1.8,1.93,1.93,1.22,4.15,8.5,11.0,21.0,51.0,6.5,6.0,15.0,41.0,8.5,9.0,15.0,41.0,15.0,17.0,29.0,51.0,301.0
23,IZkpjaVF,29/10/2024,16:30,FRANCE - LIGUE 2,Red Star,Metz,ROUND 11,3.75,3.4,1.95,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.8,1.91,3.55,1.28,1.83,2.03,9.5,7.5,9.0,17.0,11.0,6.5,9.0,17.0,19.0,13.0,15.0,29.0,41.0,29.0,41.0,51.0,251.0
24,xjLK5Hv9,29/10/2024,16:30,ITALY - SERIE B,Brescia,Spezia,ROUND 11,2.63,3.1,2.7,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.91,2.6,1.48,1.48,2.6,8.5,8.0,13.0,29.0,8.0,6.0,11.0,23.0,12.0,10.0,15.0,34.0,26.0,23.0,34.0,51.0,301.0
25,A9nxhL03,29/10/2024,16:30,FRANCE - LIGUE 2,Lorient,Dunkerque,ROUND 11,1.42,4.75,6.5,1.3,3.4,1.03,17.0,1.18,4.5,1.6,2.3,1.83,1.83,1.43,2.75,1.13,6.0,15.0,19.0,34.0,67.0,8.0,9.0,19.0,41.0,7.5,8.5,19.0,41.0,10.0,11.0,23.0,51.0,251.0
26,CYrglw0S,29/10/2024,16:30,FRANCE - LIGUE 2,Laval,Clermont,ROUND 11,2.38,3.0,3.1,1.5,2.5,1.08,7.5,1.4,2.75,2.3,1.6,1.91,1.8,2.35,1.58,1.35,3.1,7.5,8.5,15.0,34.0,7.0,6.0,12.0,29.0,11.0,10.0,15.0,41.0,23.0,21.0,34.0,51.0,351.0
27,Mm6sWwvp,29/10/2024,16:30,FRANCE - LIGUE 2,Guingamp,AC Ajaccio,ROUND 11,1.83,3.2,4.75,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.1,1.67,1.83,2.03,1.18,4.65,7.0,10.0,23.0,51.0,5.5,6.5,17.0,41.0,7.5,9.0,19.0,51.0,15.0,17.0,34.0,67.0,351.0
