Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,jT73llun,01/11/2024,05:35,AUSTRALIA - A-LEAGUE,Brisbane Roar,Sydney FC,ROUND 3,3.4,3.7,2.05,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,1.5,2.5,3.3,1.33,1.83,2.07,17.0,11.0,12.0,19.0,15.0,7.5,9.0,15.0,21.0,12.0,12.0,19.0,34.0,23.0,26.0,34.0,101.0
2,2kMB4Yt5,01/11/2024,07:00,JAPAN - J1 LEAGUE,Kawasaki Frontale,Kashima Antlers,ROUND 35,2.3,3.6,2.9,1.33,3.25,1.04,13.0,1.2,4.33,1.67,2.15,1.57,2.25,2.25,1.63,1.43,2.75,13.0,12.0,17.0,29.0,10.0,7.0,11.0,21.0,13.0,9.5,12.0,26.0,23.0,17.0,23.0,41.0,126.0
3,U1DS0jtU,01/11/2024,07:00,JAPAN - J1 LEAGUE,Vissel Kobe,Iwata,ROUND 35,1.33,5.25,8.0,1.3,3.4,1.04,13.0,1.2,4.33,1.65,2.2,2.0,1.75,1.33,3.3,,,13.0,21.0,41.0,101.0,7.5,10.0,23.0,51.0,6.5,8.5,21.0,51.0,8.5,11.0,26.0,67.0,351.0
4,dS9iPcE4,01/11/2024,07:30,SOUTH KOREA - K LEAGUE 1,Ulsan HD,Gangwon,CHAMPIONSHIP GROUP ,2.1,3.4,3.3,1.4,2.75,1.06,10.0,1.29,3.5,1.98,1.88,1.73,2.0,2.08,1.73,1.33,3.3,10.0,11.0,17.0,41.0,8.0,6.5,12.0,26.0,10.0,9.0,15.0,34.0,19.0,17.0,26.0,51.0,201.0
5,lCLb8Org,01/11/2024,09:30,ROMANIA - LIGA 2,FC Bihor,Concordia,ROUND 12,3.0,3.1,2.35,1.52,2.42,1.09,6.2,1.42,2.67,2.22,1.62,1.9,1.8,,,1.57,2.3,6.2,6.9,10.75,24.0,7.8,6.0,9.25,21.0,14.5,11.0,15.5,35.0,37.0,29.0,40.0,90.0,800.0
6,QXl1xs0B,01/11/2024,11:35,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Khaleej,Al Raed,ROUND 9,2.25,3.3,3.2,1.44,2.63,1.06,8.0,1.33,3.25,2.05,1.75,1.83,1.83,2.2,1.65,1.35,3.1,9.0,9.5,15.0,34.0,7.5,6.5,12.0,26.0,11.0,9.5,15.0,34.0,21.0,19.0,29.0,51.0,700.0
7,t0u3jWGt,01/11/2024,12:00,EGYPT - PREMIER LEAGUE,Pyramids,Petrojet,ROUND 1,1.24,5.1,12.5,1.42,2.67,1.06,7.4,1.3,3.25,1.9,1.85,2.72,1.4,,,,,7.4,24.0,100.0,450.0,5.3,11.0,45.0,250.0,4.85,10.0,40.0,250.0,6.4,13.5,50.0,300.0,201.0
8,CAzLu71K,01/11/2024,12:00,ARMENIA - PREMIER LEAGUE,Noah,Urartu,ROUND 14,1.65,3.45,4.7,1.38,2.47,1.01,8.0,1.24,3.22,1.87,1.78,1.84,1.92,1.75,1.87,,,9.5,10.25,22.0,65.0,5.7,6.0,12.5,37.0,6.5,6.8,13.0,40.0,10.5,11.0,21.0,55.0,400.0
9,2ghyxX1m,01/11/2024,12:00,EGYPT - PREMIER LEAGUE,Pharco,Al Ittihad,ROUND 1,2.67,2.52,3.25,1.62,2.2,1.15,4.7,1.6,2.25,2.72,1.4,2.1,1.65,2.57,1.47,,,4.7,6.9,15.5,50.0,6.0,5.1,11.75,37.0,11.75,10.25,16.5,55.0,32.0,29.0,50.0,110.0,201.0
10,QB9BsKic,01/11/2024,12:15,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Damac,Al Riyadh,ROUND 9,1.8,3.4,4.5,1.36,3.0,1.05,8.5,1.25,3.75,1.85,1.95,1.8,1.91,1.8,2.0,1.21,4.25,10.0,13.0,23.0,41.0,8.0,6.5,15.0,34.0,9.0,9.0,15.0,41.0,15.0,15.0,26.0,41.0,600.0
