Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,SKcEzka4,26/09/2024,13:30,ITALY - SERIE C,Juventus U23,Picerno,GROUP C ,2.77,2.95,2.6,1.47,2.52,1.09,6.1,1.4,2.72,2.2,1.62,1.85,1.85,2.4,1.53,,,6.1,7.5,12.5,30.0,7.4,5.7,9.75,23.0,13.0,10.25,14.5,35.0,32.0,27.0,37.0,75.0,700.0
2,8fHfyC6N,26/09/2024,13:30,AUSTRIA - BUNDESLIGA,Hartberg,Tirol,ROUND 6,1.9,3.75,3.8,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.62,2.2,1.9,1.95,1.28,3.55,15.0,13.0,21.0,41.0,9.0,7.5,13.0,29.0,10.0,8.5,13.0,29.0,17.0,13.0,21.0,41.0,151.0
3,C4Pv2WsI,26/09/2024,13:30,ITALY - SERIE C,Pineto,Pontedera,GROUP B ,2.35,2.9,3.25,1.52,2.42,1.11,5.7,1.45,2.55,2.32,1.53,1.95,1.75,2.3,1.57,,,5.7,8.0,16.0,45.0,6.3,5.6,11.5,32.0,10.25,9.5,15.5,45.0,25.0,23.0,37.0,90.0,900.0
4,b1a5mXSO,26/09/2024,13:30,ITALY - SERIE C,Carpi,Ascoli,GROUP B ,3.75,3.15,2.02,1.44,2.57,1.09,6.3,1.39,2.77,2.15,1.65,1.9,1.8,,,1.78,1.98,6.3,6.3,9.0,18.0,9.25,6.1,8.5,17.5,19.5,13.0,15.5,32.0,60.0,40.0,50.0,80.0,800.0
5,rPXN5Erg,26/09/2024,13:30,ITALY - SERIE C,AC Milan U23,Spal,GROUP B ,2.37,3.1,2.95,1.45,2.57,1.08,6.3,1.39,2.77,2.15,1.65,1.87,1.83,2.3,1.57,,,6.3,8.25,14.5,37.0,6.9,6.0,10.75,27.0,10.75,9.5,15.0,40.0,24.0,21.0,35.0,80.0,700.0
6,hfkJSCnD,26/09/2024,13:30,ITALY - SERIE C,Union Clodiense,Trento,GROUP A ,2.85,2.67,2.82,1.6,2.25,1.13,5.0,1.55,2.3,2.6,1.44,2.05,1.7,,,,,5.0,6.4,12.5,35.0,6.8,5.3,11.0,32.0,13.0,10.5,16.5,50.0,37.0,29.0,45.0,110.0,201.0
7,dWsbnpcL,26/09/2024,13:45,EUROPE - EUROPA LEAGUE,Fenerbahce,Royale Union SG,LEAGUE PHASE ,1.67,3.9,5.0,1.36,3.0,1.05,11.0,1.25,4.0,1.87,2.03,1.8,1.95,1.65,2.2,1.19,4.5,12.0,13.0,23.0,51.0,7.5,7.5,15.0,41.0,8.0,8.5,17.0,41.0,13.0,13.0,26.0,51.0,251.0
8,riAvfJPs,26/09/2024,13:45,EUROPE - EUROPA LEAGUE,Malmo FF,Rangers,LEAGUE PHASE ,2.25,3.4,3.1,1.4,2.75,1.05,11.0,1.29,3.75,1.95,1.95,1.7,2.05,2.25,1.63,1.38,3.0,11.0,10.0,15.0,34.0,8.5,6.5,11.0,23.0,11.0,9.0,13.0,29.0,21.0,17.0,26.0,41.0,201.0
9,dxaECmgD,26/09/2024,14:00,SWEDEN - ALLSVENSKAN,Halmstad,Kalmar,ROUND 24,3.0,3.3,2.38,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,1.67,2.1,2.85,1.4,1.58,2.35,11.0,9.5,12.0,23.0,11.0,6.0,9.5,19.0,15.0,11.0,12.0,26.0,29.0,23.0,29.0,41.0,151.0
10,6VWd5zF7,26/09/2024,14:00,SPAIN - LALIGA,Las Palmas,Betis,ROUND 7,3.3,3.2,2.3,1.44,2.63,1.07,8.5,1.36,3.2,2.1,1.73,1.91,1.91,3.1,1.35,1.65,2.2,8.5,7.5,10.0,21.0,9.5,6.0,9.5,19.0,15.0,12.0,15.0,29.0,34.0,29.0,41.0,51.0,301.0
