Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,xKULcGeo,02/09/2024,11:00,ROMANIA - LIGA 2,Steaua Bucuresti,U Craiova 1948,ROUND 5,2.5,3.25,2.7,1.52,2.45,1.09,6.3,1.42,2.67,2.25,1.6,1.95,1.75,2.3,1.57,,,6.3,7.3,12.0,30.0,7.0,6.2,10.5,25.0,11.0,10.0,17.0,40.0,26.0,23.0,40.0,100.0,900.0
2,EqxZWlf5,02/09/2024,13:00,ROMANIA - LIGA 1,Unirea Slobozia,Gloria Buzau,ROUND 8,2.3,3.0,3.4,1.5,2.5,1.08,7.5,1.36,3.0,2.2,1.65,1.83,1.83,2.25,1.63,1.33,3.3,7.5,9.5,17.0,34.0,7.0,6.0,13.0,29.0,10.0,9.5,15.0,41.0,21.0,21.0,34.0,51.0,301.0
3,zTLUKIhi,02/09/2024,14:00,NORWAY - OBOS-LIGAEN,Ranheim,Start,ROUND 21,1.65,3.8,4.1,1.22,4.0,1.02,19.0,1.13,6.0,1.44,2.7,1.44,2.63,1.68,2.15,1.22,4.15,21.0,21.0,29.0,41.0,13.0,9.0,15.0,29.0,12.0,9.0,12.0,26.0,15.0,12.0,17.0,29.0,81.0
4,IcxH1ehT,02/09/2024,14:00,NORWAY - OBOS-LIGAEN,Levanger,Egersund,ROUND 21,2.2,3.6,2.75,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.5,1.44,2.63,2.25,1.63,1.43,2.75,19.0,15.0,19.0,29.0,13.0,8.0,11.0,21.0,15.0,9.5,11.0,21.0,23.0,15.0,19.0,29.0,81.0
5,EJKYJx8c,02/09/2024,14:00,NORWAY - OBOS-LIGAEN,Raufoss,Sogndal,ROUND 21,2.8,3.2,2.25,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.67,2.1,2.85,1.4,1.6,2.3,11.0,9.0,12.0,23.0,11.0,6.5,9.5,19.0,15.0,11.0,13.0,26.0,29.0,23.0,29.0,41.0,151.0
6,MqOtIGxA,02/09/2024,14:00,NORWAY - OBOS-LIGAEN,Asane,Kongsvinger,ROUND 21,3.3,3.4,1.91,1.29,3.5,1.03,15.0,1.17,5.0,1.6,2.3,1.53,2.38,3.45,1.3,1.83,2.03,15.0,10.0,12.0,19.0,15.0,7.0,9.0,15.0,21.0,12.0,12.0,21.0,41.0,23.0,29.0,34.0,126.0
7,Cftn4qxh,02/09/2024,14:00,SPAIN - LALIGA2,Eibar,Levante,ROUND 3,2.0,3.5,3.6,1.4,2.75,1.05,11.0,1.3,3.4,2.0,1.85,1.8,1.91,2.05,1.8,1.3,3.45,10.0,10.0,19.0,41.0,7.5,6.5,13.0,29.0,9.5,9.0,15.0,41.0,17.0,17.0,29.0,51.0,251.0
8,8OhXoU36,02/09/2024,14:00,DENMARK - 1ST DIVISION,Hobro,B.93,ROUND 8,1.83,3.7,3.9,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.62,2.2,1.85,2.0,1.26,3.7,15.0,15.0,21.0,41.0,9.0,7.5,13.0,29.0,10.0,8.5,13.0,34.0,15.0,13.0,21.0,41.0,151.0
9,hObhCntR,02/09/2024,15:00,SERBIA - PRVA LIGA,Vozdovac,Sloven Ruma,ROUND 5,1.38,4.3,6.5,1.3,3.2,1.01,11.0,1.2,4.0,1.65,2.0,1.92,1.84,,,,,12.0,14.5,32.0,100.0,6.1,7.5,17.0,55.0,5.8,7.1,16.0,50.0,7.6,9.5,21.0,65.0,450.0
10,tUIAXgve,02/09/2024,15:00,TURKEY - 1. LIG,Amedspor,Kocaelispor,ROUND 4,2.55,3.1,2.75,1.44,2.63,1.07,8.5,1.36,3.0,2.15,1.67,1.83,1.83,2.5,1.5,1.45,2.68,8.5,8.0,13.0,29.0,8.0,6.0,11.0,23.0,12.0,10.0,15.0,34.0,26.0,21.0,34.0,51.0,301.0
11,MFOkT6gU,02/09/2024,15:30,ROMANIA - LIGA 1,U. Cluj,Din. Bucuresti,ROUND 8,1.83,3.4,4.33,1.4,2.75,1.06,10.0,1.3,3.4,2.05,1.8,1.83,1.83,1.85,2.0,1.22,4.15,9.5,12.0,21.0,41.0,7.0,6.5,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,29.0,51.0,251.0
12,vgf9rnOh,02/09/2024,15:45,ITALY - SERIE C,Arzignano,AlbinoLeffe,GROUP A ,2.12,2.95,3.7,1.57,2.32,1.12,5.4,1.53,2.35,2.55,1.45,2.15,1.62,2.07,1.7,,,5.4,7.9,17.5,55.0,5.5,5.9,13.5,45.0,8.75,9.5,19.0,60.0,19.5,21.0,45.0,120.0,201.0
13,hQTIezKh,02/09/2024,15:45,ITALY - SERIE C,Vis Pesaro,Arezzo,GROUP B ,3.05,2.9,2.45,1.53,2.4,1.11,5.6,1.5,2.42,2.42,1.5,2.02,1.72,,,1.55,2.37,5.6,6.2,10.75,26.0,7.4,5.7,9.75,24.0,14.5,11.25,16.5,40.0,40.0,32.0,45.0,100.0,800.0
14,2u93rOvh,02/09/2024,15:45,ITALY - SERIE C,Altamura,Foggia,GROUP C ,3.4,3.2,2.12,1.55,2.37,1.1,6.0,1.45,2.57,2.3,1.55,2.05,1.7,2.35,1.55,1.7,2.07,6.0,6.0,9.0,19.5,8.0,6.2,9.25,20.0,16.0,12.5,18.0,40.0,45.0,35.0,50.0,110.0,1000.0
