Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
22,ULiedIV7,09/08/2024,13:30,CROATIA - HNL,Sibenik,Slaven Belupo,ROUND 2,1.95,3.5,3.5,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25,2.03,1.83,1.3,3.45,13.0,13.0,19.0,41.0,9.5,7.0,12.0,26.0,11.0,9.0,12.0,29.0,19.0,15.0,21.0,41.0,151.0
23,h4pSHsOs,09/08/2024,13:30,GERMANY - 2. BUNDESLIGA,Kaiserslautern,Greuther Furth,ROUND 2,2.05,3.75,3.3,1.29,3.5,1.03,15.0,1.18,4.5,1.6,2.3,1.53,2.38,2.05,1.75,1.35,3.1,15.0,13.0,19.0,34.0,10.0,7.5,12.0,23.0,12.0,9.0,12.0,26.0,19.0,15.0,21.0,34.0,126.0
24,StuiCwhJ,09/08/2024,13:30,GERMANY - 2. BUNDESLIGA,Regensburg,Ulm,ROUND 2,2.45,3.4,2.75,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,1.73,2.0,2.38,1.55,1.45,2.68,11.0,9.5,15.0,29.0,9.0,6.5,11.0,21.0,12.0,9.5,13.0,29.0,23.0,19.0,29.0,41.0,201.0
25,QaHUu0Xj,09/08/2024,13:50,HUNGARY - OTP BANK LIGA,Kecskemeti TE,Debrecen,ROUND 3,2.45,3.3,2.8,1.4,2.75,1.05,11.0,1.29,3.5,2.0,1.85,1.73,2.0,2.43,1.53,1.45,2.68,10.0,9.5,15.0,29.0,8.5,6.5,11.0,23.0,12.0,10.0,13.0,29.0,23.0,21.0,29.0,41.0,201.0
26,SzUDaPTB,09/08/2024,14:00,NORWAY - ELITESERIEN,Sandefjord,Stromsgodset,ROUND 18,2.25,3.75,2.88,1.25,3.75,1.03,17.0,1.14,5.5,1.53,2.4,1.44,2.63,2.2,1.65,1.43,2.75,19.0,15.0,19.0,29.0,12.0,7.5,11.0,21.0,15.0,9.5,11.0,23.0,23.0,15.0,19.0,34.0,101.0
27,KUvr9LQP,09/08/2024,14:00,DENMARK - SUPERLIGA,Midtjylland,Vejle,ROUND 4,1.48,4.33,6.25,1.29,3.5,1.03,15.0,1.18,4.5,1.6,2.3,1.75,2.0,1.48,2.6,1.14,5.75,15.0,19.0,34.0,67.0,8.5,8.5,19.0,41.0,8.0,8.5,15.0,41.0,11.0,11.0,21.0,41.0,201.0
28,K2vK2bSO,09/08/2024,14:00,DENMARK - 1ST DIVISION,Hvidovre IF,B.93,ROUND 4,1.62,4.1,5.0,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.62,2.2,1.6,2.3,1.19,4.5,17.0,17.0,29.0,51.0,9.5,8.0,15.0,34.0,9.0,8.5,13.0,34.0,13.0,12.0,21.0,41.0,151.0
29,OIoJCWtP,09/08/2024,14:00,SWEDEN - SUPERETTAN,Brage,Skovde AIK,ROUND 18,1.36,4.75,8.0,1.3,3.4,1.04,13.0,1.22,4.0,1.7,2.1,1.95,1.8,1.35,3.1,1.1,7.0,13.0,19.0,41.0,101.0,7.5,9.0,23.0,51.0,6.5,9.0,21.0,51.0,9.0,11.0,26.0,67.0,351.0
30,xYNBqM35,09/08/2024,14:00,GERMANY - 3. LIGA,SG Dynamo Dresden,Cottbus,ROUND 2,1.38,4.5,6.5,1.29,3.5,1.03,15.0,1.18,4.5,1.6,2.3,1.83,1.83,1.4,2.85,1.11,6.6,15.0,19.0,41.0,81.0,8.0,9.5,21.0,51.0,7.5,8.5,19.0,41.0,9.5,11.0,23.0,51.0,251.0
31,p4UHY7QG,09/08/2024,14:30,SWITZERLAND - CHALLENGE LEAGUE,Lausanne Ouchy,Aarau,ROUND 4,1.9,3.75,3.45,1.31,3.15,1.04,8.75,1.2,4.1,1.6,2.2,1.57,2.27,1.87,1.87,,,8.75,14.0,21.0,50.0,9.5,7.6,11.75,27.0,10.5,8.5,12.5,28.0,17.0,13.5,20.0,45.0,250.0
32,UyUUEeHM,09/08/2024,15:00,ROMANIA - LIGA 1,FCSB,Farul Constanta,ROUND 5,2.45,3.6,2.8,1.36,3.0,1.04,13.0,1.22,4.0,1.8,2.0,1.62,2.2,2.38,1.55,1.48,2.6,12.0,10.0,15.0,29.0,9.5,7.0,10.0,21.0,13.0,9.5,13.0,26.0,23.0,19.0,26.0,41.0,151.0
33,fBa54Sj2,09/08/2024,15:00,SERBIA - SUPER LIGA,Radnicki Nis,Napredak,ROUND 4,1.8,3.6,4.05,1.39,2.77,1.06,7.1,1.32,3.1,1.98,1.78,1.9,1.82,1.78,1.98,,,7.1,10.75,21.0,60.0,6.6,6.9,14.0,40.0,8.0,8.5,16.5,50.0,14.0,15.0,29.0,90.0,700.0
34,KWP6cHd2,09/08/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Oss,Excelsior,ROUND 1,3.8,4.0,1.8,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.53,2.38,3.55,1.28,2.03,1.83,17.0,10.0,11.0,17.0,15.0,8.0,8.5,13.0,23.0,13.0,13.0,19.0,41.0,26.0,29.0,41.0,126.0
35,EZMbawSk,09/08/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Maastricht,Cambuur,ROUND 1,2.55,3.75,2.45,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.5,2.5,2.5,1.5,1.55,2.38,17.0,12.0,15.0,26.0,13.0,7.5,10.0,17.0,15.0,10.0,11.0,21.0,26.0,19.0,21.0,34.0,101.0
36,fktS4a4S,09/08/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Helmond,Jong Utrecht,ROUND 1,1.65,3.75,5.25,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.62,2.2,1.65,2.2,1.17,5.0,13.0,17.0,29.0,51.0,9.0,7.5,17.0,41.0,9.0,8.5,13.0,41.0,13.0,12.0,21.0,41.0,151.0
37,MyrK6LZF,09/08/2024,15:00,NETHERLANDS - EERSTE DIVISIE,FC Emmen,Dordrecht,ROUND 1,2.25,3.6,2.8,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.5,1.44,2.63,2.25,1.63,1.43,2.75,19.0,15.0,19.0,29.0,13.0,7.5,11.0,19.0,15.0,9.5,11.0,21.0,23.0,17.0,21.0,29.0,81.0
38,Q9lB8s53,09/08/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Eindhoven FC,Den Bosch,ROUND 1,2.0,3.5,3.6,1.3,3.4,1.03,15.0,1.18,4.5,1.65,2.2,1.57,2.25,1.98,1.88,1.28,3.55,15.0,15.0,21.0,41.0,9.5,7.0,13.0,26.0,11.0,9.0,12.0,29.0,17.0,15.0,21.0,41.0,126.0
39,I5A9kCzq,09/08/2024,15:00,TURKEY - SUPER LIG,Galatasaray,Hatayspor,ROUND 1,1.25,6.5,10.0,1.22,4.0,1.02,21.0,1.11,6.5,1.4,2.88,1.83,1.83,1.24,3.9,,,21.0,29.0,51.0,126.0,10.0,12.0,26.0,51.0,7.5,10.0,21.0,51.0,8.0,10.0,23.0,51.0,201.0
40,j3EJac5c,09/08/2024,15:00,TURKEY - 1. LIG,Sakaryaspor,Keciorengucu,ROUND 1,1.83,3.2,4.1,1.4,2.75,1.06,9.5,1.29,3.5,1.98,1.83,1.8,1.91,1.83,1.98,1.21,4.25,9.5,12.0,23.0,41.0,7.0,6.5,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
41,2eki5TF8,09/08/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Vitesse,Telstar,ROUND 1,1.95,3.5,3.8,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.57,2.25,1.98,1.88,1.28,3.55,15.0,15.0,21.0,41.0,10.0,7.0,13.0,26.0,11.0,9.0,12.0,29.0,17.0,15.0,21.0,41.0,126.0
42,0A3cwkOb,09/08/2024,15:00,NETHERLANDS - EREDIVISIE,Groningen,NAC Breda,ROUND 1,1.62,4.0,5.25,1.25,3.75,1.03,17.0,1.14,5.5,1.53,2.4,1.57,2.25,1.6,2.3,1.18,4.8,17.0,19.0,29.0,51.0,10.0,8.0,17.0,34.0,9.5,8.5,13.0,34.0,13.0,12.0,19.0,41.0,126.0
43,fotMKZ7K,09/08/2024,15:00,ARGENTINA - LIGA PROFESIONAL,Dep. Riestra,Lanus,ROUND 10,3.0,2.9,2.63,1.67,2.1,1.14,5.5,1.57,2.25,2.88,1.4,2.25,1.57,2.85,1.4,1.5,2.5,5.5,6.0,11.0,26.0,6.5,6.0,11.0,29.0,13.0,12.0,21.0,41.0,34.0,34.0,51.0,81.0,201.0
44,j59dRPIj,09/08/2024,15:15,SWITZERLAND - CHALLENGE LEAGUE,Xamax,Bellinzona,ROUND 4,1.62,3.95,4.8,1.34,3.0,1.04,8.25,1.22,3.8,1.7,2.07,1.72,2.02,1.6,2.25,,,8.25,15.5,30.0,80.0,7.8,7.7,15.0,40.0,8.25,8.0,15.0,40.0,12.5,12.0,23.0,60.0,400.0
45,WKSPWoeT,09/08/2024,15:15,SWITZERLAND - CHALLENGE LEAGUE,Etoile-Carouge,Thun,ROUND 4,2.82,3.65,2.2,1.35,2.95,1.04,8.25,1.23,3.7,1.72,2.05,1.62,2.15,,,1.65,2.15,8.25,9.25,11.75,21.0,10.75,7.1,9.0,16.5,15.5,10.25,13.0,24.0,32.0,22.0,28.0,50.0,350.0
46,WxMGNDH7,09/08/2024,15:15,BULGARIA - PARVA LIGA,Arda,Hebar,ROUND 4,1.3,5.25,9.5,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,2.25,1.57,1.33,3.3,1.1,7.0,11.0,21.0,41.0,126.0,6.0,10.0,29.0,67.0,6.0,9.0,26.0,67.0,7.5,12.0,34.0,81.0,201.0
47,2RRILUHc,09/08/2024,15:30,AUSTRIA - 2. LIGA,St. Polten,A. Lustenau,ROUND 2,2.55,3.5,2.47,1.35,2.95,1.04,8.25,1.23,3.8,1.7,2.07,1.57,2.25,,,1.62,2.2,8.25,10.5,14.0,27.0,10.25,6.9,9.5,18.5,14.0,9.5,12.0,24.0,28.0,19.5,25.0,45.0,300.0
48,tOyq8M96,09/08/2024,15:30,POLAND - DIVISION 1,Arka Gdynia,Pruszkow,ROUND 4,1.53,3.7,5.25,1.36,3.0,1.06,10.0,1.29,3.5,1.9,1.9,1.91,1.8,1.6,2.27,,,10.0,15.0,29.0,67.0,6.5,7.5,19.0,41.0,7.0,8.5,19.0,41.0,11.0,13.0,29.0,51.0,351.0
49,KxBKmjLh,09/08/2024,15:30,POLAND - EKSTRAKLASA,Rakow,Lech Poznan,ROUND 4,2.1,3.5,3.3,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.75,2.0,2.08,1.73,1.33,3.3,11.0,10.0,17.0,34.0,8.0,6.5,12.0,26.0,10.0,9.0,15.0,34.0,19.0,17.0,26.0,51.0,251.0
50,EcFyfSd7,09/08/2024,15:45,IRELAND - PREMIER DIVISION,Bohemians,Waterford,ROUND 27,1.83,3.4,3.75,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,1.75,2.0,1.9,1.95,1.25,3.8,11.0,12.0,21.0,41.0,8.0,7.0,13.0,29.0,9.0,8.5,15.0,34.0,17.0,15.0,23.0,41.0,201.0
51,SK9PyHNs,09/08/2024,15:45,BELGIUM - JUPILER PRO LEAGUE,St. Liege,KV Mechelen,ROUND 3,2.1,3.5,3.3,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25,2.1,1.7,1.35,3.1,13.0,13.0,19.0,34.0,9.5,7.0,12.0,23.0,12.0,9.0,12.0,29.0,21.0,15.0,21.0,41.0,151.0
52,QJw7I3kA,09/08/2024,15:45,SCOTLAND - CHAMPIONSHIP,Ayr,Airdrieonians,ROUND 2,2.2,3.25,3.1,1.4,2.75,1.05,8.5,1.29,3.5,1.98,1.88,1.73,2.0,2.15,1.68,1.35,3.1,10.0,10.0,17.0,34.0,8.0,6.5,12.0,26.0,11.0,9.5,15.0,34.0,21.0,19.0,29.0,41.0,151.0
53,CGBf9aCd,09/08/2024,15:45,SCOTLAND - CHAMPIONSHIP,Queen's Park,Livingston,ROUND 2,2.45,3.4,2.55,1.4,2.75,1.03,10.0,1.29,3.5,1.98,1.88,1.73,2.0,2.43,1.53,1.48,2.6,10.0,9.0,13.0,26.0,8.5,6.5,10.0,21.0,12.0,10.0,15.0,29.0,23.0,21.0,29.0,51.0,500.0
54,nwtOecsQ,09/08/2024,15:45,WALES - CYMRU PREMIER,Newtown,Aberystwyth,ROUND 1,1.57,3.9,4.8,1.33,3.05,1.04,8.25,1.23,3.75,1.7,2.07,1.75,1.95,,,,,8.25,15.0,30.0,90.0,7.6,7.9,15.5,45.0,7.8,8.0,15.5,45.0,11.75,12.0,24.0,65.0,500.0
55,t6CyvVOa,09/08/2024,15:45,IRELAND - PREMIER DIVISION,Derry City,Dundalk,ROUND 27,1.33,4.5,8.5,1.36,3.0,1.04,13.0,1.25,3.75,1.88,1.98,2.2,1.62,1.35,3.1,,,11.0,17.0,41.0,101.0,6.0,9.0,23.0,67.0,6.0,9.0,23.0,67.0,8.0,12.0,34.0,81.0,501.0
56,dl3FavEs,09/08/2024,15:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Bangor FC,H&W Welders,ROUND 1,1.62,4.15,4.35,1.24,3.6,,,1.15,4.45,1.53,2.2,1.6,2.07,,,,,15.5,16.0,28.0,70.0,9.25,8.25,14.5,37.0,9.0,8.25,14.0,35.0,13.0,11.75,20.0,50.0,300.0
57,zuWVCghD,09/08/2024,15:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Glentoran,Crusaders,ROUND 1,1.9,3.65,3.6,1.36,2.87,1.05,8.0,1.25,3.6,1.75,2.0,1.65,2.1,1.87,1.88,,,8.0,12.0,20.0,50.0,8.25,7.0,12.0,30.0,9.75,8.25,13.5,35.0,16.5,14.0,23.0,55.0,400.0
58,YDGcMDje,09/08/2024,16:00,ENGLAND - LEAGUE TWO,Chesterfield,Swindon,ROUND 1,1.65,3.9,5.0,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.57,2.25,1.63,2.25,1.19,4.5,17.0,17.0,29.0,51.0,9.5,7.5,15.0,34.0,9.5,8.5,13.0,34.0,13.0,12.0,21.0,41.0,126.0
59,pAeaHR8b,09/08/2024,16:00,ENGLAND - LEAGUE ONE,Barnsley,Mansfield,ROUND 1,1.95,3.6,3.5,1.36,3.0,1.04,13.0,1.25,3.75,1.75,2.05,1.7,2.05,2.0,1.85,1.33,3.3,13.0,12.0,19.0,41.0,8.5,7.0,12.0,26.0,10.0,8.5,15.0,29.0,17.0,15.0,23.0,41.0,201.0
60,pCQRkLbJ,09/08/2024,16:00,ENGLAND - CHAMPIONSHIP,Preston,Sheffield Utd,ROUND 1,2.9,3.4,2.35,1.4,2.75,1.06,10.0,1.3,3.5,1.98,1.88,1.73,2.0,2.85,1.4,1.6,2.3,11.0,8.5,12.0,23.0,9.5,6.5,9.5,19.0,15.0,11.0,13.0,29.0,29.0,23.0,29.0,41.0,201.0
61,04EZ06OH,09/08/2024,16:00,ENGLAND - CHAMPIONSHIP,Blackburn,Derby,ROUND 1,2.2,3.5,3.1,1.4,2.75,1.05,11.0,1.3,3.5,1.98,1.88,1.73,2.0,2.2,1.65,1.38,3.0,11.0,9.5,15.0,34.0,8.0,6.5,11.0,23.0,11.0,9.0,15.0,34.0,21.0,19.0,26.0,51.0,201.0
62,QBaMfpUR,09/08/2024,16:00,CHILE - PRIMERA DIVISION,Palestino,O'Higgins,ROUND 19,2.15,3.3,3.4,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,1.73,2.0,2.15,1.68,1.33,3.3,10.0,10.0,17.0,34.0,8.0,6.5,12.0,26.0,10.0,9.0,13.0,34.0,21.0,17.0,26.0,51.0,201.0
63,8fi5af76,09/08/2024,16:15,PORTUGAL - LIGA PORTUGAL,Sporting CP,Rio Ave,ROUND 1,1.17,8.0,13.0,1.22,4.0,1.02,21.0,1.13,6.0,1.44,2.7,2.2,1.62,1.16,5.25,,,19.0,29.0,67.0,201.0,8.5,15.0,34.0,101.0,6.5,10.0,34.0,81.0,6.5,11.0,34.0,81.0,501.0
64,YHCv8dOE,09/08/2024,16:30,ARGENTINA - LIGA PROFESIONAL,Barracas Central,Talleres Cordoba,ROUND 10,3.9,3.3,2.0,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,2.0,1.75,3.7,1.26,1.83,2.03,8.0,6.5,8.5,17.0,9.5,6.5,9.0,19.0,19.0,13.0,17.0,34.0,41.0,34.0,41.0,51.0,401.0
65,6wHRfLZ1,09/08/2024,17:00,PERU - LIGA 1,Cajamarca,Union Comercio,CLAUSURA ,1.6,3.5,5.25,1.4,2.75,1.06,10.0,1.29,3.5,1.95,1.9,1.83,1.83,1.6,2.3,1.15,5.5,10.0,15.0,29.0,51.0,7.0,7.0,19.0,41.0,7.5,8.5,17.0,41.0,12.0,13.0,26.0,51.0,301.0
66,SIzVlgPc,09/08/2024,17:00,VENEZUELA - LIGA FUTVE,Rayo Zuliano,Zamora,CLAUSURA ,1.82,3.3,4.24,1.41,2.7,1.04,8.3,1.35,3.0,2.1,1.69,1.96,1.8,,,,,7.0,9.5,18.0,46.0,5.5,5.5,12.0,31.0,7.0,7.0,13.0,46.0,12.0,12.0,23.0,67.0,201.0
67,zkNooBOM,09/08/2024,17:00,VENEZUELA - LIGA FUTVE,Puerto Cabello,La Guaira,CLAUSURA ,2.27,2.88,3.31,1.53,2.34,1.09,6.3,1.52,2.43,2.55,1.45,2.18,1.65,,,,,5.5,6.5,12.0,36.0,5.0,5.0,10.0,26.0,8.0,8.0,14.0,51.0,19.0,19.0,36.0,91.0,201.0
68,0CrqRkXj,09/08/2024,17:00,VENEZUELA - LIGA FUTVE,Monagas,Universidad Central,CLAUSURA ,2.12,3.0,3.46,1.53,2.34,1.08,6.4,1.52,2.43,2.55,1.45,2.2,1.64,,,,,5.5,7.0,14.0,46.0,5.0,5.0,11.0,36.0,7.5,7.5,15.0,56.0,17.0,18.0,36.0,101.0,201.0
69,fZ3Iuknp,09/08/2024,17:00,VENEZUELA - LIGA FUTVE,Inter de Barinas,Metropolitanos,CLAUSURA ,2.93,3.1,2.32,1.54,2.32,1.08,6.5,1.53,2.4,2.55,1.45,2.18,1.65,,,,,5.5,5.5,9.0,23.0,6.0,5.0,8.5,21.0,11.0,9.0,13.0,36.0,26.0,23.0,41.0,91.0,201.0
