NÂº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,MTq2J9uJ,17/09/2024,11:00,ROMANIA - LIGA 2,CSM Resita,Csikszereda M. Ciuc,ROUND 6,2.32,3.15,3.0,1.4,2.75,1.07,6.8,1.33,3.05,2.0,1.75,1.75,1.95,2.27,1.6,,,6.8,8.75,15.0,37.0,7.7,6.1,10.5,26.0,11.5,9.0,13.5,35.0,24.0,19.0,29.0,65.0,500.0
2,KIIzVKWg,17/09/2024,11:30,ESTONIA - MEISTRILIIGA,Kuressaare,Levadia,ROUND 28,11.5,5.8,1.18,1.26,3.62,1.01,14.2,1.13,4.9,1.47,2.42,2.23,1.62,,,,,15.0,6.7,5.2,5.7,25.0,10.75,8.5,9.25,70.0,32.0,24.0,27.0,300.0,120.0,100.0,110.0,201.0
3,2s8uUvn0,17/09/2024,11:30,ESTONIA - MEISTRILIIGA,Narva,Flora,ROUND 28,4.15,3.75,1.65,1.3,3.32,11.5,1.02,1.17,4.2,1.6,2.07,1.62,2.24,,,,,13.0,7.2,7.6,11.25,12.0,6.6,7.0,10.25,21.0,11.5,11.5,17.0,50.0,28.0,28.0,40.0,200.0
4,SONn641S,17/09/2024,13:00,SLOVAKIA - NIKE LIGA,Trencin,Dun. Streda,ROUND 6,2.9,3.4,2.32,1.39,2.95,1.05,8.5,1.25,3.7,1.78,2.02,1.6,2.2,,,1.62,2.27,8.5,8.75,13.0,26.0,10.5,6.9,9.5,19.5,18.0,10.75,13.0,27.0,40.0,24.0,29.0,50.0,350.0
5,ChFSWt2s,17/09/2024,13:30,ESTONIA - MEISTRILIIGA,Tallinna Kalev,Paide,ROUND 28,6.7,4.7,1.33,1.24,3.8,1.01,15.0,1.11,5.15,1.44,2.51,1.71,2.08,,,,,17.0,8.0,6.7,8.0,19.0,8.5,7.3,8.75,40.0,17.5,14.5,17.0,110.0,50.0,40.0,50.0,250.0
6,z3YYEmLi,17/09/2024,14:00,TURKEY - SUPER LIG,Galatasaray,Gaziantep,ROUND 3,1.25,6.5,9.0,1.25,3.75,1.02,21.0,1.14,5.5,1.44,2.7,1.91,1.8,1.25,3.8,,,19.0,23.0,41.0,101.0,9.0,13.0,26.0,51.0,7.0,9.5,23.0,51.0,8.0,11.0,23.0,51.0,301.0
7,AyPaTn1c,17/09/2024,14:00,SPAIN - LALIGA,Mallorca,Real Sociedad,ROUND 7,2.9,2.8,2.88,1.67,2.1,1.14,5.5,1.62,2.3,3.0,1.4,2.25,1.57,2.75,1.43,1.43,2.75,5.5,6.0,12.0,29.0,6.0,6.0,12.0,29.0,12.0,12.0,21.0,41.0,29.0,29.0,41.0,81.0,201.0
8,CQIwhk2B,17/09/2024,14:30,POLAND - DIVISION 1,LKS Lodz,Wisla,ROUND 1,2.45,3.5,2.5,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25,2.43,1.53,1.5,2.5,15.0,11.0,15.0,26.0,11.0,7.0,10.0,19.0,15.0,10.0,12.0,23.0,26.0,19.0,23.0,41.0,126.0
9,hx4fPjmn,17/09/2024,15:00,PERU - LIGA 1,Sporting Cristal,Deportivo Garcilaso,CLAUSURA ,1.18,7.5,11.0,1.2,4.33,1.01,23.0,1.11,6.5,1.4,2.88,2.0,1.73,1.18,4.65,,,21.0,29.0,51.0,151.0,10.0,15.0,29.0,67.0,7.0,10.0,26.0,51.0,7.5,11.0,26.0,67.0,351.0
10,nwQ9GBLU,17/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,FC Volendam,Dordrecht,ROUND 5,2.1,4.0,3.0,1.2,4.33,1.01,23.0,1.1,7.0,1.36,3.1,1.33,3.25,2.05,1.75,1.38,3.0,26.0,19.0,21.0,34.0,15.0,9.0,12.0,21.0,15.0,10.0,11.0,21.0,21.0,15.0,17.0,26.0,67.0
11,pOKq8Lpm,17/09/2024,15:00,NETHERLANDS - EREDIVISIE,Twente,Heerenveen,ROUND 3,1.4,5.5,6.5,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.8,1.95,1.4,2.85,1.14,5.75,17.0,19.0,34.0,67.0,8.5,10.0,19.0,41.0,7.5,8.5,19.0,41.0,10.0,11.0,23.0,51.0,251.0
12,0ptQI12b,17/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Jong Ajax,Jong AZ,ROUND 5,1.95,4.0,3.3,1.22,4.0,1.02,21.0,1.1,7.0,1.36,3.1,1.36,3.0,2.0,1.85,1.35,3.1,23.0,19.0,23.0,41.0,15.0,8.5,13.0,21.0,15.0,9.5,11.0,21.0,21.0,13.0,17.0,26.0,67.0
13,KlJVrBhM,17/09/2024,15:00,BELGIUM - JUPILER PRO LEAGUE,Anderlecht,Genk,ROUND 5,2.15,3.6,3.2,1.33,3.25,1.04,13.0,1.22,4.0,1.7,2.1,1.62,2.2,2.1,1.7,1.35,3.1,13.0,12.0,17.0,34.0,9.0,7.0,11.0,23.0,11.0,9.0,13.0,29.0,21.0,17.0,23.0,41.0,151.0
14,8UiJFB8j,17/09/2024,15:30,AUSTRIA - 2. LIGA,Admira,SK Rapid (Am),ROUND 5,2.12,3.45,3.15,1.33,3.05,1.04,8.5,1.19,4.15,1.6,2.22,1.5,2.42,2.07,1.7,,,8.5,13.5,21.0,45.0,10.0,7.0,10.75,23.0,12.5,8.5,11.0,24.0,22.0,15.0,20.0,37.0,200.0
15,Uu2rvvNU,17/09/2024,15:45,SCOTLAND - LEAGUE TWO,Elgin City,Spartans,ROUND 3,2.45,3.0,2.8,1.44,2.63,1.04,9.0,1.3,3.4,2.05,1.75,1.8,1.91,2.43,1.53,1.43,2.75,9.0,9.0,15.0,29.0,8.5,6.0,11.0,23.0,12.0,10.0,13.0,34.0,23.0,21.0,29.0,51.0,151.0
16,KONvHp0b,17/09/2024,15:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Glentoran,Loughgall,ROUND 8,1.35,5.2,6.8,1.24,3.65,1.02,10.0,1.13,5.1,1.42,2.67,1.65,2.1,,,,,10.0,25.0,50.0,150.0,10.25,10.75,21.0,60.0,8.25,8.75,17.0,50.0,9.75,10.25,20.0,60.0,350.0
17,CbKWI6Vo,17/09/2024,15:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Glenavon,Larne,ROUND 8,5.9,4.45,1.45,1.32,3.1,1.04,8.75,1.21,4.0,1.62,2.2,1.8,1.9,,,,,8.75,7.8,7.3,10.0,17.5,8.75,8.25,11.25,37.0,18.5,17.5,24.0,110.0,55.0,55.0,75.0,500.0
18,ENGmFOUA,17/09/2024,15:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Portadown,Coleraine,ROUND 8,3.7,3.8,1.83,1.34,3.0,1.04,8.25,1.23,3.8,1.7,2.07,1.65,2.12,,,1.95,1.8,8.25,8.5,9.5,15.5,13.0,7.4,8.25,13.5,22.0,12.5,13.5,22.0,50.0,30.0,32.0,55.0,350.0
19,4lg4OphI,17/09/2024,15:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Cliftonville,Linfield,ROUND 8,3.55,3.75,1.88,1.33,3.05,1.04,8.5,1.21,3.9,1.65,2.15,1.62,2.18,,,1.88,1.85,8.5,9.0,10.0,16.5,13.0,7.4,8.5,14.0,21.0,12.0,13.0,22.0,50.0,28.0,30.0,50.0,300.0
20,pnw3Q6N5,17/09/2024,15:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Carrick Rangers,Ballymena,ROUND 8,2.22,3.5,2.87,1.37,2.85,1.05,7.9,1.26,3.55,1.78,1.98,1.65,2.12,2.15,1.65,,,7.9,10.0,15.5,35.0,9.0,6.8,10.5,23.0,11.75,9.0,13.0,29.0,22.0,17.0,25.0,55.0,350.0
21,CEdCMOMU,17/09/2024,15:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Dungannon,Crusaders,ROUND 8,3.1,3.45,2.15,1.4,2.75,1.05,7.6,1.28,3.35,1.83,1.9,1.7,2.05,,,1.7,2.07,7.6,8.25,10.75,20.0,10.0,6.6,8.75,16.5,16.0,11.0,13.5,25.0,37.0,26.0,32.0,60.0,400.0
22,dzpKJnHN,17/09/2024,17:15,PERU - LIGA 1,AD Tarma,Cusco,CLAUSURA ,2.1,3.2,3.7,1.5,2.5,1.08,8.0,1.36,3.0,2.25,1.62,1.91,1.8,2.08,1.73,1.28,3.55,8.0,9.5,17.0,41.0,6.5,6.0,13.0,34.0,9.0,9.5,17.0,41.0,19.0,19.0,34.0,51.0,351.0
23,YXOBLcbJ,17/09/2024,18:30,PARAGUAY - PRIMERA DIVISION,Ameliano,Sol de America,CLAUSURA ,2.2,3.0,3.2,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.1,1.67,2.25,1.63,1.33,3.3,7.0,8.0,15.0,34.0,6.5,6.0,12.0,29.0,10.0,10.0,17.0,41.0,21.0,21.0,41.0,67.0,1250.0
24,veH65cMp,17/09/2024,19:00,BRAZIL - SERIE B,Novorizontino,Brusque,ROUND 27,1.65,3.4,6.0,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,2.5,1.5,1.65,2.2,1.14,5.75,6.5,11.0,29.0,67.0,4.75,7.0,21.0,51.0,6.5,9.5,23.0,67.0,12.0,17.0,41.0,101.0,201.0
25,GdldT9HP,17/09/2024,21:00,PARAGUAY - PRIMERA DIVISION,2 de Mayo,General Caballero JLM,CLAUSURA ,1.9,3.1,4.0,1.5,2.5,1.08,7.5,1.4,2.75,2.3,1.6,2.0,1.73,1.95,1.85,1.24,3.9,7.5,10.0,21.0,41.0,6.0,6.5,15.0,41.0,8.5,9.0,17.0,41.0,17.0,19.0,34.0,67.0,1250.0
26,dWoiD9ui,17/09/2024,21:30,BRAZIL - SERIE B,Avai,Ituano,ROUND 27,1.73,3.25,5.5,1.53,2.38,1.1,7.0,1.5,2.5,2.5,1.5,2.38,1.53,1.73,2.08,1.15,5.5,6.5,10.0,26.0,51.0,5.0,6.5,19.0,51.0,6.5,9.5,23.0,51.0,13.0,19.0,41.0,81.0,201.0
27,rPVzBJbN,17/09/2024,21:30,BRAZIL - SERIE B,Guarani,Mirassol,ROUND 27,2.4,2.9,3.25,1.62,2.2,1.13,6.0,1.57,2.25,2.88,1.4,2.25,1.57,2.35,1.58,1.35,3.1,5.5,7.0,15.0,34.0,5.5,6.0,13.0,34.0,10.0,11.0,21.0,51.0,23.0,26.0,41.0,81.0,201.0
28,GdrDyaFF,17/09/2024,22:00,MEXICO - LIGA MX,Atl. San Luis,Cruz Azul,APERTURA ,4.5,3.6,1.8,1.3,3.4,1.04,13.0,1.2,4.33,1.67,2.15,1.62,2.2,4.25,1.21,2.03,1.78,13.0,9.0,9.5,15.0,15.0,7.0,8.5,13.0,26.0,15.0,12.0,21.0,51.0,34.0,34.0,41.0,151.0
29,nq5pJjal,17/09/2024,22:00,MEXICO - LIGA MX,Pachuca,Toluca,APERTURA ,2.8,3.6,2.4,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25,2.75,1.43,1.58,2.35,13.0,10.0,13.0,23.0,11.0,7.0,9.5,17.0,15.0,11.0,12.0,23.0,29.0,21.0,26.0,41.0,151.0
30,f71twCjK,17/09/2024,22:00,MEXICO - LIGA MX,Club America,Atlas,APERTURA ,1.62,4.0,5.5,1.4,2.75,1.06,10.0,1.29,3.5,1.98,1.88,1.95,1.8,1.6,2.3,1.17,5.0,10.0,13.0,26.0,51.0,6.5,7.5,17.0,41.0,7.5,8.5,19.0,41.0,12.0,13.0,29.0,51.0,351.0
