Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,MsFZQwwh,29/08/2024,12:55,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Riyadh,Al Kholood,ROUND 2,2.5,3.2,2.63,1.33,3.25,1.02,12.0,1.22,4.0,1.75,2.05,1.62,2.2,2.43,1.53,1.45,2.68,12.0,11.0,15.0,26.0,11.0,6.5,11.0,21.0,13.0,10.0,12.0,26.0,23.0,19.0,26.0,41.0,126.0
2,GzaVkGkd,29/08/2024,14:00,EUROPE - EUROPA LEAGUE,APOEL (Cyp),RFS (Lat),QUALIFICATION ,1.5,3.9,6.5,1.36,3.0,1.05,8.5,1.29,3.5,1.85,1.95,1.91,1.8,1.5,2.5,1.13,6.0,10.0,17.0,34.0,67.0,6.5,7.5,21.0,51.0,7.5,8.0,19.0,51.0,11.0,13.0,26.0,51.0,900.0
3,4A0O5jR8,29/08/2024,14:00,EUROPE - EUROPA LEAGUE,Elfsborg (Swe),Molde (Nor),QUALIFICATION ,2.15,3.8,2.9,1.3,3.4,1.03,10.0,1.2,4.33,1.6,2.3,1.57,2.25,2.1,1.7,1.4,2.85,15.0,12.0,19.0,34.0,10.0,7.5,10.0,23.0,12.0,9.5,13.0,23.0,21.0,15.0,21.0,41.0,126.0
4,8UswpJaJ,29/08/2024,14:00,EUROPE - EUROPA LEAGUE,Petrocub (Mda),Ludogorets (Bul),QUALIFICATION ,4.33,3.6,1.8,1.36,3.0,1.02,11.0,1.25,3.75,1.85,1.95,1.8,1.91,4.0,1.23,2.0,1.8,11.0,7.5,9.0,15.0,13.0,7.0,9.0,15.0,21.0,15.0,15.0,26.0,41.0,34.0,41.0,51.0,450.0
5,CQ0ABdJj,29/08/2024,14:00,SPAIN - LALIGA,Girona,Osasuna,ROUND 3,1.73,3.9,4.2,1.33,3.25,1.04,13.0,1.25,4.0,1.8,2.0,1.75,2.0,1.73,2.08,1.23,4.0,13.0,13.0,23.0,41.0,8.0,7.5,13.0,34.0,8.5,8.5,15.0,34.0,15.0,13.0,23.0,51.0,201.0
6,IV7NjZjM,29/08/2024,15:00,EUROPE - EUROPA LEAGUE,Ajax (Ned),Jagiellonia (Pol),QUALIFICATION ,1.2,7.0,12.0,1.2,4.33,1.01,13.0,1.1,6.5,1.36,3.0,1.91,1.8,1.2,4.4,,,21.0,34.0,51.0,126.0,10.0,13.0,34.0,67.0,7.5,10.0,23.0,51.0,7.5,11.0,26.0,51.0,700.0
7,bcZeb3W8,29/08/2024,15:00,EUROPE - EUROPA LEAGUE,Anderlecht (Bel),Din. Minsk (Blr),QUALIFICATION ,1.29,5.25,10.0,1.33,3.25,1.04,9.0,1.22,4.0,1.73,2.08,2.25,1.57,1.3,3.45,,,12.0,21.0,51.0,126.0,6.5,10.0,26.0,67.0,6.0,9.5,26.0,67.0,7.5,12.0,34.0,81.0,1000.0
8,veHni0Vb,29/08/2024,15:00,EUROPE - EUROPA LEAGUE,Besiktas (Tur),Lugano (Sui),QUALIFICATION ,1.45,4.5,6.25,1.3,3.4,1.03,10.0,1.2,4.33,1.62,2.25,1.83,1.83,1.45,2.68,1.13,5.9,13.0,17.0,34.0,67.0,8.0,9.0,19.0,41.0,7.5,9.0,19.0,41.0,10.0,12.0,26.0,51.0,600.0
9,jN6jNexH,29/08/2024,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ittihad,Al Taawon,ROUND 2,1.75,3.5,4.2,1.29,3.5,1.03,10.0,1.17,4.5,1.6,2.3,1.57,2.25,1.78,2.03,1.23,4.1,15.0,17.0,23.0,41.0,10.0,7.5,15.0,29.0,10.0,9.0,12.0,34.0,15.0,13.0,21.0,41.0,126.0
10,I98rPH74,29/08/2024,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Khaleej,Al Shabab,ROUND 2,3.7,3.5,1.85,1.36,3.0,1.04,9.0,1.25,3.75,1.8,2.0,1.73,2.0,3.7,1.26,1.93,1.88,12.0,8.5,9.5,17.0,13.0,7.0,9.0,15.0,21.0,13.0,13.0,23.0,41.0,29.0,34.0,41.0,151.0
