Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,SdkVrjph,10/07/2024,07:30,SOUTH KOREA - K LEAGUE 1,Ulsan HD,Gwangju FC,ROUND 22,1.9,3.4,3.5,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.67,2.1,2.0,1.85,1.3,3.45,12.0,12.0,21.0,41.0,8.0,7.0,13.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,201.0
2,IorrtlUA,10/07/2024,07:30,SOUTH KOREA - K LEAGUE 1,Seoul,Daejeon,ROUND 22,1.73,3.5,4.0,1.36,3.0,1.05,11.0,1.29,3.5,1.98,1.88,1.8,1.91,1.75,2.05,1.22,4.15,11.0,12.0,21.0,41.0,7.5,7.0,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
3,pYqzrAab,10/07/2024,07:30,SOUTH KOREA - K LEAGUE 1,Pohang,Gangwon,ROUND 22,1.83,3.4,3.7,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.95,1.8,1.91,1.88,1.98,1.25,3.8,11.0,12.0,21.0,41.0,7.5,7.0,13.0,34.0,9.0,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
4,OOrvsUE4,10/07/2024,07:30,SOUTH KOREA - K LEAGUE 1,Jeonbuk,Jeju Utd,ROUND 22,2.05,3.4,3.0,1.36,3.0,1.04,13.0,1.22,4.0,1.8,2.0,1.67,2.1,2.1,1.7,1.38,3.0,12.0,11.0,17.0,34.0,9.0,7.0,11.0,23.0,11.0,9.0,13.0,29.0,21.0,17.0,23.0,41.0,151.0
5,G0nj1frH,10/07/2024,12:00,EUROPE - CHAMPIONS LEAGUE,Ordabasy (Kaz),Petrocub (Mda),QUALIFICATION ,1.57,4.2,4.5,1.4,2.75,1.05,8.5,1.3,3.4,1.98,1.88,2.1,1.67,1.58,2.35,1.19,4.5,10.0,11.0,23.0,51.0,6.0,8.5,17.0,41.0,7.0,9.0,21.0,41.0,11.0,15.0,29.0,67.0,900.0
6,6oLQqdUo,10/07/2024,12:30,FINLAND - YKKONEN,Vaajakoski,KuPS Akatemia,-,2.7,4.0,2.05,1.3,3.4,1.03,17.0,1.2,4.33,1.62,2.25,1.57,2.25,2.68,1.45,1.7,2.1,17.0,10.0,12.0,21.0,11.0,8.5,9.0,15.0,17.0,10.0,15.0,21.0,29.0,21.0,23.0,41.0,151.0
7,nmiJw0pg,10/07/2024,13:00,EUROPE - CHAMPIONS LEAGUE,Flora (Est),Celje (Slo),QUALIFICATION ,6.0,4.2,1.44,1.36,3.0,1.02,11.0,1.29,3.5,1.9,1.95,2.1,1.67,6.0,1.13,2.68,1.45,11.0,6.5,6.5,9.5,15.0,8.5,9.0,13.0,34.0,21.0,21.0,29.0,67.0,51.0,51.0,67.0,1000.0
8,drfhP0Va,10/07/2024,14:00,EUROPE - CHAMPIONS LEAGUE,RFS (Lat),Larne (Nir),QUALIFICATION ,1.45,3.9,7.0,1.4,2.75,1.03,9.5,1.29,3.5,1.98,1.88,2.1,1.67,1.45,2.68,1.11,6.8,9.5,17.0,34.0,81.0,6.5,8.0,23.0,51.0,6.5,9.0,21.0,51.0,9.5,13.0,34.0,67.0,1000.0
9,zDDCxH4N,10/07/2024,14:00,EUROPE - CHAMPIONS LEAGUE,Slovan Bratislava (Svk),Struga (Mkd),QUALIFICATION ,1.42,4.33,6.5,1.4,2.75,1.06,8.0,1.33,3.25,2.05,1.75,2.38,1.53,1.43,2.75,1.11,6.6,9.0,15.0,34.0,81.0,5.5,9.0,21.0,51.0,6.0,9.5,26.0,51.0,9.0,15.0,34.0,81.0,900.0
10,lCmzzIqI,10/07/2024,15:00,EUROPE - CHAMPIONS LEAGUE,Klaksvik (Fai),Differdange (Lux),QUALIFICATION ,1.83,3.5,3.8,1.4,2.75,1.05,8.5,1.3,3.4,2.0,1.85,1.83,1.83,1.9,1.95,1.26,3.7,10.0,11.0,19.0,41.0,7.0,7.0,13.0,34.0,9.0,9.0,17.0,41.0,15.0,17.0,29.0,51.0,151.0
11,SQzz5xqh,10/07/2024,15:00,EUROPE - CHAMPIONS LEAGUE,Ludogorets (Bul),Dinamo Batumi (Geo),QUALIFICATION ,1.18,6.5,11.0,1.29,3.5,1.03,10.5,1.17,4.5,1.57,2.35,2.38,1.53,1.2,4.4,,,15.0,23.0,51.0,151.0,7.5,13.0,34.0,81.0,6.0,10.0,29.0,67.0,7.0,12.0,34.0,101.0,201.0
12,rF2WtQd2,10/07/2024,15:45,EUROPE - CHAMPIONS LEAGUE,Din. Minsk (Blr),Pyunik Yerevan (Arm),QUALIFICATION ,2.4,3.25,2.7,1.44,2.63,1.07,7.5,1.36,3.0,2.15,1.67,1.91,1.8,2.43,1.53,1.48,2.6,8.5,8.0,13.0,26.0,7.5,6.5,11.0,23.0,11.0,10.0,17.0,34.0,23.0,21.0,34.0,51.0,151.0
13,v3Rv8Lk2,10/07/2024,16:00,EUROPE - EURO,Netherlands,England,PLAY OFFS ,3.1,2.88,2.63,1.62,2.2,1.13,6.0,1.5,2.63,2.63,1.5,2.1,1.67,3.0,1.38,1.5,2.5,6.0,7.0,12.0,29.0,8.0,6.0,11.0,26.0,15.0,13.0,19.0,41.0,34.0,34.0,41.0,67.0,501.0
14,tEIQqYBj,10/07/2024,16:00,EUROPE - CHAMPIONS LEAGUE,Borac Banja Luka (Bih),Egnatia (Alb),QUALIFICATION ,1.67,3.5,5.0,1.44,2.63,1.07,7.5,1.36,3.0,2.15,1.67,2.1,1.67,1.65,2.2,1.16,5.25,8.0,12.0,26.0,51.0,6.0,7.0,19.0,41.0,7.0,9.0,19.0,51.0,12.0,15.0,34.0,67.0,900.0
15,ruOdAF5D,10/07/2024,18:30,BRAZIL - SERIE A,Gremio,Cruzeiro,ROUND 16,2.45,3.25,2.9,1.5,2.5,1.08,8.0,1.44,2.75,2.3,1.6,2.0,1.75,2.38,1.55,1.43,2.75,7.5,7.5,13.0,29.0,7.0,6.0,11.0,26.0,11.0,10.0,17.0,41.0,23.0,23.0,34.0,67.0,401.0
16,fgMJPf50,10/07/2024,19:00,BRAZIL - SERIE A,Athletico-PR,Bahia,ROUND 16,2.15,3.4,3.4,1.44,2.63,1.06,10.0,1.33,3.4,2.05,1.75,1.8,1.95,2.1,1.7,1.33,3.3,9.5,9.5,17.0,34.0,7.5,6.5,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,29.0,51.0,251.0
17,fJiFSdLs,10/07/2024,19:00,BRAZIL - SERIE A,Vasco,Corinthians,ROUND 16,2.05,3.1,4.0,1.44,2.63,1.08,8.0,1.36,3.2,2.15,1.67,1.95,1.8,2.07,1.83,1.25,3.8,8.0,10.0,19.0,41.0,6.5,6.0,15.0,34.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
18,dS7yovtp,10/07/2024,21:00,SOUTH AMERICA - COPA AMÉRICA,Uruguay,Colombia,PLAY OFFS ,2.88,2.9,2.8,1.57,2.25,1.13,6.0,1.53,2.5,2.63,1.5,2.1,1.67,2.75,1.43,1.45,2.68,6.0,7.0,13.0,29.0,7.0,6.0,12.0,29.0,13.0,12.0,19.0,41.0,34.0,29.0,41.0,81.0,501.0
