NÂº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
11,zHB6MKCL,22/07/2024,15:00,EGYPT - PREMIER LEAGUE,Pyramids,Al Ahly,ROUND 31,2.67,2.9,2.7,1.4,2.5,1.01,9.3,1.27,3.1,1.85,1.85,1.57,2.12,,,,,9.25,9.25,15.0,35.0,9.5,5.7,9.5,22.0,15.0,9.5,11.0,27.0,35.0,21.0,25.0,45.0,300.0
12,Sj8bOtr9,22/07/2024,15:00,EGYPT - PREMIER LEAGUE,Modern Sport,Smouha,ROUND 31,2.47,2.82,3.05,1.5,2.27,1.06,6.55,1.47,2.35,2.32,1.47,1.93,1.7,,,,,6.5,7.6,14.5,40.0,6.2,5.6,11.0,30.0,10.75,10.0,16.0,45.0,27.0,26.0,45.0,100.0,201.0
13,zDuWhseJ,22/07/2024,15:15,BULGARIA - PARVA LIGA,Septemvri Sofia,Beroe,ROUND 1,2.15,3.1,3.7,1.53,2.38,1.1,7.0,1.44,2.63,2.35,1.54,2.0,1.73,2.1,1.7,1.28,3.55,7.0,9.0,17.0,41.0,6.0,6.0,13.0,34.0,9.0,9.5,17.0,41.0,19.0,21.0,34.0,67.0,1250.0
14,8n78pg6E,22/07/2024,16:00,ROMANIA - LIGA 1,Otelul,Farul Constanta,ROUND 2,2.38,3.2,2.9,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.73,2.0,2.35,1.58,1.4,2.85,10.0,9.5,15.0,29.0,8.5,6.0,11.0,23.0,12.0,9.5,13.0,34.0,23.0,19.0,29.0,41.0,201.0
15,0ABAeQIt,22/07/2024,16:15,ICELAND - BESTA DEILD KARLA,Fram,Valur,ROUND 15,3.65,4.15,1.78,1.22,3.85,1.02,20.0,1.11,5.5,1.36,2.9,1.39,2.8,,,2.0,1.75,26.0,14.0,13.5,18.0,20.0,9.5,9.0,12.0,28.0,13.0,11.5,15.5,55.0,27.0,24.0,30.0,120.0
16,EZQFhO2a,22/07/2024,16:15,ICELAND - BESTA DEILD KARLA,Hafnarfjordur,Akranes,ROUND 15,1.78,4.1,3.6,1.25,3.6,1.03,9.75,1.14,4.9,1.45,2.57,1.47,2.52,1.75,2.0,,,9.75,17.0,25.0,50.0,11.75,8.75,12.5,27.0,11.5,8.5,12.0,26.0,16.5,12.5,17.5,37.0,175.0
17,lWTuj347,22/07/2024,20:00,BRAZIL - SERIE B,Santos,Coritiba,ROUND 17,1.65,3.25,6.5,1.53,2.38,1.1,7.0,1.44,2.63,2.5,1.5,2.38,1.53,1.63,2.25,1.12,6.25,6.5,12.0,29.0,81.0,5.0,7.0,21.0,51.0,6.5,9.5,23.0,67.0,11.0,17.0,41.0,81.0,201.0
18,bRnP9ySr,22/07/2024,20:00,COLOMBIA - PRIMERA A,Dep. Cali,Alianza,CLAUSURA ,1.8,3.3,4.75,1.5,2.5,1.08,8.0,1.44,2.63,2.35,1.57,2.1,1.67,1.83,2.03,1.2,4.4,7.0,10.0,21.0,51.0,5.5,6.5,17.0,41.0,7.5,9.0,19.0,51.0,15.0,17.0,34.0,67.0,900.0
19,SQ8oM3kf,22/07/2024,20:00,VENEZUELA - LIGA FUTVE,Puerto Cabello,Portuguesa,CLAUSURA ,2.0,3.1,3.75,1.42,2.45,1.04,7.5,1.37,2.62,2.07,1.6,1.85,1.75,1.95,1.75,,,7.7,9.5,20.0,60.0,6.3,6.0,13.0,40.0,9.0,8.5,15.5,50.0,18.0,17.5,32.0,80.0,800.0
20,boB6MEBl,22/07/2024,22:00,COLOMBIA - PRIMERA A,Pereira,Ind. Medellin,CLAUSURA ,2.5,3.2,2.88,1.4,2.75,1.06,10.0,1.29,3.5,2.0,1.85,1.73,2.0,2.43,1.53,1.43,2.75,10.0,9.5,15.0,29.0,8.5,6.0,11.0,23.0,12.0,10.0,13.0,29.0,23.0,21.0,29.0,41.0,201.0
