Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,Khiwx4MO,21/10/2024,09:00,SWEDEN - ALLSVENSKAN,Hammarby,Djurgarden,ROUND 27,2.3,3.1,3.3,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.91,2.25,1.63,1.35,3.1,8.0,9.5,15.0,34.0,7.0,6.0,12.0,29.0,10.0,9.5,15.0,41.0,21.0,19.0,29.0,51.0,301.0
2,boLJA8Hj,21/10/2024,09:00,SERBIA - PRVA LIGA,Dubocica,Trayal Krusevac,ROUND 12,2.15,3.2,3.0,1.42,2.37,1.05,8.0,1.26,3.1,1.98,1.65,1.79,1.98,,,,,8.75,7.5,12.5,29.0,6.1,5.5,9.25,21.0,8.25,7.6,12.0,28.0,16.0,15.0,24.0,55.0,400.0
3,0hY2TVJP,21/10/2024,10:30,ROMANIA - LIGA 2,U Craiova 1948,FC Voluntari,ROUND 10,2.75,2.52,3.15,1.57,2.32,1.14,5.0,1.52,2.37,2.52,1.47,1.93,1.78,2.45,1.52,,,5.0,7.3,15.5,45.0,6.6,5.0,11.0,32.0,13.0,10.0,14.5,45.0,35.0,28.0,40.0,90.0,800.0
4,bwa1Q3sm,21/10/2024,11:00,SERBIA - SUPER LIGA,Novi Pazar,Partizan,ROUND 12,3.85,3.6,1.85,1.4,2.75,1.06,7.4,1.29,3.25,1.88,1.85,1.78,1.93,,,1.93,1.82,7.4,7.2,8.75,15.0,11.0,6.9,8.25,14.5,21.0,13.0,15.0,26.0,55.0,35.0,40.0,70.0,600.0
5,xdM89Vcl,21/10/2024,12:00,UKRAINE - PREMIER LEAGUE,Rukh Lviv,Karpaty Lviv,ROUND 10,1.93,3.25,3.75,1.39,2.55,1.03,10.0,1.32,2.85,1.93,1.7,1.78,1.83,1.9,1.8,,,9.0,10.25,20.0,55.0,6.8,6.4,12.5,35.0,9.0,8.5,15.0,40.0,17.0,16.0,29.0,75.0,600.0
6,4rW8a1hg,21/10/2024,12:00,ARMENIA - PREMIER LEAGUE,West Armenia,Urartu,ROUND 12,5.9,4.3,1.42,1.28,3.34,1.03,10.9,1.14,4.2,1.55,2.15,1.76,2.01,,,,,14.0,6.9,6.4,8.25,15.5,7.6,7.0,9.25,32.0,15.5,14.0,18.0,90.0,45.0,40.0,50.0,300.0
7,n5dvLEd2,21/10/2024,12:00,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Arda,ROUND 8,1.8,3.25,5.0,1.5,2.5,1.1,7.0,1.4,2.75,2.3,1.6,2.1,1.67,1.8,2.05,1.18,4.65,7.0,11.0,23.0,51.0,6.0,6.5,17.0,41.0,7.5,9.0,19.0,51.0,13.0,17.0,34.0,67.0,1250.0
8,rLy3w6ZR,21/10/2024,12:30,ROMANIA - LIGA 1,Poli Iasi,Unirea Slobozia,ROUND 13,1.9,3.2,4.33,1.5,2.5,1.08,8.0,1.44,2.63,2.35,1.57,2.1,1.67,1.95,1.9,1.23,4.1,7.0,10.0,21.0,51.0,6.0,6.5,15.0,41.0,8.0,9.0,19.0,51.0,15.0,19.0,34.0,67.0,1250.0
9,lEflluJ5,21/10/2024,14:00,NORWAY - OBOS-LIGAEN,Kongsvinger,Stabaek,ROUND 27,2.1,3.9,3.0,1.22,4.0,1.02,19.0,1.13,6.0,1.44,2.7,1.4,2.75,2.08,1.73,1.38,3.0,21.0,17.0,21.0,34.0,13.0,8.5,12.0,21.0,15.0,9.5,11.0,21.0,21.0,15.0,19.0,29.0,81.0
10,ryfhmaYB,21/10/2024,14:00,NORWAY - OBOS-LIGAEN,Mjondalen,Sogndal,ROUND 27,2.3,3.5,2.8,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2,2.25,1.63,1.43,2.75,13.0,11.0,15.0,29.0,10.0,7.0,11.0,21.0,13.0,9.5,12.0,26.0,23.0,17.0,23.0,41.0,151.0
