Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,8Ig2Cr9D,13/06/2024,12:30,FINLAND - YKKONEN,Jazz Pori,Vaajakoski,-,1.17,7.0,11.0,1.14,5.5,1.01,29.0,1.06,10.0,1.22,4.2,1.67,2.1,1.18,4.65,,,34.0,41.0,67.0,151.0,15.0,15.0,34.0,67.0,10.0,11.0,21.0,51.0,9.0,10.0,21.0,41.0,151.0
2,URfbDOg7,13/06/2024,12:30,FINLAND - YKKONEN,EPS,KPV Kokkola,-,3.6,3.8,1.73,1.25,3.75,1.02,19.0,1.13,6.0,1.48,2.6,1.5,2.5,3.7,1.26,2.05,1.75,19.0,11.0,11.0,17.0,17.0,8.5,8.5,13.0,23.0,13.0,13.0,19.0,41.0,26.0,26.0,34.0,101.0
3,MZdqySoE,13/06/2024,13:00,FINLAND - YKKONEN,JJK Jyvaskyla,Keski-Uusimaa,-,1.42,4.75,5.5,1.22,4.0,1.02,21.0,1.11,6.5,1.4,2.88,1.53,2.38,1.43,2.75,1.14,5.75,23.0,23.0,34.0,67.0,11.0,10.0,19.0,41.0,9.5,8.5,15.0,34.0,12.0,11.0,17.0,41.0,126.0
4,E78dMce3,13/06/2024,13:00,EGYPT - PREMIER LEAGUE,Pyramids,Smouha,ROUND 11,1.44,3.95,7.0,1.39,2.57,1.01,9.4,1.26,3.15,1.83,1.87,1.93,1.7,,,,,10.0,17.5,45.0,175.0,6.1,7.9,22.0,80.0,6.3,8.25,19.0,70.0,9.5,12.5,29.0,100.0,800.0
5,MXB4KyQF,13/06/2024,13:00,EGYPT - PREMIER LEAGUE,Future FC,El Gouna,ROUND 11,1.9,3.2,4.0,1.47,2.35,1.04,7.8,1.36,2.7,2.02,1.62,1.85,1.75,1.85,1.85,,,8.25,9.75,21.0,65.0,6.4,6.3,14.0,40.0,8.5,8.5,16.0,55.0,16.5,16.0,30.0,90.0,800.0
6,4OwUBpOd,13/06/2024,15:00,ARGENTINA - LIGA PROFESIONAL,Dep. Riestra,River Plate,ROUND 5,6.5,4.5,1.45,1.4,2.75,1.05,11.0,1.3,3.4,2.03,1.83,2.1,1.67,6.25,1.12,2.68,1.45,10.0,6.0,6.0,9.5,15.0,8.5,8.5,13.0,34.0,21.0,23.0,29.0,81.0,51.0,51.0,81.0,501.0
7,fg2CWXbq,13/06/2024,15:45,IRELAND - PREMIER DIVISION,St. Patricks,Shamrock Rovers,ROUND 21,3.8,3.5,1.91,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,1.75,2.0,3.7,1.26,1.93,1.93,11.0,7.5,9.0,17.0,12.0,6.5,8.5,15.0,21.0,13.0,15.0,26.0,41.0,29.0,34.0,51.0,201.0
8,Eelrl0UG,13/06/2024,15:45,IRELAND - PREMIER DIVISION,Galway,Drogheda,ROUND 21,1.62,3.8,5.25,1.4,2.75,1.05,11.0,1.33,3.25,2.05,1.75,2.0,1.75,1.65,2.2,1.18,4.65,9.5,12.0,26.0,51.0,6.0,7.5,17.0,41.0,7.0,8.5,19.0,51.0,12.0,15.0,29.0,67.0,401.0
9,0hpvktFA,13/06/2024,15:45,IRELAND - PREMIER DIVISION,Dundalk,Sligo Rovers,ROUND 21,1.9,3.5,4.0,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.95,1.8,1.9,1.95,1.25,3.8,8.5,10.0,19.0,41.0,6.5,6.5,13.0,34.0,8.5,9.0,17.0,41.0,15.0,17.0,29.0,51.0,351.0
10,bqE8zdI7,13/06/2024,15:45,IRELAND - PREMIER DIVISION,Bohemians,Derry City,ROUND 21,4.0,3.4,1.91,1.44,2.63,1.06,10.0,1.33,3.25,2.1,1.7,1.95,1.8,3.7,1.26,1.88,1.98,9.0,6.5,8.5,17.0,10.0,6.5,9.0,17.0,21.0,13.0,17.0,29.0,41.0,34.0,41.0,51.0,301.0
11,Yq1GViEk,13/06/2024,15:45,IRELAND - PREMIER DIVISION,Waterford,Shelbourne,ROUND 21,3.3,3.1,2.35,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,1.95,1.8,3.1,1.35,1.6,2.3,7.5,7.0,10.0,21.0,8.5,6.0,9.5,21.0,15.0,12.0,15.0,34.0,34.0,29.0,41.0,51.0,351.0
12,6VKSvcjS,13/06/2024,16:00,SPAIN - LALIGA2,Espanyol,Gijon,PROMOTION ,1.95,3.3,4.2,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,2.0,1.73,1.98,1.88,1.24,3.9,8.0,9.5,21.0,41.0,6.5,6.5,13.0,41.0,8.5,9.0,17.0,41.0,15.0,17.0,34.0,51.0,351.0
13,6cHguLnc,13/06/2024,19:00,BRAZIL - SERIE A,Cruzeiro,Cuiaba,ROUND 8,1.6,4.0,5.75,1.5,2.5,1.08,8.0,1.44,2.75,2.35,1.57,2.38,1.53,1.58,2.35,1.16,5.25,7.5,11.0,29.0,67.0,5.0,8.0,19.0,51.0,6.0,9.0,26.0,51.0,11.0,17.0,41.0,101.0,501.0
14,G8pnm1od,13/06/2024,19:00,ARGENTINA - LIGA PROFESIONAL,Tigre,Belgrano,ROUND 5,2.75,3.0,2.8,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.75,2.68,1.45,1.45,2.68,7.0,7.0,12.0,29.0,7.0,6.0,11.0,26.0,12.0,11.0,17.0,41.0,29.0,26.0,41.0,67.0,451.0
15,xEVt9r8F,13/06/2024,19:00,ARGENTINA - LIGA PROFESIONAL,Sarmiento Junin,Estudiantes L.P.,ROUND 5,4.5,3.2,1.91,1.62,2.2,1.11,6.5,1.53,2.38,2.7,1.44,2.38,1.53,4.25,1.21,1.93,1.93,6.0,5.0,7.5,15.0,8.5,6.5,9.5,21.0,21.0,17.0,21.0,41.0,51.0,41.0,51.0,81.0,201.0
16,UuYAGyAd,13/06/2024,20:00,BRAZIL - SERIE A,Internacional,Sao Paulo,ROUND 8,2.8,3.2,2.63,1.57,2.25,1.1,7.0,1.53,2.5,2.6,1.48,2.1,1.67,2.68,1.45,1.5,2.5,7.0,6.5,11.0,26.0,6.5,6.0,11.0,26.0,12.0,11.0,19.0,41.0,29.0,29.0,41.0,81.0,501.0
17,vBF1waH9,13/06/2024,20:00,BRAZIL - SERIE A,Flamengo RJ,Gremio,ROUND 8,1.53,4.2,6.0,1.36,3.0,1.05,11.0,1.25,4.0,1.87,2.03,1.95,1.8,1.53,2.43,1.14,5.75,11.0,15.0,29.0,67.0,7.0,8.0,19.0,41.0,7.0,8.5,19.0,41.0,11.0,13.0,26.0,51.0,351.0
18,j3EuWG9q,13/06/2024,20:00,BRAZIL - SERIE A,Athletico-PR,Criciuma,ROUND 8,1.44,4.33,7.5,1.44,2.63,1.06,10.0,1.33,3.4,2.05,1.75,2.25,1.57,1.43,2.75,1.11,6.8,9.0,15.0,34.0,81.0,5.5,8.5,21.0,51.0,6.0,9.0,23.0,67.0,9.0,13.0,34.0,81.0,451.0
19,M1uUEhtF,13/06/2024,21:00,BRAZIL - SERIE B,Amazonas,Chapecoense-SC,ROUND 10,1.95,3.2,4.2,1.53,2.38,1.1,7.0,1.44,2.63,2.5,1.5,2.2,1.62,2.0,1.85,1.24,3.9,7.0,9.0,19.0,41.0,5.5,6.5,15.0,41.0,8.0,9.5,19.0,51.0,17.0,19.0,41.0,81.0,201.0
20,4SoNlEM0,13/06/2024,21:15,ARGENTINA - LIGA PROFESIONAL,Newells Old Boys,Instituto,ROUND 5,2.05,3.0,4.2,1.62,2.2,1.13,6.0,1.57,2.25,2.88,1.4,2.38,1.53,2.05,1.8,1.24,3.9,6.0,8.0,19.0,51.0,5.0,6.0,15.0,41.0,8.0,10.0,21.0,51.0,17.0,21.0,41.0,101.0,401.0
21,rFxYA4w3,13/06/2024,21:15,ARGENTINA - LIGA PROFESIONAL,Lanus,Racing Club,ROUND 5,3.1,3.2,2.4,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,1.95,1.8,3.0,1.38,1.6,2.3,8.0,7.0,11.0,21.0,8.5,6.0,9.5,21.0,15.0,12.0,15.0,34.0,34.0,26.0,41.0,51.0,351.0
22,plGcvu23,13/06/2024,21:30,BRAZIL - SERIE A,Bahia,Fortaleza,ROUND 8,1.91,3.6,4.0,1.44,2.63,1.06,10.0,1.33,3.4,2.05,1.75,1.95,1.8,1.95,1.95,1.26,3.7,9.5,9.5,19.0,41.0,6.5,7.0,13.0,34.0,8.5,9.0,17.0,41.0,15.0,17.0,29.0,51.0,351.0
23,KKN9ywnM,13/06/2024,21:30,BRAZIL - SERIE A,Palmeiras,Vasco,ROUND 8,1.4,4.5,8.5,1.36,3.0,1.05,11.0,1.29,3.75,1.88,2.02,2.1,1.67,1.4,2.85,1.1,7.0,11.0,17.0,41.0,101.0,6.5,8.5,23.0,51.0,6.0,8.5,21.0,51.0,9.0,12.0,29.0,67.0,451.0
