NÂº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,rTZjgxRP,02/08/2024,08:35,CHINA - SUPER LEAGUE,Qingdao West Coast,Cangzhou,ROUND 21,1.75,3.9,4.2,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.57,2.25,1.73,2.08,1.23,4.0,17.0,17.0,26.0,41.0,10.0,8.0,15.0,29.0,10.0,8.5,13.0,29.0,15.0,12.0,21.0,41.0,126.0
2,Mm2gZhjR,02/08/2024,12:00,ARMENIA - PREMIER LEAGUE,BKMA,Shirak Gyumri,ROUND 1,2.8,3.1,2.32,1.42,2.35,1.03,8.1,1.33,2.93,1.98,1.65,1.8,1.96,,,,,8.5,6.3,9.25,19.0,7.2,5.3,7.8,16.0,11.75,8.75,11.75,25.0,26.0,19.5,26.0,50.0,350.0
3,tj8GcRea,02/08/2024,12:00,FINLAND - VEIKKAUSLIIGA,Inter Turku,Mariehamn,-,1.33,4.5,8.0,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.95,1.8,1.38,3.0,1.11,6.8,13.0,19.0,41.0,81.0,7.0,9.0,21.0,51.0,6.5,8.0,21.0,51.0,9.0,12.0,26.0,67.0,351.0
4,M7QdTPbS,02/08/2024,12:30,SERBIA - PRVA LIGA,Radnik,Sloven Ruma,ROUND 1,1.65,3.45,4.65,1.4,2.4,1.03,9.0,1.29,3.14,1.91,1.72,1.91,1.85,,,,,9.0,10.0,21.0,60.0,5.5,5.9,12.5,37.0,6.4,6.9,13.5,40.0,10.5,11.25,22.0,60.0,450.0
5,EmpSFDBF,02/08/2024,13:00,POLAND - DIVISION 1,Tychy,Warta Poznan,ROUND 3,2.05,3.25,3.3,1.4,2.75,1.06,9.5,1.3,3.4,2.03,1.83,1.8,1.91,2.08,1.73,1.33,3.3,9.5,10.0,17.0,41.0,7.5,6.5,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,29.0,51.0,251.0
6,C2tytg45,02/08/2024,13:00,AUSTRIA - 2. LIGA,Admira,Kapfenberg,ROUND 1,1.62,3.95,4.85,1.38,2.82,1.05,8.0,1.25,3.6,1.75,2.0,1.78,1.93,1.6,2.25,,,8.0,14.0,28.0,80.0,7.4,7.6,15.5,45.0,7.9,8.0,16.0,50.0,12.0,12.5,24.0,70.0,500.0
7,fobRjAIN,02/08/2024,13:00,AUSTRIA - 2. LIGA,ASK Voitsberg,Amstetten,ROUND 1,1.83,3.7,3.75,1.33,3.05,1.04,8.5,1.2,4.05,1.62,2.2,1.57,2.25,1.8,1.93,,,8.5,14.5,24.0,55.0,9.0,7.4,12.5,30.0,10.0,8.25,12.5,30.0,16.0,13.5,21.0,45.0,250.0
8,jg1AfhJb,02/08/2024,13:00,AUSTRIA - 2. LIGA,Horn,SK Rapid (Am),ROUND 1,2.87,3.4,2.27,1.35,2.95,1.04,8.25,1.22,3.85,1.7,2.12,1.55,2.3,,,1.62,2.22,8.25,9.5,12.5,24.0,11.75,6.8,9.0,17.0,17.5,10.25,11.5,23.0,37.0,21.0,24.0,40.0,250.0
9,UwD1dEln,02/08/2024,13:00,AUSTRIA - 2. LIGA,Liefering,First Vienna,ROUND 1,2.2,3.7,2.8,1.26,3.45,1.03,9.5,1.15,4.8,1.47,2.52,1.42,2.65,2.15,1.65,,,9.5,15.0,19.5,37.0,12.5,8.0,10.5,19.5,14.0,9.25,10.75,20.0,24.0,15.5,18.5,32.0,150.0
10,pGvqvXYH,02/08/2024,13:00,AUSTRIA - 2. LIGA,Stripfing,Ried,ROUND 1,6.1,4.55,1.44,1.29,3.3,1.03,9.0,1.17,4.35,1.53,2.32,1.72,2.02,,,,,9.0,8.75,7.8,10.25,20.0,9.25,8.25,10.75,40.0,19.0,16.5,21.0,120.0,55.0,50.0,65.0,400.0
11,dlFDkulB,02/08/2024,13:00,ROMANIA - LIGA 1,Otelul,FC Hermannstadt,ROUND 4,2.2,3.0,3.2,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.2,1.62,2.3,1.6,1.35,3.1,6.5,7.5,15.0,41.0,6.0,6.0,13.0,34.0,9.5,10.0,19.0,41.0,21.0,23.0,41.0,81.0,1000.0
12,KvtmMqBD,02/08/2024,13:00,POLAND - EKSTRAKLASA,Zaglebie,Puszcza,ROUND 3,1.83,3.6,3.7,1.4,2.75,1.05,11.0,1.3,3.4,2.03,1.83,1.91,1.91,1.9,1.95,1.28,3.55,11.0,11.0,19.0,41.0,7.0,7.0,13.0,34.0,8.5,8.5,17.0,41.0,15.0,15.0,26.0,51.0,301.0
13,xGpLYwQ8,02/08/2024,13:00,BULGARIA - PARVA LIGA,Hebar,Slavia Sofia,ROUND 3,7.0,3.8,1.5,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,2.5,1.5,6.25,1.12,2.5,1.5,7.5,5.0,6.0,10.0,13.0,8.0,9.5,15.0,34.0,21.0,26.0,41.0,81.0,51.0,67.0,101.0,201.0
14,CYMugnLS,02/08/2024,13:30,ESTONIA - MEISTRILIIGA,Tammeka,Parnu JK Vaprus,ROUND 22,2.07,3.2,3.15,1.4,2.4,1.03,8.4,1.31,3.04,1.93,1.72,1.78,1.99,,,,,9.0,7.8,13.5,32.0,6.3,5.5,9.5,23.0,8.5,7.4,11.75,29.0,15.5,14.0,22.0,50.0,350.0
15,tf2Vq9YO,02/08/2024,13:50,HUNGARY - OTP BANK LIGA,Gyor,Debrecen,ROUND 2,2.63,3.2,2.6,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,1.57,2.25,2.6,1.48,1.5,2.5,12.0,10.0,15.0,26.0,11.0,6.5,10.0,19.0,15.0,10.0,12.0,26.0,26.0,21.0,26.0,41.0,151.0
16,GW6z2FS6,02/08/2024,14:00,SWEDEN - SUPERETTAN,Orebro,Ostersund,ROUND 17,2.1,3.4,3.1,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,1.7,2.05,2.15,1.68,1.35,3.1,11.0,11.0,17.0,34.0,8.5,6.5,12.0,26.0,11.0,9.0,13.0,29.0,21.0,17.0,26.0,41.0,201.0
