Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,4OB47uJS,25/09/2024,07:00,JAPAN - J2 LEAGUE,Kofu,Kumamoto,ROUND 30,2.5,3.4,2.63,1.36,3.0,1.04,13.0,1.22,4.0,1.8,2.0,1.62,2.2,2.43,1.53,1.48,2.6,12.0,10.0,15.0,26.0,10.0,6.5,10.0,21.0,13.0,10.0,13.0,26.0,23.0,19.0,26.0,41.0,151.0
2,n9CFMsMq,25/09/2024,07:30,SOUTH KOREA - K LEAGUE 2,Suwon Bluewings,Busan,ROUND 32,2.0,3.25,3.5,1.36,3.0,1.05,11.0,1.25,3.75,1.83,1.98,1.67,2.1,2.03,1.78,1.3,3.45,11.0,12.0,19.0,41.0,8.5,6.5,13.0,29.0,10.0,9.0,13.0,34.0,19.0,15.0,23.0,41.0,151.0
3,UX1KL1yj,25/09/2024,07:30,SOUTH KOREA - K LEAGUE 2,Gyeongnam,Gimpo FC,ROUND 32,2.3,3.3,2.75,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.85,1.73,2.0,2.35,1.58,1.43,2.75,11.0,9.5,15.0,29.0,8.5,6.5,11.0,23.0,12.0,9.5,15.0,29.0,23.0,19.0,29.0,51.0,201.0
4,8O0OKLjd,25/09/2024,07:30,SOUTH KOREA - K LEAGUE 2,Bucheon FC 1995,Seongnam,ROUND 32,1.8,3.6,4.0,1.4,2.75,1.05,11.0,1.29,3.5,1.9,1.9,1.8,1.91,1.8,2.0,1.24,3.9,11.0,12.0,21.0,41.0,7.5,7.0,13.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
5,jiIRINWH,25/09/2024,11:00,ROMANIA - LIGA 2,Unirea Ungheni,Hunedoara,ROUND 2,4.4,3.35,1.8,1.44,2.6,1.07,7.0,1.31,3.15,1.95,1.8,1.8,1.9,,,1.98,1.78,7.0,6.5,8.25,15.0,12.5,6.5,8.25,15.0,26.0,14.0,14.5,27.0,75.0,40.0,45.0,70.0,500.0
6,dIQnpZL2,25/09/2024,11:00,NORWAY - OBOS-LIGAEN,Egersund,Stabaek,ROUND 24,2.1,4.2,2.88,1.17,5.0,1.01,26.0,1.07,9.0,1.29,3.6,1.29,3.5,2.05,1.75,1.4,2.85,34.0,23.0,23.0,34.0,19.0,10.0,13.0,19.0,19.0,11.0,10.0,19.0,23.0,15.0,15.0,21.0,51.0
7,zTRGbjii,25/09/2024,11:00,ESTONIA - MEISTRILIIGA,Paide,Narva,ROUND 23,1.53,4.0,4.85,1.25,3.7,1.01,14.7,1.11,4.7,1.53,2.18,1.57,2.34,,,,,15.5,15.5,27.0,65.0,8.25,7.3,13.0,32.0,7.7,7.0,11.5,29.0,10.25,9.25,15.0,35.0,175.0
8,lYQ0hFUH,25/09/2024,11:00,ESTONIA - MEISTRILIIGA,Kalju,Flora,ROUND 23,2.18,3.1,3.05,1.35,3.04,10.4,1.04,1.2,3.55,1.72,1.9,1.61,2.25,,,,,10.5,9.5,15.0,32.0,7.5,5.4,9.0,19.5,10.0,7.3,9.5,21.0,18.5,13.5,18.0,32.0,175.0
9,2wpcgWUQ,25/09/2024,11:00,ARMENIA - PREMIER LEAGUE,BKMA,Urartu,ROUND 8,6.5,4.15,1.4,1.27,3.42,1.03,9.1,1.13,4.3,1.78,1.85,1.81,1.95,,,,,10.5,5.4,5.3,7.4,13.0,7.2,7.2,10.0,32.0,17.5,17.0,24.0,100.0,60.0,60.0,80.0,500.0
10,AkUibcld,25/09/2024,11:30,BULGARIA - PARVA LIGA,Septemvri Sofia,CSKA 1948 Sofia,ROUND 3,10.0,4.33,1.36,1.4,2.75,1.07,8.5,1.3,3.4,2.05,1.8,2.38,1.53,7.0,1.1,3.1,1.35,8.5,5.5,5.5,8.0,19.0,8.5,9.0,13.0,41.0,29.0,26.0,34.0,126.0,81.0,81.0,101.0,201.0
