Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,ttLF3hdB,30/10/2024,07:00,JAPAN - J1 LEAGUE,Yokohama F. Marinos,Urawa Reds,ROUND 35,2.45,3.6,2.63,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,1.4,2.75,2.38,1.55,1.48,2.6,19.0,15.0,17.0,29.0,15.0,7.5,11.0,19.0,17.0,10.0,10.0,21.0,26.0,17.0,19.0,29.0,81.0
2,GnFOqTPO,30/10/2024,07:30,SOUTH KOREA - K LEAGUE 2,Ansan Greeners,Gyeongnam,ROUND 37,3.25,3.5,2.05,1.4,2.75,1.05,11.0,1.25,3.75,1.85,1.95,1.73,2.0,3.1,1.35,1.73,2.08,11.0,8.0,10.0,19.0,10.0,7.0,9.0,17.0,17.0,12.0,15.0,26.0,34.0,26.0,34.0,51.0,201.0
3,xdGKp9AI,30/10/2024,07:30,SOUTH KOREA - K LEAGUE 2,Seoul E-Land,Seongnam,ROUND 37,1.53,4.2,5.5,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.83,1.83,1.53,2.43,1.15,5.5,13.0,15.0,29.0,51.0,7.5,8.0,17.0,41.0,7.5,8.5,17.0,41.0,11.0,12.0,23.0,51.0,251.0
4,rZGGokeC,30/10/2024,07:30,SOUTH KOREA - K LEAGUE 2,Suwon Bluewings,Asan,ROUND 37,2.0,3.5,3.4,1.4,2.75,1.05,11.0,1.29,3.5,1.9,1.9,1.73,2.0,2.03,1.78,1.33,3.3,11.0,11.0,17.0,41.0,8.0,7.0,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,26.0,51.0,201.0
5,nJe0zKQr,30/10/2024,11:00,EGYPT - PREMIER LEAGUE,Haras El Hodood,Smouha,ROUND 1,3.6,2.85,2.22,1.52,2.42,1.11,5.5,1.47,2.5,2.37,1.52,1.98,1.75,,,1.65,2.15,5.5,6.1,9.75,22.0,8.0,5.6,9.0,20.0,18.0,12.5,16.0,37.0,55.0,40.0,55.0,100.0,900.0
6,r9sunhMN,30/10/2024,11:00,ITALY - SERIE C,Picerno,Giugliano,GROUP C ,1.98,3.2,3.8,1.42,2.67,1.07,6.7,1.34,3.0,2.0,1.75,1.8,1.91,1.93,1.8,,,6.7,10.0,20.0,60.0,7.0,6.2,13.0,37.0,9.5,8.25,14.5,45.0,17.5,15.5,27.0,70.0,600.0
7,rFf4UJrf,30/10/2024,12:00,SLOVAKIA - NIKE LIGA,Skalica,Slovan Bratislava,ROUND 3,5.4,4.2,1.55,1.35,3.1,1.04,9.0,1.23,3.9,1.7,2.12,1.78,1.93,,,2.45,1.53,9.0,7.2,8.25,12.0,14.5,8.5,8.5,12.5,35.0,18.0,17.5,26.0,110.0,55.0,55.0,80.0,600.0
8,lrf80kOO,30/10/2024,13:00,FINLAND - VEIKKAUSLIIGA,Haka,SJK,CONFERENCE LEAGUE ,3.6,3.6,1.91,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25,3.45,1.3,1.88,1.98,15.0,9.5,11.0,17.0,13.0,7.0,8.5,15.0,21.0,12.0,12.0,21.0,41.0,26.0,29.0,41.0,126.0
9,GShCScD6,30/10/2024,14:00,SLOVAKIA - NIKE LIGA,Trnava,Komarno,ROUND 3,1.44,4.4,6.9,1.39,2.95,1.05,8.5,1.27,3.55,1.8,1.98,2.0,1.72,,,,,8.5,15.0,45.0,175.0,6.2,9.0,23.0,90.0,6.8,9.0,23.0,90.0,9.75,13.0,32.0,120.0,1250.0
10,MyCLs2Y8,30/10/2024,14:00,EGYPT - PREMIER LEAGUE,El Gaish,Al Masry,ROUND 1,4.35,2.87,2.0,1.53,2.4,1.12,5.4,1.5,2.42,2.42,1.5,2.05,1.7,,,1.78,1.95,5.4,5.5,8.25,18.0,9.25,5.7,8.75,19.0,23.0,14.5,17.0,37.0,80.0,50.0,60.0,110.0,201.0
11,fZ7Fb8Dj,30/10/2024,14:00,NETHERLANDS - EREDIVISIE,Feyenoord,Ajax,ROUND 4,1.85,3.6,4.2,1.29,3.5,1.03,15.0,1.18,4.5,1.62,2.25,1.53,2.38,1.91,1.99,1.25,3.8,15.0,17.0,23.0,41.0,10.0,7.0,15.0,29.0,11.0,8.5,11.0,29.0,17.0,13.0,21.0,34.0,126.0
12,v5K97NX1,30/10/2024,14:30,ITALY - SERIE C,Union Clodiense,FeralpiSalo,GROUP A ,3.9,3.05,2.02,1.5,2.45,1.1,5.8,1.45,2.57,2.3,1.55,2.0,1.72,,,1.78,1.98,5.8,6.0,8.75,18.0,8.5,6.0,8.75,18.0,19.5,13.5,17.0,35.0,65.0,45.0,60.0,100.0,900.0
13,CvdnWpWo,30/10/2024,14:30,ITALY - SERIE C,Torres,Perugia,GROUP B ,2.07,3.05,3.75,1.47,2.55,1.09,6.0,1.42,2.67,2.22,1.62,1.91,1.8,2.02,1.75,,,6.0,8.75,18.5,60.0,6.4,5.9,13.0,45.0,9.25,8.5,15.5,50.0,19.0,17.5,32.0,90.0,800.0
14,0b5fTYsS,30/10/2024,14:30,ITALY - SERIE A,Venezia,Udinese,ROUND 10,2.7,3.25,2.63,1.44,2.63,1.08,8.0,1.4,3.0,2.2,1.67,1.91,1.91,2.6,1.48,1.48,2.6,8.5,8.0,12.0,26.0,8.0,6.0,10.0,23.0,13.0,10.0,15.0,34.0,26.0,23.0,34.0,51.0,301.0
15,lrt7ZbLt,30/10/2024,14:30,ITALY - SERIE C,AC Milan U23,Pineto,GROUP B ,2.05,2.95,3.95,1.55,2.35,1.12,5.4,1.5,2.42,2.42,1.5,2.1,1.65,2.02,1.75,,,5.4,8.5,19.5,65.0,5.5,5.8,14.0,45.0,8.5,9.0,18.0,60.0,18.5,20.0,40.0,120.0,201.0
16,dM2Jd6Jq,30/10/2024,14:30,ITALY - SERIE C,Lecco,Alcione Milano,GROUP A ,1.91,3.25,4.0,1.42,2.67,1.08,6.6,1.36,2.92,2.07,1.7,1.87,1.85,1.88,1.87,,,6.6,10.0,21.0,65.0,6.6,6.3,13.5,40.0,8.75,8.25,15.5,50.0,16.5,15.5,29.0,80.0,700.0
17,rwR09q3k,30/10/2024,14:30,ITALY - SERIE C,Triestina,AlbinoLeffe,GROUP A ,2.12,3.0,3.65,1.5,2.47,1.1,5.8,1.44,2.57,2.3,1.55,1.98,1.75,2.07,1.7,,,5.8,8.5,18.0,55.0,6.1,5.9,12.5,40.0,9.25,9.0,16.5,50.0,20.0,19.5,35.0,100.0,900.0
18,IFm4IHT9,30/10/2024,14:30,ITALY - SERIE A,Empoli,Inter,ROUND 10,7.5,4.33,1.44,1.33,3.25,1.05,11.0,1.25,4.0,1.8,2.0,1.95,1.8,6.6,1.11,2.75,1.43,12.0,7.0,7.0,9.5,17.0,8.0,8.5,12.0,41.0,21.0,19.0,26.0,81.0,51.0,51.0,51.0,351.0
19,CWHk9jo1,30/10/2024,15:30,ITALY - SERIE B,Sudtirol,Frosinone,ROUND 11,2.45,2.9,3.2,1.57,2.25,1.11,6.5,1.5,2.5,2.5,1.5,2.05,1.7,2.38,1.55,1.35,3.1,6.5,7.5,15.0,34.0,6.5,5.5,12.0,29.0,10.0,10.0,17.0,41.0,23.0,23.0,41.0,67.0,501.0
20,fyHbbUjD,30/10/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,Nacional Potosi,Tomayapo,CLAUSURA ,1.36,4.5,7.0,1.29,3.5,1.03,15.0,1.18,4.5,1.6,2.3,1.83,1.83,1.38,3.0,1.1,7.0,15.0,21.0,41.0,81.0,8.0,9.0,21.0,51.0,7.0,8.5,19.0,51.0,9.5,11.0,23.0,51.0,251.0
21,QFg8dD1e,30/10/2024,16:30,ITALY - SERIE B,Mantova,Palermo,ROUND 11,2.8,3.0,2.7,1.4,2.75,1.06,10.0,1.25,3.75,1.95,1.9,1.67,2.1,2.75,1.43,1.48,2.6,10.0,10.0,13.0,26.0,10.0,6.0,10.0,21.0,15.0,11.0,12.0,29.0,29.0,21.0,29.0,41.0,151.0
22,YHET3e9L,30/10/2024,16:30,ITALY - SERIE B,Cittadella,Sampdoria,ROUND 11,3.7,3.0,2.15,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,1.91,1.91,3.45,1.3,1.7,2.1,8.0,7.0,10.0,19.0,10.0,6.0,9.5,19.0,17.0,13.0,15.0,29.0,41.0,29.0,41.0,51.0,301.0
23,foM2ULfJ,30/10/2024,16:30,SWITZERLAND - SUPER LEAGUE,Sion,Zurich,ROUND 12,2.2,3.4,3.2,1.4,2.75,1.05,11.0,1.29,3.5,2.0,1.85,1.73,2.0,2.15,1.68,1.35,3.1,10.0,10.0,17.0,34.0,8.0,6.5,12.0,26.0,11.0,9.0,15.0,34.0,21.0,17.0,29.0,51.0,201.0
24,MiElhPnQ,30/10/2024,16:30,SWITZERLAND - SUPER LEAGUE,St. Gallen,Winterthur,ROUND 12,1.44,5.25,5.5,1.25,3.75,1.02,21.0,1.14,5.5,1.44,2.7,1.67,2.1,1.45,2.68,1.16,5.25,21.0,19.0,34.0,51.0,9.5,11.0,17.0,41.0,8.5,8.5,19.0,34.0,11.0,11.0,21.0,51.0,151.0
25,QJ9Kn3Am,30/10/2024,16:30,SWITZERLAND - SUPER LEAGUE,Young Boys,Basel,ROUND 12,2.15,3.6,3.1,1.29,3.5,1.03,15.0,1.17,5.0,1.6,2.3,1.5,2.5,2.1,1.7,1.38,3.0,15.0,13.0,19.0,34.0,11.0,7.0,11.0,21.0,13.0,9.0,11.0,26.0,21.0,15.0,21.0,34.0,101.0
26,C8Z2IfOE,30/10/2024,16:30,ITALY - SERIE B,Pisa,Catanzaro,ROUND 11,1.9,3.4,4.1,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.95,1.8,1.9,1.95,1.23,4.0,8.5,10.0,21.0,41.0,6.5,6.5,15.0,34.0,8.5,9.0,17.0,41.0,15.0,17.0,29.0,51.0,351.0
27,hptbYN8a,30/10/2024,16:45,SCOTLAND - PREMIERSHIP,St. Mirren,St Johnstone,ROUND 10,1.83,3.6,4.2,1.4,2.75,1.06,10.0,1.3,3.5,1.98,1.88,1.8,1.95,1.88,1.98,1.25,3.8,10.0,12.0,21.0,41.0,7.0,7.0,13.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
28,dInkzpvm,30/10/2024,16:45,SCOTLAND - PREMIERSHIP,Ross County,Hibernian,ROUND 10,3.4,3.4,2.1,1.4,2.75,1.06,10.0,1.3,3.5,2.0,1.85,1.75,2.0,3.3,1.33,1.73,2.08,11.0,8.0,10.0,19.0,11.0,6.5,9.0,17.0,17.0,12.0,13.0,26.0,41.0,26.0,34.0,41.0,201.0
29,QZeJu6GP,30/10/2024,16:45,SCOTLAND - PREMIERSHIP,Hearts,Kilmarnock,ROUND 10,1.91,3.6,3.75,1.36,3.0,1.04,13.0,1.25,4.0,1.8,2.0,1.7,2.05,1.93,1.93,1.28,3.55,12.0,12.0,21.0,41.0,8.5,7.0,13.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,201.0
30,jmEtJwy0,30/10/2024,16:45,ITALY - SERIE C,Ascoli,Campobasso,GROUP B ,2.02,2.95,4.05,1.53,2.4,1.11,5.5,1.5,2.42,2.42,1.5,2.05,1.7,2.0,1.75,,,5.5,8.5,20.0,70.0,5.7,5.8,14.0,50.0,8.5,8.75,17.5,65.0,18.5,19.0,37.0,110.0,201.0
31,rBIEspW6,30/10/2024,16:45,SCOTLAND - PREMIERSHIP,Celtic,Dundee FC,ROUND 10,1.1,9.5,21.0,1.2,4.33,1.01,23.0,1.1,7.0,1.33,3.4,2.25,1.57,1.11,6.8,,,21.0,41.0,81.0,351.0,10.0,19.0,41.0,151.0,6.5,12.0,34.0,101.0,6.5,11.0,34.0,101.0,201.0
32,E36XGCLc,30/10/2024,16:45,ITALY - SERIE C,Trapani,Avellino,GROUP C ,2.25,3.15,3.15,1.42,2.67,1.07,6.7,1.34,3.0,2.02,1.75,1.75,1.95,2.2,1.62,,,6.7,8.75,16.0,45.0,7.6,6.0,11.25,30.0,11.0,8.75,14.0,37.0,23.0,18.0,28.0,65.0,500.0
33,pAZFXxjg,30/10/2024,16:45,ITALY - SERIE C,Pescara,Pontedera,GROUP B ,1.4,4.1,7.9,1.38,2.82,1.05,7.8,1.25,3.55,1.78,1.98,1.95,1.75,,,,,7.8,19.5,55.0,200.0,6.5,8.25,24.0,90.0,6.5,8.0,19.0,75.0,9.25,11.5,27.0,90.0,700.0
34,K4afUO0b,30/10/2024,16:45,ITALY - SERIE C,Entella,Lucchese,GROUP B ,1.72,3.3,5.0,1.52,2.45,1.1,5.9,1.45,2.55,2.32,1.55,2.18,1.6,1.7,2.07,,,5.9,10.25,26.0,100.0,5.2,6.6,17.5,65.0,6.9,8.75,21.0,80.0,13.0,16.5,40.0,150.0,201.0
35,h8nMGRAF,30/10/2024,16:45,ITALY - SERIE C,Padova,Renate,GROUP A ,1.42,4.05,8.0,1.42,2.67,1.07,6.8,1.35,2.92,2.07,1.7,2.35,1.53,,,,,6.8,16.0,50.0,200.0,5.2,8.25,26.0,120.0,5.5,8.75,26.0,120.0,8.5,13.5,40.0,175.0,201.0
36,rcXrBZLq,30/10/2024,16:45,ITALY - SERIE A,Juventus,Parma,ROUND 10,1.4,4.75,8.0,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.95,1.8,1.4,2.85,1.1,7.0,13.0,19.0,41.0,81.0,7.5,9.0,21.0,51.0,7.0,8.5,19.0,51.0,9.0,12.0,26.0,51.0,301.0
37,Y96v2dqT,30/10/2024,16:45,ITALY - SERIE A,Atalanta,Monza,ROUND 10,1.29,5.5,11.0,1.25,3.75,1.03,15.0,1.17,5.0,1.53,2.5,1.95,1.8,1.3,3.45,1.1,7.0,15.0,26.0,51.0,126.0,8.0,10.0,29.0,67.0,7.0,9.0,21.0,51.0,8.0,11.0,26.0,51.0,301.0
38,l8LMuO0J,30/10/2024,16:45,SCOTLAND - PREMIERSHIP,Dundee Utd,Motherwell,ROUND 10,2.15,3.4,3.3,1.4,2.75,1.05,11.0,1.29,3.75,1.95,1.9,1.75,2.0,2.1,1.7,1.35,3.1,11.0,10.0,17.0,34.0,8.0,6.5,12.0,26.0,11.0,9.0,13.0,34.0,21.0,17.0,26.0,41.0,201.0
39,hMi66meo,30/10/2024,16:45,WALES - CYMRU PREMIER,Connahs Q.,TNS,ROUND 3,4.7,3.75,1.62,1.31,3.15,1.03,9.0,1.18,4.3,1.55,2.3,1.57,2.27,,,2.25,1.6,9.0,9.5,9.5,14.0,16.5,7.8,8.0,11.5,32.0,15.0,13.0,18.5,90.0,45.0,37.0,45.0,250.0
40,nqP5q61f,30/10/2024,17:00,SCOTLAND - PREMIERSHIP,Aberdeen,Rangers,ROUND 10,3.3,3.5,2.1,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.62,2.2,3.3,1.33,1.75,2.05,12.0,9.0,11.0,19.0,12.0,6.5,9.0,17.0,19.0,12.0,13.0,23.0,34.0,23.0,29.0,41.0,151.0
41,Q94GGB6s,30/10/2024,17:00,BOLIVIA - DIVISION PROFESIONAL,Always Ready,Bolivar,CLAUSURA ,3.5,3.2,2.05,1.4,2.75,1.06,9.5,1.3,3.4,2.0,1.8,1.8,1.91,3.45,1.3,1.75,2.05,9.5,7.5,10.0,19.0,11.0,6.0,9.0,17.0,19.0,13.0,15.0,29.0,41.0,29.0,34.0,51.0,251.0
42,Gnu2aPSa,30/10/2024,18:00,VENEZUELA - LIGA FUTVE,Monagas,Carabobo,CLAUSURA ,2.05,2.85,3.95,1.42,2.47,1.01,7.6,1.36,2.65,2.07,1.6,1.78,1.83,2.0,1.72,,,7.4,10.25,23.0,70.0,6.3,5.6,13.0,40.0,9.5,8.5,14.0,45.0,20.0,18.0,30.0,70.0,600.0
43,bTgCiQQp,30/10/2024,19:00,SOUTH AMERICA - COPA SUDAMERICANA,Lanus (Arg),Cruzeiro (Bra),PLAY OFFS ,2.5,3.0,3.1,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,2.1,1.67,2.43,1.53,1.38,3.0,6.5,7.5,13.0,34.0,6.5,6.0,12.0,29.0,11.0,11.0,19.0,41.0,23.0,23.0,41.0,67.0,351.0
44,AqaoMXrK,30/10/2024,19:00,BOLIVIA - DIVISION PROFESIONAL,Blooming,Royal Pari,CLAUSURA ,1.95,3.4,3.9,1.44,2.63,1.07,9.0,1.33,3.25,2.05,1.75,1.83,1.83,1.95,1.85,1.26,3.7,9.0,11.0,19.0,41.0,7.0,6.5,13.0,34.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
45,CEYAc3cC,30/10/2024,20:30,VENEZUELA - LIGA FUTVE,Estudiantes Merida,La Guaira,CLAUSURA ,2.37,2.95,3.05,1.47,2.35,1.02,8.0,1.33,2.8,1.98,1.65,1.7,1.91,,,,,8.25,9.25,16.5,40.0,7.3,5.7,10.5,26.0,11.5,9.25,13.0,32.0,26.0,21.0,30.0,60.0,500.0
46,AqcsliKh,30/10/2024,21:30,SOUTH AMERICA - COPA LIBERTADORES,Penarol (Uru),Botafogo RJ (Bra),PLAY OFFS ,2.55,3.3,2.8,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,1.91,1.91,2.5,1.5,1.45,2.68,8.5,8.0,13.0,29.0,7.5,6.0,11.0,23.0,12.0,10.0,15.0,34.0,23.0,21.0,34.0,51.0,301.0
