Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,S2M3vggB,07/12/2024,01:00,AUSTRALIA - A-LEAGUE,Auckland FC,Wellington Phoenix,ROUND 7,1.83,3.5,4.5,1.44,2.63,1.07,9.0,1.33,3.4,2.1,1.73,1.95,1.8,1.86,2.04,1.22,4.15,9.0,11.0,21.0,51.0,6.5,6.5,15.0,41.0,8.0,8.5,17.0,41.0,15.0,15.0,29.0,51.0,351.0
2,IRoXKHdl,07/12/2024,01:05,JAPAN - J2 LEAGUE,Okayama,Vegalta Sendai,PROMOTION ,2.15,3.1,3.6,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,1.8,1.91,2.15,1.68,1.3,3.45,8.5,10.0,17.0,41.0,7.5,6.0,13.0,29.0,10.0,9.0,15.0,41.0,19.0,19.0,29.0,51.0,251.0
3,zwynQYcK,07/12/2024,04:00,AUSTRALIA - A-LEAGUE,Western United,Macarthur FC,ROUND 7,2.63,3.5,2.5,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,1.5,2.5,2.6,1.48,1.53,2.43,17.0,12.0,15.0,26.0,13.0,7.0,10.0,17.0,15.0,10.0,11.0,21.0,26.0,19.0,23.0,34.0,101.0
4,fsba2V5D,07/12/2024,04:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Adelaide United,ROUND 7,3.6,4.0,1.9,1.25,3.75,1.02,19.0,1.14,5.5,1.44,2.75,1.5,2.5,3.45,1.3,1.99,1.91,21.0,12.0,12.0,17.0,17.0,8.5,9.0,13.0,21.0,12.0,12.0,19.0,41.0,23.0,26.0,34.0,101.0
5,GdpREuOF,07/12/2024,06:00,ROMANIA - LIGA 2,Concordia,Mioveni,ROUND 16,1.4,4.15,7.9,1.47,2.5,1.08,6.6,1.38,2.82,2.1,1.65,2.5,1.47,,,,,6.6,15.0,50.0,200.0,5.0,8.5,27.0,120.0,5.3,9.25,29.0,150.0,8.25,14.0,45.0,200.0,101.0
6,8CIy4O9c,07/12/2024,06:00,ROMANIA - LIGA 2,CSC Dumbravita,Afumati,ROUND 16,2.82,2.92,2.62,1.53,2.35,1.11,5.5,1.5,2.4,2.5,1.47,2.05,1.7,2.47,1.5,1.55,2.37,5.5,6.3,11.25,29.0,6.8,5.8,10.5,27.0,12.5,10.75,17.5,45.0,35.0,29.0,45.0,110.0,800.0
7,zP9h0t9M,07/12/2024,06:00,ROMANIA - LIGA 2,CSM Focsani,Selimbar,ROUND 16,2.95,2.82,2.57,1.6,2.18,1.13,5.1,1.57,2.25,2.67,1.42,2.18,1.62,,,1.57,2.3,5.1,6.0,11.0,29.0,6.5,5.7,10.5,27.0,13.0,11.75,19.0,50.0,37.0,35.0,55.0,120.0,101.0
8,rVWJG1g3,07/12/2024,06:00,ROMANIA - LIGA 2,CSM Slatina,Corvinul,ROUND 16,2.35,3.2,2.9,1.45,2.55,1.09,6.3,1.4,2.7,2.2,1.6,1.93,1.78,2.3,1.57,1.65,2.15,6.3,7.7,13.5,35.0,6.8,6.2,11.0,28.0,10.5,9.5,16.5,40.0,23.0,21.0,37.0,90.0,900.0
9,t6QktLHj,07/12/2024,07:00,ROMANIA - LIGA 2,CSM Resita,FC Voluntari,ROUND 16,2.47,2.95,2.95,1.47,2.52,1.09,6.1,1.4,2.72,2.18,1.6,1.85,1.85,2.4,1.53,,,6.1,7.9,14.5,37.0,7.0,5.7,10.5,28.0,11.5,9.5,14.5,40.0,27.0,22.0,35.0,80.0,700.0
10,8Sdsx3aD,07/12/2024,07:30,TURKEY - SUPER LIG,Konyaspor,Antalyaspor,ROUND 15,1.95,3.3,3.9,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,1.83,1.83,1.98,1.88,1.25,3.8,9.0,11.0,19.0,41.0,7.0,6.5,13.0,34.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
11,vsbfvRxn,07/12/2024,07:30,TURKEY - 1. LIG,Erzurumspor,Adanaspor AS,ROUND 15,1.4,3.7,7.5,1.44,2.63,1.08,8.0,1.33,3.25,2.1,1.7,2.38,1.53,1.43,2.75,,,8.0,15.0,41.0,101.0,5.5,8.0,26.0,67.0,5.5,9.5,23.0,67.0,8.5,15.0,41.0,81.0,900.0
12,fJPyMqNH,07/12/2024,07:30,TURKEY - 1. LIG,Yeni Malatyaspor,Kocaelispor,ROUND 15,41.0,10.0,1.05,1.24,3.8,1.02,12.5,1.08,5.15,1.44,2.7,3.28,1.32,,,,,15.0,8.0,5.5,5.0,51.0,21.0,15.0,15.0,201.0,81.0,51.0,51.0,,251.0,351.0,251.0,
13,CtTJXLGl,07/12/2024,07:30,BULGARIA - PARVA LIGA,Lok. Plovdiv,Beroe,ROUND 19,2.5,3.2,2.88,1.53,2.38,1.08,8.0,1.44,2.63,2.35,1.57,2.0,1.73,2.43,1.53,1.43,2.75,7.5,7.0,13.0,29.0,6.5,6.0,11.0,26.0,11.0,10.0,19.0,41.0,23.0,23.0,41.0,67.0,351.0
14,AgrOo6Br,07/12/2024,08:00,UKRAINE - PREMIER LEAGUE,Livyi Bereg,LNZ Cherkasy,ROUND 16,3.65,2.9,2.12,1.53,2.18,1.1,6.8,1.47,2.32,2.37,1.45,2.02,1.62,,,,,6.4,5.6,9.0,20.0,8.0,5.8,9.25,21.0,18.0,13.0,18.0,40.0,55.0,40.0,60.0,120.0,
