Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,tn23GyuO,02/10/2024,07:00,JAPAN - J1 LEAGUE,Cerezo Osaka,Gamba Osaka,ROUND 29,2.7,3.2,2.63,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,1.8,1.95,2.6,1.48,1.48,2.6,8.5,8.0,12.0,26.0,8.0,6.0,10.0,21.0,13.0,10.0,15.0,34.0,26.0,23.0,34.0,51.0,301.0
2,ljGSkM8J,02/10/2024,12:00,ESTONIA - MEISTRILIIGA,Levadia,Narva,ROUND 27,1.25,4.9,9.25,1.29,3.5,1.01,14.2,1.18,4.5,1.53,2.2,2.11,1.68,,,,,15.0,23.0,55.0,200.0,6.8,9.0,23.0,80.0,5.7,7.5,17.5,60.0,6.6,8.75,21.0,65.0,400.0
3,QJmodyY8,02/10/2024,13:00,POLAND - DIVISION 1,Odra Opole,Pruszkow,ROUND 10,2.4,3.2,2.8,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.83,1.83,2.38,1.55,1.43,2.75,9.0,8.5,13.0,29.0,8.0,6.0,11.0,23.0,12.0,10.0,15.0,34.0,23.0,21.0,34.0,51.0,251.0
4,Y9pFKOac,02/10/2024,13:45,EUROPE - CHAMPIONS LEAGUE,Girona,Feyenoord,LEAGUE PHASE ,1.95,3.75,3.75,1.3,3.4,1.03,15.0,1.2,4.5,1.62,2.3,1.57,2.25,1.99,1.94,1.3,3.45,15.0,15.0,21.0,41.0,10.0,7.5,13.0,26.0,11.0,8.5,12.0,29.0,17.0,13.0,21.0,41.0,126.0
5,fReD3H6F,02/10/2024,13:45,EUROPE - CHAMPIONS LEAGUE,Shakhtar Donetsk,Atalanta,LEAGUE PHASE ,5.0,3.8,1.7,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.7,2.05,4.65,1.18,2.15,1.68,13.0,8.5,8.5,13.0,15.0,7.0,8.5,13.0,26.0,15.0,13.0,23.0,51.0,41.0,41.0,41.0,151.0
6,fiB4vpye,02/10/2024,14:00,SERBIA - PRVA LIGA,Javor,Smederevo,ROUND 9,1.65,3.3,4.9,1.47,2.22,1.06,7.5,1.38,2.55,2.15,1.55,2.12,1.69,,,,,7.2,8.75,21.0,70.0,4.7,5.7,14.0,45.0,5.9,7.1,16.0,55.0,10.25,12.5,27.0,90.0,101.0
7,OS21lG04,02/10/2024,14:00,SERBIA - SUPER LIGA,Vojvodina,Novi Pazar,ROUND 2,1.47,4.25,6.1,1.34,3.0,1.04,8.5,1.22,3.9,1.65,2.15,1.8,1.91,1.78,1.98,,,8.5,18.0,40.0,120.0,7.5,8.25,18.5,60.0,7.3,8.0,16.5,55.0,10.25,11.25,24.0,70.0,500.0
8,KxkDd3BP,02/10/2024,14:00,NORWAY - OBOS-LIGAEN,Raufoss,Sandnes,ROUND 26,1.42,4.75,6.5,1.25,3.75,1.03,17.0,1.14,5.5,1.5,2.5,1.67,2.1,1.43,2.75,1.13,6.0,17.0,21.0,34.0,67.0,9.0,9.5,19.0,41.0,8.5,8.5,17.0,41.0,11.0,11.0,21.0,41.0,151.0
9,UV2PSXjS,02/10/2024,14:00,NORWAY - OBOS-LIGAEN,Lyn,Egersund,ROUND 23,1.75,4.1,4.0,1.22,4.0,1.02,19.0,1.13,6.0,1.44,2.7,1.44,2.63,1.75,2.05,1.25,3.8,21.0,19.0,26.0,41.0,12.0,8.5,13.0,26.0,12.0,9.0,12.0,26.0,17.0,12.0,17.0,34.0,101.0
10,A77MZu4C,02/10/2024,14:00,NORWAY - OBOS-LIGAEN,Levanger,Stabaek,ROUND 26,2.5,3.75,2.5,1.22,4.0,1.02,21.0,1.11,6.5,1.4,2.88,1.4,2.75,2.43,1.53,1.53,2.43,21.0,15.0,17.0,26.0,15.0,8.0,10.0,17.0,17.0,11.0,11.0,19.0,26.0,17.0,19.0,26.0,81.0
