Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,x4Ez1D6F,20/11/2024,09:00,SERBIA - PRVA LIGA,Dubocica,Macva,ROUND 16,3.7,3.2,1.9,1.47,2.2,1.04,6.45,1.4,2.48,2.25,1.5,2.05,1.73,,,1.78,1.83,7.1,4.85,6.6,12.5,7.2,5.5,7.6,14.5,14.5,11.25,15.5,29.0,40.0,32.0,50.0,80.0,101.0
2,0Ywtb9Yo,20/11/2024,10:00,ARMENIA - PREMIER LEAGUE,Urartu,Shirak Gyumri,ROUND 17,1.5,3.9,5.4,1.37,2.52,1.01,8.3,1.24,3.22,1.85,1.78,1.97,1.79,,,,,9.75,11.25,25.0,80.0,5.3,6.7,15.0,45.0,5.6,7.1,16.0,50.0,8.25,10.5,24.0,75.0,600.0
3,YqcUyJHq,20/11/2024,11:00,ARMENIA - PREMIER LEAGUE,Noah,Ararat Yerevan,ROUND 17,1.22,5.2,10.5,1.3,3.22,1.01,11.0,1.16,3.86,1.62,2.05,2.38,1.55,,,,,12.0,20.0,60.0,250.0,5.6,9.5,28.0,120.0,4.8,8.0,24.0,100.0,5.7,9.5,29.0,120.0,400.0
4,GbLZ1izi,20/11/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,GV San Jose,Aurora,CLAUSURA ,1.85,3.6,3.6,1.36,3.0,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1,1.9,1.9,1.28,3.55,13.0,12.0,21.0,41.0,8.5,7.0,13.0,29.0,9.5,8.5,13.0,34.0,17.0,15.0,23.0,41.0,151.0
5,zuhsk28K,20/11/2024,16:00,SPAIN - LALIGA2,Eldense,Huesca,ROUND 13,2.3,2.88,3.5,1.62,2.2,1.13,6.0,1.53,2.38,2.7,1.44,2.25,1.57,2.3,1.6,1.33,3.3,6.0,7.5,15.0,41.0,6.0,6.0,13.0,34.0,9.5,10.0,21.0,51.0,21.0,23.0,41.0,81.0,201.0
6,0nmQ2rq4,20/11/2024,16:30,SPAIN - PRIMERA RFEF,Hercules,Marbella,GROUP 2 ,2.15,3.1,3.25,1.57,2.25,1.1,6.5,1.5,2.5,2.5,1.5,2.2,1.62,2.2,1.65,1.33,3.3,6.5,7.5,15.0,34.0,6.0,6.5,13.0,34.0,9.5,10.0,21.0,41.0,21.0,21.0,41.0,81.0,900.0
7,6uOnIaCm,20/11/2024,16:45,WALES - CYMRU PREMIER,Briton Ferry,TNS,ROUND 11,40.0,8.75,1.04,1.18,4.25,1.02,10.0,1.07,6.8,1.25,3.55,2.95,1.35,,,,,23.0,11.75,6.8,5.6,200.0,32.0,17.5,14.5,300.0,250.0,90.0,70.0,1000.0,500.0,800.0,500.0,900.0
8,YeqaRSKa,20/11/2024,20:00,BOLIVIA - DIVISION PROFESIONAL,Independiente,Blooming,CLAUSURA ,1.73,3.6,4.33,1.36,3.0,1.05,11.0,1.25,3.75,1.85,1.95,1.73,2.0,1.75,2.05,1.23,4.1,12.0,13.0,23.0,51.0,7.5,7.0,15.0,34.0,8.5,8.5,15.0,41.0,15.0,13.0,23.0,51.0,201.0
9,IZ3qIEYa,20/11/2024,20:30,COLOMBIA - PRIMERA A,Millonarios,Dep. Pasto,CLAUSURA ,1.75,3.25,5.25,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.25,1.57,1.73,2.08,1.16,5.25,6.5,10.0,23.0,51.0,5.0,6.5,19.0,51.0,7.0,9.5,21.0,51.0,13.0,19.0,41.0,81.0,201.0
10,OAukwB1L,20/11/2024,21:00,BOLIVIA - DIVISION PROFESIONAL,Universitario de Vinto,Oriente Petrolero,CLAUSURA ,1.75,3.6,4.33,1.36,3.0,1.05,11.0,1.25,3.75,1.83,1.98,1.73,2.0,1.75,2.05,1.22,4.15,11.0,13.0,23.0,41.0,7.5,7.0,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,23.0,51.0,201.0
11,E1chGh3C,20/11/2024,22:30,COLOMBIA - PRIMERA A,Atl. Nacional,Santa Fe,CLAUSURA ,1.95,3.2,4.1,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.1,1.67,2.0,1.85,1.24,3.9,7.0,9.5,21.0,41.0,5.5,6.5,15.0,41.0,8.0,9.5,19.0,51.0,17.0,19.0,34.0,67.0,1000.0
