Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
21,EZGVu6J0,29/09/2024,07:00,SPAIN - PRIMERA RFEF,UD Ibiza,Alcoyano,GROUP 2 ,1.85,3.25,3.9,1.53,2.38,1.08,7.0,1.44,2.63,2.38,1.53,2.25,1.57,1.9,1.9,1.25,3.8,7.0,9.0,19.0,41.0,5.5,7.0,15.0,41.0,7.5,9.5,21.0,51.0,15.0,19.0,41.0,81.0,67.0
22,dQrq3qog,29/09/2024,07:00,POLAND - DIVISION 1,Arka Gdynia,Chrobry Glogow,ROUND 11,1.38,5.0,6.5,1.3,3.4,1.03,15.0,1.22,4.0,1.67,2.15,2.0,1.73,1.38,3.0,1.12,6.25,13.0,17.0,34.0,81.0,7.0,10.0,19.0,51.0,7.0,8.5,21.0,51.0,9.0,12.0,26.0,67.0,351.0
23,EB6s7Z0n,29/09/2024,07:15,NETHERLANDS - EREDIVISIE,Zwolle,Almere City,ROUND 7,1.95,3.6,3.8,1.36,3.0,1.04,13.0,1.25,3.75,1.8,2.0,1.7,2.05,2.01,1.89,1.3,3.45,12.0,12.0,19.0,41.0,8.5,7.0,12.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,201.0
24,YBHF86F8,29/09/2024,07:15,POLAND - EKSTRAKLASA,Zaglebie,Radomiak Radom,ROUND 10,2.15,3.3,3.0,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,1.7,2.05,2.2,1.65,1.38,3.0,11.0,11.0,17.0,34.0,8.5,6.5,11.0,23.0,11.0,9.0,13.0,29.0,21.0,17.0,26.0,41.0,201.0
25,WxCQa92d,29/09/2024,07:30,ITALY - SERIE A,Torino,Lazio,ROUND 6,2.9,3.1,2.55,1.44,2.63,1.08,8.0,1.4,3.0,2.2,1.67,1.91,1.91,2.85,1.4,1.5,2.5,8.0,8.0,12.0,26.0,8.5,6.0,10.0,21.0,13.0,11.0,15.0,34.0,29.0,23.0,34.0,51.0,301.0
26,YXYZgkoC,29/09/2024,07:30,ITALY - SERIE C,Trento,Triestina,GROUP A ,3.05,2.95,2.42,1.47,2.55,1.09,6.1,1.4,2.7,2.22,1.62,1.85,1.85,2.27,1.6,1.55,2.37,6.1,6.8,11.0,26.0,8.25,5.7,9.5,23.0,15.0,10.75,14.5,35.0,40.0,28.0,37.0,75.0,700.0
27,vH8aBLkB,29/09/2024,08:00,SCOTLAND - PREMIERSHIP,Rangers,Hibernian,ROUND 6,1.33,5.0,8.0,1.25,3.75,1.03,17.0,1.14,5.5,1.5,2.63,1.75,2.0,1.35,3.1,1.11,6.8,17.0,23.0,41.0,81.0,9.5,10.0,21.0,51.0,8.0,9.0,17.0,41.0,9.5,11.0,21.0,51.0,201.0
28,OWhOEJwA,29/09/2024,08:00,DENMARK - 1ST DIVISION,Esbjerg,Hillerod,ROUND 11,2.38,3.8,2.63,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.5,2.5,2.35,1.58,1.48,2.6,17.0,13.0,17.0,29.0,12.0,7.5,10.0,19.0,15.0,10.0,12.0,21.0,23.0,17.0,21.0,34.0,101.0
29,xQcC72AU,29/09/2024,08:30,GERMANY - 3. LIGA,Ingolstadt,Hansa Rostock,ROUND 8,2.1,3.6,3.1,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25,2.1,1.7,1.38,3.0,15.0,12.0,17.0,34.0,9.5,7.0,11.0,23.0,12.0,9.0,13.0,26.0,21.0,15.0,23.0,41.0,151.0
30,AcIuQKYi,29/09/2024,08:30,GERMANY - 2. BUNDESLIGA,Hertha Berlin,Elversberg,ROUND 7,1.7,4.1,4.33,1.22,4.0,1.02,19.0,1.13,6.0,1.44,2.7,1.44,2.63,1.7,2.1,1.22,4.15,21.0,21.0,29.0,41.0,12.0,8.5,15.0,29.0,11.0,9.0,12.0,29.0,15.0,12.0,17.0,29.0,81.0
31,zqSU7wJN,29/09/2024,08:30,GERMANY - 2. BUNDESLIGA,Hannover,Nurnberg,ROUND 7,1.55,4.1,5.75,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.73,2.0,1.53,2.43,1.15,5.5,15.0,17.0,29.0,51.0,8.5,8.0,17.0,41.0,8.5,8.5,15.0,41.0,12.0,12.0,21.0,41.0,151.0
32,EHDMN3PQ,29/09/2024,08:30,ESTONIA - MEISTRILIIGA,Flora,Parnu JK Vaprus,ROUND 30,1.34,4.65,6.8,1.27,3.54,1.02,13.4,1.12,4.4,1.52,2.22,1.81,1.95,,,,,14.5,17.0,37.0,110.0,7.0,8.25,17.5,55.0,6.1,7.2,15.5,45.0,7.5,9.0,19.0,60.0,350.0
33,Ays5Dskn,29/09/2024,08:30,GERMANY - 2. BUNDESLIGA,FC Koln,Karlsruher SC,ROUND 7,1.55,4.33,5.5,1.22,4.0,1.01,23.0,1.11,6.5,1.4,2.88,1.44,2.63,1.55,2.38,1.16,5.25,23.0,23.0,34.0,51.0,12.0,9.0,17.0,34.0,11.0,9.0,12.0,34.0,13.0,11.0,17.0,34.0,81.0
34,WrmZnF0n,29/09/2024,08:30,BELGIUM - CHALLENGER PRO LEAGUE,Seraing,RFC Liege,ROUND 6,3.9,3.9,1.8,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.62,2.2,3.7,1.26,2.03,1.83,15.0,9.0,10.0,15.0,13.0,7.5,8.5,13.0,21.0,13.0,13.0,21.0,41.0,29.0,29.0,41.0,151.0
35,xljrgkHM,29/09/2024,08:30,BELGIUM - JUPILER PRO LEAGUE,Antwerp,Beerschot VA,ROUND 9,1.25,6.0,9.5,1.25,3.75,1.02,19.0,1.17,5.0,1.53,2.4,2.0,1.75,1.25,3.8,,,17.0,23.0,51.0,126.0,8.5,12.0,26.0,67.0,6.5,9.5,23.0,51.0,8.0,11.0,26.0,67.0,351.0
36,vZaFXcar,29/09/2024,08:35,CHINA - SUPER LEAGUE,Tianjin Jinmen Tiger,Cangzhou,ROUND 27,1.75,4.0,3.9,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.67,2.1,1.78,2.03,1.25,3.8,15.0,13.0,21.0,41.0,8.5,7.5,13.0,29.0,9.5,8.5,15.0,34.0,15.0,13.0,21.0,41.0,151.0
37,IPbJWHEl,29/09/2024,08:35,CHINA - SUPER LEAGUE,Chengdu Rongcheng,Meizhou Hakka,ROUND 27,1.22,7.0,10.0,1.2,4.33,1.01,26.0,1.1,7.0,1.33,3.4,1.8,1.95,1.21,4.25,,,26.0,29.0,51.0,126.0,11.0,15.0,26.0,51.0,8.0,9.5,23.0,51.0,8.5,10.0,21.0,51.0,201.0
38,h0AwIDbD,29/09/2024,09:00,SPAIN - LALIGA,Celta Vigo,Girona,ROUND 8,2.15,3.6,3.1,1.3,3.4,1.04,13.0,1.2,4.5,1.67,2.2,1.53,2.38,2.15,1.68,1.38,3.0,15.0,13.0,19.0,34.0,10.0,7.0,11.0,21.0,12.0,9.0,12.0,26.0,21.0,15.0,21.0,34.0,126.0
39,trMF3qJM,29/09/2024,09:00,ITALY - SERIE C,Arezzo,Ternana,GROUP B ,3.05,2.92,2.42,1.5,2.5,1.1,5.9,1.44,2.62,2.3,1.57,1.9,1.8,,,1.55,2.35,5.9,6.5,10.75,26.0,8.0,5.7,9.5,23.0,15.0,10.75,15.0,37.0,40.0,29.0,40.0,80.0,800.0
40,pU7uK433,29/09/2024,09:00,ITALY - SERIE C,Legnago Salus,Pineto,GROUP B ,3.95,3.0,2.02,1.55,2.35,1.11,5.5,1.5,2.42,2.42,1.5,2.12,1.65,,,1.75,2.0,5.5,5.4,8.25,18.0,8.5,6.0,9.25,20.0,19.5,14.0,18.5,40.0,65.0,45.0,60.0,120.0,900.0
41,z7bN8vnR,29/09/2024,09:00,SPAIN - LALIGA2,Levante,Almeria,ROUND 7,2.45,3.4,2.75,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25,2.38,1.55,1.45,2.68,13.0,11.0,15.0,29.0,10.0,6.5,11.0,21.0,13.0,9.5,12.0,26.0,23.0,19.0,23.0,41.0,126.0
42,8GSWUU8s,29/09/2024,09:00,SWEDEN - ALLSVENSKAN,AIK,Hammarby,ROUND 25,2.1,3.4,3.4,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,1.8,1.95,2.08,1.82,,,9.5,10.0,17.0,41.0,7.5,6.5,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,29.0,51.0,251.0
43,CdRB5F0d,29/09/2024,09:00,DENMARK - 1ST DIVISION,Roskilde,Koge,ROUND 11,1.48,4.75,5.5,1.22,4.0,1.02,19.0,1.13,6.0,1.44,2.7,1.57,2.25,1.48,2.6,1.16,5.25,21.0,21.0,34.0,51.0,10.0,10.0,19.0,41.0,9.5,8.5,15.0,34.0,12.0,11.0,19.0,41.0,126.0
44,KKBlEEX7,29/09/2024,09:00,DENMARK - SUPERLIGA,Aalborg,Sonderjyske,ROUND 10,2.35,3.6,2.8,1.3,3.4,1.03,15.0,1.18,4.5,1.65,2.2,1.57,2.25,2.3,1.6,1.43,2.75,15.0,12.0,15.0,29.0,11.0,7.0,11.0,21.0,13.0,9.5,12.0,26.0,23.0,17.0,23.0,41.0,126.0
45,xAZnRn86,29/09/2024,09:00,SWEDEN - ALLSVENSKAN,Halmstad,Norrkoping,ROUND 25,2.8,3.25,2.5,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.95,1.7,2.05,2.75,1.43,1.53,2.43,11.0,9.0,13.0,23.0,10.0,6.0,10.0,19.0,15.0,11.0,13.0,29.0,29.0,21.0,29.0,41.0,201.0
46,ANXfPQxJ,29/09/2024,09:00,SWEDEN - ALLSVENSKAN,Varnamo,Djurgarden,ROUND 25,3.3,3.25,2.2,1.4,2.75,1.06,10.0,1.3,3.4,2.05,1.8,1.8,1.95,3.3,1.33,1.68,2.15,9.5,7.5,10.0,21.0,10.0,6.0,9.0,19.0,17.0,12.0,15.0,29.0,34.0,26.0,34.0,51.0,251.0
47,CnbNVyUf,29/09/2024,09:00,CHINA - SUPER LEAGUE,Wuhan Three Towns,Henan Songshan Longmen,ROUND 27,2.15,3.3,3.4,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,1.7,2.05,2.1,1.7,1.33,3.3,11.0,11.0,17.0,34.0,8.5,6.5,12.0,26.0,11.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,151.0
48,h8KXHdYr,29/09/2024,09:00,DENMARK - SUPERLIGA,Midtjylland,Viborg,ROUND 10,1.67,4.0,4.5,1.25,3.75,1.02,19.0,1.13,6.0,1.44,2.7,1.5,2.5,1.68,2.15,1.21,4.25,19.0,21.0,29.0,51.0,11.0,8.5,15.0,29.0,11.0,8.5,12.0,29.0,15.0,12.0,17.0,34.0,101.0
49,SGkebcEN,29/09/2024,09:15,SWITZERLAND - SUPER LEAGUE,Zurich,Sion,ROUND 8,1.75,3.6,4.5,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.67,2.1,1.78,2.03,1.23,4.1,13.0,15.0,23.0,41.0,8.5,7.0,15.0,34.0,9.5,8.5,13.0,34.0,15.0,13.0,23.0,41.0,151.0
50,ldR8yPbl,29/09/2024,09:15,SWITZERLAND - CHALLENGE LEAGUE,Vaduz,Bellinzona,ROUND 9,2.37,3.5,2.67,1.33,3.05,1.04,8.5,1.21,3.95,1.65,2.15,1.53,2.35,2.27,1.6,,,8.5,11.25,15.5,32.0,10.5,7.0,9.75,19.5,13.5,9.25,11.75,24.0,25.0,17.5,22.0,40.0,250.0
51,ttyW5NBE,29/09/2024,09:30,AUSTRIA - BUNDESLIGA,Hartberg,Altach,ROUND 8,2.2,3.4,3.2,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,1.7,2.05,2.15,1.68,1.35,3.1,11.0,11.0,17.0,34.0,8.5,6.5,12.0,26.0,11.0,9.0,13.0,29.0,21.0,17.0,26.0,41.0,151.0
52,nFqe4AzA,29/09/2024,09:30,AUSTRIA - BUNDESLIGA,Wolfsberger AC,Tirol,ROUND 8,1.67,3.9,5.0,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.67,2.1,1.63,2.25,1.19,4.5,15.0,15.0,26.0,51.0,8.5,7.5,15.0,34.0,9.0,8.5,13.0,34.0,13.0,12.0,21.0,41.0,151.0
53,lKLHnO0C,29/09/2024,09:30,POLAND - DIVISION 1,Polonia Warszawa,Termalica B-B.,ROUND 11,3.3,3.4,2.05,1.33,3.25,1.04,12.0,1.22,4.0,1.75,2.05,1.62,2.2,3.3,1.33,1.75,2.05,12.0,9.0,11.0,19.0,12.0,6.5,9.0,15.0,19.0,12.0,12.0,23.0,41.0,26.0,29.0,41.0,151.0
54,lvMyjp1b,29/09/2024,09:30,UKRAINE - PREMIER LEAGUE,Rukh Lviv,Kolos Kovalivka,ROUND 8,1.75,3.15,4.9,1.5,2.27,1.09,7.35,1.45,2.37,2.32,1.47,2.15,1.55,1.75,1.98,,,6.7,10.25,26.0,100.0,5.0,6.4,17.0,60.0,6.9,8.75,20.0,75.0,13.5,17.5,40.0,150.0,900.0
55,08t8hzng,29/09/2024,09:30,NETHERLANDS - EREDIVISIE,Twente,NAC Breda,ROUND 7,1.2,7.5,11.0,1.22,4.0,1.02,21.0,1.13,6.0,1.44,2.7,2.0,1.75,1.19,4.5,,,21.0,29.0,51.0,151.0,9.0,13.0,29.0,81.0,7.0,9.5,26.0,51.0,7.5,11.0,26.0,67.0,401.0
56,MyAk5DVb,29/09/2024,09:30,NETHERLANDS - EREDIVISIE,Groningen,G.A. Eagles,ROUND 7,2.25,3.6,3.0,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2,2.2,1.65,1.4,2.85,13.0,11.0,17.0,34.0,9.5,7.0,11.0,23.0,12.0,9.0,13.0,29.0,21.0,17.0,23.0,41.0,151.0
57,O0AbUej0,29/09/2024,09:30,NORWAY - ELITESERIEN,Stromsgodset,HamKam,ROUND 24,1.91,3.9,3.6,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.62,2.2,1.92,1.86,1.3,3.45,15.0,13.0,21.0,41.0,9.5,8.0,12.0,26.0,10.0,8.5,13.0,29.0,17.0,15.0,21.0,41.0,151.0
58,CtB0d8jK,29/09/2024,09:30,NETHERLANDS - EERSTE DIVISIE,De Graafschap,Vitesse,ROUND 8,1.9,3.8,3.6,1.25,3.75,1.03,17.0,1.14,5.5,1.5,2.5,1.44,2.63,1.87,1.87,1.28,3.55,19.0,17.0,23.0,41.0,12.0,8.0,13.0,23.0,12.0,9.0,12.0,26.0,17.0,13.0,19.0,34.0,101.0
59,vBqmjbas,29/09/2024,09:45,POLAND - EKSTRAKLASA,Korona Kielce,Lech Poznan,ROUND 10,3.6,3.4,1.95,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.8,1.95,3.55,1.28,1.85,2.0,10.0,7.0,9.0,17.0,11.0,6.5,9.0,17.0,19.0,13.0,15.0,29.0,41.0,29.0,41.0,51.0,251.0
60,nPWk8erH,29/09/2024,10:00,ITALY - SERIE B,Cesena,Mantova,ROUND 7,1.73,3.7,4.75,1.36,3.0,1.04,13.0,1.25,3.75,1.85,2.0,1.8,1.95,1.7,2.1,1.2,4.4,11.0,13.0,23.0,51.0,7.5,7.0,15.0,41.0,8.5,8.5,15.0,41.0,13.0,13.0,23.0,51.0,251.0
61,ID6U0Dzi,29/09/2024,10:00,ITALY - SERIE B,Juve Stabia,Pisa,ROUND 7,3.0,3.2,2.4,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,1.95,1.8,2.85,1.4,1.58,2.35,8.0,7.0,11.0,23.0,8.0,6.0,10.0,21.0,13.0,11.0,17.0,34.0,34.0,26.0,41.0,51.0,351.0
62,zkyF8Pgc,29/09/2024,10:00,ITALY - SERIE B,Modena,Sampdoria,ROUND 7,2.3,3.1,3.2,1.53,2.38,1.08,8.0,1.44,2.63,2.35,1.57,2.0,1.75,2.3,1.6,1.35,3.1,7.0,8.0,15.0,34.0,6.5,6.0,12.0,29.0,10.0,10.0,17.0,41.0,21.0,21.0,34.0,67.0,451.0
63,82ZM63O9,29/09/2024,10:00,ITALY - SERIE B,Salernitana,Catanzaro,ROUND 7,2.0,3.5,3.6,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.7,2.05,2.05,1.8,1.3,3.45,12.0,12.0,19.0,41.0,8.5,7.0,12.0,26.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,151.0
64,za6KUwNc,29/09/2024,10:00,SERBIA - SUPER LIGA,Tekstilac Odzaci,Napredak,ROUND 10,2.25,3.2,3.1,1.47,2.55,1.09,6.2,1.42,2.67,2.25,1.6,1.95,1.75,2.2,1.62,,,6.2,8.0,15.0,40.0,6.5,6.1,11.5,30.0,9.75,9.25,16.5,45.0,22.0,21.0,37.0,90.0,900.0
65,nT2sI8u1,29/09/2024,10:00,TURKEY - 1. LIG,Sakaryaspor,Umraniyespor,ROUND 7,2.15,3.3,2.9,1.4,2.75,1.05,11.0,1.29,3.5,1.9,1.9,1.73,2.0,2.25,1.63,1.4,2.85,11.0,10.0,15.0,34.0,8.5,6.5,11.0,23.0,11.0,9.5,15.0,29.0,21.0,17.0,26.0,41.0,201.0
66,bVUqps6l,29/09/2024,10:00,PORTUGAL - LIGA PORTUGAL 2,Alverca,Leixoes,ROUND 6,3.0,3.1,2.15,1.44,2.63,1.06,10.0,1.33,3.25,2.1,1.7,1.8,1.91,3.0,1.38,1.63,2.25,9.5,7.5,11.0,21.0,9.5,6.5,9.5,19.0,15.0,12.0,15.0,29.0,34.0,26.0,34.0,51.0,251.0
67,K8gazZnP,29/09/2024,10:00,FINLAND - YKKONEN,Atlantis,Rovaniemi,CHAMPIONSHIP GROUP,1.5,4.33,4.75,1.2,4.33,1.01,26.0,1.1,7.0,1.36,3.1,1.44,2.63,1.53,2.43,1.17,5.0,26.0,23.0,34.0,51.0,13.0,10.0,17.0,34.0,11.0,9.0,13.0,29.0,13.0,11.0,17.0,34.0,81.0
68,UTi5ENkP,29/09/2024,10:00,FINLAND - VEIKKAUSLIIGA,KuPS,Haka,CHAMPIONSHIP GROUP,1.36,4.33,7.0,1.25,3.75,1.03,17.0,1.14,5.5,1.53,2.4,1.75,2.0,1.38,3.0,,,17.0,23.0,41.0,81.0,9.0,9.0,21.0,51.0,7.5,8.5,17.0,41.0,9.5,11.0,21.0,51.0,201.0
