Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,AiH61OWi,08/07/2024,07:30,SOUTH KOREA - K LEAGUE 2,Anyang,Cheonan City,ROUND 21,1.57,3.6,5.0,1.36,3.0,1.05,11.0,1.25,3.75,1.85,1.95,1.8,1.91,1.6,2.3,1.17,5.0,11.0,15.0,29.0,51.0,7.5,7.5,17.0,41.0,8.0,8.5,15.0,41.0,12.0,13.0,26.0,51.0,251.0
2,4EGA0rnb,08/07/2024,07:30,SOUTH KOREA - K LEAGUE 2,Seongnam,Gyeongnam,ROUND 21,2.35,2.9,2.9,1.4,2.75,1.06,10.0,1.29,3.5,2.0,1.8,1.73,2.0,2.38,1.55,1.38,3.0,9.5,10.0,15.0,29.0,8.5,6.0,11.0,23.0,12.0,10.0,13.0,34.0,23.0,19.0,29.0,41.0,201.0
3,xfa9sWyH,08/07/2024,10:00,EGYPT - PREMIER LEAGUE,Pharco,El Daklyeh,ROUND 30,1.72,3.25,5.0,1.42,2.47,1.04,7.6,1.37,2.62,2.07,1.6,1.98,1.65,1.78,1.93,,,7.6,11.0,28.0,100.0,5.7,6.5,17.0,60.0,7.3,8.25,18.0,70.0,13.5,15.0,32.0,110.0,900.0
4,ddFAuA6T,08/07/2024,11:30,EGYPT - PREMIER LEAGUE,Al Ittihad,Pyramids,ROUND 30,6.5,3.75,1.5,1.42,2.45,1.03,8.2,1.32,2.85,1.93,1.7,2.02,1.62,,,,,9.0,5.6,6.2,10.0,15.0,7.5,8.25,13.0,40.0,21.0,21.0,32.0,150.0,80.0,80.0,120.0,1000.0
5,K6jBV8C6,08/07/2024,12:00,FINLAND - VEIKKAUSLIIGA,AC Oulu,SJK,-,3.5,3.4,1.95,1.33,3.25,1.03,15.0,1.18,4.5,1.65,2.2,1.62,2.2,3.45,1.3,1.83,2.03,13.0,9.5,11.0,19.0,13.0,7.0,8.5,15.0,21.0,13.0,12.0,21.0,41.0,26.0,29.0,41.0,151.0
6,nTM7USRC,08/07/2024,12:00,FINLAND - VEIKKAUSLIIGA,Inter Turku,Lahti,-,1.5,4.0,5.5,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.75,2.0,1.53,2.43,1.15,5.5,13.0,17.0,29.0,51.0,8.0,8.0,17.0,41.0,8.0,8.5,15.0,41.0,11.0,12.0,23.0,51.0,201.0
7,I5G6tjiN,08/07/2024,13:00,EGYPT - PREMIER LEAGUE,Al Ahly,El Gaish,ROUND 30,1.3,4.5,10.0,1.33,3.14,1.01,12.0,1.23,3.4,1.7,1.93,2.07,1.6,,,,,11.0,25.0,80.0,350.0,6.2,9.25,30.0,150.0,5.8,8.5,23.0,110.0,7.7,11.5,32.0,120.0,900.0
8,GM33SK2M,08/07/2024,14:00,NORWAY - ELITESERIEN,Kristiansund,Fredrikstad,ROUND 13,3.7,3.4,2.05,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,1.7,2.05,3.45,1.3,1.82,2.08,11.0,8.0,10.0,19.0,12.0,6.5,9.0,17.0,19.0,13.0,13.0,26.0,41.0,29.0,34.0,41.0,201.0
9,UTqvMIuj,08/07/2024,14:00,NORWAY - ELITESERIEN,Stromsgodset,Sandefjord,ROUND 13,1.8,3.7,4.33,1.3,3.4,1.03,15.0,1.18,4.5,1.65,2.2,1.62,2.2,1.78,2.03,1.23,4.1,15.0,15.0,23.0,41.0,9.5,7.5,15.0,29.0,10.0,8.5,12.0,34.0,15.0,13.0,21.0,41.0,126.0
10,rHXi6WDj,08/07/2024,14:00,SWEDEN - ALLSVENSKAN,Norrkoping,Djurgarden,ROUND 13,4.5,3.8,1.7,1.3,3.4,1.04,13.0,1.2,4.33,1.67,2.15,1.62,2.2,4.4,1.2,2.1,1.7,15.0,9.0,9.5,15.0,17.0,7.5,8.5,13.0,26.0,15.0,13.0,21.0,51.0,34.0,34.0,41.0,151.0
11,ClVqRXkG,08/07/2024,14:00,SWEDEN - ALLSVENSKAN,Vasteras SK,Hacken,ROUND 13,2.75,3.5,2.45,1.29,3.5,1.03,17.0,1.14,5.5,1.53,2.4,1.44,2.63,2.68,1.45,1.58,2.35,17.0,13.0,15.0,23.0,13.0,7.0,10.0,17.0,17.0,11.0,11.0,21.0,29.0,19.0,21.0,29.0,101.0
12,AsO7bgZK,08/07/2024,16:15,ICELAND - BESTA DEILD KARLA,Hafnarfjordur,KA Akureyri,ROUND 13,1.8,3.9,3.7,1.25,3.6,1.03,9.75,1.14,5.0,1.42,2.65,1.42,2.65,1.78,1.98,,,9.75,18.0,27.0,55.0,12.0,8.5,13.0,28.0,12.0,8.5,11.5,25.0,17.5,12.5,16.5,32.0,150.0
13,KbEqQFpo,08/07/2024,20:00,BRAZIL - SERIE B,Avai,Novorizontino,ROUND 14,2.05,3.2,3.9,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,2.2,1.62,2.05,1.8,1.26,3.7,6.5,8.5,17.0,41.0,5.5,6.5,15.0,41.0,8.5,9.5,21.0,51.0,17.0,21.0,41.0,81.0,201.0
14,8Kjzmwhb,08/07/2024,21:00,BRAZIL - SERIE B,Amazonas,Vila Nova FC,ROUND 14,2.2,3.1,3.5,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.1,1.67,2.2,1.65,1.3,3.45,7.0,8.5,17.0,41.0,6.0,6.0,13.0,34.0,9.5,10.0,19.0,41.0,21.0,21.0,41.0,67.0,201.0
