Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,2PGl7IVh,22/11/2024,00:00,MEXICO - LIGA MX,Club Tijuana,Club America,APERTURA ,2.75,3.6,2.4,1.36,3.0,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2,2.68,1.45,1.55,2.38,13.0,10.0,13.0,23.0,11.0,7.0,9.5,19.0,15.0,10.0,13.0,23.0,29.0,21.0,26.0,41.0,151.0
2,SYpTD48c,22/11/2024,03:30,AUSTRALIA - A-LEAGUE,Perth Glory,Western United,ROUND 5,3.4,4.0,1.95,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.5,1.5,2.5,3.3,1.33,1.88,2.02,19.0,11.0,12.0,19.0,15.0,8.0,9.0,13.0,21.0,12.0,12.0,19.0,41.0,23.0,26.0,34.0,101.0
3,0nqyCrwA,22/11/2024,06:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Central Coast Mariners,ROUND 5,2.88,3.5,2.38,1.36,3.0,1.04,13.0,1.25,4.0,1.8,2.0,1.62,2.2,2.75,1.43,1.6,2.3,13.0,9.5,13.0,23.0,11.0,6.5,9.5,17.0,15.0,11.0,13.0,23.0,29.0,21.0,26.0,41.0,151.0
4,rDs18Mtm,22/11/2024,07:00,JAPAN - J1 LEAGUE,Urawa Reds,Kawasaki Frontale,ROUND 28,2.88,3.5,2.35,1.3,3.4,1.03,15.0,1.17,5.0,1.6,2.3,1.5,2.5,2.75,1.43,1.6,2.3,15.0,11.0,13.0,23.0,13.0,7.0,9.5,17.0,17.0,11.0,11.0,21.0,29.0,21.0,23.0,34.0,101.0
5,SpVdfRXA,22/11/2024,08:00,ARMENIA - PREMIER LEAGUE,Van,BKMA,ROUND 17,1.52,4.2,4.65,1.24,3.65,1.03,11.5,1.1,4.85,1.46,2.31,1.61,2.25,,,,,15.5,14.5,25.0,60.0,7.9,7.5,13.0,32.0,7.4,7.1,12.0,30.0,9.75,9.5,16.5,40.0,200.0
6,hbT7lS4s,22/11/2024,11:50,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Feiha,Al Ahli SC,ROUND 11,5.25,4.75,1.48,1.3,3.4,1.03,10.5,1.2,4.33,1.6,2.3,1.8,1.91,5.25,1.16,2.6,1.48,15.0,8.5,8.0,11.0,17.0,9.5,8.5,12.0,29.0,17.0,19.0,23.0,51.0,41.0,41.0,51.0,151.0
7,v3ybFIwC,22/11/2024,12:00,EGYPT - PREMIER LEAGUE,Pyramids,National Bank Egypt,ROUND 3,1.38,4.2,8.5,1.42,2.67,1.06,7.3,1.29,3.25,1.88,1.85,2.15,1.62,1.38,2.8,,,7.3,18.5,55.0,250.0,5.8,8.25,26.0,120.0,5.9,8.5,23.0,100.0,8.5,12.0,32.0,120.0,1000.0
8,WMNybDX8,22/11/2024,12:00,ITALY - SERIE C,Picerno,Altamura,GROUP C ,1.95,3.0,3.9,1.5,2.5,1.1,5.9,1.44,2.62,2.3,1.57,1.98,1.75,1.95,1.8,1.24,3.65,5.9,9.75,21.0,65.0,5.7,5.9,13.5,40.0,8.25,8.75,16.5,50.0,17.5,18.5,35.0,90.0,900.0
9,MVKd3J5t,22/11/2024,12:00,BULGARIA - PARVA LIGA,Spartak Varna,Hebar,ROUND 16,1.42,4.1,8.5,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,2.5,1.5,1.4,2.85,1.1,7.0,7.5,17.0,41.0,101.0,5.0,8.0,29.0,67.0,5.5,9.0,26.0,81.0,9.0,15.0,41.0,101.0,201.0
10,Y3gWdANp,22/11/2024,12:00,EGYPT - PREMIER LEAGUE,Pharco,Enppi,ROUND 3,3.5,2.57,2.47,1.65,2.15,1.16,4.55,1.65,2.15,2.87,1.37,2.2,1.6,3.2,1.3,1.53,2.4,4.55,5.5,10.5,28.0,6.9,5.3,10.25,27.0,16.5,13.0,19.0,50.0,55.0,45.0,65.0,150.0,201.0
