Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,Cd5pFx5e,30/07/2024,11:30,EGYPT - PREMIER LEAGUE,El Daklyeh,El Gaish,ROUND 32,4.2,2.67,2.1,1.55,2.15,1.13,4.4,1.53,2.18,2.52,1.4,2.07,1.6,,,1.75,1.98,4.75,5.3,8.75,20.0,8.5,5.5,9.0,21.0,22.0,14.5,18.0,40.0,80.0,55.0,70.0,120.0,900.0
2,zZlWepme,30/07/2024,12:00,UKRAINE - PREMIER LEAGUE,Livyi Bereg,Minaj,ADDITIONAL QUALIFICATION ,2.77,3.1,2.45,1.42,2.45,1.03,10.0,1.31,2.87,1.91,1.7,1.7,1.91,,,,,9.0,7.7,11.75,26.0,9.0,6.0,9.5,21.0,14.5,10.0,13.5,30.0,35.0,23.0,30.0,60.0,500.0
3,IJTCU67j,30/07/2024,13:00,EUROPE - CHAMPIONS LEAGUE,Qarabag (Aze),Lincoln Red Imps (Gib),QUALIFICATION ,1.08,9.5,23.0,1.2,4.33,1.01,13.0,1.11,6.0,1.36,3.0,2.75,1.4,1.1,7.0,,,19.0,41.0,101.0,151.0,9.5,19.0,51.0,151.0,6.0,13.0,41.0,151.0,6.0,13.0,41.0,126.0,201.0
4,xGtHXMAO,30/07/2024,14:00,EUROPE - CHAMPIONS LEAGUE,Sparta Prague (Cze),Shamrock Rovers (Irl),QUALIFICATION ,1.14,7.0,12.0,1.22,4.0,1.02,12.0,1.11,6.0,1.4,2.75,2.1,1.67,1.17,5.0,,,19.0,34.0,51.0,151.0,10.0,15.0,34.0,81.0,7.0,11.0,29.0,67.0,7.0,11.0,29.0,67.0,700.0
5,t0LjiJtK,30/07/2024,14:00,EUROPE - CHAMPIONS LEAGUE,Fenerbahce (Tur),Lugano (Sui),QUALIFICATION ,1.27,5.5,8.5,1.22,4.0,1.02,12.0,1.13,5.5,1.44,2.63,1.8,1.91,1.28,3.55,,,19.0,26.0,51.0,101.0,10.0,11.0,26.0,51.0,8.0,9.5,19.0,51.0,8.5,11.0,23.0,51.0,500.0
6,Io0pXHNN,30/07/2024,14:00,EUROPE - CHAMPIONS LEAGUE,Petrocub (Mda),APOEL (Cyp),QUALIFICATION ,2.5,3.1,2.7,1.5,2.5,1.07,7.5,1.4,2.75,2.3,1.6,2.0,1.73,2.5,1.5,1.45,2.68,7.5,7.5,12.0,26.0,7.0,6.0,11.0,23.0,13.0,10.0,17.0,41.0,26.0,26.0,34.0,51.0,800.0
7,8MZ0y5Ba,30/07/2024,15:00,EUROPE - CHAMPIONS LEAGUE,TNS (Wal),Ferencvaros (Hun),QUALIFICATION ,6.5,4.1,1.42,1.25,3.75,1.03,10.5,1.14,5.0,1.53,2.38,1.73,2.0,6.4,1.12,2.75,1.43,17.0,9.5,8.0,10.0,23.0,9.0,9.0,11.0,41.0,21.0,15.0,21.0,67.0,41.0,41.0,41.0,151.0
8,zVjuyKRE,30/07/2024,15:00,EGYPT - PREMIER LEAGUE,Baladiyat El Mahalla,El Ismaily,ROUND 32,4.05,3.1,1.93,1.42,2.47,1.04,7.7,1.37,2.65,2.07,1.6,1.85,1.75,,,1.82,1.9,7.8,6.1,8.5,17.0,10.25,6.0,8.5,17.0,22.0,13.5,15.5,32.0,65.0,40.0,50.0,80.0,700.0
9,8ObgDGZ7,30/07/2024,15:00,EGYPT - PREMIER LEAGUE,Pharco,Pyramids,ROUND 32,6.5,3.9,1.47,1.4,2.52,1.02,9.1,1.28,3.05,1.88,1.82,1.98,1.65,,,,,9.75,6.0,6.4,9.75,16.0,7.7,8.25,12.5,40.0,21.0,19.5,30.0,150.0,75.0,70.0,100.0,900.0
10,lQI0FphU,30/07/2024,15:30,EUROPE - CHAMPIONS LEAGUE,Slovan Bratislava (Svk),Celje (Slo),QUALIFICATION ,1.9,3.5,3.5,1.33,3.25,1.02,12.0,1.22,4.0,1.75,2.05,1.67,2.1,1.98,1.88,1.3,3.45,12.0,12.0,19.0,41.0,8.5,7.0,13.0,29.0,10.0,9.0,13.0,34.0,17.0,15.0,23.0,41.0,151.0
11,CQUBII8U,30/07/2024,15:45,EUROPE - CHAMPIONS LEAGUE,Klaksvik (Fai),Malmo FF (Swe),QUALIFICATION ,6.0,4.2,1.4,1.25,3.75,1.01,17.0,1.14,5.0,1.53,2.38,1.73,2.0,6.4,1.12,2.75,1.43,17.0,9.5,8.0,10.0,21.0,9.0,9.0,11.0,41.0,21.0,17.0,21.0,67.0,41.0,41.0,41.0,151.0
12,86HZgPNP,30/07/2024,17:00,PERU - LIGA 1,Sport Boys,Cienciano,CLAUSURA ,1.91,3.3,4.0,1.4,2.75,1.06,10.0,1.29,3.5,1.95,1.9,1.73,2.0,1.95,1.9,1.25,3.8,10.0,12.0,21.0,41.0,7.5,6.5,13.0,34.0,9.5,8.5,15.0,41.0,17.0,15.0,26.0,41.0,201.0
13,fRZnWLVI,30/07/2024,17:00,PERU - LIGA 1,Sport Huancayo,Cesar Vallejo,CLAUSURA ,1.57,3.8,5.0,1.4,2.75,1.06,10.0,1.3,3.4,2.0,1.85,2.0,1.73,1.6,2.3,1.17,5.0,10.0,13.0,26.0,51.0,6.5,7.5,17.0,41.0,7.0,8.5,19.0,41.0,11.0,13.0,29.0,67.0,351.0
14,AiLZSv2K,30/07/2024,19:00,BOLIVIA - DIVISION PROFESIONAL,Aurora,SA Bulo Bulo,CLAUSURA ,1.4,3.9,7.0,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.83,1.83,1.43,2.75,1.11,6.8,12.0,19.0,41.0,81.0,7.5,8.0,21.0,51.0,7.0,8.5,17.0,51.0,9.5,12.0,26.0,51.0,251.0
15,KdJ9xotJ,30/07/2024,20:00,COLOMBIA - PRIMERA A,Aguilas,Patriotas,CLAUSURA ,1.65,3.7,5.25,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.5,1.5,1.65,2.2,1.17,5.0,7.0,9.5,26.0,67.0,4.75,7.5,19.0,51.0,6.5,9.5,26.0,67.0,12.0,17.0,41.0,101.0,201.0
16,Uy26NIPs,30/07/2024,21:00,BOLIVIA - DIVISION PROFESIONAL,Oriente Petrolero,Wilstermann,CLAUSURA ,1.75,3.4,4.0,1.44,2.63,1.07,9.0,1.36,3.0,2.1,1.7,2.0,1.73,1.78,1.93,,,9.0,10.0,21.0,51.0,6.0,7.0,15.0,41.0,8.0,9.0,19.0,41.0,15.0,17.0,29.0,67.0,351.0
