Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,M5wPc0v3,26/11/2024,08:00,ARMENIA - PREMIER LEAGUE,West Armenia,Van,ROUND 18,4.6,3.75,1.6,1.32,3.1,1.04,10.0,1.18,3.72,1.65,1.98,1.71,2.08,,,1.78,1.83,12.0,6.6,6.9,10.25,12.0,6.5,6.9,10.25,23.0,12.5,12.5,18.5,60.0,32.0,32.0,45.0,300.0
2,0QwKuo6e,26/11/2024,09:45,URUGUAY - PRIMERA DIVISION,River Plate,CA Cerro,CLAUSURA ,2.25,3.1,3.25,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,1.83,1.83,2.3,1.6,1.35,3.1,8.0,9.0,15.0,34.0,7.0,6.0,12.0,29.0,10.0,9.5,15.0,41.0,21.0,21.0,34.0,51.0,301.0
3,0p2VVwbE,26/11/2024,12:00,ROMANIA - LIGA 2,Steaua Bucuresti,Chindia Targoviste,ROUND 14,1.52,4.0,5.9,1.42,2.65,1.06,7.2,1.32,3.1,1.93,1.78,2.1,1.65,,,,,7.2,13.5,32.0,120.0,5.9,7.8,19.0,70.0,6.4,8.5,21.0,75.0,10.0,13.0,32.0,120.0,101.0
4,Ukw2Lkbe,26/11/2024,14:30,AUSTRIA - 2. LIGA,A. Lustenau,Stripfing,ROUND 14,1.65,3.85,4.7,1.39,2.77,1.05,7.8,1.27,3.45,1.8,1.91,1.82,1.88,1.62,2.2,,,7.8,13.0,27.0,80.0,7.1,7.4,15.0,45.0,7.8,8.25,16.0,50.0,12.5,13.0,26.0,75.0,600.0
5,QsEpj1Xi,26/11/2024,14:45,EUROPE - CHAMPIONS LEAGUE,Slovan Bratislava,AC Milan,LEAGUE PHASE ,15.0,6.5,1.2,1.22,4.0,1.02,19.0,1.13,6.0,1.4,3.0,1.95,1.8,,,4.25,1.21,19.0,9.5,7.0,7.5,41.0,13.0,9.5,10.0,67.0,41.0,23.0,26.0,201.0,81.0,67.0,51.0,301.0
6,pYN6jABT,26/11/2024,14:45,EUROPE - CHAMPIONS LEAGUE,Sparta Prague,Atl. Madrid,LEAGUE PHASE ,5.5,4.0,1.62,1.36,3.0,1.05,11.0,1.25,4.0,1.84,2.06,1.8,1.95,5.0,1.17,2.3,1.6,12.0,7.5,8.0,12.0,15.0,7.5,8.5,13.0,29.0,17.0,17.0,23.0,51.0,41.0,41.0,51.0,251.0
7,xfgzXLck,26/11/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Roda,Vitesse,ROUND 15,1.55,4.1,5.5,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,1.62,2.2,1.58,2.35,1.16,5.25,15.0,19.0,34.0,51.0,9.5,8.0,17.0,41.0,9.0,8.5,13.0,41.0,12.0,12.0,21.0,41.0,151.0
8,0Eadv45F,26/11/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Jong Utrecht,Excelsior,ROUND 15,4.75,4.33,1.57,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,1.57,2.25,4.65,1.18,2.38,1.55,19.0,10.0,9.5,13.0,19.0,9.0,8.5,12.0,29.0,15.0,13.0,19.0,51.0,34.0,34.0,41.0,126.0
9,rRWlnUeS,26/11/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,SA Bulo Bulo,Aurora,CLAUSURA ,2.25,3.5,3.1,1.4,2.75,1.06,10.0,1.29,3.5,1.95,1.85,1.73,2.0,2.2,1.65,1.38,3.0,10.0,10.0,15.0,34.0,8.0,6.5,11.0,23.0,11.0,9.5,15.0,34.0,21.0,19.0,26.0,51.0,201.0
10,YLnqVaS1,26/11/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Cambuur,Den Bosch,ROUND 15,1.57,4.2,5.25,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.62,2.2,1.58,2.35,1.17,5.0,17.0,19.0,29.0,51.0,9.5,8.5,17.0,41.0,9.0,8.5,13.0,34.0,12.0,12.0,21.0,41.0,151.0
11,tznSwPz8,26/11/2024,16:30,URUGUAY - PRIMERA DIVISION,Rampla Juniors,Liverpool M.,CLAUSURA ,2.8,3.4,2.45,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,1.73,2.0,2.68,1.45,1.55,2.38,11.0,9.0,12.0,23.0,9.5,6.5,10.0,19.0,15.0,11.0,13.0,29.0,29.0,21.0,29.0,41.0,201.0
12,MyS7z3gR,26/11/2024,16:30,SPAIN - LALIGA2,Almeria,Cordoba,ROUND 13,1.73,3.9,4.33,1.33,3.25,1.03,15.0,1.2,4.33,1.7,2.1,1.67,2.1,1.73,2.08,1.23,4.0,13.0,15.0,23.0,41.0,8.5,7.5,15.0,34.0,9.0,8.5,15.0,34.0,15.0,13.0,23.0,41.0,151.0
13,EmpteY76,26/11/2024,16:45,ENGLAND - LEAGUE ONE,Leyton Orient,Huddersfield,ROUND 11,3.2,3.2,2.25,1.44,2.63,1.07,9.0,1.36,3.0,2.1,1.7,1.91,1.91,3.1,1.35,1.63,2.25,8.5,7.0,10.0,21.0,9.0,6.0,9.5,19.0,15.0,12.0,15.0,34.0,34.0,29.0,41.0,51.0,301.0
14,EeAuXi1s,26/11/2024,16:45,ENGLAND - LEAGUE ONE,Wycombe,Mansfield,ROUND 5,1.62,4.1,4.75,1.33,3.25,1.03,15.0,1.2,4.33,1.7,2.1,1.75,2.0,1.7,2.12,1.19,4.5,13.0,15.0,26.0,51.0,8.0,8.0,15.0,41.0,8.5,8.5,15.0,41.0,12.0,13.0,23.0,51.0,201.0
15,8f5RPzfE,26/11/2024,16:45,ENGLAND - LEAGUE ONE,Exeter,Birmingham,ROUND 5,5.0,3.8,1.62,1.36,3.0,1.04,13.0,1.25,3.75,1.85,2.0,1.91,1.91,4.5,1.19,2.2,1.65,11.0,7.0,7.5,12.0,13.0,7.5,8.5,13.0,26.0,15.0,17.0,26.0,51.0,41.0,41.0,51.0,301.0
16,hUDL3zAe,26/11/2024,16:45,ENGLAND - LEAGUE ONE,Cambridge Utd,Bolton,ROUND 5,4.2,3.7,1.75,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,1.8,1.95,4.25,1.21,2.08,1.73,11.0,7.5,8.5,15.0,12.0,7.0,8.5,15.0,23.0,15.0,15.0,26.0,51.0,34.0,41.0,51.0,251.0
17,SjCh4xoK,26/11/2024,16:45,ENGLAND - LEAGUE ONE,Burton,Charlton,ROUND 11,3.3,3.3,2.1,1.4,2.75,1.05,11.0,1.29,3.5,2.0,1.85,1.75,2.0,3.3,1.33,1.73,2.08,10.0,8.0,10.0,19.0,10.0,6.5,9.0,17.0,17.0,12.0,15.0,26.0,34.0,26.0,34.0,51.0,201.0
18,0pK6tZhD,26/11/2024,16:45,ENGLAND - LEAGUE ONE,Bristol Rovers,Blackpool,ROUND 11,3.2,3.4,2.15,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2,3.1,1.35,1.7,2.1,13.0,9.5,11.0,21.0,12.0,6.5,9.0,17.0,17.0,12.0,12.0,23.0,34.0,23.0,29.0,41.0,151.0
19,W4SkpHgl,26/11/2024,16:45,ENGLAND - LEAGUE ONE,Barnsley,Reading,ROUND 11,1.7,3.8,4.5,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,1.57,2.25,1.73,2.08,1.21,4.25,15.0,17.0,26.0,51.0,9.5,7.5,15.0,34.0,10.0,8.5,12.0,34.0,15.0,12.0,21.0,41.0,126.0
20,l45tM86t,26/11/2024,16:45,ENGLAND - CHAMPIONSHIP,Watford,Bristol City,ROUND 17,2.4,3.4,2.8,1.4,2.75,1.05,11.0,1.29,3.75,1.95,1.9,1.73,2.0,2.38,1.55,1.43,2.75,11.0,9.5,15.0,29.0,8.5,6.5,11.0,21.0,12.0,9.5,13.0,29.0,23.0,19.0,29.0,41.0,201.0
21,hUaGEjCt,26/11/2024,16:45,ENGLAND - LEAGUE TWO,Tranmere,AFC Wimbledon,ROUND 5,3.5,3.3,2.05,1.5,2.5,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.8,3.45,1.3,1.75,2.05,8.5,6.5,9.0,19.0,9.0,6.5,9.0,19.0,17.0,13.0,17.0,34.0,41.0,34.0,41.0,51.0,351.0
22,INLM5mMa,26/11/2024,16:45,ENGLAND - CHAMPIONSHIP,Sheffield Utd,Oxford Utd,ROUND 17,1.48,4.2,7.0,1.36,3.0,1.05,11.0,1.29,3.75,1.88,1.98,1.91,1.8,1.45,2.68,1.12,6.4,11.0,17.0,34.0,81.0,6.5,8.0,21.0,51.0,7.0,8.5,19.0,51.0,10.0,12.0,26.0,51.0,351.0
23,pANE79im,26/11/2024,16:45,ENGLAND - CHAMPIONSHIP,Norwich,Plymouth,ROUND 17,1.48,4.33,7.0,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,1.67,2.1,1.45,2.68,1.12,6.4,15.0,21.0,41.0,67.0,8.5,8.5,21.0,41.0,8.0,8.0,15.0,41.0,11.0,11.0,21.0,41.0,151.0
24,bJldkSyJ,26/11/2024,16:45,ENGLAND - CHAMPIONSHIP,Hull,Sheffield Wed,ROUND 17,2.45,3.3,2.88,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.83,1.83,2.38,1.55,1.43,2.75,9.0,8.5,13.0,29.0,7.5,6.0,11.0,23.0,11.0,10.0,15.0,34.0,23.0,21.0,34.0,51.0,301.0
25,x40mil76,26/11/2024,16:45,ENGLAND - CHAMPIONSHIP,Burnley,Coventry,ROUND 17,2.1,3.4,3.4,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.83,1.83,2.05,1.75,1.33,3.3,9.0,9.0,17.0,41.0,7.0,6.5,12.0,29.0,9.5,9.0,17.0,41.0,19.0,19.0,29.0,51.0,351.0
26,8A5F9XMa,26/11/2024,16:45,ENGLAND - LEAGUE ONE,Wigan,Northampton,ROUND 11,1.7,3.6,4.75,1.44,2.63,1.05,11.0,1.29,3.5,1.98,1.88,1.95,1.8,1.68,2.15,1.19,4.5,9.5,12.0,23.0,51.0,6.5,7.0,15.0,41.0,7.5,8.5,19.0,41.0,13.0,15.0,29.0,51.0,351.0
27,xAHBbrG5,26/11/2024,16:45,ENGLAND - LEAGUE TWO,Walsall,Bromley,ROUND 11,1.62,4.0,4.75,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.73,2.0,1.6,2.3,1.18,4.65,13.0,15.0,26.0,51.0,8.0,8.0,15.0,41.0,8.0,8.5,15.0,41.0,13.0,13.0,23.0,51.0,201.0
28,MZlGlqgt,26/11/2024,16:45,SCOTLAND - PREMIERSHIP,Hibernian,Aberdeen,ROUND 11,2.9,3.25,2.4,1.4,2.75,1.05,11.0,1.29,3.75,1.9,1.95,1.67,2.1,2.85,1.4,1.58,2.35,11.0,9.0,12.0,23.0,10.0,6.0,9.5,19.0,15.0,11.0,12.0,26.0,29.0,23.0,29.0,41.0,151.0
29,xQyO3RjC,26/11/2024,16:45,ENGLAND - CHAMPIONSHIP,Stoke,Preston,ROUND 17,2.15,3.4,3.3,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,1.83,1.83,2.08,1.73,1.33,3.3,9.0,9.5,17.0,34.0,7.0,6.5,12.0,29.0,10.0,9.0,15.0,41.0,19.0,19.0,29.0,51.0,301.0
30,xYeBnjDs,26/11/2024,16:45,ENGLAND - LEAGUE ONE,Wrexham,Lincoln,ROUND 11,1.95,3.3,3.9,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,1.91,1.91,2.03,1.83,1.26,3.7,9.0,10.0,19.0,41.0,7.0,6.5,13.0,34.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
31,pjuW15LO,26/11/2024,17:00,ENGLAND - CHAMPIONSHIP,Sunderland,West Brom,ROUND 17,2.25,3.4,3.1,1.5,2.5,1.07,9.0,1.4,3.0,2.2,1.67,1.91,1.8,2.25,1.63,1.38,3.0,8.5,8.0,15.0,34.0,7.0,6.5,11.0,29.0,10.0,9.5,17.0,41.0,21.0,21.0,34.0,51.0,401.0
32,tOVwkIiM,26/11/2024,17:00,EUROPE - CHAMPIONS LEAGUE,Young Boys,Atalanta,LEAGUE PHASE ,7.5,4.75,1.4,1.25,3.75,1.03,17.0,1.17,5.0,1.53,2.5,1.75,2.0,6.6,1.11,3.0,1.38,17.0,9.0,8.0,10.0,21.0,9.5,8.5,11.0,41.0,21.0,17.0,21.0,81.0,41.0,41.0,51.0,201.0
