NÂº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,2odcc7iR,23/09/2024,09:30,UKRAINE - PREMIER LEAGUE,Kolos Kovalivka,FK Zorya Luhansk,ROUND 7,3.3,2.87,2.3,1.52,2.22,1.1,7.0,1.47,2.32,2.37,1.45,1.98,1.65,,,,,6.4,5.8,9.75,23.0,7.8,5.7,9.75,23.0,16.0,12.0,17.0,45.0,45.0,35.0,50.0,110.0,67.0
2,EulgjjAt,23/09/2024,10:00,ROMANIA - LIGA 2,CSM Slatina,CSM Resita,ROUND 7,1.85,3.35,4.15,1.44,2.62,1.08,6.5,1.38,2.82,2.15,1.65,1.95,1.75,1.82,1.91,,,6.5,9.75,21.0,65.0,6.2,6.5,14.0,45.0,8.0,8.5,17.0,55.0,15.0,16.0,32.0,100.0,900.0
3,fyPynlN0,23/09/2024,10:00,ARMENIA - PREMIER LEAGUE,Ararat Yerevan,Van,ROUND 8,2.2,3.05,3.05,1.37,2.5,1.01,7.7,1.29,2.92,1.98,1.65,1.79,1.98,,,,,8.5,7.6,13.0,32.0,6.2,5.2,9.25,22.0,8.75,7.5,11.5,28.0,17.5,15.0,23.0,50.0,350.0
4,nmmnyTEd,23/09/2024,11:00,SERBIA - PRVA LIGA,Dubocica,Javor,ROUND 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,EguYbW63,23/09/2024,11:00,SERBIA - PRVA LIGA,Smederevo,Zemun,ROUND 8,1.55,3.4,5.8,1.52,2.12,1.07,7.0,1.47,2.32,2.32,1.47,2.54,1.49,,,,,6.5,9.0,25.0,90.0,4.0,6.2,17.0,65.0,4.9,7.7,21.0,80.0,8.5,13.5,37.0,150.0,101.0
6,0jFbpXiA,23/09/2024,11:00,SERBIA - PRVA LIGA,Vrsac,Sloboda,ROUND 8,1.95,3.0,3.8,1.53,2.1,1.08,6.4,1.47,2.32,2.35,1.47,2.16,1.66,1.88,1.72,,,6.4,7.1,15.0,45.0,4.65,5.3,11.25,35.0,6.7,7.6,15.0,45.0,13.5,15.5,32.0,90.0,101.0
7,vu9fJDrC,23/09/2024,11:30,BULGARIA - PARVA LIGA,Krumovgrad,Botev Vratsa,ROUND 9,1.85,3.5,4.1,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,2.0,1.73,1.88,1.98,1.25,3.8,8.5,10.0,21.0,41.0,6.0,7.0,15.0,41.0,8.0,9.0,19.0,41.0,15.0,17.0,34.0,67.0,351.0
8,hW2UkPq1,23/09/2024,12:00,UKRAINE - PREMIER LEAGUE,Shakhtar Donetsk,Obolon,ROUND 7,1.14,6.6,16.5,1.23,3.88,1.01,21.0,1.14,5.75,1.42,2.45,2.27,1.5,,,,,16.0,45.0,175.0,900.0,8.25,15.0,60.0,350.0,5.9,10.75,37.0,200.0,6.2,11.25,40.0,200.0,67.0
9,lUpib6nJ,23/09/2024,12:00,SERBIA - SUPER LIGA,Radnicki 1923,Tekstilac Odzaci,ROUND 9,1.33,4.65,8.75,1.29,3.25,1.03,9.0,1.17,4.4,1.53,2.35,1.8,1.9,1.7,2.07,,,9.0,28.0,70.0,250.0,8.0,9.5,26.0,90.0,7.0,8.25,17.5,65.0,8.75,10.5,23.0,70.0,450.0
10,rZWlel6S,23/09/2024,12:00,SERBIA - PRVA LIGA,Radnik,Radnicki S. Mitrovica,ROUND 8,1.6,3.2,5.7,1.57,2.02,1.07,5.4,1.57,2.12,2.73,1.33,2.48,1.51,,,,,5.7,8.25,24.0,100.0,3.75,6.1,17.5,70.0,4.9,8.0,23.0,90.0,9.0,14.5,45.0,175.0,101.0
11,dI87rBMM,23/09/2024,12:00,SERBIA - PRVA LIGA,Trayal Krusevac,Mladost GAT,ROUND 8,3.55,3.0,2.02,1.5,2.15,1.07,7.0,1.42,2.43,2.27,1.5,2.03,1.75,,,,,6.8,5.1,7.3,14.5,6.9,5.2,7.5,15.0,14.0,10.75,14.0,28.0,40.0,30.0,40.0,75.0,101.0
12,rudm3Dz1,23/09/2024,12:00,ROMANIA - LIGA 1,UTA Arad,Poli Iasi,ROUND 10,1.91,3.25,3.75,1.5,2.5,1.08,8.0,1.4,2.75,2.2,1.65,2.0,1.73,2.12,1.75,1.31,3.6,8.0,9.5,19.0,41.0,6.5,6.5,13.0,34.0,8.5,9.0,17.0,41.0,17.0,17.0,34.0,67.0,251.0
13,tYb2Xl87,23/09/2024,12:00,ARMENIA - PREMIER LEAGUE,Shirak Gyumri,Alashkert,ROUND 8,3.65,3.4,1.85,1.37,2.5,1.02,8.3,1.25,3.14,1.83,1.8,1.76,2.01,,,1.82,1.78,10.0,6.3,7.5,12.5,9.0,5.9,7.1,12.0,16.0,10.5,12.0,20.0,40.0,27.0,30.0,50.0,350.0
14,ldaFlzoC,23/09/2024,13:00,CYPRUS - CYTA CHAMPIONSHIP,Paralimni,Omonia Aradippou,ROUND 4,2.35,3.25,3.0,1.45,2.67,1.09,6.7,1.4,2.8,2.2,1.65,1.9,1.8,2.3,1.6,,,6.7,7.9,15.0,40.0,6.9,6.5,11.75,32.0,11.25,10.0,17.5,45.0,25.0,23.0,40.0,100.0,1000.0
15,vy3pB0SG,23/09/2024,14:00,TURKEY - 1. LIG,Sanliurfaspor,Karagumruk,ROUND 6,2.63,3.1,2.5,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.85,1.73,2.0,2.68,1.45,1.5,2.5,10.0,9.0,13.0,26.0,9.0,6.0,10.0,21.0,13.0,11.0,13.0,29.0,29.0,21.0,29.0,41.0,201.0
16,6os4Cl0n,23/09/2024,14:00,TURKEY - SUPER LIG,Goztepe,Kayserispor,ROUND 6,1.8,3.75,4.2,1.33,3.25,1.04,12.0,1.22,4.0,1.75,2.05,1.73,2.0,1.8,2.05,1.24,3.9,12.0,13.0,23.0,41.0,8.0,7.0,13.0,34.0,9.0,8.5,15.0,34.0,15.0,13.0,23.0,41.0,201.0
17,08E9Gm2m,23/09/2024,14:00,SERBIA - SUPER LIGA,Partizan,Crvena zvezda,ROUND 9,6.6,3.6,1.53,1.37,2.87,1.06,7.4,1.27,3.4,1.82,1.91,1.83,1.87,,,2.22,1.62,7.4,6.6,7.2,11.25,17.0,7.1,7.7,12.0,45.0,19.5,16.0,24.0,150.0,75.0,60.0,75.0,600.0
18,SKBghoFU,23/09/2024,14:00,TURKEY - SUPER LIG,Gaziantep,Trabzonspor,ROUND 6,3.2,3.4,2.25,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,1.73,2.0,3.1,1.35,1.65,2.2,11.0,8.5,11.0,21.0,11.0,6.5,9.0,17.0,17.0,12.0,13.0,26.0,34.0,23.0,34.0,41.0,201.0
19,f7w9Jvxr,23/09/2024,14:00,NORWAY - ELITESERIEN,KFUM Oslo,Molde,ROUND 23,3.7,3.5,2.0,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2,3.55,1.28,1.85,2.05,12.0,9.0,11.0,17.0,13.0,6.5,8.5,15.0,21.0,13.0,12.0,23.0,41.0,29.0,34.0,41.0,151.0
20,W82xUUdU,23/09/2024,14:00,BULGARIA - PARVA LIGA,Arda,Botev Plovdiv,ROUND 9,2.55,3.4,2.63,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83,2.5,1.5,1.48,2.6,9.0,8.0,13.0,26.0,8.0,6.5,10.0,23.0,12.0,10.0,15.0,34.0,26.0,21.0,34.0,51.0,301.0
21,AgUCzFp7,23/09/2024,14:00,SWEDEN - SUPERETTAN,Sandviken,Degerfors,ROUND 24,2.25,3.5,2.75,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25,2.25,1.63,1.43,2.75,15.0,11.0,15.0,29.0,10.0,7.0,11.0,21.0,13.0,9.5,12.0,26.0,23.0,17.0,23.0,41.0,126.0
22,SUv8yeV0,23/09/2024,14:00,SWEDEN - SUPERETTAN,Sundsvall,Oster,ROUND 24,4.33,3.75,1.7,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.7,2.05,4.25,1.21,2.1,1.7,13.0,8.0,9.0,13.0,13.0,7.5,8.5,13.0,23.0,15.0,15.0,23.0,51.0,34.0,34.0,41.0,201.0
23,lpTGZYaD,23/09/2024,14:00,SWEDEN - SUPERETTAN,Oddevold,Orebro,ROUND 24,2.3,3.4,2.8,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,1.7,2.05,2.3,1.6,1.43,2.75,11.0,9.5,15.0,29.0,8.5,6.5,11.0,23.0,12.0,9.5,13.0,29.0,23.0,19.0,26.0,41.0,201.0
24,2R7ThxHj,23/09/2024,14:00,DENMARK - 1ST DIVISION,Hillerod,Fredericia,ROUND 10,1.8,3.9,3.8,1.25,3.75,1.03,17.0,1.14,5.5,1.53,2.4,1.5,2.5,1.79,1.94,1.28,3.55,19.0,17.0,23.0,41.0,11.0,8.0,13.0,26.0,11.0,8.5,12.0,26.0,17.0,13.0,19.0,34.0,101.0
25,0AugPvt9,23/09/2024,14:00,DENMARK - SUPERLIGA,FC Copenhagen,Aalborg,ROUND 9,1.29,5.5,10.0,1.22,4.0,1.02,19.0,1.13,6.0,1.44,2.7,1.8,1.95,1.26,3.7,,,19.0,29.0,51.0,126.0,10.0,11.0,29.0,67.0,7.5,9.0,19.0,51.0,8.5,10.0,23.0,51.0,201.0
26,EgsO1Wve,23/09/2024,14:00,SWEDEN - ALLSVENSKAN,Goteborg,Halmstad,ROUND 23,1.55,4.33,5.5,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.8,1.95,1.53,2.43,1.16,5.25,13.0,15.0,29.0,51.0,7.5,8.5,17.0,41.0,7.5,8.5,17.0,41.0,11.0,12.0,23.0,51.0,251.0
