Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,jHoERKlQ,01/12/2024,00:00,USA - MLS,Los Angeles Galaxy,Seattle Sounders,PLAY OFFS ,1.91,3.7,3.75,1.36,3.0,1.04,13.0,1.22,4.0,1.73,2.08,1.7,2.05,1.93,1.93,1.28,3.55,12.0,12.0,21.0,41.0,8.5,7.0,13.0,29.0,9.5,8.5,13.0,34.0,17.0,15.0,23.0,41.0,201.0
2,v7ed9AYQ,01/12/2024,01:05,JAPAN - J2 LEAGUE,V-Varen Nagasaki,Vegalta Sendai,PROMOTION ,2.2,3.4,3.2,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.62,2.2,2.2,1.65,1.35,3.1,12.0,11.0,17.0,34.0,9.0,6.5,12.0,23.0,11.0,9.0,12.0,29.0,21.0,17.0,23.0,41.0,151.0
3,baIaUILd,01/12/2024,02:00,JAPAN - J1 LEAGUE,Sanfrecce Hiroshima,Hokkaido Consadole Sapporo,ROUND 37,1.33,5.5,7.5,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,1.75,2.0,1.33,3.3,1.1,7.0,19.0,23.0,41.0,81.0,9.5,11.0,21.0,51.0,8.0,9.0,19.0,41.0,9.5,10.0,21.0,51.0,201.0
4,WrgKBZrR,01/12/2024,02:00,AUSTRALIA - A-LEAGUE,Western United,Melbourne Victory,ROUND 6,4.5,4.0,1.7,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.7,2.05,4.4,1.2,2.15,1.68,13.0,8.5,9.0,13.0,15.0,7.5,8.5,13.0,26.0,15.0,15.0,21.0,51.0,34.0,34.0,41.0,151.0
5,WthlBW3E,01/12/2024,02:00,JAPAN - J2 LEAGUE,Montedio Yamagata,Okayama,PROMOTION ,2.35,3.2,3.0,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.73,2.0,2.35,1.58,1.38,3.0,10.0,10.0,15.0,34.0,8.5,6.0,11.0,23.0,12.0,9.5,13.0,34.0,23.0,19.0,29.0,41.0,201.0
6,hbyIJKLi,01/12/2024,02:00,SOUTH KOREA - K LEAGUE 1,Daegu,Asan,RELEGATION ,1.85,3.4,4.33,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,1.75,2.0,1.85,2.0,1.22,4.15,10.0,13.0,21.0,41.0,7.0,6.5,15.0,34.0,9.5,8.0,15.0,41.0,17.0,15.0,23.0,51.0,201.0
7,b1sgDgS8,01/12/2024,04:00,SOUTH KOREA - K LEAGUE 1,Seoul E-Land,Jeonbuk,RELEGATION ,3.4,3.4,2.1,1.4,2.75,1.05,11.0,1.25,3.75,1.93,1.93,1.7,2.05,3.45,1.3,1.75,2.05,11.0,8.0,10.0,19.0,11.0,6.5,9.0,17.0,17.0,12.0,13.0,26.0,41.0,26.0,34.0,41.0,201.0
8,2wzeefRP,01/12/2024,06:00,ROMANIA - LIGA 2,Selimbar,Steaua Bucuresti,ROUND 15,3.65,3.0,2.12,1.6,2.2,1.12,5.3,1.57,2.27,2.65,1.42,2.25,1.57,,,1.83,1.9,5.3,5.3,8.5,19.5,7.6,6.0,9.75,23.0,17.0,13.5,21.0,50.0,55.0,45.0,65.0,150.0,101.0
9,IBJdsXKE,01/12/2024,06:30,AUSTRIA - 2. LIGA,Bregenz,Kapfenberg,ROUND 15,2.27,3.45,2.85,1.36,2.92,1.04,8.25,1.23,3.75,1.7,2.05,1.57,2.25,2.15,1.65,,,8.25,11.25,16.5,35.0,9.25,6.8,10.25,22.0,12.0,9.0,12.0,26.0,23.0,17.0,23.0,45.0,300.0
10,l6vvGdkn,01/12/2024,07:30,BULGARIA - PARVA LIGA,Lok. Plovdiv,Botev Plovdiv,ROUND 17,3.8,3.3,2.0,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,1.91,1.8,3.55,1.28,1.83,2.03,8.0,6.5,9.0,17.0,9.5,6.5,9.0,17.0,19.0,13.0,17.0,34.0,41.0,34.0,41.0,51.0,351.0
11,QHdpDlvm,01/12/2024,07:30,TURKEY - 1. LIG,Umraniyespor,Genclerbirligi,ROUND 14,2.25,3.25,2.9,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.83,1.83,2.3,1.6,1.4,2.85,9.5,9.0,15.0,29.0,7.5,6.5,11.0,26.0,11.0,9.5,15.0,34.0,21.0,19.0,29.0,51.0,251.0
12,vZoECDDL,01/12/2024,08:00,SPAIN - PRIMERA RFEF,Ceuta,Villarreal B,GROUP 2 ,1.91,3.2,3.7,1.5,2.5,1.07,7.5,1.36,3.0,2.2,1.65,2.0,1.73,1.98,1.83,1.26,3.7,8.0,9.5,19.0,41.0,6.5,6.5,15.0,34.0,8.5,9.5,17.0,41.0,17.0,19.0,34.0,67.0,700.0
13,6Lm6EZr9,01/12/2024,08:00,SPAIN - PRIMERA RFEF,Hercules,Sevilla FC B,GROUP 2 ,1.83,3.0,4.2,1.53,2.38,1.08,7.0,1.44,2.63,2.35,1.57,2.2,1.62,1.85,1.95,1.2,4.4,7.0,10.0,21.0,51.0,5.5,6.5,17.0,41.0,7.5,9.5,19.0,51.0,15.0,19.0,41.0,67.0,1000.0
14,SOgmCdVh,01/12/2024,08:00,SPAIN - PRIMERA RFEF,Gimnastica Segoviana,Andorra,GROUP 1 ,3.9,2.7,2.05,1.57,2.25,1.11,6.0,1.5,2.5,2.5,1.5,2.2,1.62,4.0,1.23,1.78,2.03,6.0,6.0,8.5,19.0,9.0,6.0,10.0,21.0,19.0,15.0,19.0,41.0,41.0,41.0,51.0,67.0,900.0
15,vVsKzLjd,01/12/2024,08:00,SPAIN - PRIMERA RFEF,Osasuna B,Tarazona,GROUP 1 ,2.1,3.0,3.2,1.57,2.25,1.1,6.5,1.5,2.5,2.5,1.5,2.2,1.62,2.1,1.7,1.3,3.45,6.5,8.0,15.0,41.0,6.0,6.5,13.0,34.0,9.0,10.0,21.0,51.0,19.0,21.0,41.0,81.0,101.0
16,8bH8PCGD,01/12/2024,08:00,POLAND - DIVISION 1,Chrobry Glogow,Pogon Siedlce,ROUND 18,2.2,3.25,3.0,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.95,1.67,2.1,2.3,1.6,1.4,2.85,11.0,10.0,15.0,29.0,8.5,6.5,11.0,23.0,12.0,9.5,13.0,29.0,21.0,19.0,26.0,41.0,201.0
17,lYSpIH2s,01/12/2024,08:00,UKRAINE - PREMIER LEAGUE,Oleksandriya,Ch. Odesa,ROUND 15,1.4,3.85,8.75,1.44,2.42,1.05,8.5,1.38,2.6,2.1,1.57,2.4,1.44,,,,,7.5,16.5,60.0,300.0,4.75,8.25,30.0,150.0,5.3,9.0,29.0,150.0,8.25,14.5,45.0,200.0,
18,tpTe1FaT,01/12/2024,08:00,PORTUGAL - LIGA PORTUGAL 2,Penafiel,Mafra,ROUND 12,1.91,3.25,3.7,1.5,2.5,1.08,8.0,1.4,2.75,2.2,1.65,2.0,1.73,2.0,1.85,1.28,3.55,8.0,9.5,19.0,41.0,6.5,6.5,13.0,34.0,8.5,9.0,17.0,41.0,17.0,17.0,34.0,67.0,1000.0
19,z3GDrHsK,01/12/2024,08:15,ROMANIA - LIGA 2,Concordia,U Craiova 1948,ROUND 15,2.27,3.05,3.2,1.53,2.32,1.1,6.0,1.44,2.6,2.27,1.57,1.95,1.75,2.15,1.65,,,6.0,7.9,15.5,45.0,6.5,5.9,11.75,32.0,10.0,9.25,16.0,45.0,22.0,21.0,37.0,90.0,900.0
20,UJf3P4E7,01/12/2024,08:15,POLAND - EKSTRAKLASA,Korona Kielce,Gornik Zabrze,ROUND 17,2.55,3.25,2.7,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.8,1.95,2.5,1.5,1.48,2.6,9.5,8.5,13.0,29.0,8.0,6.5,10.0,23.0,12.0,10.0,15.0,34.0,26.0,21.0,29.0,51.0,251.0
21,YFF75YaN,01/12/2024,08:15,NETHERLANDS - EREDIVISIE,Utrecht,PSV,ROUND 14,6.25,4.33,1.5,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.67,2.1,5.75,1.14,2.5,1.5,17.0,9.0,8.5,11.0,21.0,8.5,8.5,11.0,34.0,19.0,15.0,21.0,67.0,41.0,41.0,41.0,151.0
