Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,ShVMjpwA,26/10/2024,00:00,MEXICO - LIGA MX,Puebla,Guadalajara Chivas,APERTURA ,4.33,3.6,1.83,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,1.7,2.05,4.0,1.23,2.0,1.85,11.0,8.0,9.0,15.0,13.0,7.0,8.5,15.0,23.0,15.0,13.0,23.0,41.0,34.0,41.0,41.0,201.0
2,M5w5Vo6B,26/10/2024,01:50,JAPAN - J2 LEAGUE,Iwaki,Mito,ROUND 36,2.2,3.25,3.2,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,1.73,2.0,2.2,1.65,1.35,3.1,10.0,11.0,17.0,34.0,8.5,6.5,12.0,26.0,11.0,9.0,13.0,34.0,21.0,17.0,26.0,41.0,201.0
3,GOGyoI41,26/10/2024,02:00,SOUTH KOREA - K LEAGUE 2,Jeonnam,Cheonan City,ROUND 36,1.7,3.9,4.1,1.22,3.75,1.03,17.0,1.14,5.5,1.53,2.4,1.53,2.38,1.73,2.08,1.23,4.0,17.0,17.0,26.0,41.0,10.0,8.0,15.0,29.0,10.0,8.5,13.0,29.0,15.0,12.0,19.0,41.0,126.0
4,vyBY8xUN,26/10/2024,02:00,SOUTH KOREA - K LEAGUE 1,Gangwon,Gimcheon Sangmu,CHAMPIONSHIP GROUP ,2.25,3.3,3.1,1.33,3.0,1.05,11.0,1.25,3.75,1.88,1.98,1.67,2.1,2.2,1.65,1.38,3.0,11.0,11.0,17.0,34.0,8.5,6.5,11.0,23.0,11.0,9.0,13.0,29.0,21.0,17.0,26.0,41.0,151.0
5,0dx9U5LH,26/10/2024,02:00,JAPAN - J2 LEAGUE,Fujieda MYFC,Chiba,ROUND 36,4.5,3.9,1.67,1.29,3.5,1.03,15.0,1.18,4.5,1.57,2.3,1.62,2.2,4.25,1.21,2.15,1.68,15.0,9.5,9.5,13.0,17.0,8.0,8.5,12.0,26.0,15.0,13.0,21.0,51.0,34.0,34.0,41.0,151.0
6,Yy9pYSf5,26/10/2024,03:00,AUSTRALIA - A-LEAGUE,Adelaide United,Central Coast Mariners,ROUND 2,2.2,3.6,3.1,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,1.5,2.5,2.15,1.68,1.38,3.0,17.0,15.0,19.0,34.0,12.0,7.0,11.0,21.0,13.0,9.5,11.0,23.0,21.0,15.0,21.0,34.0,101.0
7,8I3N8Ld8,26/10/2024,04:30,SOUTH KOREA - K LEAGUE 2,Ansan Greeners,Bucheon FC 1995,ROUND 36,4.33,3.3,1.8,1.41,2.62,1.06,10.0,1.33,3.25,2.05,1.75,1.91,1.8,4.25,1.21,2.0,1.8,8.5,6.5,8.0,15.0,11.0,6.5,8.5,15.0,21.0,15.0,17.0,29.0,51.0,41.0,41.0,51.0,351.0
8,86Td3Gio,26/10/2024,04:30,SOUTH KOREA - K LEAGUE 1,Suwon FC,Seoul,CHAMPIONSHIP GROUP ,2.75,3.3,2.5,1.33,3.0,1.05,11.0,1.25,3.75,1.85,2.0,1.62,2.2,2.68,1.45,1.53,2.43,12.0,9.5,13.0,23.0,10.0,6.5,10.0,19.0,15.0,10.0,12.0,26.0,29.0,21.0,26.0,41.0,151.0
9,fFFupxK7,26/10/2024,04:30,SOUTH KOREA - K LEAGUE 2,Cheongju,Anyang,ROUND 36,3.3,3.3,2.05,1.41,2.62,1.07,9.0,1.36,3.0,2.15,1.67,1.91,1.8,3.3,1.33,1.73,2.08,8.5,6.5,9.5,19.0,9.0,6.5,9.5,19.0,17.0,12.0,17.0,34.0,41.0,29.0,41.0,51.0,351.0
10,4nrIaf0L,26/10/2024,05:00,ROMANIA - LIGA 2,FC Voluntari,Ceahlaul,ROUND 11,1.75,3.45,4.65,1.44,2.62,1.08,6.6,1.37,2.87,2.07,1.7,1.98,1.75,1.72,2.05,,,6.6,11.25,25.0,80.0,5.9,6.7,15.0,50.0,7.4,8.5,17.5,55.0,13.5,15.0,32.0,100.0,900.0
11,M3QRlwn3,26/10/2024,05:00,ROMANIA - LIGA 2,Hunedoara,CSC Dumbravita,ROUND 11,1.33,4.45,9.75,1.4,2.75,1.06,7.4,1.29,3.3,1.87,1.87,2.3,1.55,1.6,2.27,,,7.4,21.0,70.0,300.0,5.6,9.0,30.0,150.0,5.5,8.75,25.0,120.0,7.7,12.5,37.0,150.0,1000.0
12,UTTZnHGF,26/10/2024,05:00,ROMANIA - LIGA 2,Metaloglobus Bucharest,CSM Resita,ROUND 11,1.93,3.45,3.7,1.4,2.72,1.06,7.4,1.28,3.3,1.85,1.88,1.72,2.0,1.9,1.85,,,7.4,11.0,20.0,55.0,7.6,6.6,12.5,32.0,9.5,8.25,14.0,37.0,17.0,15.0,25.0,60.0,450.0
13,t8muRZgd,26/10/2024,05:00,ROMANIA - LIGA 2,Mioveni,Steaua Bucuresti,ROUND 11,4.25,3.1,1.91,1.57,2.32,1.11,5.5,1.52,2.37,2.5,1.47,2.2,1.6,,,1.85,1.88,5.5,5.2,7.6,16.0,8.75,6.2,9.0,19.0,21.0,15.0,20.0,45.0,75.0,55.0,70.0,150.0,101.0
