Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,8f7ivmGK,28/07/2024,07:00,SOUTH KOREA - K LEAGUE 1,Pohang,Gimcheon Sangmu,ROUND 25,2.25,3.3,3.2,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.73,2.0,2.2,1.65,1.35,3.1,10.0,10.0,17.0,34.0,8.0,6.5,11.0,26.0,11.0,9.0,13.0,34.0,21.0,19.0,26.0,41.0,201.0
2,W2m07jar,28/07/2024,07:00,SOUTH KOREA - K LEAGUE 2,Jeonnam,Seoul E-Land,ROUND 25,2.5,3.5,2.4,1.3,3.4,1.03,15.0,1.18,4.5,1.6,2.3,1.53,2.38,2.5,1.5,1.53,2.43,15.0,12.0,15.0,26.0,12.0,7.5,10.0,19.0,15.0,10.0,12.0,23.0,26.0,19.0,23.0,34.0,126.0
3,0pKh1EdM,28/07/2024,07:00,POLAND - DIVISION 1,Odra Opole,Pogon Siedlce,ROUND 2,1.95,3.3,3.5,1.4,2.75,1.06,10.0,1.3,3.4,2.05,1.8,1.83,1.83,2.03,1.83,1.28,3.55,9.5,10.0,19.0,41.0,7.0,6.5,13.0,29.0,9.5,9.0,15.0,41.0,17.0,17.0,29.0,51.0,251.0
4,QLAXBWjR,28/07/2024,07:00,SOUTH KOREA - K LEAGUE 2,Gyeongnam,Cheonan City,ROUND 25,1.83,3.5,3.8,1.36,3.0,1.04,13.0,1.22,4.0,1.75,2.05,1.67,2.1,1.83,1.98,1.24,3.9,12.0,13.0,21.0,41.0,8.0,7.0,13.0,29.0,9.5,8.5,13.0,34.0,15.0,15.0,23.0,41.0,201.0
5,OOlT3ybf,28/07/2024,08:00,SWEDEN - SUPERETTAN,Sundsvall,Trelleborg,ROUND 16,2.5,3.4,2.5,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25,2.5,1.5,1.5,2.5,13.0,11.0,15.0,26.0,11.0,7.0,10.0,19.0,15.0,10.0,12.0,23.0,26.0,19.0,23.0,41.0,151.0
6,KhgJ3WBb,28/07/2024,08:30,BELGIUM - JUPILER PRO LEAGUE,Genk,St. Liege,ROUND 1,1.44,4.1,7.0,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.7,2.05,1.45,2.68,1.12,6.4,15.0,21.0,41.0,67.0,9.0,8.5,21.0,41.0,8.0,8.5,15.0,41.0,11.0,11.0,21.0,41.0,151.0
7,xWr1WEJC,28/07/2024,08:35,CHINA - SUPER LEAGUE,Qingdao Hainiu,Meizhou Hakka,ROUND 20,1.8,3.7,4.0,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.67,2.1,1.85,2.0,1.26,3.7,13.0,13.0,21.0,41.0,6.0,7.0,13.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,151.0
8,f7gdXf46,28/07/2024,08:35,CHINA - SUPER LEAGUE,Zhejiang Professional,Chengdu Rongcheng,ROUND 20,3.6,3.9,1.91,1.22,4.0,1.01,23.0,1.11,6.5,1.4,2.88,1.4,2.75,3.45,1.3,1.93,1.93,23.0,13.0,13.0,19.0,19.0,8.5,9.0,13.0,23.0,13.0,11.0,17.0,41.0,23.0,23.0,29.0,81.0
9,nsQQq5cE,28/07/2024,09:00,DENMARK - SUPERLIGA,Randers FC,Viborg,ROUND 2,2.0,3.5,3.6,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.62,2.2,2.07,1.83,1.3,3.45,13.0,13.0,21.0,41.0,9.0,7.0,12.0,26.0,11.0,8.5,12.0,29.0,19.0,15.0,21.0,41.0,151.0
10,GMs5VYYI,28/07/2024,09:00,CHINA - SUPER LEAGUE,Henan Songshan Longmen,Shandong Taishan,ROUND 20,3.1,3.4,2.25,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,1.57,2.25,2.85,1.4,1.63,2.25,13.0,10.0,12.0,21.0,12.0,6.5,9.0,17.0,17.0,11.0,12.0,21.0,34.0,21.0,26.0,41.0,126.0
