Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,vonNf3Q6,19/07/2024,12:45,BULGARIA - PARVA LIGA,Cherno More,CSKA 1948 Sofia,ROUND 1,1.75,3.25,5.25,1.5,2.5,1.08,8.0,1.36,3.0,2.25,1.62,2.1,1.67,1.73,2.08,1.17,5.0,7.5,12.0,23.0,51.0,6.0,6.5,17.0,41.0,7.5,9.0,19.0,51.0,13.0,17.0,34.0,67.0,1000.0
2,0WlHivw2,19/07/2024,13:00,DENMARK - SUPERLIGA,Aarhus,Midtjylland,ROUND 1,3.2,3.4,2.2,1.4,2.75,1.05,11.0,1.25,3.75,1.88,1.98,1.7,2.05,3.1,1.35,1.68,2.15,11.0,8.5,11.0,21.0,11.0,6.5,9.0,17.0,17.0,12.0,13.0,26.0,34.0,26.0,34.0,41.0,201.0
3,QymF7ozM,19/07/2024,13:00,ESTONIA - MEISTRILIIGA,Tammeka,Flora,ROUND 20,2.95,3.3,2.12,1.36,2.99,1.01,9.7,1.24,3.48,1.78,1.87,1.65,2.18,,,1.75,1.85,10.5,7.1,9.25,16.5,8.75,5.7,7.4,13.5,13.5,9.0,10.75,20.0,29.0,19.5,24.0,40.0,250.0
4,Wh6jvhbN,19/07/2024,13:00,FINLAND - YKKONEN,OLS Oulu,Vaajakoski,-,1.14,7.0,13.0,1.17,4.7,1.01,20.0,1.05,7.1,1.29,3.6,1.81,1.95,1.17,5.0,,,26.0,41.0,67.0,151.0,13.0,15.0,34.0,81.0,8.5,11.0,23.0,51.0,8.0,10.0,23.0,51.0,201.0
5,CCPtlaaU,19/07/2024,13:00,POLAND - EKSTRAKLASA,Jagiellonia,Puszcza,ROUND 1,1.48,4.2,5.75,1.33,3.25,1.03,15.0,1.22,4.0,1.7,2.1,1.8,1.95,1.48,2.6,1.14,5.75,13.0,17.0,34.0,67.0,7.5,8.5,19.0,41.0,7.5,8.5,17.0,41.0,11.0,12.0,23.0,51.0,251.0
6,U1eHrXzR,19/07/2024,13:00,ROMANIA - LIGA 1,Poli Iasi,FC Botosani,ROUND 2,2.3,3.0,3.25,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,1.83,1.83,2.25,1.63,1.33,3.3,8.5,9.5,15.0,34.0,7.5,6.0,12.0,29.0,11.0,9.5,15.0,41.0,21.0,19.0,29.0,51.0,251.0
7,WSYvjTWN,19/07/2024,13:00,POLAND - DIVISION 1,Polonia Warszawa,Pruszkow,ROUND 1,2.1,3.4,3.1,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,1.67,2.1,2.1,1.7,1.35,3.1,11.0,11.0,17.0,34.0,8.5,6.5,12.0,26.0,11.0,9.0,13.0,29.0,19.0,17.0,26.0,41.0,151.0
8,WEmB8RKF,19/07/2024,13:30,ESTONIA - MEISTRILIIGA,Nomme Utd,Kalju,ROUND 20,5.9,4.35,1.4,1.29,3.42,1.02,13.3,1.16,4.4,1.57,2.12,1.75,2.03,,,,,13.5,6.7,6.2,8.0,15.0,7.7,7.1,9.25,30.0,15.5,14.5,19.0,90.0,45.0,40.0,55.0,350.0
9,OEiWneW9,19/07/2024,14:00,DENMARK - 1ST DIVISION,B.93,Kolding IF,ROUND 1,3.8,3.8,1.83,1.3,3.4,1.03,15.0,1.2,4.33,1.65,2.2,1.62,2.2,3.7,1.26,2.03,1.83,15.0,9.0,10.0,15.0,13.0,7.5,8.5,13.0,21.0,13.0,13.0,21.0,41.0,29.0,29.0,41.0,151.0
10,lhJGZyAk,19/07/2024,14:00,NORWAY - ELITESERIEN,Bodo/Glimt,Odd,ROUND 15,1.2,7.5,12.0,1.17,5.0,1.01,29.0,1.06,10.0,1.25,4.0,1.67,2.1,1.18,4.65,,,34.0,41.0,51.0,151.0,15.0,15.0,29.0,67.0,9.5,10.0,21.0,51.0,9.0,10.0,21.0,51.0,151.0
11,pG8QwBZL,19/07/2024,14:00,SWEDEN - ALLSVENSKAN,Sirius,Malmo FF,ROUND 15,4.75,4.5,1.57,1.22,4.0,1.02,21.0,1.13,6.0,1.44,2.7,1.53,2.38,4.5,1.19,2.38,1.55,21.0,11.0,10.0,13.0,21.0,9.5,8.5,11.0,29.0,15.0,13.0,19.0,51.0,34.0,29.0,41.0,101.0
12,f3RAuDOq,19/07/2024,14:00,DENMARK - 1ST DIVISION,Vendsyssel,Roskilde,ROUND 1,1.62,3.9,5.0,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,1.62,2.2,1.6,2.3,1.18,4.65,15.0,19.0,29.0,51.0,9.5,8.0,17.0,34.0,9.5,8.5,13.0,34.0,13.0,12.0,21.0,41.0,126.0
13,21UaWsuJ,19/07/2024,14:00,SERBIA - SUPER LIGA,Radnicki 1923,Zeleznicar Pancevo,ROUND 1,2.18,3.45,3.05,1.38,2.8,1.05,7.7,1.26,3.45,1.8,1.95,1.65,2.1,2.15,1.65,,,7.7,10.75,17.0,37.0,8.25,6.7,10.75,24.0,11.0,8.75,13.0,29.0,21.0,16.5,25.0,55.0,350.0
14,pUuuoZ0M,19/07/2024,14:00,DENMARK - 1ST DIVISION,Hvidovre IF,Koge,ROUND 1,1.3,5.25,9.0,1.22,4.0,1.02,21.0,1.11,6.5,1.36,3.1,1.67,2.1,1.3,3.45,1.1,7.0,21.0,29.0,41.0,101.0,11.0,11.0,23.0,51.0,8.5,9.0,17.0,41.0,9.5,10.0,21.0,41.0,151.0
15,GlMiBDSh,19/07/2024,14:30,SWITZERLAND - CHALLENGE LEAGUE,Schaffhausen,Etoile-Carouge,ROUND 1,2.12,3.4,3.2,1.38,2.8,1.05,7.7,1.26,3.55,1.78,1.98,1.62,2.15,2.07,1.7,,,7.7,11.0,18.0,40.0,8.5,6.6,11.0,26.0,11.0,8.5,12.5,30.0,21.0,16.0,23.0,50.0,350.0
16,8OIqDZct,19/07/2024,14:30,SWITZERLAND - CHALLENGE LEAGUE,Xamax,Lausanne Ouchy,ROUND 1,2.25,3.55,2.82,1.3,3.2,1.03,9.0,1.18,4.3,1.55,2.3,1.47,2.5,2.2,1.62,,,9.0,13.0,18.0,35.0,11.25,7.3,10.25,21.0,13.5,9.0,11.0,23.0,24.0,16.0,20.0,35.0,200.0
17,nk2KeN6c,19/07/2024,15:00,PERU - LIGA 1,Cajamarca,Cusco,CLAUSURA ,2.35,2.9,3.0,1.44,2.63,1.08,8.0,1.36,3.0,2.15,1.67,1.83,1.83,2.38,1.55,1.38,3.0,8.0,9.0,15.0,34.0,7.5,6.0,12.0,26.0,11.0,10.0,15.0,41.0,23.0,21.0,34.0,51.0,301.0
18,IDK31i66,19/07/2024,15:00,ARGENTINA - LIGA PROFESIONAL,Barracas Central,Newells Old Boys,ROUND 6,3.0,3.1,2.5,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.1,1.67,2.85,1.4,1.53,2.43,6.5,6.5,11.0,23.0,7.0,6.0,11.0,23.0,13.0,12.0,19.0,41.0,34.0,29.0,41.0,67.0,501.0
19,GvX3FsV8,19/07/2024,15:00,DENMARK - SUPERLIGA,Nordsjaelland,Aalborg,ROUND 1,1.45,4.5,6.5,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,1.62,2.2,1.45,2.68,1.13,5.9,19.0,21.0,34.0,67.0,10.0,9.0,19.0,41.0,8.5,8.5,15.0,41.0,11.0,11.0,19.0,41.0,151.0
20,ltZYfelT,19/07/2024,15:15,SLOVENIA - PRVA LIGA,O. Ljubljana,Primorje,ROUND 1,1.21,5.7,13.0,1.3,3.2,1.03,9.0,1.18,4.25,1.57,2.27,2.25,1.57,,,,,9.0,32.0,110.0,500.0,7.2,11.75,40.0,200.0,5.8,9.5,29.0,150.0,6.7,11.0,35.0,150.0,1000.0
21,CGF09ic5,19/07/2024,15:15,SWITZERLAND - CHALLENGE LEAGUE,Aarau,Thun,ROUND 1,4.55,3.9,1.65,1.3,3.25,1.03,9.0,1.17,4.45,1.52,2.37,1.53,2.35,,,2.15,1.65,9.0,10.0,10.0,14.5,17.0,8.0,8.0,11.5,30.0,14.5,12.5,18.0,80.0,37.0,32.0,40.0,250.0
22,GpG47tAC,19/07/2024,15:15,BULGARIA - PARVA LIGA,Krumovgrad,Slavia Sofia,ROUND 1,2.6,3.25,2.7,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,1.91,1.8,2.6,1.48,1.48,2.6,8.0,7.5,12.0,26.0,7.5,6.0,11.0,23.0,12.0,10.0,17.0,34.0,26.0,23.0,34.0,51.0,351.0
23,CpPGat4K,19/07/2024,15:30,POLAND - DIVISION 1,Odra Opole,Ruch Chorzow,ROUND 1,2.45,3.4,2.55,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,1.8,1.91,2.43,1.53,1.48,2.6,10.0,8.5,13.0,26.0,8.5,6.5,10.0,21.0,12.0,10.0,15.0,29.0,23.0,21.0,29.0,51.0,251.0
24,2ctRKuUi,19/07/2024,15:30,POLAND - EKSTRAKLASA,Slask Wroclaw,Lechia Gdansk,ROUND 1,1.73,3.6,4.5,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,1.8,1.95,1.73,2.08,1.21,4.25,10.0,12.0,23.0,51.0,7.0,7.0,15.0,41.0,8.0,8.5,15.0,41.0,13.0,15.0,26.0,51.0,251.0
25,0A9mtUzo,19/07/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,Universitario de Vinto,Santa Cruz,CLAUSURA ,1.33,5.0,7.5,1.33,3.25,1.03,15.0,1.22,4.0,1.7,2.1,2.1,1.67,1.33,3.3,1.1,7.0,12.0,17.0,41.0,81.0,6.5,10.0,21.0,51.0,6.0,9.0,23.0,51.0,8.5,12.0,29.0,81.0,700.0
26,ttFMMkE7,19/07/2024,16:00,ROMANIA - LIGA 1,Unirea Slobozia,FCSB,ROUND 2,5.75,4.0,1.53,1.36,3.0,1.04,13.0,1.25,3.75,1.85,2.0,1.91,1.8,5.5,1.15,2.43,1.53,11.0,7.0,7.0,11.0,15.0,8.0,8.5,13.0,29.0,19.0,19.0,26.0,67.0,41.0,41.0,51.0,301.0
27,0QkBwann,19/07/2024,16:00,SERBIA - SUPER LIGA,Napredak,Partizan,ROUND 1,8.0,4.85,1.33,1.34,3.0,1.04,8.5,1.22,3.8,1.7,2.07,2.05,1.7,,,,,8.5,6.9,6.2,8.0,20.0,9.5,8.75,11.25,55.0,25.0,23.0,30.0,200.0,100.0,90.0,110.0,1000.0
28,K20Sg1yA,19/07/2024,17:15,PERU - LIGA 1,Sport Huancayo,Deportivo Garcilaso,CLAUSURA ,2.15,3.2,3.3,1.4,2.75,1.06,10.0,1.25,3.75,1.93,1.93,1.67,2.1,2.15,1.68,1.33,3.3,10.0,11.0,17.0,34.0,8.5,6.5,12.0,26.0,11.0,9.0,13.0,34.0,21.0,17.0,26.0,41.0,201.0
29,6kT0kWDd,19/07/2024,19:00,BRAZIL - SERIE B,Avai,Ceara,ROUND 16,1.95,3.2,4.1,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,2.1,1.67,2.03,1.83,1.25,3.8,7.0,9.0,19.0,41.0,5.5,6.5,15.0,41.0,8.0,9.5,19.0,51.0,17.0,19.0,41.0,67.0,1250.0
30,WEDoeuSH,19/07/2024,19:00,URUGUAY - PRIMERA DIVISION,Defensor Sp.,River Plate,TORNEO INTERMEDIO ,1.8,3.5,4.5,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,2.0,1.73,1.78,2.03,1.21,4.25,8.5,11.0,21.0,51.0,6.5,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,15.0,29.0,51.0,351.0
31,hQoZGW5g,19/07/2024,19:00,ARGENTINA - LIGA PROFESIONAL,Belgrano,Dep. Riestra,ROUND 6,1.85,3.1,5.0,1.57,2.25,1.11,6.5,1.53,2.38,2.7,1.44,2.38,1.53,1.88,1.98,1.18,4.65,6.0,9.5,23.0,51.0,5.0,6.5,17.0,51.0,7.5,9.5,21.0,51.0,15.0,19.0,41.0,81.0,201.0
32,S49r17qB,19/07/2024,19:00,COLOMBIA - PRIMERA A,Jaguares de Cordoba,Patriotas,CLAUSURA ,2.0,3.1,4.2,1.5,2.5,1.08,8.0,1.4,2.75,2.35,1.57,2.0,1.73,2.03,1.83,1.24,3.9,7.0,9.5,19.0,41.0,6.0,6.0,15.0,41.0,8.5,9.5,17.0,41.0,17.0,19.0,34.0,67.0,900.0
33,d2r9Pmn0,19/07/2024,19:30,PARAGUAY - PRIMERA DIVISION,Nacional Asuncion,Sportivo Trinidense,CLAUSURA ,2.15,3.4,3.0,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.62,2.2,2.2,1.65,1.38,3.0,13.0,12.0,17.0,34.0,9.5,7.0,11.0,23.0,12.0,9.0,12.0,29.0,21.0,17.0,23.0,41.0,151.0
34,vJwqoIfn,19/07/2024,20:00,CHILE - PRIMERA DIVISION,Huachipato,Cobreloa,ROUND 16,1.55,4.0,6.0,1.3,3.4,1.04,13.0,1.2,4.33,1.67,2.15,1.73,2.0,1.55,2.38,1.14,5.75,13.0,17.0,34.0,67.0,8.0,7.5,19.0,41.0,8.0,8.5,15.0,41.0,11.0,12.0,23.0,41.0,201.0
35,vJ5bNYSP,19/07/2024,21:00,ARGENTINA - LIGA PROFESIONAL,Rosario Central,Sarmiento Junin,ROUND 6,2.0,3.0,4.5,1.67,2.1,1.13,6.0,1.62,2.2,2.88,1.4,2.5,1.5,2.03,1.83,1.22,4.15,5.5,8.5,21.0,51.0,4.75,6.0,17.0,41.0,7.5,10.0,23.0,67.0,17.0,23.0,41.0,101.0,201.0
36,fB9eBDzG,19/07/2024,21:00,BRAZIL - SERIE B,Sport Recife,Operario,ROUND 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Q3TR3XSi,19/07/2024,21:00,BOLIVIA - DIVISION PROFESIONAL,Royal Pari,Blooming,CLAUSURA ,2.2,3.6,2.75,1.34,3.1,10.5,1.04,1.21,3.74,1.75,2.05,1.59,2.29,,,,,13.0,11.0,15.0,29.0,9.0,7.0,11.0,21.0,12.0,9.5,13.0,29.0,21.0,17.0,23.0,41.0,151.0
38,YeLnDZ53,19/07/2024,21:30,BRAZIL - SERIE B,Coritiba,Mirassol,ROUND 16,1.95,3.1,4.75,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.2,1.62,1.98,1.88,1.21,4.25,6.5,9.5,21.0,51.0,5.5,6.0,17.0,41.0,7.5,9.5,19.0,51.0,15.0,19.0,41.0,81.0,201.0
39,WxGZ2TEb,19/07/2024,21:30,COLOMBIA - PRIMERA A,Fortaleza,Deportes Tolima,CLAUSURA ,2.45,2.9,3.2,1.53,2.38,1.11,6.5,1.44,2.63,2.4,1.53,2.0,1.73,2.38,1.55,1.35,3.1,6.5,8.0,15.0,34.0,6.5,5.5,13.0,29.0,11.0,10.0,17.0,41.0,23.0,23.0,41.0,67.0,900.0
40,jHg2qYf3,19/07/2024,22:00,MEXICO - LIGA MX,Atl. San Luis,Club Tijuana,APERTURA ,2.2,3.6,3.1,1.3,3.4,1.04,13.0,1.2,4.33,1.67,2.15,1.53,2.38,2.15,1.68,1.38,3.0,15.0,13.0,17.0,34.0,10.0,7.0,11.0,21.0,12.0,9.0,12.0,26.0,21.0,15.0,21.0,34.0,126.0
