Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,SbG9vwa5,18/06/2024,08:35,CHINA - SUPER LEAGUE,Meizhou Hakka,Shanghai Port,ROUND 7,15.0,7.5,1.17,1.18,4.5,1.01,26.0,1.1,7.0,1.33,3.4,1.95,1.8,6.6,1.11,5.25,1.16,23.0,11.0,7.5,7.5,41.0,15.0,10.0,10.0,67.0,34.0,26.0,26.0,201.0,81.0,67.0,67.0,301.0
2,21Az4Pme,18/06/2024,10:00,EGYPT - PREMIER LEAGUE,Smouha,El Daklyeh,ROUND 26,1.57,3.3,6.5,1.45,2.37,1.05,7.2,1.42,2.47,2.2,1.53,2.15,1.55,,,,,7.1,13.0,40.0,175.0,5.0,6.8,21.0,90.0,6.2,8.5,21.0,90.0,11.0,15.5,40.0,150.0,201.0
3,QB3OYNYK,18/06/2024,12:00,ESTONIA - MEISTRILIIGA,Kalju,Tallinna Kalev,ROUND 16,1.36,4.35,6.8,1.28,3.46,1.02,13.8,1.15,4.55,1.53,2.2,1.77,2.0,,,,,14.0,16.5,37.0,120.0,7.0,7.8,17.5,55.0,6.4,7.0,14.5,45.0,8.0,8.75,18.0,55.0,300.0
4,rmEJZ3JE,18/06/2024,12:00,ESTONIA - MEISTRILIIGA,Paide,Parnu JK Vaprus,ROUND 16,1.25,4.8,9.75,1.27,3.54,1.02,13.4,1.14,4.65,1.52,2.22,1.95,1.81,,,,,14.0,24.0,65.0,250.0,6.5,8.75,24.0,90.0,5.5,7.4,17.0,65.0,6.6,8.75,21.0,65.0,400.0
5,GUFZKHkT,18/06/2024,13:00,EUROPE - EURO,Turkey,Georgia,ROUND 1,1.67,3.8,5.0,1.44,2.63,1.06,10.0,1.33,3.4,2.0,1.8,2.0,1.73,1.65,2.2,1.19,4.5,9.0,13.0,26.0,51.0,6.5,7.5,17.0,41.0,7.5,9.0,21.0,51.0,13.0,15.0,34.0,67.0,501.0
6,zF8r23I7,18/06/2024,13:00,EGYPT - PREMIER LEAGUE,Al Ittihad,Al Ahly,ROUND 26,7.3,3.95,1.42,1.42,2.47,1.03,8.3,1.3,2.92,1.95,1.75,2.1,1.57,,,,,9.25,5.6,5.9,9.0,16.5,7.9,8.5,13.0,50.0,23.0,22.0,35.0,200.0,100.0,90.0,120.0,800.0
7,dO9v3q31,18/06/2024,13:00,EGYPT - PREMIER LEAGUE,ZED,Pharco,ROUND 26,2.1,2.8,3.9,1.5,2.27,1.08,5.85,1.45,2.37,2.32,1.47,1.93,1.7,,,,,6.3,8.5,20.0,65.0,5.8,5.6,13.5,45.0,9.25,8.75,16.5,55.0,20.0,20.0,37.0,100.0,201.0
8,xdlhCFbd,18/06/2024,15:00,ICELAND - BESTA DEILD KARLA,Fylkir,Vestri,ROUND 10,1.82,4.1,3.5,1.23,3.75,1.02,10.0,1.13,5.1,1.42,2.65,1.44,2.6,1.8,1.95,,,10.0,18.0,25.0,50.0,12.5,8.75,12.5,25.0,12.0,8.75,11.75,24.0,17.0,12.5,17.0,35.0,175.0
9,fDjUgxSr,18/06/2024,16:00,EUROPE - EURO,Portugal,Czech Republic,ROUND 1,1.48,4.5,6.25,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.83,1.83,1.48,2.6,1.13,5.9,13.0,17.0,34.0,81.0,8.0,8.5,21.0,51.0,7.5,9.0,19.0,51.0,11.0,13.0,26.0,51.0,301.0
10,QHUnYdLF,18/06/2024,16:15,ICELAND - BESTA DEILD KARLA,Akranes,KR Reykjavik,ROUND 10,2.45,3.75,2.47,1.23,3.75,1.02,10.0,1.12,5.3,1.39,2.77,1.36,2.92,2.27,1.6,,,10.0,16.0,18.5,30.0,15.5,8.5,10.0,17.0,18.0,10.0,10.25,17.5,30.0,17.0,17.5,27.0,120.0
11,42tvzJj3,18/06/2024,16:15,ICELAND - BESTA DEILD KARLA,Fram,Kopavogur,ROUND 10,1.62,4.05,4.55,1.27,3.4,1.03,9.5,1.15,4.7,1.47,2.5,1.52,2.37,1.62,2.22,,,9.5,19.5,32.0,80.0,10.25,8.5,14.5,35.0,9.75,8.25,12.5,30.0,13.5,11.5,18.0,40.0,200.0
12,nRVrZx69,18/06/2024,16:15,ICELAND - BESTA DEILD KARLA,Stjarnan,Hafnarfjordur,ROUND 10,2.0,3.85,3.1,1.24,3.7,1.02,10.0,1.13,5.2,1.4,2.72,1.38,2.8,1.95,1.78,,,10.0,16.5,22.0,45.0,14.0,8.5,11.5,22.0,14.5,9.0,11.0,22.0,22.0,13.5,16.5,29.0,150.0
13,jaxzyayc,18/06/2024,17:15,ICELAND - BESTA DEILD KARLA,Valur,Vikingur Reykjavik,ROUND 10,2.6,3.85,2.3,1.22,3.85,1.02,10.0,1.11,5.6,1.36,2.9,1.34,3.0,1.62,2.22,1.6,2.25,10.25,15.5,17.0,27.0,18.0,9.0,9.75,15.5,21.0,10.75,10.5,17.0,35.0,17.5,17.5,26.0,110.0
14,ARP38jJr,18/06/2024,19:00,BRAZIL - SERIE B,Guarani,Ituano,ROUND 11,1.85,3.1,5.0,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.25,1.57,1.85,2.0,1.18,4.65,6.5,10.0,23.0,51.0,5.5,6.5,17.0,41.0,7.5,9.5,21.0,51.0,15.0,19.0,41.0,81.0,201.0
15,6gJC6Ume,18/06/2024,21:00,BRAZIL - SERIE B,Novorizontino,Amazonas,ROUND 11,1.7,3.4,5.25,1.53,2.38,1.11,6.5,1.5,2.5,2.5,1.5,2.38,1.53,1.7,2.1,1.17,5.0,6.5,10.0,26.0,51.0,5.0,7.0,19.0,51.0,6.5,9.5,23.0,51.0,13.0,17.0,41.0,101.0,201.0
16,lxaBRVPK,18/06/2024,21:30,BRAZIL - SERIE B,Paysandu PA,CRB,ROUND 11,2.15,3.0,3.75,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,2.1,1.67,2.15,1.68,1.28,3.55,6.5,8.5,17.0,41.0,6.0,6.0,15.0,34.0,9.0,10.0,19.0,41.0,19.0,21.0,41.0,67.0,201.0
