Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
11,dd1cWjb2,04/10/2024,12:30,SERBIA - SUPER LIGA,Radnicki Nis,OFK Beograd,ROUND 11,2.1,3.2,3.4,1.42,2.67,1.06,7.1,1.3,3.2,1.91,1.83,1.7,2.02,2.07,1.7,,,7.1,10.5,19.0,50.0,7.6,6.2,11.25,29.0,10.25,8.5,13.0,32.0,20.0,17.0,26.0,55.0,400.0
12,zseWSjua,04/10/2024,12:30,FINLAND - YKKONEN,Klubi 04,Jazz Pori,CHAMPIONSHIP GROUP,1.17,7.0,11.0,1.18,4.55,19.0,26.0,1.04,6.35,1.36,3.1,1.76,2.01,,,,,23.0,34.0,51.0,151.0,10.0,15.0,34.0,81.0,7.5,10.0,26.0,51.0,7.5,11.0,26.0,67.0,301.0
13,W8luRU9B,04/10/2024,13:00,FINLAND - YKKONEN,Atlantis,KPV Kokkola,CHAMPIONSHIP GROUP,2.75,4.0,2.0,1.25,3.7,1.01,15.0,1.1,4.75,1.5,2.5,1.42,2.77,,,1.72,2.1,21.0,12.0,13.0,21.0,13.0,8.5,9.0,15.0,19.0,11.0,13.0,19.0,34.0,21.0,23.0,34.0,101.0
14,MTRtDCmo,04/10/2024,13:00,AUSTRIA - 2. LIGA,Bregenz,Horn,ROUND 9,1.78,3.75,4.05,1.34,3.0,1.04,8.25,1.22,3.85,1.7,2.07,1.65,2.12,1.75,2.02,,,8.25,14.0,25.0,65.0,8.5,7.3,13.5,35.0,9.25,8.25,13.5,35.0,15.0,13.0,21.0,50.0,350.0
15,CxVqAaCt,04/10/2024,13:00,CROATIA - HNL,Istra 1961,Osijek,ROUND 9,3.25,3.25,2.1,1.44,2.63,1.06,10.0,1.33,3.25,2.1,1.7,1.83,1.83,3.3,1.33,1.73,2.08,8.5,7.0,9.5,19.0,9.0,6.5,9.5,19.0,17.0,12.0,17.0,29.0,41.0,29.0,41.0,51.0,351.0
16,p2DyZgA4,04/10/2024,13:00,AUSTRIA - 2. LIGA,First Vienna,Sturm Graz (Am),ROUND 9,1.65,4.25,4.2,1.23,3.75,1.02,10.0,1.12,5.3,1.39,2.8,1.44,2.6,1.62,2.2,,,10.0,21.0,32.0,70.0,12.5,9.25,14.5,32.0,11.25,8.5,12.5,27.0,15.0,11.25,16.0,35.0,150.0
17,OYqfMGQb,04/10/2024,13:00,AUSTRIA - 2. LIGA,Stripfing,Admira,ROUND 9,4.35,3.8,1.7,1.36,2.9,1.05,8.0,1.24,3.7,1.72,2.05,1.7,2.02,,,2.07,1.7,8.0,7.9,8.5,13.5,13.5,7.4,8.0,12.5,26.0,14.0,14.5,23.0,70.0,40.0,40.0,60.0,400.0
18,hYahVB9T,04/10/2024,13:00,AUSTRIA - 2. LIGA,ASK Voitsberg,Lafnitz,ROUND 9,1.98,3.7,3.3,1.33,3.05,1.04,8.5,1.21,3.95,1.65,2.15,1.6,2.22,1.95,1.8,,,8.5,12.5,19.0,45.0,9.25,7.3,11.5,26.0,10.75,8.5,12.5,29.0,18.0,14.5,21.0,45.0,300.0
19,t4HCFESh,04/10/2024,13:00,POLAND - EKSTRAKLASA,Puszcza,GKS Katowice,ROUND 11,2.7,3.2,2.6,1.4,2.75,1.05,11.0,1.29,3.5,2.0,1.85,1.75,2.0,2.68,1.45,1.5,2.5,10.0,9.0,13.0,26.0,9.0,6.0,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0
20,nVuAHr0n,04/10/2024,13:00,POLAND - DIVISION 1,Warta Poznan,Legnica,ROUND 12,3.2,3.1,2.2,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,1.83,1.83,3.1,1.35,1.63,2.25,8.5,7.0,10.0,21.0,9.0,6.0,9.5,19.0,15.0,12.0,15.0,34.0,34.0,29.0,41.0,51.0,301.0
21,htzWzxmA,04/10/2024,13:30,GERMANY - 2. BUNDESLIGA,Karlsruher SC,Darmstadt,ROUND 8,1.62,4.1,5.0,1.22,4.0,1.02,21.0,1.11,6.5,1.4,2.88,1.44,2.63,1.63,2.25,1.19,4.5,21.0,21.0,29.0,51.0,13.0,8.5,17.0,34.0,11.0,9.0,12.0,29.0,15.0,12.0,17.0,29.0,81.0
22,z3jsi9f5,04/10/2024,13:30,ITALY - SERIE A,Napoli,Como,ROUND 7,1.44,4.5,7.0,1.3,3.4,1.04,13.0,1.22,4.33,1.67,2.2,1.91,1.91,1.43,2.75,1.11,6.6,13.0,19.0,41.0,81.0,8.0,8.5,21.0,51.0,7.0,8.5,17.0,51.0,10.0,12.0,26.0,51.0,251.0
23,06wvZFHM,04/10/2024,13:30,GERMANY - 2. BUNDESLIGA,Paderborn,Regensburg,ROUND 8,1.42,4.75,7.0,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.5,1.67,2.1,1.4,2.85,1.12,6.25,19.0,21.0,41.0,67.0,9.0,9.5,19.0,41.0,8.0,8.5,17.0,41.0,10.0,11.0,21.0,41.0,151.0
24,boTLJ5L6,04/10/2024,13:30,DENMARK - 1ST DIVISION,Hobro,Roskilde,ROUND 12,1.73,3.9,4.2,1.33,3.25,1.03,15.0,1.2,4.33,1.7,2.1,1.67,2.1,1.73,2.08,1.23,4.0,13.0,15.0,23.0,41.0,8.5,7.5,15.0,34.0,9.0,8.5,15.0,34.0,15.0,13.0,23.0,41.0,151.0
25,Cp58W7ff,04/10/2024,14:00,TURKEY - 1. LIG,Corum,Igdir FK,ROUND 8,2.0,3.4,3.1,1.4,2.75,1.06,10.0,1.3,3.4,2.0,1.8,1.83,1.83,2.05,1.75,1.33,3.3,10.0,9.5,17.0,34.0,7.5,7.0,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,29.0,51.0,251.0
26,rRn4vquh,04/10/2024,14:00,GERMANY - 3. LIGA,Dortmund II,SG Dynamo Dresden,ROUND 9,4.33,3.7,1.7,1.3,3.4,1.03,15.0,1.18,4.5,1.65,2.2,1.62,2.2,4.15,1.22,2.08,1.73,15.0,9.0,9.5,15.0,15.0,7.5,8.5,13.0,23.0,15.0,13.0,21.0,41.0,34.0,34.0,41.0,151.0
27,6qbHUoP6,04/10/2024,14:00,TURKEY - 1. LIG,Erzurumspor,Boluspor,ROUND 8,1.73,3.2,4.33,1.5,2.5,1.08,8.0,1.4,2.75,2.35,1.57,2.1,1.67,1.78,2.03,1.2,4.4,7.5,10.0,21.0,51.0,6.0,6.5,15.0,41.0,7.5,9.0,19.0,51.0,15.0,17.0,34.0,67.0,351.0
28,jLPDLRjf,04/10/2024,14:00,DENMARK - 1ST DIVISION,Odense,Koge,ROUND 12,1.07,11.0,21.0,1.17,5.0,1.01,29.0,1.06,10.0,1.25,4.0,2.25,1.57,,,,,29.0,51.0,101.0,351.0,13.0,21.0,51.0,151.0,7.5,13.0,41.0,101.0,7.0,12.0,34.0,101.0,351.0
29,21OxKEFk,04/10/2024,14:00,DENMARK - 1ST DIVISION,B.93,Esbjerg,ROUND 12,3.7,3.6,1.91,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.57,2.25,3.55,1.28,1.88,1.98,15.0,10.0,11.0,17.0,15.0,7.5,9.0,15.0,21.0,13.0,12.0,21.0,41.0,26.0,29.0,41.0,126.0
30,CYfJbtLs,04/10/2024,14:00,PORTUGAL - LIGA PORTUGAL 2,Torreense,Tondela,ROUND 7,2.25,3.1,2.9,1.44,2.63,1.07,9.0,1.33,3.25,2.05,1.75,1.8,1.91,2.35,1.58,1.4,2.85,9.0,9.0,15.0,29.0,8.0,6.0,11.0,26.0,11.0,9.5,15.0,34.0,23.0,21.0,29.0,51.0,251.0
31,l4ibnCqJ,04/10/2024,14:00,SWEDEN - SUPERETTAN,Landskrona,Skovde AIK,ROUND 26,1.33,5.0,8.5,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.91,1.91,1.33,3.3,,,15.0,21.0,41.0,101.0,8.0,10.0,23.0,51.0,7.0,8.5,19.0,51.0,9.0,11.0,23.0,51.0,301.0
32,dh1hibfe,04/10/2024,14:00,BULGARIA - PARVA LIGA,Slavia Sofia,Cherno More,ROUND 11,3.5,3.2,2.15,1.53,2.38,1.08,8.0,1.44,2.63,2.35,1.57,2.1,1.67,3.3,1.33,1.68,2.15,7.0,6.0,9.0,19.0,8.0,6.5,9.5,21.0,15.0,13.0,19.0,34.0,41.0,34.0,41.0,67.0,1000.0
33,fXd7aNwe,04/10/2024,14:00,TURKEY - SUPER LIG,Rizespor,Antalyaspor,ROUND 8,2.0,3.4,3.7,1.4,2.75,1.06,10.0,1.3,3.4,2.05,1.8,1.83,1.83,2.03,1.83,1.28,3.55,9.5,10.0,19.0,41.0,7.0,6.5,13.0,29.0,9.5,9.0,15.0,41.0,17.0,17.0,29.0,51.0,251.0
34,O69Xudx9,04/10/2024,14:00,DENMARK - 1ST DIVISION,Hillerod,Vendsyssel,ROUND 12,1.48,4.33,5.75,1.25,3.75,1.03,17.0,1.14,5.5,1.53,2.4,1.67,2.1,1.5,2.5,1.14,5.75,17.0,19.0,34.0,51.0,9.5,9.0,17.0,41.0,8.5,8.5,15.0,41.0,11.0,11.0,21.0,41.0,151.0
35,8x0dCDJH,04/10/2024,14:00,DENMARK - SUPERLIGA,Vejle,Aalborg,ROUND 11,2.3,3.6,2.88,1.33,3.25,1.04,13.0,1.22,4.0,1.7,2.1,1.62,2.2,2.3,1.6,1.43,2.75,13.0,11.0,15.0,29.0,10.0,7.0,11.0,21.0,13.0,9.5,12.0,26.0,23.0,17.0,23.0,41.0,151.0
36,Q5O2pvHa,04/10/2024,14:30,FRANCE - NATIONAL,Nancy,Bourg en Bresse,ROUND 8,1.88,3.15,4.15,1.43,2.7,1.01,7.7,1.33,2.8,1.98,1.65,1.78,1.82,1.85,1.85,,,8.25,11.0,24.0,70.0,6.5,6.1,13.5,40.0,8.5,8.25,14.5,45.0,16.5,16.0,28.0,75.0,600.0
37,nZipcH05,04/10/2024,14:30,FRANCE - NATIONAL,Valenciennes,Villefranche,ROUND 8,1.95,3.2,3.8,1.42,2.47,1.02,7.1,1.37,2.62,2.07,1.6,1.88,1.72,1.91,1.8,,,8.0,9.75,20.0,60.0,6.1,6.2,13.0,37.0,8.5,8.75,16.5,50.0,17.0,17.5,32.0,90.0,800.0
38,rseT0a1t,04/10/2024,14:30,FRANCE - NATIONAL,Paris 13 Atl.,Quevilly Rouen,ROUND 8,2.65,2.95,2.67,1.42,2.47,1.02,7.1,1.37,2.62,2.07,1.6,1.78,1.82,,,,,7.7,7.5,13.0,32.0,7.7,5.7,10.0,25.0,13.0,9.75,14.0,35.0,32.0,24.0,35.0,75.0,600.0
39,SUKJtdGO,04/10/2024,14:30,FRANCE - NATIONAL,Orleans,Dijon,ROUND 8,2.5,3.05,2.75,1.42,2.47,1.03,6.95,1.38,2.6,2.1,1.57,1.83,1.78,,,,,7.8,7.5,13.0,32.0,7.3,5.9,10.5,26.0,11.75,9.75,15.0,40.0,27.0,22.0,35.0,80.0,700.0
40,YVRArIoC,04/10/2024,14:30,FRANCE - NATIONAL,Nimes,Sochaux,ROUND 8,2.9,3.05,2.4,1.42,2.73,1.01,7.8,1.32,2.85,1.93,1.7,1.7,1.93,,,,,8.75,7.6,11.75,26.0,9.0,5.9,9.25,21.0,15.5,10.25,13.0,30.0,37.0,25.0,32.0,60.0,500.0
41,4jzfn0nm,04/10/2024,14:30,FRANCE - NATIONAL,Concarneau,Chateauroux,ROUND 8,1.9,3.2,4.0,1.4,2.52,1.02,7.3,1.36,2.7,2.05,1.62,1.87,1.75,1.87,1.85,,,8.25,10.25,22.0,65.0,6.1,6.3,13.5,40.0,8.25,8.5,16.0,45.0,16.0,17.0,32.0,80.0,800.0
42,Kh94Jjw3,04/10/2024,14:30,SWITZERLAND - CHALLENGE LEAGUE,Xamax,Schaffhausen,ROUND 10,1.91,3.7,3.5,1.33,3.05,1.04,8.5,1.22,3.9,1.65,2.15,1.6,2.2,1.88,1.87,,,8.5,13.0,21.0,50.0,9.0,7.3,12.0,28.0,10.25,8.25,13.0,30.0,17.0,14.0,22.0,45.0,300.0
43,Y7qOiMOP,04/10/2024,14:30,FRANCE - NATIONAL,Aubagne,Boulogne,ROUND 8,3.1,2.95,2.32,1.42,2.47,1.02,7.1,1.37,2.65,2.07,1.6,1.8,1.82,,,,,7.8,6.7,10.5,24.0,8.75,5.8,9.25,21.0,16.0,10.75,14.5,35.0,40.0,28.0,37.0,75.0,600.0
44,MidgmxEr,04/10/2024,15:00,FRANCE - LIGUE 2,Rodez,Grenoble,ROUND 8,2.3,3.4,3.0,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,1.73,2.0,2.3,1.57,1.37,2.85,11.0,10.0,15.0,29.0,8.5,6.5,11.0,23.0,12.0,9.5,13.0,29.0,21.0,19.0,26.0,41.0,201.0
45,zHNxALmo,04/10/2024,15:00,ROMANIA - LIGA 1,Farul Constanta,Din. Bucuresti,ROUND 12,1.9,3.4,3.7,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,1.73,2.0,1.95,1.9,1.26,3.7,11.0,12.0,21.0,41.0,8.0,6.5,13.0,29.0,9.5,8.5,13.0,34.0,17.0,15.0,26.0,41.0,201.0
46,8h65guzA,04/10/2024,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Damac,Al Shabab,ROUND 6,3.7,3.5,1.9,1.4,2.75,1.05,8.5,1.3,3.4,1.98,1.83,1.83,1.83,3.55,1.28,1.85,1.95,10.0,7.5,9.0,15.0,11.0,7.0,9.0,17.0,19.0,13.0,15.0,29.0,41.0,29.0,41.0,51.0,700.0
47,tnQOJCph,04/10/2024,15:00,NETHERLANDS - EREDIVISIE,Almere City,Willem II,ROUND 8,2.8,3.3,2.55,1.44,2.63,1.06,9.5,1.3,3.4,2.05,1.8,1.8,1.95,2.68,1.45,1.53,2.43,9.5,8.5,12.0,26.0,9.0,6.0,10.0,21.0,13.0,10.0,15.0,29.0,29.0,23.0,34.0,51.0,251.0
48,Ay7uflET,04/10/2024,15:00,BELGIUM - CHALLENGER PRO LEAGUE,Patro Eisden,Deinze,ROUND 7,1.85,3.4,3.9,1.4,2.75,1.05,11.0,1.25,3.75,1.88,1.98,1.73,2.0,1.93,1.93,1.25,3.8,11.0,12.0,21.0,41.0,7.5,6.5,13.0,34.0,9.0,8.5,15.0,41.0,17.0,15.0,26.0,51.0,201.0
49,hhl6aY2T,04/10/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Vitesse,FC Volendam,ROUND 9,2.15,3.75,3.1,1.25,3.75,1.02,19.0,1.14,5.5,1.53,2.4,1.44,2.63,2.08,1.73,1.38,3.0,19.0,15.0,19.0,34.0,12.0,7.5,12.0,21.0,13.0,9.5,11.0,23.0,21.0,15.0,19.0,34.0,101.0
50,xQPxfCQj,04/10/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Venlo,Cambuur,ROUND 9,2.63,3.6,2.45,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,1.44,2.63,2.5,1.5,1.55,2.38,17.0,13.0,15.0,26.0,13.0,7.0,10.0,17.0,17.0,11.0,11.0,21.0,29.0,19.0,21.0,29.0,101.0
51,l0ik3G34,04/10/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Roda,Excelsior,ROUND 9,2.9,3.8,2.15,1.25,3.75,1.02,21.0,1.13,6.0,1.44,2.7,1.4,2.75,2.85,1.4,1.7,2.1,21.0,13.0,15.0,21.0,17.0,8.0,9.5,15.0,21.0,12.0,11.0,19.0,34.0,21.0,21.0,29.0,81.0
52,pSpb1fYG,04/10/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Oss,Den Haag,ROUND 9,4.33,4.0,1.73,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,1.57,2.25,4.15,1.22,2.1,1.7,15.0,9.5,9.5,15.0,17.0,8.0,8.5,13.0,26.0,15.0,13.0,21.0,41.0,34.0,34.0,41.0,126.0
53,Gngs5xZi,04/10/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Jong Utrecht,Telstar,ROUND 9,3.5,3.75,1.95,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25,3.45,1.3,1.85,2.0,15.0,9.5,11.0,17.0,13.0,7.5,9.0,15.0,19.0,12.0,13.0,21.0,41.0,26.0,29.0,41.0,151.0
54,27BfsZto,04/10/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Jong AZ,Eindhoven FC,ROUND 9,2.15,3.6,3.2,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,1.53,2.38,2.1,1.7,1.38,3.0,15.0,13.0,19.0,34.0,10.0,7.0,12.0,23.0,12.0,9.0,12.0,26.0,21.0,15.0,21.0,34.0,126.0
55,zgeE13Sa,04/10/2024,15:00,NETHERLANDS - EERSTE DIVISIE,FC Emmen,Maastricht,ROUND 9,1.67,4.2,4.5,1.25,3.75,1.02,21.0,1.13,6.0,1.48,2.6,1.5,2.5,1.65,2.2,1.21,4.25,21.0,19.0,29.0,51.0,11.0,8.5,15.0,29.0,10.0,8.5,13.0,29.0,15.0,12.0,19.0,34.0,101.0
56,SSi63Pcm,04/10/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Dordrecht,Jong PSV,ROUND 9,1.95,4.2,3.2,1.2,4.33,1.01,23.0,1.1,7.0,1.33,3.4,1.36,3.0,1.98,1.88,,,26.0,21.0,23.0,41.0,15.0,9.5,13.0,21.0,15.0,9.5,11.0,21.0,21.0,13.0,17.0,26.0,67.0
57,p8ls9ozQ,04/10/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Den Bosch,De Graafschap,ROUND 9,2.55,3.5,2.6,1.29,3.5,1.03,17.0,1.14,5.5,1.53,2.4,1.44,2.63,2.5,1.5,1.5,2.5,17.0,13.0,17.0,26.0,13.0,7.0,10.0,19.0,15.0,10.0,11.0,21.0,26.0,19.0,21.0,29.0,101.0
58,d8qNascC,04/10/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Helmond,Jong Ajax,ROUND 9,1.8,4.1,3.75,1.25,3.75,1.02,19.0,1.13,6.0,1.48,2.6,1.5,2.5,1.78,2.03,1.26,3.7,19.0,17.0,23.0,41.0,11.0,8.5,13.0,26.0,11.0,9.0,12.0,26.0,17.0,13.0,19.0,34.0,101.0
59,vicBlSyi,04/10/2024,15:00,BELGIUM - CHALLENGER PRO LEAGUE,RFC Liege,Lommel SK,ROUND 7,3.0,3.3,2.2,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,1.62,2.2,3.0,1.38,1.63,2.25,12.0,9.5,12.0,21.0,12.0,6.5,9.0,17.0,17.0,11.0,12.0,23.0,34.0,23.0,29.0,41.0,151.0
60,f5f1oGre,04/10/2024,15:00,FRANCE - LIGUE 2,Pau FC,Bastia,ROUND 8,2.25,3.1,3.4,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,2.0,1.73,2.25,1.6,1.3,3.3,7.5,8.5,15.0,34.0,6.5,6.0,13.0,29.0,10.0,9.5,17.0,41.0,21.0,21.0,34.0,51.0,351.0
61,xQT45yzR,04/10/2024,15:00,FRANCE - LIGUE 2,Paris FC,Laval,ROUND 8,1.75,3.6,4.5,1.44,2.63,1.07,9.0,1.33,3.25,2.05,1.75,1.91,1.8,1.75,2.05,1.21,4.25,9.0,11.0,23.0,51.0,6.5,7.0,15.0,41.0,8.0,8.5,17.0,41.0,13.0,15.0,29.0,51.0,351.0
62,WABm6viK,04/10/2024,15:00,FRANCE - LIGUE 2,Dunkerque,Troyes,ROUND 8,1.95,3.4,3.8,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.83,1.83,2.0,1.85,1.28,3.55,9.0,10.0,19.0,41.0,5.5,6.5,13.0,34.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
63,GAud7c5E,04/10/2024,15:00,FRANCE - LIGUE 2,Annecy,Red Star,ROUND 8,2.15,3.4,3.3,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,1.73,2.0,2.1,1.7,1.35,3.1,10.0,10.0,17.0,34.0,8.0,6.5,12.0,26.0,11.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,201.0
64,jXmAqfD7,04/10/2024,15:00,FRANCE - LIGUE 2,AC Ajaccio,Martigues,ROUND 8,1.9,3.1,4.5,1.62,2.2,1.11,6.5,1.53,2.38,2.7,1.44,2.38,1.53,1.93,1.93,1.21,4.25,6.0,9.0,21.0,51.0,4.33,6.5,17.0,41.0,7.5,9.5,21.0,51.0,15.0,21.0,41.0,81.0,201.0
65,rF2XZnNj,04/10/2024,15:00,HUNGARY - OTP BANK LIGA,Puskas Academy,Debrecen,ROUND 9,1.65,3.8,4.5,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.73,2.0,1.68,2.15,1.21,4.25,13.0,13.0,23.0,51.0,8.0,7.5,15.0,34.0,8.5,8.5,15.0,41.0,13.0,13.0,23.0,51.0,201.0
66,nkEAc9Gq,04/10/2024,15:15,SWITZERLAND - CHALLENGE LEAGUE,Bellinzona,Thun,ROUND 10,3.1,3.35,2.18,1.39,2.77,1.05,7.7,1.26,3.5,1.8,1.95,1.62,2.15,,,1.65,2.15,7.7,8.5,11.25,21.0,11.0,6.5,8.75,17.0,18.0,10.75,12.5,24.0,40.0,25.0,29.0,50.0,350.0
67,bXoRejiD,04/10/2024,15:15,SLOVENIA - PRVA LIGA,Radomlje,Nafta,ROUND 11,1.87,3.5,3.85,1.38,2.82,1.06,7.1,1.32,3.1,1.95,1.78,1.83,1.87,1.85,1.9,,,7.1,10.5,20.0,55.0,6.8,6.7,13.0,37.0,8.5,8.5,15.5,45.0,15.5,15.0,28.0,75.0,600.0
68,SbMIemod,04/10/2024,15:15,SWITZERLAND - CHALLENGE LEAGUE,Etoile-Carouge,Stade Nyonnais,ROUND 10,1.57,4.1,5.0,1.31,3.15,1.04,8.75,1.19,4.15,1.6,2.22,1.65,2.1,1.65,2.15,,,8.75,17.0,32.0,90.0,8.5,8.25,16.0,45.0,8.25,8.0,14.5,40.0,12.0,11.5,21.0,55.0,350.0
69,EyI3FX6s,04/10/2024,15:30,ITALY - SERIE B,Sampdoria,Juve Stabia,ROUND 8,1.8,3.4,4.5,1.44,2.63,1.07,8.5,1.33,3.25,2.1,1.7,1.95,1.8,1.83,2.03,1.21,4.25,8.5,11.0,21.0,51.0,6.5,6.5,15.0,41.0,8.0,8.5,17.0,41.0,15.0,15.0,29.0,51.0,351.0
