Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,nPj4xpfK,27/06/2024,10:00,EGYPT - PREMIER LEAGUE,El Gouna,Future FC,ROUND 28,4.1,3.0,1.95,1.5,2.27,1.07,6.45,1.47,2.35,2.35,1.47,2.05,1.6,,,1.8,1.91,6.5,5.3,7.9,17.0,9.0,6.0,9.0,19.5,21.0,14.0,18.5,40.0,70.0,45.0,60.0,120.0,201.0
2,40o9y49Q,27/06/2024,13:00,EGYPT - PREMIER LEAGUE,El Ismaily,Al Masry,ROUND 28,3.25,2.75,2.4,1.42,2.47,1.03,8.3,1.32,2.85,1.93,1.7,1.65,2.0,,,,,8.0,7.9,12.5,28.0,9.5,5.4,8.75,19.5,18.0,10.75,11.75,26.0,50.0,29.0,32.0,50.0,400.0
3,69XzXNHs,27/06/2024,13:00,EGYPT - PREMIER LEAGUE,ZED,El Gaish,ROUND 28,2.37,2.57,3.6,1.55,2.15,1.08,5.95,1.52,2.2,2.5,1.4,1.98,1.65,,,,,5.6,7.9,18.5,60.0,5.7,5.2,12.5,40.0,10.25,9.5,16.0,55.0,26.0,25.0,45.0,100.0,201.0
4,zmlJUkSh,27/06/2024,14:00,NORWAY - ELITESERIEN,Sandefjord,HamKam,ROUND 12,1.95,3.75,3.5,1.33,3.25,1.02,15.0,1.17,4.33,1.67,2.15,1.58,2.2,2.0,1.9,1.3,3.45,13.0,13.0,19.0,41.0,9.0,7.0,12.0,26.0,11.0,8.5,13.0,29.0,17.0,15.0,21.0,41.0,151.0
5,vLfMndz9,27/06/2024,15:00,ICELAND - BESTA DEILD KARLA,Vestri,Fram,ROUND 12,3.2,3.5,2.07,1.31,3.15,1.04,8.75,1.19,4.15,1.57,2.25,1.5,2.42,,,1.75,2.02,8.75,10.75,12.5,21.0,12.5,7.1,8.5,14.5,19.5,11.0,11.25,19.0,45.0,25.0,26.0,37.0,200.0
6,nobUpz5L,27/06/2024,16:15,ICELAND - BESTA DEILD KARLA,KR Reykjavik,Fylkir,ROUND 12,1.6,4.5,4.25,1.19,4.15,1.02,22.0,1.09,6.3,1.29,3.3,1.36,2.92,,,,,32.0,27.0,37.0,75.0,15.5,11.0,15.5,32.0,13.0,9.25,12.0,25.0,16.0,11.25,14.5,28.0,110.0
7,YsfQoGkF,27/06/2024,16:15,ICELAND - BESTA DEILD KARLA,Stjarnan,Vikingur Reykjavik,ROUND 12,3.2,3.9,1.95,1.23,3.75,1.02,10.0,1.12,5.3,1.4,2.75,1.39,2.8,,,1.82,1.93,10.0,13.0,13.5,20.0,18.5,8.75,9.0,13.5,25.0,11.75,11.0,16.5,45.0,23.0,21.0,29.0,120.0
8,Gb5GT9sa,27/06/2024,16:15,NORWAY - ELITESERIEN,Lillestrom,KFUM Oslo,ROUND 12,1.8,4.0,3.9,1.3,3.4,1.02,15.0,1.17,4.33,1.67,2.15,1.58,2.2,1.85,2.05,1.26,3.7,15.0,13.0,21.0,41.0,9.0,8.0,13.0,29.0,10.0,8.5,13.0,29.0,15.0,13.0,21.0,41.0,151.0
9,djA9k4JO,27/06/2024,19:00,SOUTH AMERICA - COPA AMÉRICA,Panama,USA,ROUND 2,8.5,5.0,1.38,1.33,3.25,1.04,13.0,1.25,4.0,1.73,2.1,2.1,1.67,7.0,1.1,3.1,1.35,12.0,6.5,6.0,8.5,17.0,9.5,9.0,12.0,41.0,23.0,23.0,29.0,101.0,51.0,51.0,81.0,501.0
10,80x5ehfh,27/06/2024,19:00,BRAZIL - SERIE A,Fluminense,Vitoria,ROUND 12,1.65,3.7,5.75,1.44,2.63,1.07,9.0,1.33,3.4,2.05,1.75,2.0,1.75,1.63,2.25,1.16,5.25,9.0,13.0,26.0,51.0,6.0,7.0,17.0,41.0,7.0,8.5,19.0,51.0,12.0,15.0,29.0,67.0,401.0
11,rJUHhjvB,27/06/2024,20:00,BRAZIL - SERIE A,Sao Paulo,Criciuma,ROUND 12,1.48,4.2,7.0,1.4,2.75,1.06,10.0,1.3,3.5,2.03,1.87,2.1,1.67,1.48,2.6,1.12,6.4,9.5,15.0,34.0,81.0,6.0,8.0,21.0,51.0,6.5,8.5,21.0,51.0,10.0,13.0,29.0,67.0,501.0
12,belhEmdP,27/06/2024,22:00,SOUTH AMERICA - COPA AMÉRICA,Uruguay,Bolivia,ROUND 2,1.14,8.5,17.0,1.22,4.0,1.03,17.0,1.14,5.5,1.44,2.75,2.25,1.57,1.14,5.75,,,17.0,41.0,81.0,301.0,8.5,15.0,41.0,126.0,6.0,11.0,34.0,101.0,6.5,11.0,34.0,101.0,501.0
