NÂº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
11,OS6ybVXp,13/10/2024,10:00,SERBIA - PRVA LIGA,FK Indjija,Macva,ROUND 11,3.2,2.75,2.3,1.5,2.15,1.05,6.0,1.47,2.32,2.25,1.5,2.09,1.71,,,,,6.1,5.0,8.25,19.0,6.6,4.85,8.0,18.5,13.0,9.5,13.0,32.0,35.0,26.0,35.0,70.0,500.0
12,fc6XTeSr,13/10/2024,10:00,ITALY - SERIE C,Pro Vercelli,Union Clodiense,GROUP A ,2.2,2.95,3.5,1.47,2.55,1.1,5.9,1.42,2.65,2.27,1.6,1.91,1.8,2.15,1.65,,,5.9,8.25,17.0,50.0,6.6,5.7,12.5,37.0,10.0,8.75,15.5,50.0,22.0,19.0,32.0,90.0,800.0
13,2oCgyvz9,13/10/2024,10:00,ITALY - SERIE C,Pergolettese,Trento,GROUP A ,3.3,2.85,2.35,1.47,2.5,1.1,5.8,1.42,2.67,2.25,1.6,1.85,1.85,,,1.57,2.3,5.8,6.6,10.75,25.0,8.5,5.5,9.25,21.0,17.0,11.25,14.0,35.0,50.0,32.0,40.0,75.0,700.0
14,MkZ6Dzr2,13/10/2024,10:00,ITALY - SERIE C,L.R. Vicenza,Lumezzane,GROUP A ,1.45,3.75,7.8,1.45,2.55,1.09,6.3,1.39,2.75,2.15,1.65,2.32,1.53,1.57,2.32,,,6.3,14.5,50.0,250.0,5.1,7.7,26.0,120.0,5.7,8.5,25.0,120.0,9.25,14.0,40.0,175.0,201.0
15,fukSKIkS,13/10/2024,10:00,ITALY - SERIE C,FeralpiSalo,Caldiero Terme,GROUP A ,1.55,3.7,6.1,1.44,2.6,1.08,6.5,1.38,2.82,2.15,1.65,2.18,1.62,1.57,2.32,,,6.5,12.5,35.0,150.0,5.4,7.3,20.0,80.0,6.3,8.5,22.0,90.0,10.5,14.0,35.0,150.0,201.0
16,GhCSP98C,13/10/2024,10:30,SPAIN - PRIMERA RFEF,Arenteiro,Gimnastic,GROUP 1 ,3.0,2.7,2.4,1.62,2.2,1.13,5.5,1.57,2.25,2.75,1.4,2.38,1.53,3.1,1.35,1.55,2.38,5.5,6.0,10.0,23.0,7.0,6.0,11.0,26.0,13.0,13.0,21.0,41.0,34.0,34.0,51.0,81.0,67.0
17,dAhrKvxi,13/10/2024,10:30,SPAIN - PRIMERA RFEF,R. Union,Barakaldo,GROUP 1 ,2.2,3.1,3.0,1.44,2.63,1.05,8.5,1.36,3.0,2.15,1.67,1.91,1.8,2.25,1.63,1.35,3.1,8.5,9.0,15.0,34.0,7.0,6.5,12.0,29.0,10.0,10.0,15.0,41.0,21.0,21.0,34.0,51.0,700.0
18,jJt6JC7M,13/10/2024,10:30,SPAIN - PRIMERA RFEF,Recreativo Huelva,Murcia,GROUP 2 ,2.35,3.2,2.8,1.44,2.63,1.07,7.5,1.36,3.0,2.15,1.67,1.91,1.8,2.35,1.58,1.4,2.85,8.5,8.5,13.0,29.0,7.5,6.5,11.0,26.0,11.0,10.0,17.0,41.0,23.0,21.0,34.0,51.0,500.0
19,zm8bJkHq,13/10/2024,11:15,SPAIN - LALIGA2,R. Oviedo,Almeria,ROUND 9,2.3,3.25,3.1,1.44,2.63,1.06,10.0,1.3,3.4,2.05,1.75,1.8,1.91,2.25,1.63,1.38,3.0,9.0,9.5,15.0,34.0,8.0,6.0,12.0,26.0,11.0,9.5,15.0,34.0,21.0,19.0,29.0,51.0,251.0
20,z5JYK2hl,13/10/2024,11:15,SPAIN - LALIGA2,Racing Santander,Levante,ROUND 9,2.1,3.5,3.25,1.3,3.4,1.04,13.0,1.2,4.33,1.67,2.15,1.57,2.25,2.1,1.7,1.35,3.1,13.0,13.0,19.0,34.0,10.0,7.0,12.0,23.0,12.0,9.0,12.0,29.0,21.0,15.0,21.0,41.0,126.0
21,vqV9xd3n,13/10/2024,11:30,PORTUGAL - LIGA PORTUGAL 2,Academico Viseu,Maritimo,ROUND 8,2.3,3.2,2.88,1.44,2.63,1.07,9.0,1.33,3.25,2.05,1.75,1.8,1.91,2.3,1.6,1.4,2.85,9.0,9.0,15.0,29.0,7.5,6.5,11.0,23.0,11.0,9.5,15.0,34.0,23.0,21.0,29.0,51.0,251.0
22,EHLEy5Nk,13/10/2024,12:00,CHILE - PRIMERA DIVISION,Huachipato,Colo Colo,ROUND 18,4.75,3.6,1.73,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,2.0,1.73,4.5,1.19,2.08,1.73,9.0,6.5,7.5,13.0,11.0,7.0,8.5,15.0,23.0,15.0,19.0,29.0,51.0,41.0,41.0,51.0,351.0
23,EgHAJBt3,13/10/2024,12:30,ITALY - SERIE C,Taranto,Picerno,GROUP C ,5.3,3.35,1.7,1.47,2.55,1.1,5.9,1.45,2.55,2.32,1.53,2.22,1.6,,,2.15,1.65,5.9,5.1,6.6,12.5,10.75,6.7,8.75,16.5,29.0,18.0,21.0,40.0,110.0,70.0,80.0,150.0,201.0
24,r7I1WgAN,13/10/2024,12:30,ITALY - SERIE C,Pianese,Carpi,GROUP B ,2.25,3.3,3.05,1.4,2.72,1.06,7.4,1.28,3.3,1.87,1.88,1.65,2.1,2.2,1.62,,,7.4,10.0,16.5,40.0,8.25,6.3,10.5,25.0,11.25,8.75,13.0,30.0,22.0,17.5,26.0,55.0,400.0
25,2BkSnFf4,13/10/2024,12:30,ITALY - SERIE C,Vis Pesaro,Pineto,GROUP B ,2.1,2.87,3.95,1.57,2.3,1.12,5.3,1.53,2.35,2.55,1.45,2.12,1.65,2.05,1.72,,,5.3,8.25,19.5,65.0,5.4,5.7,14.0,50.0,8.5,9.25,18.5,65.0,19.5,21.0,40.0,120.0,201.0
26,xlvJLxd5,13/10/2024,12:30,ITALY - SERIE C,Arezzo,Rimini,GROUP B ,2.0,3.1,3.85,1.44,2.6,1.09,6.3,1.39,2.8,2.15,1.65,1.9,1.82,1.95,1.78,,,6.3,9.75,20.0,60.0,6.2,6.0,13.0,37.0,8.75,8.5,15.5,45.0,18.0,17.5,32.0,80.0,700.0
27,YyTvKMic,13/10/2024,12:30,SPAIN - PRIMERA RFEF,Celta Vigo B,Amorebieta,GROUP 1 ,1.57,3.25,5.75,1.44,2.63,1.08,7.0,1.36,3.0,2.2,1.65,2.2,1.62,1.65,2.15,1.14,5.75,7.5,13.0,29.0,67.0,5.5,7.0,21.0,51.0,6.5,9.0,21.0,51.0,11.0,15.0,34.0,67.0,67.0
28,63tnI0M9,13/10/2024,12:30,SPAIN - PRIMERA RFEF,Tarazona,Sestao,GROUP 1 ,2.15,2.8,3.4,1.62,2.2,1.11,6.0,1.53,2.38,2.63,1.44,2.25,1.57,2.03,1.78,1.3,3.45,6.0,7.5,15.0,41.0,5.5,6.0,15.0,34.0,9.0,11.0,21.0,51.0,21.0,23.0,41.0,81.0,67.0
29,8fDWZXi3,13/10/2024,12:30,SPAIN - PRIMERA RFEF,Villarreal B,Sanluqueno,GROUP 2 ,1.7,3.3,4.33,1.44,2.63,1.06,8.0,1.36,3.0,2.15,1.67,2.1,1.67,1.83,1.98,1.19,4.5,8.0,11.0,23.0,51.0,6.0,7.0,17.0,41.0,7.5,9.0,19.0,51.0,13.0,15.0,34.0,67.0,1000.0
30,ALnWJCf4,13/10/2024,13:00,SERBIA - PRVA LIGA,Sloboda,Dubocica,ROUND 11,1.78,3.1,4.35,1.44,2.3,1.04,6.55,1.39,2.51,2.22,1.52,2.12,1.69,1.72,1.88,,,7.0,8.25,18.5,55.0,4.65,5.4,12.5,37.0,6.2,7.3,15.0,45.0,11.5,13.5,28.0,80.0,101.0
31,O4Ol7ZAb,13/10/2024,13:00,SERBIA - PRVA LIGA,Vozdovac,Graficar Beograd,ROUND 11,1.65,3.55,4.55,1.37,2.52,1.05,8.0,1.25,3.16,1.93,1.7,1.93,1.83,1.78,1.83,,,9.0,9.5,19.5,55.0,5.3,6.1,12.5,37.0,6.1,7.1,15.0,45.0,10.0,11.5,24.0,70.0,600.0
32,O8lguXw3,13/10/2024,13:30,SPAIN - LALIGA2,Granada CF,Cordoba,ROUND 9,1.9,3.5,4.1,1.4,2.75,1.05,11.0,1.29,3.5,2.0,1.85,1.8,1.91,1.93,1.93,1.25,3.8,10.0,11.0,21.0,41.0,7.0,6.5,13.0,34.0,9.0,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
33,2FgfSPrH,13/10/2024,13:30,SPAIN - LALIGA2,Burgos CF,Mirandes,ROUND 9,2.1,3.0,3.9,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,2.2,1.62,2.08,1.73,1.26,3.7,6.5,8.5,17.0,41.0,6.0,6.0,15.0,41.0,8.5,10.0,19.0,51.0,19.0,21.0,41.0,67.0,201.0
34,n9Uy6jGN,13/10/2024,13:30,URUGUAY - PRIMERA DIVISION,Miramar,Racing Montevideo,CLAUSURA ,3.4,3.2,2.3,1.53,2.38,1.1,7.0,1.44,2.63,2.5,1.5,2.1,1.67,3.3,1.33,1.65,2.2,7.0,6.0,9.5,21.0,8.0,6.0,10.0,21.0,15.0,13.0,19.0,41.0,41.0,34.0,41.0,67.0,1250.0
35,zBOIzzYb,13/10/2024,14:00,PORTUGAL - LIGA PORTUGAL 2,Pacos Ferreira,Torreense,ROUND 8,2.05,3.1,3.5,1.44,2.63,1.07,8.5,1.33,3.25,2.1,1.7,1.83,1.83,2.08,1.73,1.28,3.55,8.5,10.0,17.0,41.0,7.0,6.0,13.0,29.0,9.5,9.0,15.0,41.0,19.0,19.0,29.0,51.0,301.0
36,xAc81wLH,13/10/2024,14:30,ITALY - SERIE C,Avellino,Casertana,GROUP C ,1.65,3.35,5.7,1.47,2.52,1.09,6.1,1.42,2.67,2.25,1.6,2.12,1.65,1.62,2.2,,,6.1,12.5,32.0,120.0,5.2,6.6,18.0,70.0,6.6,8.5,19.5,75.0,12.0,15.5,37.0,120.0,201.0
37,G0QpCUad,13/10/2024,14:30,SPAIN - PRIMERA RFEF,Fuenlabrada,Alcoyano,GROUP 2 ,2.5,2.8,2.8,1.67,2.1,1.13,5.5,1.62,2.2,3.0,1.36,2.5,1.5,2.5,1.5,1.4,2.85,5.5,6.5,12.0,29.0,6.0,6.0,13.0,34.0,11.0,12.0,23.0,51.0,26.0,29.0,51.0,101.0,67.0
38,boZNe8ld,13/10/2024,14:45,ITALY - SERIE C,Potenza,Foggia,GROUP C ,2.67,3.0,2.7,1.42,2.67,1.08,6.5,1.35,2.95,2.05,1.72,1.75,1.98,2.27,1.6,,,6.5,7.9,13.0,32.0,8.25,5.8,9.75,24.0,13.5,9.5,13.0,32.0,32.0,22.0,30.0,60.0,500.0
39,fonKlyQi,13/10/2024,15:45,ITALY - SERIE C,Ternana,Ascoli,GROUP B ,1.85,3.25,4.3,1.45,2.55,1.09,6.3,1.4,2.75,2.2,1.62,1.98,1.75,1.83,1.91,,,6.3,10.0,22.0,75.0,6.0,6.3,14.5,45.0,8.0,8.5,17.0,55.0,15.5,16.0,32.0,100.0,900.0
40,p2PDBfnn,13/10/2024,16:00,URUGUAY - PRIMERA DIVISION,Cerro Largo,Nacional,CLAUSURA ,6.5,3.5,1.57,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,2.2,1.62,6.25,1.12,2.38,1.55,8.0,5.5,6.5,11.0,15.0,7.0,9.0,15.0,34.0,21.0,21.0,34.0,81.0,51.0,51.0,67.0,201.0
41,d6K4qYLn,13/10/2024,16:00,BRAZIL - SERIE B,Coritiba,Amazonas,ROUND 31,1.73,3.3,5.5,1.57,2.25,1.11,6.5,1.5,2.5,2.5,1.5,2.38,1.53,1.73,2.08,1.17,5.0,6.5,10.0,23.0,51.0,5.0,6.5,19.0,51.0,7.0,9.5,23.0,51.0,13.0,19.0,41.0,81.0,201.0
42,4Id1wB8F,13/10/2024,16:00,SPAIN - LALIGA2,Elche,Dep. La Coruna,ROUND 9,2.4,2.88,3.3,1.5,2.5,1.08,8.0,1.36,3.0,2.2,1.65,1.83,1.83,2.35,1.58,1.33,3.3,7.5,9.5,15.0,34.0,7.5,5.5,12.0,29.0,11.0,10.0,13.0,41.0,23.0,21.0,34.0,51.0,301.0
43,lE6iKEmI,13/10/2024,16:30,PORTUGAL - LIGA PORTUGAL 2,Chaves,Feirense,ROUND 8,1.8,3.4,4.1,1.44,2.63,1.07,9.0,1.33,3.25,2.08,1.73,1.91,1.8,1.85,2.0,1.23,4.0,9.0,11.0,21.0,41.0,6.5,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,15.0,29.0,51.0,351.0
44,rLwUfZuh,13/10/2024,17:00,PARAGUAY - PRIMERA DIVISION,Sportivo Trinidense,Libertad Asuncion,CLAUSURA ,3.8,3.3,1.9,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,2.0,1.73,3.8,1.25,1.88,1.93,8.0,6.5,8.5,17.0,9.5,6.5,9.0,17.0,19.0,15.0,17.0,34.0,41.0,34.0,41.0,67.0,351.0
45,ETZxzGef,13/10/2024,17:00,COLOMBIA - PRIMERA A,Santa Fe,Millonarios,CLAUSURA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,nsYpYgQ6,13/10/2024,17:00,COLOMBIA - PRIMERA A,Pereira,Envigado,CLAUSURA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,rN6SpX9C,13/10/2024,17:00,COLOMBIA - PRIMERA A,Junior,America De Cali,CLAUSURA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,K4qymNjt,13/10/2024,17:00,COLOMBIA - PRIMERA A,Ind. Medellin,Jaguares de Cordoba,CLAUSURA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,r9RgWXfJ,13/10/2024,17:00,COLOMBIA - PRIMERA A,Fortaleza,Atl. Nacional,CLAUSURA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,fcYvfymQ,13/10/2024,17:00,COLOMBIA - PRIMERA A,Deportes Tolima,Once Caldas,CLAUSURA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,vV9BlFAm,13/10/2024,17:00,COLOMBIA - PRIMERA A,Dep. Pasto,Aguilas,CLAUSURA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,neDJngu0,13/10/2024,17:00,COLOMBIA - PRIMERA A,Dep. Cali,Bucaramanga,CLAUSURA ,1.5,3.75,6.0,,,1.03,9.0,1.29,3.3,1.95,1.75,2.0,1.7,,,,,10.0,14.0,31.0,91.0,5.5,7.5,18.0,56.0,6.5,7.5,15.0,67.0,10.0,13.0,26.0,91.0,201.0
53,SUnqo1Lh,13/10/2024,17:00,COLOMBIA - PRIMERA A,Chico,La Equidad,CLAUSURA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Gz5zqBvP,13/10/2024,17:00,COLOMBIA - PRIMERA A,Alianza,Patriotas,CLAUSURA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,fTOy1Zit,13/10/2024,18:00,VENEZUELA - LIGA FUTVE,Carabobo,Dep. Tachira,CLAUSURA ,2.77,2.72,2.77,1.53,2.18,1.06,5.7,1.52,2.22,2.47,1.42,2.0,1.65,,,,,5.9,6.5,12.5,35.0,6.6,5.5,10.75,30.0,12.5,10.75,17.0,50.0,35.0,29.0,45.0,110.0,201.0
56,AeqzUhMa,13/10/2024,18:30,BRAZIL - SERIE B,Goias,Vila Nova FC,ROUND 31,1.8,3.3,4.75,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.2,1.62,1.83,2.03,1.2,4.4,7.0,10.0,23.0,51.0,5.5,6.5,17.0,41.0,7.5,9.0,21.0,51.0,15.0,17.0,41.0,81.0,201.0
57,UyxxgDA4,13/10/2024,19:30,PARAGUAY - PRIMERA DIVISION,Cerro Porteno,General Caballero JLM,CLAUSURA ,1.38,4.33,7.0,1.4,2.75,1.05,11.0,1.3,3.4,1.98,1.83,2.25,1.57,1.4,2.85,1.1,7.0,9.5,15.0,41.0,101.0,6.0,9.0,23.0,51.0,6.0,9.0,23.0,67.0,9.0,13.0,34.0,81.0,201.0
58,Usy7kWiL,13/10/2024,20:30,USA - MLS,Vancouver Whitecaps,Los Angeles FC,-,2.6,3.75,2.45,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,1.5,2.5,2.6,1.48,1.58,2.35,17.0,12.0,15.0,26.0,13.0,7.5,10.0,17.0,15.0,10.0,11.0,21.0,26.0,19.0,21.0,34.0,101.0
59,lnCTdNuP,13/10/2024,20:30,VENEZUELA - LIGA FUTVE,Universidad Central,Caracas,CLAUSURA ,2.12,2.85,3.75,1.52,2.22,1.05,6.0,1.47,2.32,2.37,1.45,2.02,1.62,1.93,1.78,,,6.2,8.25,19.0,60.0,5.6,5.7,13.0,45.0,9.0,9.25,17.5,55.0,20.0,21.0,40.0,110.0,201.0
60,I1tUyxRs,13/10/2024,21:30,COLOMBIA - PRIMERA A,Aguilas,Dep. Cali,CLAUSURA ,1.9,3.6,3.8,1.5,2.5,1.07,9.0,1.4,2.75,2.3,1.6,2.1,1.67,1.93,1.93,1.28,3.55,8.5,8.5,19.0,41.0,6.0,7.0,13.0,34.0,8.0,9.0,21.0,41.0,15.0,17.0,34.0,67.0,800.0
