Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,C4Prp7aL,27/09/2024,07:00,JAPAN - J1 LEAGUE,Kawasaki Frontale,Albirex Niigata,ROUND 32,2.0,3.6,3.5,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,1.62,2.2,2.03,1.83,1.3,3.45,15.0,13.0,19.0,41.0,9.5,7.0,12.0,26.0,11.0,9.0,13.0,29.0,19.0,15.0,21.0,41.0,151.0
2,Qo06kAKj,27/09/2024,07:30,SOUTH KOREA - K LEAGUE 1,Pohang,Incheon,ROUND 32,2.15,3.4,3.3,1.4,2.75,1.05,11.0,1.3,3.4,2.03,1.83,1.8,1.91,2.1,1.7,1.35,3.1,10.0,10.0,17.0,34.0,7.5,6.5,12.0,26.0,10.0,9.0,15.0,34.0,21.0,17.0,29.0,51.0,251.0
3,vkllEgci,27/09/2024,07:30,SOUTH KOREA - K LEAGUE 1,Daejeon,Ulsan HD,ROUND 32,3.8,3.6,1.9,1.36,3.0,1.04,13.0,1.25,3.75,1.85,2.0,1.73,2.0,3.55,1.28,1.93,1.93,12.0,8.0,9.5,17.0,12.0,7.0,8.5,15.0,21.0,13.0,15.0,23.0,41.0,29.0,34.0,41.0,201.0
4,dSJKouTH,27/09/2024,10:00,ARMENIA - PREMIER LEAGUE,FC Gandzasar,Shirak Gyumri,ROUND 9,3.65,3.7,1.78,1.31,3.15,1.02,10.0,1.17,3.75,1.65,1.98,1.64,2.2,,,1.9,1.72,12.5,7.0,7.8,12.0,10.5,6.4,7.1,11.0,17.0,10.5,11.75,18.5,40.0,25.0,27.0,45.0,250.0
5,xAiU0BRi,27/09/2024,11:30,BULGARIA - PARVA LIGA,Lok. Sofia,Hebar,ROUND 10,1.8,3.4,4.75,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,2.0,1.73,1.83,2.03,1.21,4.25,8.0,11.0,23.0,51.0,6.0,6.5,15.0,41.0,7.5,9.0,19.0,51.0,15.0,17.0,34.0,67.0,1250.0
6,UeKUFjK6,27/09/2024,12:00,ROMANIA - LIGA 1,Petrolul,FC Hermannstadt,ROUND 11,2.4,2.9,2.9,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,2.1,1.67,2.38,1.55,1.38,3.0,6.5,7.0,13.0,34.0,6.5,6.0,12.0,29.0,10.0,11.0,19.0,41.0,23.0,23.0,41.0,67.0,1250.0
7,2NNTi6Wo,27/09/2024,12:00,UKRAINE - PREMIER LEAGUE,Veres-Rivne,Shakhtar Donetsk,ROUND 8,9.75,5.1,1.27,1.29,3.4,1.02,16.5,1.2,3.6,1.55,2.15,2.0,1.65,,,,,14.0,7.3,6.1,7.5,26.0,10.5,8.75,10.75,75.0,30.0,24.0,29.0,300.0,150.0,100.0,110.0,900.0
8,KdVuPD3p,27/09/2024,12:00,FINLAND - VEIKKAUSLIIGA,Gnistan,AC Oulu,RELEGATION GROUP,1.75,3.5,3.9,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.67,2.1,1.83,2.03,1.24,3.9,13.0,13.0,21.0,41.0,8.5,7.0,13.0,29.0,9.5,8.5,13.0,34.0,15.0,13.0,23.0,41.0,151.0
9,KCTgukFa,27/09/2024,12:20,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Nassr,Al Wehda,ROUND 5,1.13,8.0,15.0,1.17,4.5,1.01,29.0,1.06,8.0,1.25,3.75,1.83,1.83,1.14,5.75,,,29.0,41.0,67.0,151.0,13.0,17.0,41.0,81.0,9.0,12.0,26.0,51.0,8.0,11.0,26.0,51.0,500.0
10,GzmV0fd2,27/09/2024,13:00,POLAND - EKSTRAKLASA,GKS Katowice,Pogon Szczecin,ROUND 10,3.2,3.4,2.15,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,1.57,2.25,3.1,1.35,1.7,2.1,13.0,9.5,12.0,21.0,13.0,6.5,9.0,15.0,19.0,12.0,12.0,23.0,34.0,23.0,29.0,41.0,126.0
11,SOgcH12f,27/09/2024,13:00,ESTONIA - MEISTRILIIGA,Levadia,Tallinna Kalev,ROUND 30,1.11,6.8,16.0,1.17,4.7,1.01,19.5,1.04,6.55,1.25,3.14,2.05,1.73,,,,,22.0,50.0,150.0,500.0,9.25,14.5,45.0,200.0,6.2,9.5,26.0,110.0,5.9,9.0,24.0,90.0,500.0
12,j7l04r5D,27/09/2024,13:00,AUSTRIA - 2. LIGA,Kapfenberg,Liefering,ROUND 8,2.7,3.8,2.22,1.28,3.35,1.03,9.25,1.17,4.45,1.52,2.37,1.47,2.5,,,1.65,2.15,9.25,11.75,13.5,23.0,13.0,7.9,9.25,15.5,17.0,10.25,11.75,20.0,32.0,19.5,22.0,37.0,200.0
13,6soy6etI,27/09/2024,13:00,AUSTRIA - 2. LIGA,Horn,Amstetten,ROUND 8,2.85,3.65,2.22,1.31,3.15,1.04,8.75,1.19,4.1,1.6,2.22,1.52,2.37,,,1.65,2.15,8.75,10.5,12.5,22.0,12.5,7.3,9.0,16.0,17.5,10.25,11.75,21.0,35.0,21.0,24.0,40.0,250.0
14,UyjCBaCt,27/09/2024,13:00,AUSTRIA - 2. LIGA,Bregenz,First Vienna,ROUND 8,2.7,3.7,2.3,1.34,3.0,1.04,8.5,1.22,3.85,1.7,2.12,1.6,2.22,,,1.6,2.25,8.5,10.0,12.5,23.0,10.75,7.3,9.25,17.0,15.0,10.0,12.5,23.0,30.0,20.0,26.0,45.0,300.0
15,YTnT7HB5,27/09/2024,13:00,AUSTRIA - 2. LIGA,Admira,A. Lustenau,ROUND 8,1.91,3.55,3.65,1.4,2.7,1.06,7.5,1.28,3.3,1.87,1.88,1.75,1.98,1.88,1.85,,,7.5,11.0,20.0,50.0,7.4,6.8,12.5,32.0,9.0,8.5,14.5,37.0,16.0,15.0,26.0,65.0,500.0
16,C2EzqNDs,27/09/2024,13:00,CROATIA - HNL,Sibenik,Istra 1961,ROUND 8,2.15,3.2,3.2,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,1.91,1.8,2.15,1.68,1.33,3.3,8.0,9.0,17.0,41.0,7.0,6.5,12.0,29.0,9.5,9.5,17.0,41.0,19.0,19.0,34.0,51.0,351.0
17,INLmOb34,27/09/2024,13:30,GERMANY - 2. BUNDESLIGA,Ulm,Braunschweig,ROUND 7,2.45,3.3,2.8,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,1.67,2.1,2.43,1.53,1.45,2.68,11.0,10.0,15.0,29.0,9.5,6.5,11.0,21.0,13.0,10.0,13.0,29.0,23.0,19.0,26.0,41.0,151.0
