Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,4QUaARAR,17/06/2024,10:00,EGYPT - PREMIER LEAGUE,El Gouna,National Bank Egypt,ROUND 26,2.95,2.82,2.5,1.41,2.77,1.02,8.6,1.31,2.9,1.95,1.75,1.62,2.02,,,,,8.5,8.25,13.0,30.0,9.25,5.6,9.0,21.0,16.0,10.25,11.75,27.0,40.0,26.0,30.0,50.0,400.0
2,GMyM2U3Q,17/06/2024,10:00,EUROPE - EURO,Romania,Ukraine,ROUND 1,4.1,3.4,1.91,1.44,2.63,1.08,8.0,1.4,3.0,2.2,1.67,1.91,1.8,3.9,1.24,1.95,1.95,8.5,6.5,9.0,17.0,11.0,7.0,9.5,19.0,21.0,15.0,19.0,34.0,51.0,41.0,41.0,67.0,451.0
3,6ZGR5oJr,17/06/2024,13:00,EGYPT - PREMIER LEAGUE,El Ismaily,Enppi,ROUND 26,2.65,2.72,2.9,1.57,2.12,1.07,6.45,1.45,2.37,2.32,1.47,1.88,1.72,,,,,6.3,7.0,13.5,37.0,6.9,5.4,10.75,30.0,12.5,10.0,15.0,45.0,32.0,26.0,40.0,90.0,900.0
4,lb6W45Yl,17/06/2024,13:00,EGYPT - PREMIER LEAGUE,Zamalek,Al Masry,ROUND 26,2.27,3.05,3.1,1.42,2.47,1.03,8.0,1.29,2.95,1.93,1.78,1.65,1.98,2.0,1.72,,,9.25,10.25,18.0,45.0,7.5,5.9,10.5,26.0,11.25,9.0,12.5,30.0,24.0,19.5,28.0,55.0,400.0
5,dxBg0vkF,17/06/2024,13:00,EUROPE - EURO,Belgium,Slovakia,ROUND 1,1.48,4.33,7.0,1.36,3.0,1.05,11.0,1.25,4.0,1.87,2.03,1.91,1.8,1.48,2.6,1.12,6.25,11.0,17.0,41.0,81.0,7.0,8.5,21.0,51.0,7.0,9.0,21.0,51.0,11.0,13.0,29.0,67.0,401.0
6,YX4mnCWi,17/06/2024,14:00,SWEDEN - SUPERETTAN,Trelleborg,Brage,ROUND 12,2.75,3.6,2.4,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,1.57,2.25,2.68,1.45,1.58,2.35,15.0,11.0,13.0,23.0,12.0,7.0,9.5,17.0,15.0,10.0,12.0,23.0,29.0,21.0,23.0,41.0,126.0
7,n7T2wHs2,17/06/2024,16:00,EUROPE - EURO,Austria,France,ROUND 1,5.75,4.5,1.53,1.33,3.25,1.04,13.0,1.22,4.33,1.73,2.1,1.8,1.91,5.5,1.15,2.43,1.53,13.0,8.0,8.0,12.0,17.0,8.5,8.5,13.0,34.0,19.0,19.0,26.0,67.0,41.0,41.0,51.0,301.0
8,SMGaSUzH,17/06/2024,17:00,URUGUAY - PRIMERA DIVISION,Boston River,Cerro Largo,TORNEO INTERMEDIO ,2.35,3.1,2.9,1.5,2.5,1.08,8.0,1.4,2.75,2.35,1.57,2.0,1.73,2.35,1.58,1.4,2.85,7.5,8.0,13.0,29.0,7.0,6.0,11.0,26.0,11.0,10.0,17.0,41.0,23.0,21.0,34.0,51.0,900.0
9,vPfzhbW2,17/06/2024,20:30,BRAZIL - SERIE A,Atletico-MG,Palmeiras,ROUND 9,2.7,3.3,2.63,1.5,2.5,1.08,8.0,1.44,2.75,2.35,1.57,2.0,1.75,2.6,1.48,1.48,2.6,7.5,7.0,12.0,26.0,7.0,6.0,11.0,23.0,12.0,11.0,17.0,41.0,29.0,23.0,41.0,67.0,451.0
10,v7HK48I7,17/06/2024,21:00,BRAZIL - SERIE B,Chapecoense-SC,Operario,ROUND 11,2.7,2.75,2.9,1.67,2.1,1.14,5.5,1.62,2.2,3.1,1.36,2.38,1.53,2.6,1.48,1.38,3.0,5.0,6.5,13.0,34.0,6.0,6.0,13.0,34.0,11.0,12.0,21.0,51.0,29.0,29.0,51.0,81.0,201.0
