NÂº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
11,SSPRRTR0,28/08/2024,15:30,ITALY - SERIE B,Cosenza,Spezia,ROUND 3,2.7,3.25,2.6,1.5,2.5,1.07,9.0,1.36,3.0,2.15,1.67,1.95,1.8,2.68,1.45,1.5,2.5,8.5,7.5,12.0,26.0,8.0,6.0,10.0,23.0,13.0,11.0,15.0,34.0,29.0,23.0,34.0,51.0,351.0
12,xlh3aTWg,28/08/2024,16:00,CHILE - PRIMERA DIVISION,Cobresal,U. Catolica,ROUND 22,2.38,3.4,2.88,1.36,3.0,1.04,12.0,1.22,4.0,1.8,2.0,1.62,2.2,2.35,1.58,1.43,2.75,12.0,11.0,15.0,29.0,9.5,6.5,11.0,21.0,13.0,9.5,12.0,29.0,23.0,19.0,26.0,41.0,151.0
13,df8z44me,28/08/2024,16:00,URUGUAY - PRIMERA DIVISION,CA Cerro,Defensor Sp.,CLAUSURA ,3.75,3.2,2.0,1.44,2.63,1.07,8.5,1.33,3.25,2.08,1.73,1.83,1.83,3.55,1.28,1.8,2.05,8.5,7.0,9.5,17.0,10.0,6.0,9.0,17.0,19.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,301.0
14,v1KiOZ2d,28/08/2024,16:30,SPAIN - LALIGA,Real Sociedad,Alaves,ROUND 3,1.62,3.6,6.5,1.53,2.38,1.1,7.0,1.44,2.75,2.38,1.57,2.38,1.53,1.6,2.3,1.14,5.75,7.0,12.0,29.0,67.0,5.0,7.0,21.0,51.0,6.5,9.0,23.0,67.0,11.0,17.0,41.0,101.0,201.0
15,KhwykQ8L,28/08/2024,16:30,SPAIN - LALIGA,Atl. Madrid,Espanyol,ROUND 3,1.3,5.25,11.0,1.33,3.25,1.04,13.0,1.25,4.0,1.8,2.0,2.25,1.57,1.28,3.55,,,11.0,21.0,41.0,126.0,6.0,10.0,29.0,81.0,5.5,9.0,26.0,67.0,7.5,12.0,34.0,81.0,501.0
16,0CMWEtRs,28/08/2024,18:30,PARAGUAY - PRIMERA DIVISION,Sol de America,Guarani,CLAUSURA ,3.0,3.5,2.0,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.83,1.83,3.1,1.35,1.75,2.05,10.0,7.0,9.5,19.0,9.0,7.0,9.0,19.0,15.0,11.0,17.0,29.0,34.0,29.0,34.0,51.0,301.0
17,xhQhddlL,28/08/2024,18:45,VENEZUELA - LIGA FUTVE,Puerto Cabello,Dep. Tachira,CLAUSURA ,2.67,2.75,2.85,1.53,2.2,1.07,6.35,1.47,2.32,2.37,1.45,1.93,1.7,,,,,6.2,7.0,13.5,37.0,6.5,5.5,10.75,29.0,12.0,10.5,16.0,45.0,32.0,28.0,45.0,100.0,201.0
18,6TuGdRGC,28/08/2024,19:00,CHILE - PRIMERA DIVISION,O'Higgins,Union La Calera,ROUND 22,2.1,3.25,3.5,1.44,2.63,1.07,9.0,1.33,3.25,2.05,1.75,1.83,1.83,2.08,1.73,1.3,3.45,9.0,10.0,17.0,41.0,7.0,6.0,13.0,29.0,10.0,9.0,15.0,41.0,19.0,17.0,29.0,51.0,251.0
19,pnPUJDKJ,28/08/2024,19:30,BRAZIL - SERIE A,Cruzeiro,Internacional,ROUND 5,2.1,3.3,3.7,1.53,2.38,1.1,7.0,1.5,2.63,2.4,1.53,2.1,1.67,2.05,1.75,1.3,3.45,7.0,8.5,17.0,41.0,6.0,6.5,13.0,34.0,8.5,9.5,19.0,41.0,19.0,21.0,41.0,67.0,501.0
20,bRfbqt2j,28/08/2024,19:30,BRAZIL - SERIE A,Criciuma,Bragantino,ROUND 19,2.38,3.3,3.0,1.5,2.5,1.07,9.0,1.4,3.0,2.2,1.65,1.95,1.8,2.3,1.6,1.4,2.85,8.0,8.0,15.0,34.0,7.0,6.5,11.0,26.0,10.0,9.5,17.0,41.0,21.0,21.0,34.0,51.0,401.0
21,4vzQEL1D,28/08/2024,20:00,URUGUAY - PRIMERA DIVISION,Miramar,Penarol,CLAUSURA ,6.5,4.2,1.44,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,2.2,1.62,6.25,1.12,2.68,1.45,10.0,6.0,6.5,9.5,15.0,8.5,9.0,13.0,34.0,21.0,21.0,34.0,81.0,51.0,51.0,81.0,1250.0
22,juKJMRaR,28/08/2024,20:30,USA - MLS,Philadelphia Union,Columbus Crew,-,2.6,3.75,2.5,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.5,1.44,2.63,2.5,1.5,1.55,2.38,19.0,13.0,15.0,26.0,13.0,7.5,10.0,17.0,17.0,10.0,11.0,21.0,26.0,19.0,21.0,34.0,101.0
23,tMUvDKef,28/08/2024,21:00,PARAGUAY - PRIMERA DIVISION,Sp. Luqueno,Libertad Asuncion,CLAUSURA ,3.5,3.1,2.05,1.5,2.5,1.08,7.5,1.44,2.63,2.35,1.57,2.0,1.73,3.55,1.28,1.75,2.05,7.5,6.0,9.0,19.0,9.0,6.0,9.5,19.0,17.0,13.0,17.0,34.0,41.0,34.0,41.0,67.0,1250.0
24,KCs8bmn0,28/08/2024,21:30,CHILE - PRIMERA DIVISION,A. Italiano,Everton,ROUND 22,2.7,3.3,2.55,1.44,2.85,1.06,9.0,1.29,3.6,2.0,1.85,1.65,2.15,2.6,1.48,1.5,2.5,10.0,9.0,13.0,23.0,9.5,6.5,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0
25,MsDahmmm,28/08/2024,21:30,VENEZUELA - LIGA FUTVE,Universidad Central,Carabobo,CLAUSURA ,2.75,2.75,2.77,1.53,2.18,1.08,6.15,1.52,2.22,2.47,1.42,2.02,1.62,,,,,6.0,6.6,12.5,35.0,6.4,5.5,10.75,29.0,12.0,10.75,17.5,45.0,35.0,30.0,50.0,110.0,201.0
26,0GvtgAKM,28/08/2024,22:30,COLOMBIA - PRIMERA A,Dep. Pasto,Junior,CLAUSURA ,2.8,2.8,2.88,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,2.1,1.67,2.68,1.45,1.43,2.75,6.0,7.0,12.0,29.0,6.5,5.5,12.0,29.0,12.0,11.0,17.0,41.0,29.0,26.0,41.0,67.0,201.0
