Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,vumbBTRs,05/09/2024,15:45,IRELAND - PREMIER DIVISION,Dundalk,St. Patricks,ROUND 28,2.88,3.2,2.3,1.44,2.63,1.07,8.5,1.36,3.0,2.15,1.67,1.91,1.91,2.85,1.4,1.58,2.35,8.5,7.5,11.0,23.0,8.5,6.5,9.5,21.0,15.0,11.0,15.0,34.0,34.0,26.0,34.0,51.0,301.0
2,8dQNOEK6,05/09/2024,20:00,BRAZIL - SERIE A,Cuiaba,Juventude,ROUND 16,1.91,3.5,4.1,1.5,2.5,1.08,8.0,1.44,2.75,2.3,1.6,2.05,1.7,1.95,1.95,1.25,3.8,8.0,9.0,19.0,41.0,6.0,6.5,15.0,41.0,8.0,9.0,19.0,41.0,15.0,17.0,34.0,67.0,501.0
3,YJsl1rVb,05/09/2024,21:30,BRAZIL - SERIE B,Paysandu PA,Amazonas,ROUND 25,1.95,3.2,4.1,1.57,2.25,1.11,6.5,1.5,2.5,2.5,1.5,2.2,1.62,2.0,1.85,1.24,3.9,6.5,8.5,19.0,41.0,5.5,6.5,15.0,41.0,8.0,9.5,21.0,51.0,17.0,21.0,41.0,81.0,201.0
