Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,QB5xzkQh,25/10/2024,05:35,AUSTRALIA - A-LEAGUE,Macarthur FC,Newcastle Jets,ROUND 2,1.8,4.1,3.9,1.22,4.0,1.02,21.0,1.13,6.0,1.44,2.75,1.44,2.63,1.78,2.03,1.26,3.7,21.0,19.0,26.0,41.0,12.0,8.5,13.0,26.0,12.0,9.0,11.0,26.0,17.0,13.0,17.0,29.0,81.0
2,0QZWAqio,25/10/2024,08:00,BULGARIA - PARVA LIGA,Arda,Septemvri Sofia,ROUND 13,1.48,4.0,7.0,1.44,2.63,1.06,10.0,1.36,3.0,2.1,1.7,2.25,1.57,1.5,2.5,1.12,6.4,8.5,15.0,34.0,81.0,5.5,8.0,21.0,51.0,6.0,9.0,23.0,51.0,10.0,15.0,34.0,81.0,201.0
3,Y1UhtUYP,25/10/2024,09:30,UKRAINE - PREMIER LEAGUE,Rukh Lviv,Ch. Odesa,ROUND 11,1.62,3.45,5.5,1.5,2.27,1.09,7.25,1.47,2.35,2.32,1.47,2.32,1.47,1.75,1.98,,,6.8,10.5,29.0,120.0,4.75,7.2,20.0,80.0,6.1,9.25,26.0,100.0,11.25,17.0,45.0,200.0,67.0
4,Kb8EuZ8k,25/10/2024,10:00,ROMANIA - LIGA 2,Selimbar,FC Arges,ROUND 11,2.9,2.82,2.62,1.55,2.37,1.11,5.5,1.5,2.42,2.42,1.5,1.98,1.75,,,,,5.5,6.7,12.0,30.0,7.0,5.6,10.0,26.0,13.5,10.75,16.0,40.0,37.0,30.0,45.0,100.0,700.0
5,hKMIYnqh,25/10/2024,10:30,BULGARIA - PARVA LIGA,Botev Plovdiv,Cherno More,ROUND 13,2.45,3.0,3.1,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,2.0,1.73,2.38,1.55,1.38,3.0,7.0,8.0,15.0,34.0,6.5,6.0,12.0,29.0,11.0,10.0,17.0,41.0,23.0,23.0,41.0,67.0,351.0
6,lnKaZbQH,25/10/2024,11:30,SERBIA - SUPER LIGA,IMT Novi Beograd,Tekstilac Odzaci,ROUND 13,1.62,3.8,5.1,1.44,2.62,1.06,7.1,1.33,3.05,2.0,1.75,2.02,1.72,1.6,2.25,,,7.1,12.0,28.0,90.0,6.1,7.4,17.0,55.0,6.9,8.25,19.0,65.0,11.25,14.0,32.0,110.0,1000.0
7,U5ehv3Vb,25/10/2024,11:35,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Qadisiya,Damac,ROUND 8,1.57,4.1,5.25,1.36,3.0,1.04,9.0,1.25,3.75,1.8,2.0,1.83,1.83,1.6,2.3,1.18,4.65,12.0,15.0,26.0,51.0,7.0,8.0,17.0,41.0,7.5,8.5,17.0,41.0,11.0,13.0,26.0,51.0,700.0
8,hnBPz8dm,25/10/2024,12:00,UKRAINE - PREMIER LEAGUE,Polissya Zhytomyr,Kolos Kovalivka,ROUND 11,1.62,3.3,5.9,1.55,2.15,1.12,6.4,1.52,2.2,2.47,1.42,2.45,1.42,,,,,6.1,10.25,32.0,150.0,4.45,7.1,22.0,100.0,5.9,9.25,28.0,120.0,11.25,18.0,55.0,250.0,67.0
9,WATRNsoI,25/10/2024,12:05,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Kholood,Al Nassr,ROUND 8,8.0,5.5,1.33,1.25,3.75,1.02,11.0,1.13,5.5,1.44,2.63,1.73,2.0,,,3.3,1.33,19.0,10.0,8.0,9.5,26.0,11.0,9.0,11.0,41.0,23.0,19.0,21.0,81.0,51.0,41.0,51.0,151.0
10,bkJw2HxA,25/10/2024,13:00,CROATIA - HNL,Slaven Belupo,Sibenik,ROUND 11,1.85,3.25,3.9,1.44,2.63,1.06,10.0,1.33,3.25,2.08,1.73,1.91,1.8,1.93,1.93,1.25,3.8,9.0,11.0,21.0,41.0,6.5,6.5,13.0,34.0,8.5,9.0,17.0,41.0,15.0,17.0,29.0,51.0,351.0
